country;continent;year;lifeExp;pop;iso_alpha
Nigeria;Africa;1982;45,826;73039376;NGA
Nigeria;Africa;1987;46,886;81551520;NGA
Nigeria;Africa;1992;47,472;93364244;NGA
Nigeria;Africa;1997;47,464;106207839;NGA
Nigeria;Africa;2002;46,608;119901274;NGA
Nigeria;Africa;2007;46,859;135031164;NGA
Norway;Europe;1952;72,67;3327728;NOR
Norway;Europe;1957;73,44;3491938;NOR
Norway;Europe;1962;73,47;3638919;NOR
Norway;Europe;1967;74,08;3786019;NOR
Norway;Europe;1972;74,34;3933004;NOR
Norway;Europe;1977;75,37;4043205;NOR
Norway;Europe;1982;75,97;4114787;NOR
Norway;Europe;1987;75,89;4186147;NOR
Norway;Europe;1992;77,32;4286357;NOR
Norway;Europe;1997;78,32;4405672;NOR
Norway;Europe;2002;79,05;4535591;NOR
Norway;Europe;2007;80,196;4627926;NOR
Oman;Asia;1952;37,578;507833;OMN
Oman;Asia;1957;40,08;561977;OMN
Oman;Asia;1962;43,165;628164;OMN
Oman;Asia;1967;46,988;714775;OMN
Oman;Asia;1972;52,143;829050;OMN
Oman;Asia;1977;57,367;1004533;OMN
Oman;Asia;1982;62,728;1301048;OMN
Oman;Asia;1987;67,734;1593882;OMN
Oman;Asia;1992;71,197;1915208;OMN
Oman;Asia;1997;72,499;2283635;OMN
Oman;Asia;2002;74,193;2713462;OMN
Oman;Asia;2007;75,64;3204897;OMN
Pakistan;Asia;1952;43,436;41346560;PAK
Pakistan;Asia;1957;45,557;46679944;PAK
Pakistan;Asia;1962;47,67;53100671;PAK
Pakistan;Asia;1967;49,8;60641899;PAK
Pakistan;Asia;1972;51,929;69325921;PAK
Pakistan;Asia;1977;54,043;78152686;PAK
Pakistan;Asia;1982;56,158;91462088;PAK
Pakistan;Asia;1987;58,245;105186881;PAK
Pakistan;Asia;1992;60,838;120065004;PAK
Pakistan;Asia;1997;61,818;135564834;PAK
Pakistan;Asia;2002;63,61;153403524;PAK
Pakistan;Asia;2007;65,483;169270617;PAK
Panama;Americas;1952;55,191;940080;PAN
Panama;Americas;1957;59,201;1063506;PAN
Panama;Americas;1962;61,817;1215725;PAN
Panama;Americas;1967;64,071;1405486;PAN
Panama;Americas;1972;66,216;1616384;PAN
Panama;Americas;1977;68,681;1839782;PAN
Panama;Americas;1982;70,472;2036305;PAN
Panama;Americas;1987;71,523;2253639;PAN
Panama;Americas;1992;72,462;2484997;PAN
Panama;Americas;1997;73,738;2734531;PAN
Panama;Americas;2002;74,712;2990875;PAN
Panama;Americas;2007;75,537;3242173;PAN
Paraguay;Americas;1952;62,649;1555876;PRY
Paraguay;Americas;1957;63,196;1770902;PRY
Paraguay;Americas;1962;64,361;2009813;PRY
Paraguay;Americas;1967;64,951;2287985;PRY
Paraguay;Americas;1972;65,815;2614104;PRY
Paraguay;Americas;1977;66,353;2984494;PRY
Paraguay;Americas;1982;66,874;3366439;PRY
Paraguay;Americas;1987;67,378;3886512;PRY
Paraguay;Americas;1992;68,225;4483945;PRY
Paraguay;Americas;1997;69,4;5154123;PRY
Paraguay;Americas;2002;70,755;5884491;PRY
Paraguay;Americas;2007;71,752;6667147;PRY
Peru;Americas;1952;43,902;8025700;PER
Peru;Americas;1957;46,263;9146100;PER
Peru;Americas;1962;49,096;10516500;PER
Peru;Americas;1967;51,445;12132200;PER
Peru;Americas;1972;55,448;13954700;PER
Peru;Americas;1977;58,447;15990099;PER
Peru;Americas;1982;61,406;18125129;PER
Peru;Americas;1987;64,134;20195924;PER
Peru;Americas;1992;66,458;22430449;PER
Peru;Americas;1997;68,386;24748122;PER
Peru;Americas;2002;69,906;26769436;PER
Peru;Americas;2007;71,421;28674757;PER
Philippines;Asia;1952;47,752;22438691;PHL
Philippines;Asia;1957;51,334;26072194;PHL
Philippines;Asia;1962;54,757;30325264;PHL
Philippines;Asia;1967;56,393;35356600;PHL
Philippines;Asia;1972;58,065;40850141;PHL
Philippines;Asia;1977;60,06;46850962;PHL
Philippines;Asia;1982;62,082;53456774;PHL
Philippines;Asia;1987;64,151;60017788;PHL
Philippines;Asia;1992;66,458;67185766;PHL
Philippines;Asia;1997;68,564;75012988;PHL
Philippines;Asia;2002;70,303;82995088;PHL
Philippines;Asia;2007;71,688;91077287;PHL
Poland;Europe;1952;61,31;25730551;POL
Poland;Europe;1957;65,77;28235346;POL
Poland;Europe;1962;67,64;30329617;POL
Poland;Europe;1967;69,61;31785378;POL
Poland;Europe;1972;70,85;33039545;POL
Poland;Europe;1977;70,67;34621254;POL
Poland;Europe;1982;71,32;36227381;POL
Poland;Europe;1987;70,98;37740710;POL
Poland;Europe;1992;70,99;38370697;POL
Poland;Europe;1997;72,75;38654957;POL
Poland;Europe;2002;74,67;38625976;POL
Poland;Europe;2007;75,563;38518241;POL
Portugal;Europe;1952;59,82;8526050;PRT
Portugal;Europe;1957;61,51;8817650;PRT
Portugal;Europe;1962;64,39;9019800;PRT
Portugal;Europe;1967;66,6;9103000;PRT
Portugal;Europe;1972;69,26;8970450;PRT
Portugal;Europe;1977;70,41;9662600;PRT
Portugal;Europe;1982;72,77;9859650;PRT
Portugal;Europe;1987;74,06;9915289;PRT
Portugal;Europe;1992;74,86;9927680;PRT
Portugal;Europe;1997;75,97;10156415;PRT
Portugal;Europe;2002;77,29;10433867;PRT
Portugal;Europe;2007;78,098;10642836;PRT
Puerto Rico;Americas;1952;64,28;2227000;PRI
Puerto Rico;Americas;1957;68,54;2260000;PRI
Puerto Rico;Americas;1962;69,62;2448046;PRI
Puerto Rico;Americas;1967;71,1;2648961;PRI
Puerto Rico;Americas;1972;72,16;2847132;PRI
Puerto Rico;Americas;1977;73,44;3080828;PRI
Puerto Rico;Americas;1982;73,75;3279001;PRI
Puerto Rico;Americas;1987;74,63;3444468;PRI
Puerto Rico;Americas;1992;73,911;3585176;PRI
Puerto Rico;Americas;1997;74,917;3759430;PRI
Puerto Rico;Americas;2002;77,778;3859606;PRI
Puerto Rico;Americas;2007;78,746;3942491;PRI
Reunion;Africa;1952;52,724;257700;REU
Reunion;Africa;1957;55,09;308700;REU
Reunion;Africa;1962;57,666;358900;REU
Reunion;Africa;1967;60,542;414024;REU
Reunion;Africa;1972;64,274;461633;REU
Reunion;Africa;1977;67,064;492095;REU
Reunion;Africa;1982;69,885;517810;REU
Reunion;Africa;1987;71,913;562035;REU
Reunion;Africa;1992;73,615;622191;REU
Reunion;Africa;1997;74,772;684810;REU
Reunion;Africa;2002;75,744;743981;REU
Reunion;Africa;2007;76,442;798094;REU
Romania;Europe;1952;61,05;16630000;ROU
Romania;Europe;1957;64,1;17829327;ROU
Romania;Europe;1962;66,8;18680721;ROU
Romania;Europe;1967;66,8;19284814;ROU
Romania;Europe;1972;69,21;20662648;ROU
Romania;Europe;1977;69,46;21658597;ROU
Romania;Europe;1982;69,66;22356726;ROU
Romania;Europe;1987;69,53;22686371;ROU
Romania;Europe;1992;69,36;22797027;ROU
Romania;Europe;1997;69,72;22562458;ROU
Romania;Europe;2002;71,322;22404337;ROU
Romania;Europe;2007;72,476;22276056;ROU
Rwanda;Africa;1952;40;2534927;RWA
Rwanda;Africa;1957;41,5;2822082;RWA
Rwanda;Africa;1962;43;3051242;RWA
Rwanda;Africa;1967;44,1;3451079;RWA
Rwanda;Africa;1972;44,6;3992121;RWA
Rwanda;Africa;1977;45;4657072;RWA
Rwanda;Africa;1982;46,218;5507565;RWA
Rwanda;Africa;1987;44,02;6349365;RWA
Rwanda;Africa;1992;23,599;7290203;RWA
Rwanda;Africa;1997;36,087;7212583;RWA
Rwanda;Africa;2002;43,413;7852401;RWA
Rwanda;Africa;2007;46,242;8860588;RWA
Sao Tome and Principe;Africa;1952;46,471;60011;STP
Sao Tome and Principe;Africa;1957;48,945;61325;STP
Sao Tome and Principe;Africa;1962;51,893;65345;STP
Sao Tome and Principe;Africa;1967;54,425;70787;STP
Sao Tome and Principe;Africa;1972;56,48;76595;STP
Sao Tome and Principe;Africa;1977;58,55;86796;STP
Sao Tome and Principe;Africa;1982;60,351;98593;STP
Sao Tome and Principe;Africa;1987;61,728;110812;STP
Sao Tome and Principe;Africa;1992;62,742;125911;STP
Sao Tome and Principe;Africa;1997;63,306;145608;STP
Sao Tome and Principe;Africa;2002;64,337;170372;STP
Sao Tome and Principe;Africa;2007;65,528;199579;STP
Saudi Arabia;Asia;1952;39,875;4005677;SAU
Saudi Arabia;Asia;1957;42,868;4419650;SAU
Saudi Arabia;Asia;1962;45,914;4943029;SAU
Saudi Arabia;Asia;1967;49,901;5618198;SAU
Saudi Arabia;Asia;1972;53,886;6472756;SAU
Saudi Arabia;Asia;1977;58,69;8128505;SAU
Saudi Arabia;Asia;1982;63,012;11254672;SAU
Saudi Arabia;Asia;1987;66,295;14619745;SAU
Saudi Arabia;Asia;1992;68,768;16945857;SAU
Saudi Arabia;Asia;1997;70,533;21229759;SAU
Saudi Arabia;Asia;2002;71,626;24501530;SAU
Saudi Arabia;Asia;2007;72,777;27601038;SAU
Senegal;Africa;1952;37,278;2755589;SEN
Senegal;Africa;1957;39,329;3054547;SEN
Senegal;Africa;1962;41,454;3430243;SEN
Senegal;Africa;1967;43,563;3965841;SEN
Senegal;Africa;1972;45,815;4588696;SEN
Senegal;Africa;1977;48,879;5260855;SEN
Senegal;Africa;1982;52,379;6147783;SEN
Senegal;Africa;1987;55,769;7171347;SEN
Senegal;Africa;1992;58,196;8307920;SEN
Senegal;Africa;1997;60,187;9535314;SEN
Senegal;Africa;2002;61,6;10870037;SEN
Senegal;Africa;2007;63,062;12267493;SEN
Serbia;Europe;1952;57,996;6860147;SRB
Serbia;Europe;1957;61,685;7271135;SRB
Serbia;Europe;1962;64,531;7616060;SRB
Serbia;Europe;1967;66,914;7971222;SRB
Serbia;Europe;1972;68,7;8313288;SRB
Serbia;Europe;1977;70,3;8686367;SRB
Serbia;Europe;1982;70,162;9032824;SRB
Serbia;Europe;1987;71,218;9230783;SRB
Serbia;Europe;1992;71,659;9826397;SRB
Serbia;Europe;1997;72,232;10336594;SRB
Serbia;Europe;2002;73,213;10111559;SRB
Serbia;Europe;2007;74,002;10150265;SRB
Sierra Leone;Africa;1952;30,331;2143249;SLE
Sierra Leone;Africa;1957;31,57;2295678;SLE
Sierra Leone;Africa;1962;32,767;2467895;SLE
Sierra Leone;Africa;1967;34,113;2662190;SLE
Sierra Leone;Africa;1972;35,4;2879013;SLE
Sierra Leone;Africa;1977;36,788;3140897;SLE
Sierra Leone;Africa;1982;38,445;3464522;SLE
Sierra Leone;Africa;1987;40,006;3868905;SLE
Sierra Leone;Africa;1992;38,333;4260884;SLE
Sierra Leone;Africa;1997;39,897;4578212;SLE
Sierra Leone;Africa;2002;41,012;5359092;SLE
Sierra Leone;Africa;2007;42,568;6144562;SLE
Singapore;Asia;1952;60,396;1127000;SGP
Singapore;Asia;1957;63,179;1445929;SGP
Singapore;Asia;1962;65,798;1750200;SGP
Singapore;Asia;1967;67,946;1977600;SGP
Singapore;Asia;1972;69,521;2152400;SGP
Singapore;Asia;1977;70,795;2325300;SGP
Singapore;Asia;1982;71,76;2651869;SGP
Singapore;Asia;1987;73,56;2794552;SGP
Singapore;Asia;1992;75,788;3235865;SGP
Singapore;Asia;1997;77,158;3802309;SGP
Singapore;Asia;2002;78,77;4197776;SGP
Singapore;Asia;2007;79,972;4553009;SGP
Slovak Republic;Europe;1952;64,36;3558137;SVK
Slovak Republic;Europe;1957;67,45;3844277;SVK
Slovak Republic;Europe;1962;70,33;4237384;SVK
Slovak Republic;Europe;1967;70,98;4442238;SVK
Slovak Republic;Europe;1972;70,35;4593433;SVK
Slovak Republic;Europe;1977;70,45;4827803;SVK
Slovak Republic;Europe;1982;70,8;5048043;SVK
Slovak Republic;Europe;1987;71,08;5199318;SVK
Slovak Republic;Europe;1992;71,38;5302888;SVK
Slovak Republic;Europe;1997;72,71;5383010;SVK
Slovak Republic;Europe;2002;73,8;5410052;SVK
Slovak Republic;Europe;2007;74,663;5447502;SVK
Slovenia;Europe;1952;65,57;1489518;SVN
Slovenia;Europe;1957;67,85;1533070;SVN
Slovenia;Europe;1962;69,15;1582962;SVN
Slovenia;Europe;1967;69,18;1646912;SVN
Slovenia;Europe;1972;69,82;1694510;SVN
Slovenia;Europe;1977;70,97;1746919;SVN
Slovenia;Europe;1982;71,063;1861252;SVN
Slovenia;Europe;1987;72,25;1945870;SVN
Slovenia;Europe;1992;73,64;1999210;SVN
Slovenia;Europe;1997;75,13;2011612;SVN
Slovenia;Europe;2002;76,66;2011497;SVN
Slovenia;Europe;2007;77,926;2009245;SVN
Somalia;Africa;1952;32,978;2526994;SOM
Somalia;Africa;1957;34,977;2780415;SOM
Somalia;Africa;1962;36,981;3080153;SOM
Somalia;Africa;1967;38,977;3428839;SOM
Somalia;Africa;1972;40,973;3840161;SOM
Somalia;Africa;1977;41,974;4353666;SOM
Somalia;Africa;1982;42,955;5828892;SOM
Somalia;Africa;1987;44,501;6921858;SOM
Somalia;Africa;1992;39,658;6099799;SOM
Somalia;Africa;1997;43,795;6633514;SOM
Somalia;Africa;2002;45,936;7753310;SOM
Somalia;Africa;2007;48,159;9118773;SOM
South Africa;Africa;1952;45,009;14264935;ZAF
South Africa;Africa;1957;47,985;16151549;ZAF
South Africa;Africa;1962;49,951;18356657;ZAF
South Africa;Africa;1967;51,927;20997321;ZAF
South Africa;Africa;1972;53,696;23935810;ZAF
South Africa;Africa;1977;55,527;27129932;ZAF
South Africa;Africa;1982;58,161;31140029;ZAF
South Africa;Africa;1987;60,834;35933379;ZAF
South Africa;Africa;1992;61,888;39964159;ZAF
South Africa;Africa;1997;60,236;42835005;ZAF
South Africa;Africa;2002;53,365;44433622;ZAF
South Africa;Africa;2007;49,339;43997828;ZAF
Spain;Europe;1952;64,94;28549870;ESP
Spain;Europe;1957;66,66;29841614;ESP
Spain;Europe;1962;69,69;31158061;ESP
Spain;Europe;1967;71,44;32850275;ESP
Spain;Europe;1972;73,06;34513161;ESP
Spain;Europe;1977;74,39;36439000;ESP
Spain;Europe;1982;76,3;37983310;ESP
Spain;Europe;1987;76,9;38880702;ESP
Spain;Europe;1992;77,57;39549438;ESP
Spain;Europe;1997;78,77;39855442;ESP
Spain;Europe;2002;79,78;40152517;ESP
Spain;Europe;2007;80,941;40448191;ESP
Sri Lanka;Asia;1952;57,593;7982342;LKA
Sri Lanka;Asia;1957;61,456;9128546;LKA
Sri Lanka;Asia;1962;62,192;10421936;LKA
Sri Lanka;Asia;1967;64,266;11737396;LKA
Sri Lanka;Asia;1972;65,042;13016733;LKA
Sri Lanka;Asia;1977;65,949;14116836;LKA
Sri Lanka;Asia;1982;68,757;15410151;LKA
Sri Lanka;Asia;1987;69,011;16495304;LKA
Sri Lanka;Asia;1992;70,379;17587060;LKA
Sri Lanka;Asia;1997;70,457;18698655;LKA
Sri Lanka;Asia;2002;70,815;19576783;LKA
Sri Lanka;Asia;2007;72,396;20378239;LKA
Sudan;Africa;1952;38,635;8504667;SDN
Sudan;Africa;1957;39,624;9753392;SDN
Sudan;Africa;1962;40,87;11183227;SDN
Sudan;Africa;1967;42,858;12716129;SDN
Sudan;Africa;1972;45,083;14597019;SDN
Sudan;Africa;1977;47,8;17104986;SDN
Sudan;Africa;1982;50,338;20367053;SDN
Sudan;Africa;1987;51,744;24725960;SDN
Sudan;Africa;1992;53,556;28227588;SDN
Sudan;Africa;1997;55,373;32160729;SDN
Sudan;Africa;2002;56,369;37090298;SDN
Sudan;Africa;2007;58,556;42292929;SDN
Swaziland;Africa;1952;41,407;290243;SWZ
Swaziland;Africa;1957;43,424;326741;SWZ
Swaziland;Africa;1962;44,992;370006;SWZ
Swaziland;Africa;1967;46,633;420690;SWZ
Swaziland;Africa;1972;49,552;480105;SWZ
Swaziland;Africa;1977;52,537;551425;SWZ
Swaziland;Africa;1982;55,561;649901;SWZ
Swaziland;Africa;1987;57,678;779348;SWZ
Swaziland;Africa;1992;58,474;962344;SWZ
Swaziland;Africa;1997;54,289;1054486;SWZ
Swaziland;Africa;2002;43,869;1130269;SWZ
Swaziland;Africa;2007;39,613;1133066;SWZ
Sweden;Europe;1952;71,86;7124673;SWE
Sweden;Europe;1957;72,49;7363802;SWE
Sweden;Europe;1962;73,37;7561588;SWE
Sweden;Europe;1967;74,16;7867931;SWE
Sweden;Europe;1972;74,72;8122293;SWE
Sweden;Europe;1977;75,44;8251648;SWE
Sweden;Europe;1982;76,42;8325260;SWE
Sweden;Europe;1987;77,19;8421403;SWE
Sweden;Europe;1992;78,16;8718867;SWE
Sweden;Europe;1997;79,39;8897619;SWE
Sweden;Europe;2002;80,04;8954175;SWE
Sweden;Europe;2007;80,884;9031088;SWE
Switzerland;Europe;1952;69,62;4815000;CHE
Switzerland;Europe;1957;70,56;5126000;CHE
Switzerland;Europe;1962;71,32;5666000;CHE
Switzerland;Europe;1967;72,77;6063000;CHE
Switzerland;Europe;1972;73,78;6401400;CHE
Switzerland;Europe;1977;75,39;6316424;CHE
Switzerland;Europe;1982;76,21;6468126;CHE
Switzerland;Europe;1987;77,41;6649942;CHE
Switzerland;Europe;1992;78,03;6995447;CHE
Switzerland;Europe;1997;79,37;7193761;CHE
Switzerland;Europe;2002;80,62;7361757;CHE
Switzerland;Europe;2007;81,701;7554661;CHE
Syria;Asia;1952;45,883;3661549;SYR
Syria;Asia;1957;48,284;4149908;SYR
Syria;Asia;1962;50,305;4834621;SYR
Syria;Asia;1967;53,655;5680812;SYR
Syria;Asia;1972;57,296;6701172;SYR
Syria;Asia;1977;61,195;7932503;SYR
Syria;Asia;1982;64,59;9410494;SYR
Syria;Asia;1987;66,974;11242847;SYR
Syria;Asia;1992;69,249;13219062;SYR
Syria;Asia;1997;71,527;15081016;SYR
Syria;Asia;2002;73,053;17155814;SYR
Syria;Asia;2007;74,143;19314747;SYR
Taiwan;Asia;1952;58,5;8550362;TWN
Taiwan;Asia;1957;62,4;10164215;TWN
Taiwan;Asia;1962;65,2;11918938;TWN
Taiwan;Asia;1967;67,5;13648692;TWN
Taiwan;Asia;1972;69,39;15226039;TWN
Taiwan;Asia;1977;70,59;16785196;TWN
Taiwan;Asia;1982;72,16;18501390;TWN
Taiwan;Asia;1987;73,4;19757799;TWN
Taiwan;Asia;1992;74,26;20686918;TWN
Taiwan;Asia;1997;75,25;21628605;TWN
Taiwan;Asia;2002;76,99;22454239;TWN
Taiwan;Asia;2007;78,4;23174294;TWN
Tanzania;Africa;1952;41,215;8322925;TZA
Tanzania;Africa;1957;42,974;9452826;TZA
Tanzania;Africa;1962;44,246;10863958;TZA
Tanzania;Africa;1967;45,757;12607312;TZA
Tanzania;Africa;1972;47,62;14706593;TZA
Tanzania;Africa;1977;49,919;17129565;TZA
Tanzania;Africa;1982;50,608;19844382;TZA
Tanzania;Africa;1987;51,535;23040630;TZA
Tanzania;Africa;1992;50,44;26605473;TZA
Tanzania;Africa;1997;48,466;30686889;TZA
Tanzania;Africa;2002;49,651;34593779;TZA
Tanzania;Africa;2007;52,517;38139640;TZA
Thailand;Asia;1952;50,848;21289402;THA
Thailand;Asia;1957;53,63;25041917;THA
Thailand;Asia;1962;56,061;29263397;THA
Thailand;Asia;1967;58,285;34024249;THA
Thailand;Asia;1972;60,405;39276153;THA
Thailand;Asia;1977;62,494;44148285;THA
Thailand;Asia;1982;64,597;48827160;THA
Thailand;Asia;1987;66,084;52910342;THA
Thailand;Asia;1992;67,298;56667095;THA
Thailand;Asia;1997;67,521;60216677;THA
Thailand;Asia;2002;68,564;62806748;THA
Thailand;Asia;2007;70,616;65068149;THA
Togo;Africa;1952;38,596;1219113;TGO
Togo;Africa;1957;41,208;1357445;TGO
Togo;Africa;1962;43,922;1528098;TGO
Togo;Africa;1967;46,769;1735550;TGO
Togo;Africa;1972;49,759;2056351;TGO
Togo;Africa;1977;52,887;2308582;TGO
Togo;Africa;1982;55,471;2644765;TGO
Togo;Africa;1987;56,941;3154264;TGO
Togo;Africa;1992;58,061;3747553;TGO
Togo;Africa;1997;58,39;4320890;TGO
Togo;Africa;2002;57,561;4977378;TGO
Togo;Africa;2007;58,42;5701579;TGO
Trinidad and Tobago;Americas;1952;59,1;662850;TTO
Trinidad and Tobago;Americas;1957;61,8;764900;TTO
Trinidad and Tobago;Americas;1962;64,9;887498;TTO
Trinidad and Tobago;Americas;1967;65,4;960155;TTO
Trinidad and Tobago;Americas;1972;65,9;975199;TTO
Trinidad and Tobago;Americas;1977;68,3;1039009;TTO
Trinidad and Tobago;Americas;1982;68,832;1116479;TTO
Trinidad and Tobago;Americas;1987;69,582;1191336;TTO
Trinidad and Tobago;Americas;1992;69,862;1183669;TTO
Trinidad and Tobago;Americas;1997;69,465;1138101;TTO
Trinidad and Tobago;Americas;2002;68,976;1101832;TTO
Trinidad and Tobago;Americas;2007;69,819;1056608;TTO
Tunisia;Africa;1952;44,6;3647735;TUN
Tunisia;Africa;1957;47,1;3950849;TUN
Tunisia;Africa;1962;49,579;4286552;TUN
Tunisia;Africa;1967;52,053;4786986;TUN
Tunisia;Africa;1972;55,602;5303507;TUN
Tunisia;Africa;1977;59,837;6005061;TUN
Tunisia;Africa;1982;64,048;6734098;TUN
Tunisia;Africa;1987;66,894;7724976;TUN
Tunisia;Africa;1992;70,001;8523077;TUN
Tunisia;Africa;1997;71,973;9231669;TUN
Tunisia;Africa;2002;73,042;9770575;TUN
Tunisia;Africa;2007;73,923;10276158;TUN
Turkey;Europe;1952;43,585;22235677;TUR
Turkey;Europe;1957;48,079;25670939;TUR
Turkey;Europe;1962;52,098;29788695;TUR
Turkey;Europe;1967;54,336;33411317;TUR
Turkey;Europe;1972;57,005;37492953;TUR
Turkey;Europe;1977;59,507;42404033;TUR
Turkey;Europe;1982;61,036;47328791;TUR
Turkey;Europe;1987;63,108;52881328;TUR
Turkey;Europe;1992;66,146;58179144;TUR
Turkey;Europe;1997;68,835;63047647;TUR
Turkey;Europe;2002;70,845;67308928;TUR
Turkey;Europe;2007;71,777;71158647;TUR
Uganda;Africa;1952;39,978;5824797;UGA
Uganda;Africa;1957;42,571;6675501;UGA
Uganda;Africa;1962;45,344;7688797;UGA
Uganda;Africa;1967;48,051;8900294;UGA
Uganda;Africa;1972;51,016;10190285;UGA
Uganda;Africa;1977;50,35;11457758;UGA
Uganda;Africa;1982;49,849;12939400;UGA
Uganda;Africa;1987;51,509;15283050;UGA
Uganda;Africa;1992;48,825;18252190;UGA
Uganda;Africa;1997;44,578;21210254;UGA
Uganda;Africa;2002;47,813;24739869;UGA
Uganda;Africa;2007;51,542;29170398;UGA
United Kingdom;Europe;1952;69,18;50430000;GBR
United Kingdom;Europe;1957;70,42;51430000;GBR
United Kingdom;Europe;1962;70,76;53292000;GBR
United Kingdom;Europe;1967;71,36;54959000;GBR
United Kingdom;Europe;1972;72,01;56079000;GBR
United Kingdom;Europe;1977;72,76;56179000;GBR
United Kingdom;Europe;1982;74,04;56339704;GBR
United Kingdom;Europe;1987;75,007;56981620;GBR
United Kingdom;Europe;1992;76,42;57866349;GBR
United Kingdom;Europe;1997;77,218;58808266;GBR
United Kingdom;Europe;2002;78,471;59912431;GBR
United Kingdom;Europe;2007;79,425;60776238;GBR
United States;Americas;1952;68,44;157553000;USA
United States;Americas;1957;69,49;171984000;USA
United States;Americas;1962;70,21;186538000;USA
United States;Americas;1967;70,76;198712000;USA
United States;Americas;1972;71,34;209896000;USA
United States;Americas;1977;73,38;220239000;USA
United States;Americas;1982;74,65;232187835;USA
United States;Americas;1987;75,02;242803533;USA
United States;Americas;1992;76,09;256894189;USA
United States;Americas;1997;76,81;272911760;USA
United States;Americas;2002;77,31;287675526;USA
United States;Americas;2007;78,242;301139947;USA
Uruguay;Americas;1952;66,071;2252965;URY
Uruguay;Americas;1957;67,044;2424959;URY
Uruguay;Americas;1962;68,253;2598466;URY
Uruguay;Americas;1967;68,468;2748579;URY
Uruguay;Americas;1972;68,673;2829526;URY
Uruguay;Americas;1977;69,481;2873520;URY
Uruguay;Americas;1982;70,805;2953997;URY
Uruguay;Americas;1987;71,918;3045153;URY
Uruguay;Americas;1992;72,752;3149262;URY
Uruguay;Americas;1997;74,223;3262838;URY
Uruguay;Americas;2002;75,307;3363085;URY
Uruguay;Americas;2007;76,384;3447496;URY
Venezuela;Americas;1952;55,088;5439568;VEN
Venezuela;Americas;1957;57,907;6702668;VEN
Venezuela;Americas;1962;60,77;8143375;VEN
Venezuela;Americas;1967;63,479;9709552;VEN
Venezuela;Americas;1972;65,712;11515649;VEN
Venezuela;Americas;1977;67,456;13503563;VEN
Venezuela;Americas;1982;68,557;15620766;VEN
Venezuela;Americas;1987;70,19;17910182;VEN
Venezuela;Americas;1992;71,15;20265563;VEN
Venezuela;Americas;1997;72,146;22374398;VEN
Venezuela;Americas;2002;72,766;24287670;VEN
Venezuela;Americas;2007;73,747;26084662;VEN
Vietnam;Asia;1952;40,412;26246839;VNM
Vietnam;Asia;1957;42,887;28998543;VNM
Vietnam;Asia;1962;45,363;33796140;VNM
Vietnam;Asia;1967;47,838;39463910;VNM
Vietnam;Asia;1972;50,254;44655014;VNM
Vietnam;Asia;1977;55,764;50533506;VNM
Vietnam;Asia;1982;58,816;56142181;VNM
Vietnam;Asia;1987;62,82;62826491;VNM
Vietnam;Asia;1992;67,662;69940728;VNM
Vietnam;Asia;1997;70,672;76048996;VNM
Vietnam;Asia;2002;73,017;80908147;VNM
Vietnam;Asia;2007;74,249;85262356;VNM
West Bank and Gaza;Asia;1952;43,16;1030585;PSE
West Bank and Gaza;Asia;1957;45,671;1070439;PSE
West Bank and Gaza;Asia;1962;48,127;1133134;PSE
West Bank and Gaza;Asia;1967;51,631;1142636;PSE
West Bank and Gaza;Asia;1972;56,532;1089572;PSE
West Bank and Gaza;Asia;1977;60,765;1261091;PSE
West Bank and Gaza;Asia;1982;64,406;1425876;PSE
West Bank and Gaza;Asia;1987;67,046;1691210;PSE
West Bank and Gaza;Asia;1992;69,718;2104779;PSE
West Bank and Gaza;Asia;1997;71,096;2826046;PSE
West Bank and Gaza;Asia;2002;72,37;3389578;PSE
West Bank and Gaza;Asia;2007;73,422;4018332;PSE
Yemen, Rep.;Asia;1952;32,548;4963829;YEM
Yemen, Rep.;Asia;1957;33,97;5498090;YEM
Yemen, Rep.;Asia;1962;35,18;6120081;YEM
Yemen, Rep.;Asia;1967;36,984;6740785;YEM
Yemen, Rep.;Asia;1972;39,848;7407075;YEM
Yemen, Rep.;Asia;1977;44,175;8403990;YEM
Yemen, Rep.;Asia;1982;49,113;9657618;YEM
Yemen, Rep.;Asia;1987;52,922;11219340;YEM
Yemen, Rep.;Asia;1992;55,599;13367997;YEM
Yemen, Rep.;Asia;1997;58,02;15826497;YEM
Yemen, Rep.;Asia;2002;60,308;18701257;YEM
Yemen, Rep.;Asia;2007;62,698;22211743;YEM
Zambia;Africa;1952;42,038;2672000;ZMB
Zambia;Africa;1957;44,077;3016000;ZMB
Zambia;Africa;1962;46,023;3421000;ZMB
Zambia;Africa;1967;47,768;3900000;ZMB
Zambia;Africa;1972;50,107;4506497;ZMB
Zambia;Africa;1977;51,386;5216550;ZMB
Zambia;Africa;1982;51,821;6100407;ZMB
Zambia;Africa;1987;50,821;7272406;ZMB
Zambia;Africa;1992;46,1;8381163;ZMB
Zambia;Africa;1997;40,238;9417789;ZMB
Zambia;Africa;2002;39,193;10595811;ZMB
Zambia;Africa;2007;42,384;11746035;ZMB
Zimbabwe;Africa;1952;48,451;3080907;ZWE
Zimbabwe;Africa;1957;50,469;3646340;ZWE
Zimbabwe;Africa;1962;52,358;4277736;ZWE
Zimbabwe;Africa;1967;53,995;4995432;ZWE
Zimbabwe;Africa;1972;55,635;5861135;ZWE
Zimbabwe;Africa;1977;57,674;6642107;ZWE
