_ - rank,_ - code,prob,Average annual wage,education,occupation,short occupation,len,probability,numbEmployed,median_ann_wage,employed_may2016,average_ann_wage
539,51-4062,0.9,44490,High school diploma or equivalent,"Patternmakers, Metal and Plastic","Patternmakers, Metal and Plastic",32,0.9,3420,44210,3420,44490
660,51-5111,0.97,40640,Postsecondary nondegree award,Prepress Technicians and Workers,Prepress Technicians and Workers,32,0.97,33340,38930,33340,40640
396,53-7121,0.72,39590,No formal educational credential,"Tank Car, Truck and Ship Loaders","Tank Car, Truck and Ship Loaders",32,0.72,10920,35770,10920,39590
388,53-2022,0.71,52380,High school diploma or equivalent,Airfield Operations Specialists,Airfield Operations Specialists,31,0.71,8760,48910,8760,52380
234,27-2021,0.28,83730,No formal educational credential,Athletes and Sports Competitors,Athletes and Sports Competitors,31,0.28,10260,47710,10260,83730
212,15-1799,0.22,88880,Bachelor's degree,"Computer Occupations, All Other","Computer Occupations, All Other",31,0.22,261210,86510,261210,88880
251,29-2032,0.35,71750,Associate's degree,Diagnostic Medical Sonographers,Diagnostic Medical Sonographers,31,0.35,65790,69650,65790,71750
502,45-4011,0.87,31200,High school diploma or equivalent,Forest and Conservation Workers,Forest and Conservation Workers,31,0.87,7170,26940,7170,31200
195,11-1021,0.16,122090,Bachelor's degree,General and Operations Managers,General and Operations Managers,31,0.16,2188870,99310,2188870,122090
381,37-2012,0.69,23830,No formal educational credential,Maids and Housekeeping Cleaners,Maids and Housekeeping Cleaners,31,0.69,924640,21820,924640,23830
581,51-4061,0.93,50360,High school diploma or equivalent,"Model Makers, Metal and Plastic","Model Makers, Metal and Plastic",31,0.93,6250,48550,6250,50360
614,51-8011,0.95,91370,High school diploma or equivalent,Nuclear Power Reactor Operators,Nuclear Power Reactor Operators,31,0.95,7170,91170,7170,91370
101,31-2011,0.028,59530,Associate's degree,Occupational Therapy Assistants,Occupational Therapy Assistants,31,0.028,38170,59010,38170,59530
9,29-1022,0.0036,232870,Doctoral or professional degree,Oral and Maxillofacial Surgeons,Oral and Maxillofacial Surgeons,31,0.0036,5380,232870,5380,232870
609,23-2011,0.94,53180,Associate's degree,Paralegals and Legal Assistants,Paralegals and Legal Assistants,31,0.94,277310,49500,277310,53180
171,27-3011,0.1,48170,Bachelor's degree,Radio and Television Announcers,Radio and Television Announcers,31,0.1,29210,31400,29210,48170
174,29-2054,0.1,50520,Associate's degree,Respiratory Therapy Technicians,Respiratory Therapy Technicians,31,0.1,10600,49780,10600,50520
577,53-7011,0.93,33870,No formal educational credential,Conveyor Operators and Tenders,Conveyor Operators and Tenders,30,0.93,28590,31410,28590,33870
440,47-5011,0.8,51140,No formal educational credential,"Derrick Operators, Oil and Gas","Derrick Operators, Oil and Gas",30,0.8,11580,48130,11580,51140
444,17-3024,0.81,57860,Associate's degree,Electro-Mechanical Technicians,Electro-Mechanical Technicians,30,0.81,13710,55610,13710,57860
3,11-9161,0.003,78060,Bachelor's degree,Emergency Management Directors,Emergency Management Directors,30,0.003,9570,70500,9570,78060
640,49-9093,0.96,27670,No formal educational credential,"Fabric Menders, Except Garment",Fabric Menders,30,0.96,550,26920,550,27670
374,49-9041,0.67,51890,High school diploma or equivalent,Industrial Machinery Mechanics,Industrial Machinery Mechanics,30,0.67,334490,50040,334490,51890
107,11-3051,0.03,107060,Bachelor's degree,Industrial Production Managers,Industrial Production Managers,30,0.03,168400,97140,168400,107060
356,47-2132,0.64,51100,High school diploma or equivalent,"Insulation Workers, Mechanical","Insulation Workers, Mechanical",30,0.64,27270,45430,27270,51100
580,53-7063,0.93,30490,No formal educational credential,Machine Feeders and Offbearers,Machine Feeders and Offbearers,30,0.93,88070,28410,88070,30490
499,49-9043,0.86,46000,High school diploma or equivalent,"Maintenance Workers, Machinery","Maintenance Workers, Machinery",30,0.86,89630,44550,89630,46000
62,21-1013,0.014,54090,Master's degree,Marriage and Family Therapists,Marriage and Family Therapists,30,0.014,36960,49170,36960,54090
180,29-2033,0.13,75960,Associate's degree,Nuclear Medicine Technologists,Nuclear Medicine Technologists,30,0.13,19650,74350,19650,75960
666,43-3051,0.97,43580,High school diploma or equivalent,Payroll and Timekeeping Clerks,Payroll and Timekeeping Clerks,30,0.97,159650,42390,159650,43580
281,19-2099,0.43,98460,Bachelor's degree,"Physical Scientists, All Other","Physical Scientists, All Other",30,0.43,18960,96070,18960,98460
354,43-5081,0.64,26670,No formal educational credential,Stock Clerks and Order Fillers,Stock Clerks and Order Fillers,30,0.64,2016340,23840,2016340,26670
494,53-4041,0.86,62380,High school diploma or equivalent,Subway and Streetcar Operators,Subway and Streetcar Operators,30,0.86,12350,64680,12350,62380
519,47-2053,0.88,45990,High school diploma or equivalent,Terrazzo Workers and Finishers,Terrazzo Workers and Finishers,30,0.88,3420,40930,3420,45990
99,19-1021,0.027,94340,Doctoral or professional degree,Biochemists and Biophysicists,Biochemists and Biophysicists,29,0.027,29200,82180,29200,94340
413,17-3022,0.75,52120,Associate's degree,Civil Engineering Technicians,Civil Engineering Technicians,29,0.75,72150,49980,72150,52120
651,51-9081,0.97,40760,High school diploma or equivalent,Dental Laboratory Technicians,Dental Laboratory Technicians,29,0.97,37110,37680,37110,40760
420,49-9094,0.77,42180,High school diploma or equivalent,Locksmiths and Safe Repairers,Locksmiths and Safe Repairers,29,0.77,18640,40420,18640,42180
284,51-9082,0.45,39880,High school diploma or equivalent,Medical Appliance Technicians,Medical Appliance Technicians,29,0.45,14570,35980,14570,39880
659,39-3021,0.97,24750,No formal educational credential,Motion Picture Projectionists,Motion Picture Projectionists,29,0.97,5480,22100,5480,24750
72,27-2041,0.015,60630,Bachelor's degree,Music Directors and Composers,Music Directors and Composers,29,0.015,18380,50110,18380,60630
83,31-2021,0.018,56850,Associate's degree,Physical Therapist Assistants,Physical Therapist Assistants,29,0.018,85580,56610,85580,56850
572,51-9399,0.92,32380,High school diploma or equivalent,"Production Workers, All Other","Production Workers, All Other",29,0.92,251670,28770,251670,32380
481,43-9081,0.84,39640,Bachelor's degree,Proofreaders and Copy Markers,Proofreaders and Copy Markers,29,0.84,11430,36960,11430,39640
333,51-3023,0.6,27040,No formal educational credential,Slaughterers and Meat Packers,Slaughterers and Meat Packers,29,0.6,80780,26590,80780,27040
187,27-4014,0.13,65240,Postsecondary nondegree award,Sound Engineering Technicians,Sound Engineering Technicians,29,0.13,15210,53680,15210,65240
469,39-6011,0.83,24910,High school diploma or equivalent,Baggage Porters and Bellhops,Baggage Porters and Bellhops,28,0.83,44750,22260,44750,24910
359,15-1150,0.65,56600,Bachelor's degree,Computer Support Specialists,Computer Support Specialists,28,0.65,791580,52160,791580,56600
11,29-1031,0.0039,59670,Bachelor's degree,Dietitians and Nutritionists,Dietitians and Nutritionists,28,0.0039,61430,58920,61430,59670
49,19-4092,0.0095,60690,Bachelor's degree,Forensic Science Technicians,Forensic Science Technicians,28,0.0095,14800,56750,14800,60690
265,27-3091,0.38,51260,Bachelor's degree,Interpreters and Translators,Interpreters and Translators,28,0.38,51350,46120,51350,51260
616,43-4121,0.95,27450,High school diploma or equivalent,"Library Assistants, Clerical","Library Assistants, Clerical",28,0.95,98560,25220,98560,27450
563,43-4131,0.92,40300,High school diploma or equivalent,Loan Interviewers and Clerks,Loan Interviewers and Clerks,28,0.92,224340,38630,224340,40300
117,15-2031,0.035,84340,Bachelor's degree,Operations Research Analysts,Operations Research Analysts,28,0.035,109150,79200,109150,84340
475,47-2161,0.84,44070,No formal educational credential,Plasterers and Stucco Masons,Plasterers and Stucco Masons,28,0.84,22810,38890,22810,44070
375,43-5052,0.68,50610,High school diploma or equivalent,Postal Service Mail Carriers,Postal Service Mail Carriers,28,0.68,328950,58110,328950,50610
201,27-3031,0.18,66540,Bachelor's degree,Public Relations Specialists,Public Relations Specialists,28,0.18,226940,58020,226940,66540
177,27-3022,0.11,49770,Bachelor's degree,Reporters and Correspondents,Reporters and Correspondents,28,0.11,40090,37820,40090,49770
31,29-1127,0.0064,78210,Master's degree,Speech-Language Pathologists,Speech-Language Pathologists,28,0.0064,135980,74680,135980,78210
613,43-3011,0.95,37620,High school diploma or equivalent,Bill and Account Collectors,Bill and Account Collectors,27,0.95,298960,35350,298960,37620
455,47-2021,0.82,53440,High school diploma or equivalent,Brickmasons and Blockmasons,Brickmasons and Blockmasons,27,0.82,64370,49250,64370,53440
214,17-2061,0.22,118700,Bachelor's degree,Computer Hardware Engineers,Computer Hardware Engineers,27,0.22,72950,115080,72950,118700
509,47-2043,0.87,38890,No formal educational credential,Floor Sanders and Finishers,Floor Sanders and Finishers,27,0.87,4590,36860,4590,38890
492,35-3041,0.86,23490,No formal educational credential,"Food Servers, Nonrestaurant","Food Servers, Nonrestaurant",27,0.86,261520,21240,261520,23490
370,51-4071,0.67,36030,High school diploma or equivalent,Foundry Mold and Coremakers,Foundry Mold and Coremakers,27,0.67,12810,34790,12810,36030
511,47-4051,0.87,39540,High school diploma or equivalent,Highway Maintenance Workers,Highway Maintenance Workers,27,0.87,143320,38130,143320,39540
437,45-4022,0.79,38880,High school diploma or equivalent,Logging Equipment Operators,Logging Equipment Operators,27,0.79,27250,37490,27250,38880
610,39-5092,0.95,24330,Postsecondary nondegree award,Manicurists and Pedicurists,Manicurists and Pedicurists,27,0.95,90630,22150,90630,24330
426,31-9093,0.78,35960,High school diploma or equivalent,Medical Equipment Preparers,Medical Equipment Preparers,27,0.78,52500,34400,52500,35960
232,49-9062,0.27,50910,Associate's degree,Medical Equipment Repairers,Medical Equipment Repairers,27,0.27,43370,48070,43370,50910
7,29-2091,0.0035,69920,Master's degree,Orthotists and Prosthetists,Orthotists and Prosthetists,27,0.0035,7500,65630,7500,69920
264,53-7064,0.38,24430,No formal educational credential,"Packers and Packagers, Hand","Packers and Packagers, Hand",27,0.38,705660,22130,705660,24430
482,33-3041,0.84,39650,High school diploma or equivalent,Parking Enforcement Workers,Parking Enforcement Workers,27,0.84,8920,37950,8920,39650
324,13-2052,0.58,123100,Bachelor's degree,Personal Financial Advisors,Financial Advisors,18,0.58,201850,90530,201850,123100
531,53-3041,0.89,26790,No formal educational credential,Taxi Drivers and Chauffeurs,Drivers,7,0.89,188860,24300,188860,26790
384,49-3093,0.7,27150,High school diploma or equivalent,Tire Repairers and Changers,Tire Repairers and Changers,27,0.7,109350,25040,109350,27150
322,33-3052,0.57,67850,High school diploma or equivalent,Transit and Railroad Police,Transit and Railroad Police,27,0.57,4810,66610,4810,67850
184,19-3051,0.13,73060,Master's degree,Urban and Regional Planners,Urban and Regional Planners,27,0.13,34810,70020,34810,73060
442,43-9022,0.81,39970,High school diploma or equivalent,Word Processors and Typists,Word Processors and Typists,27,0.81,67230,38740,67230,39970
643,43-3021,0.96,37570,High school diploma or equivalent,Billing and Posting Clerks,Billing and Posting Clerks,26,0.96,485220,36150,485220,37570
351,51-9031,0.64,29580,No formal educational credential,"Cutters and Trimmers, Hand","Cutters and Trimmers, Hand",26,0.64,14250,27600,14250,29580
258,47-5081,0.37,37160,High school diploma or equivalent,Helpers–Extraction Workers,Helpers–Extraction Workers,26,0.37,17660,35790,17660,37160
365,51-9198,0.66,26930,No formal educational credential,Helpers–Production Workers,Helpers–Production Workers,26,0.66,429890,24830,429890,26930
16,25-9031,0.0042,65500,Master's degree,Instructional Coordinators,Instructional Coordinators,26,0.0042,147330,62460,147330,65500
260,53-7111,0.37,56370,No formal educational credential,Mine Shuttle Car Operators,Mine Shuttle Car Operators,26,0.37,1590,56450,1590,56370
231,31-2012,0.27,31840,High school diploma or equivalent,Occupational Therapy Aides,Occupational Therapy Aides,26,0.27,7210,28330,7210,31840
503,51-4052,0.87,37300,High school diploma or equivalent,"Pourers and Casters, Metal","Pourers and Casters, Metal",26,0.87,8560,36180,8560,37300
583,51-3021,0.93,31740,No formal educational credential,Butchers and Meat Cutters,Butchers and Meat Cutters,25,0.93,133880,29870,133880,31740
32,15-1121,0.0065,91620,Bachelor's degree,Computer Systems Analysts,Computer Systems Analysts,25,0.0065,568960,87220,568960,91620
661,41-2021,0.97,29390,No formal educational credential,Counter and Rental Clerks,Counter and Rental Clerks,25,0.97,450330,25550,450330,29390
536,53-7021,0.9,55280,High school diploma or equivalent,Crane and Tower Operators,Crane and Tower Operators,25,0.9,45020,52170,45020,55280
8,21-1022,0.0035,55510,Master's degree,Healthcare Social Workers,Healthcare Social Workers,25,0.0035,159310,53760,159310,55510
363,53-7041,0.65,50020,No formal educational credential,Hoist and Winch Operators,Hoist and Winch Operators,25,0.65,2960,42530,2960,50020
547,49-9011,0.91,40420,High school diploma or equivalent,Mechanical Door Repairers,Mechanical Door Repairers,25,0.91,19840,38480,19840,40420
523,31-9094,0.89,37150,Postsecondary nondegree award,Medical Transcriptionists,Medical Transcriptionists,25,0.89,54070,35720,54070,37150
80,11-9121,0.018,136150,Bachelor's degree,Natural Sciences Managers,Natural Sciences Managers,25,0.018,54780,119850,54780,136150
452,39-2021,0.82,24420,High school diploma or equivalent,Nonfarm Animal Caretakers,Nonfarm Animal Caretakers,25,0.82,187360,21990,187360,24420
47,21-1015,0.0094,38740,Master's degree,Rehabilitation Counselors,Rehabilitation Counselors,25,0.0094,103030,34670,103030,38740
461,53-5011,0.83,46170,No formal educational credential,Sailors and Marine Oilers,Sailors and Marine Oilers,25,0.83,32530,42060,32530,46170
27,27-1027,0.0055,57600,Bachelor's degree,Set and Exhibit Designers,Set and Exhibit Designers,25,0.0055,12060,50990,12060,57600
86,19-1013,0.021,69290,Bachelor's degree,Soil and Plant Scientists,Soil and Plant Scientists,25,0.021,14690,62300,14690,69290
538,53-6051,0.9,72650,High school diploma or equivalent,Transportation Inspectors,Transportation Inspectors,25,0.9,27430,72220,27430,72650
421,37-3013,0.77,37310,High school diploma or equivalent,Tree Trimmers and Pruners,Tree Trimmers and Pruners,25,0.77,40680,35030,40680,37310
589,13-2011,0.94,76730,Bachelor's degree,Accountants and Auditors,Accountants and Auditors,24,0.94,1246540,68150,1246540,76730
312,41-3011,0.54,63660,High school diploma or equivalent,Advertising Sales Agents,Advertising Sales Agents,24,0.54,141100,50380,141100,63660
696,43-5011,0.99,44250,High school diploma or equivalent,Cargo and Freight Agents,Cargo and Freight Agents,24,0.99,88920,41920,88920,44250
241,35-2013,0.3,42220,Postsecondary nondegree award,"Cooks, Private Household","Cooks, Private Household",24,0.3,370,32060,370,42220
508,35-2021,0.87,22920,No formal educational credential,Food Preparation Workers,Food Preparation Workers,24,0.87,850670,21440,850670,22920
397,49-9031,0.72,40390,High school diploma or equivalent,Home Appliance Repairers,Home Appliance Repairers,24,0.72,33480,37570,33480,40390
28,11-3121,0.0055,120210,Bachelor's degree,Human Resources Managers,Human Resources Managers,24,0.0055,129810,106910,129810,120210
699,15-2091,0.99,58490,Bachelor's degree,Mathematical Technicians,Mathematical Technicians,24,0.99,510,49660,510,58490
25,21-1014,0.0048,46050,Master's degree,Mental Health Counselors,Mental Health Counselors,24,0.0048,139820,42840,139820,46050
485,43-5041,0.85,41890,High school diploma or equivalent,"Meter Readers, Utilities","Meter Readers, Utilities",24,0.85,34070,38940,34070,41890
335,31-2022,0.61,27890,High school diploma or equivalent,Physical Therapist Aides,Physical Therapist Aides,24,0.61,50030,25680,50030,27890
466,51-5112,0.83,37460,High school diploma or equivalent,Printing Press Operators,Printing Press Operators,24,0.83,169910,35530,169910,37460
17,19-3039,0.0043,94650,Master's degree,"Psychologists, All Other","Psychologists, All Other",24,0.0043,13310,95710,13310,94650
497,41-9022,0.86,59360,High school diploma or equivalent,Real Estate Sales Agents,Real Estate Sales Agents,24,0.86,151840,44090,151840,59360
376,47-5071,0.68,40480,No formal educational credential,"Roustabouts, Oil and Gas","Roustabouts, Oil and Gas",24,0.68,51290,37340,51290,40480
514,51-9141,0.88,37890,Associate's degree,Semiconductor Processors,Semiconductor Processors,24,0.88,24430,35660,24430,37890
530,51-6031,0.89,25830,No formal educational credential,Sewing Machine Operators,Sewing Machine Operators,24,0.89,139500,23670,139500,25830
608,45-2011,0.94,44260,Bachelor's degree,Agricultural Inspectors,Agricultural Inspectors,23,0.94,14710,42800,14710,44260
178,53-2021,0.11,118200,Associate's degree,Air Traffic Controllers,Air Traffic Controllers,23,0.11,23240,122410,23240,118200
644,53-6011,0.97,46680,High school diploma or equivalent,Bridge and Lock Tenders,Bridge and Lock Tenders,23,0.97,3510,49090,3510,46680
151,27-3021,0.067,78200,Bachelor's degree,Broadcast News Analysts,Broadcast News Analysts,23,0.067,5070,56680,5070,78200
75,19-1031,0.016,65130,Bachelor's degree,Conservation Scientists,Conservation Scientists,23,0.016,20470,61810,20470,65130
599,43-5021,0.94,29920,High school diploma or equivalent,Couriers and Messengers,Couriers and Messengers,23,0.94,74120,28170,74120,29920
110,15-1141,0.03,87130,Bachelor's degree,Database Administrators,Database Administrators,23,0.03,113730,84950,113730,87130
81,17-2081,0.018,88530,Bachelor's degree,Environmental Engineers,Environmental Engineers,23,0.018,52280,84890,52280,88530
655,45-4023,0.97,38150,High school diploma or equivalent,Log Graders and Scalers,Log Graders and Scalers,23,0.97,3020,37090,3020,38150
6,29-1122,0.0035,83730,Master's degree,Occupational Therapists,Occupational Therapists,23,0.0035,118070,81910,118070,83730
15,29-1060,0.0042,210170,Doctoral or professional degree,Physicians and Surgeons,Physicians and Surgeons,23,0.0042,649850,205560,649850,210170
92,27-2012,0.022,93840,Bachelor's degree,Producers and Directors,Producers and Directors,23,0.022,114510,70950,114510,93840
132,29-2053,0.043,35870,Postsecondary nondegree award,Psychiatric Technicians,Psychiatric Technicians,23,0.043,61720,30970,61720,35870
1,29-1125,0.0028,48190,Bachelor's degree,Recreational Therapists,Recreational Therapists,23,0.0028,18100,46410,18100,48190
410,47-2044,0.75,44770,No formal educational credential,Tile and Marble Setters,Tile and Marble Setters,23,0.75,36830,40460,36830,44770
546,39-7011,0.91,28100,High school diploma or equivalent,Tour Guides and Escorts,Tour Guides and Escorts,23,0.91,38660,24920,38660,28100
295,17-2021,0.49,77330,Bachelor's degree,Agricultural Engineers,Agricultural Engineers,22,0.49,1980,73640,1980,77330
210,33-9011,0.21,36600,High school diploma or equivalent,Animal Control Workers,Animal Control Workers,22,0.21,12970,34550,12970,36600
238,19-4021,0.3,46130,Bachelor's degree,Biological Technicians,Biological Technicians,22,0.3,74720,42520,74720,46130
649,13-1074,0.97,47290,No formal educational credential,Farm Labor Contractors,Farm Labor Contractors,22,0.97,810,35160,810,47290
244,27-4032,0.31,82190,Bachelor's degree,Film and Video Editors,Film and Video Editors,22,0.31,29880,62760,29880,82190
565,41-3021,0.92,67760,High school diploma or equivalent,Insurance Sales Agents,Insurance Sales Agents,22,0.92,385700,49990,385700,67760
698,13-2053,0.99,75480,Bachelor's degree,Insurance Underwriters,Insurance Underwriters,22,0.99,91650,67680,91650,75480
629,43-9061,0.96,33010,High school diploma or equivalent,"Office Clerks, General","Office Clerks, General",22,0.96,2955550,30580,2955550,33010
510,53-6021,0.87,23250,No formal educational credential,Parking Lot Attendants,Parking Lot Attendants,22,0.87,146350,21730,146350,23250
112,25-1000,0.032,81880,High school diploma or equivalent,Postsecondary Teachers,Postsecondary Teachers,22,0.032,1530010,66500,1530010,81880
150,29-1126,0.066,60640,Associate's degree,Respiratory Therapists,Respiratory Therapists,22,0.066,126770,58670,126770,60640
633,47-5051,0.96,34860,No formal educational credential,"Rock Splitters, Quarry","Rock Splitters, Quarry",22,0.96,3770,34020,3770,34860
366,43-9111,0.66,48300,Bachelor's degree,Statistical Assistants,Statistical Assistants,22,0.66,10900,46850,10900,48300
247,29-2055,0.34,46800,Postsecondary nondegree award,Surgical Technologists,Surgical Technologists,22,0.34,105720,45160,105720,46800
592,35-3031,0.94,24410,No formal educational credential,Waiters and Waitresses,Waiters and Waitresses,22,0.94,2564610,19990,2564610,24410
407,27-4012,0.74,45430,Associate's degree,Broadcast Technicians,Broadcast Technicians,21,0.74,30330,38550,30330,45430
512,47-2061,0.88,37890,No formal educational credential,Construction Laborers,Construction Laborers,21,0.88,912100,33430,912100,37890
154,11-9021,0.071,99510,Bachelor's degree,Construction Managers,Construction Managers,21,0.071,249650,89300,249650,99510
500,43-4021,0.86,37660,High school diploma or equivalent,Correspondence Clerks,Correspondence Clerks,21,0.86,6780,36370,6780,37660
682,51-9194,0.98,34390,High school diploma or equivalent,Etchers and Engravers,Etchers and Engravers,21,0.98,9520,31110,9520,34390
160,33-3031,0.08,54760,Bachelor's degree,Fish and Game Wardens,Fish and Game Wardens,21,0.08,6610,51730,6610,54760
162,11-9051,0.083,56010,High school diploma or equivalent,Food Service Managers,Food Service Managers,21,0.083,201470,50820,201470,56010
155,27-2042,0.074,61862.4,No formal educational credential,Musicians and Singers,Musicians and Singers,21,0.074,40110,45000.6,40110,61862.4
391,29-2081,0.71,37860,High school diploma or equivalent,"Opticians, Dispensing","Opticians, Dispensing",21,0.71,75270,35530,75270,37860
454,47-2072,0.82,61740,High school diploma or equivalent,Pile-Driver Operators,Pile-Driver Operators,21,0.82,3570,55070,3570,61740
625,43-5051,0.95,48360,High school diploma or equivalent,Postal Service Clerks,Postal Service Clerks,21,0.95,82030,56790,82030,48360
486,51-8013,0.85,73800,High school diploma or equivalent,Power Plant Operators,Power Plant Operators,21,0.85,35010,74690,35010,73800
386,49-2091,0.7,61390,Associate's degree,Avionics Technicians,Avionics Technicians,20,0.7,17330,60760,17330,61390
120,17-2031,0.037,89970,Bachelor's degree,Biomedical Engineers,Biomedical Engineers,20,0.037,20590,85620,20590,89970
169,35-1011,0.1,47390,High school diploma or equivalent,Chefs and Head Cooks,Chefs and Head Cooks,20,0.1,134190,43180,134190,47390
319,19-4031,0.57,49770,Associate's degree,Chemical Technicians,Chemical Technicians,20,0.57,65510,45840,65510,49770
293,15-1131,0.48,85180,Bachelor's degree,Computer Programmers,Computer Programmers,20,0.48,271200,79840,271200,85180
183,29-2051,0.13,29360,Associate's degree,Dietetic Technicians,Dietetic Technicians,20,0.13,32240,26350,32240,29360
674,53-3031,0.98,28440,High school diploma or equivalent,Driver/Sales Workers,Driver/Sales Workers,20,0.98,426310,22830,426310,28440
172,17-2071,0.1,98620,Bachelor's degree,Electrical Engineers,Electrical Engineers,20,0.1,183770,94210,183770,98620
63,17-2199,0.014,99250,Bachelor's degree,"Engineers, All Other","Engineers, All Other",20,0.014,123390,97300,123390,99250
408,47-3013,0.74,30980,High school diploma or equivalent,Helpers–Electricians,Helpers–Electricians,20,0.74,71890,29530,71890,30980
425,45-3021,0.77,30740,No formal educational credential,Hunters and Trappers,Hunters and Trappers,20,0.77,520,27110,520,30740
104,17-2112,0.029,88530,Bachelor's degree,Industrial Engineers,Industrial Engineers,20,0.029,256550,84310,256550,88530
133,17-1012,0.045,68820,Bachelor's degree,Landscape Architects,Landscape Architects,20,0.045,19420,63480,19420,68820
638,53-4011,0.96,61020,High school diploma or equivalent,Locomotive Engineers,Locomotive Engineers,20,0.96,39900,57670,39900,61020
87,19-2032,0.021,101570,Bachelor's degree,Materials Scientists,Materials Scientists,20,0.021,7750,99430,7750,101570
53,17-2141,0.011,89800,Bachelor's degree,Mechanical Engineers,Mechanical Engineers,20,0.011,285790,84190,285790,89800
435,49-3052,0.79,37040,Postsecondary nondegree award,Motorcycle Mechanics,Motorcycle Mechanics,20,0.79,16000,34720,16000,37040
364,37-2021,0.66,35020,High school diploma or equivalent,Pest Control Workers,Pest Control Workers,20,0.66,72830,33040,72830,35020
562,29-2052,0.92,32170,High school diploma or equivalent,Pharmacy Technicians,Pharmacy Technicians,20,0.92,398390,30920,398390,32170
190,29-1071,0.14,102090,Master's degree,Physician Assistants,Physician Assistants,20,0.14,104050,101480,104050,102090
125,19-3094,0.039,112250,Master's degree,Political Scientists,Political Scientists,20,0.039,6350,114290,6350,112250
248,29-1124,0.34,84980,Associate's degree,Radiation Therapists,Radiation Therapists,20,0.34,17450,80160,17450,84980
148,39-9041,0.064,27690,High school diploma or equivalent,Residential Advisors,Residential Advisors,20,0.064,110330,25570,110330,27690
296,47-5061,0.49,58110,High school diploma or equivalent,"Roof Bolters, Mining","Roof Bolters, Mining",20,0.49,3930,56780,3930,58110
236,39-5094,0.29,35160,Postsecondary nondegree award,Skincare Specialists,Skincare Specialists,20,0.29,43980,30270,43980,35160
79,17-2011,0.017,112010,Bachelor's degree,Aerospace Engineers,Aerospace Engineers,19,0.017,68510,109650,68510,112010
159,13-1041,0.08,70250,Bachelor's degree,Compliance Officers,Compliance Officers,19,0.08,273910,66540,273910,70250
198,13-2061,0.17,88940,Bachelor's degree,Financial Examiners,Financial Examiners,19,0.17,49750,79280,49750,88940
507,51-7021,0.87,32330,High school diploma or equivalent,Furniture Finishers,Furniture Finishers,19,0.87,17370,30550,17370,32330
269,43-3041,0.39,28120,High school diploma or equivalent,Gaming Cage Workers,Gaming Cage Workers,19,0.39,18810,25990,18810,28120
429,51-8092,0.78,67980,High school diploma or equivalent,Gas Plant Operators,Gas Plant Operators,19,0.78,17350,67580,17350,67980
276,23-1012,0.41,59840,Doctoral or professional degree,Judicial Law Clerks,Judicial Law Clerks,19,0.41,13410,51760,13410,59840
692,25-4031,0.99,34780,Postsecondary nondegree award,Library Technicians,Library Technicians,19,0.99,93410,32890,93410,34780
182,13-1111,0.13,91910,Bachelor's degree,Management Analysts,Management Analysts,19,0.13,637690,81330,637690,91910
226,11-9199,0.25,112150,Bachelor's degree,"Managers, All Other","Managers, All Other",19,0.25,403670,104970,403670,112150
88,17-2131,0.021,97050,Bachelor's degree,Materials Engineers,Materials Engineers,19,0.021,26800,93310,26800,97050
378,17-3013,0.68,57480,Associate's degree,Mechanical Drafters,Mechanical Drafters,19,0.68,63630,54480,63630,57480
447,43-6013,0.81,35060,High school diploma or equivalent,Medical Secretaries,Medical Secretaries,19,0.81,556820,33730,556820,35060
343,53-5022,0.62,43340,Postsecondary nondegree award,Motorboat Operators,Motorboat Operators,19,0.62,3290,40210,3290,43340
693,43-4141,0.99,36480,High school diploma or equivalent,New Accounts Clerks,New Accounts Clerks,19,0.99,41630,34990,41630,36480
489,19-4051,0.85,77820,Associate's degree,Nuclear Technicians,Nuclear Technicians,19,0.85,6840,79140,6840,77820
559,51-7032,0.91,47850,High school diploma or equivalent,"Patternmakers, Wood","Patternmakers, Wood",19,0.91,970,46510,970,47850
406,39-9021,0.74,22710,No formal educational credential,Personal Care Aides,Personal Care Aides,19,0.74,1492250,21920,1492250,22710
193,17-2171,0.16,147030,Bachelor's degree,Petroleum Engineers,Petroleum Engineers,19,0.16,32780,128230,32780,147030
90,29-1123,0.021,87220,Doctoral or professional degree,Physical Therapists,Physical Therapists,19,0.021,216920,85400,216920,87220
111,11-3061,0.03,117720,Bachelor's degree,Purchasing Managers,Purchasing Managers,19,0.03,71750,111590,71750,117720
663,41-9021,0.97,79340,High school diploma or equivalent,Real Estate Brokers,Real Estate Brokers,19,0.97,40850,56790,40850,79340
570,41-2031,0.92,27180,No formal educational credential,Retail Salespersons,Retail Salespersons,19,0.92,4528550,22680,4528550,27180
453,47-2211,0.82,51080,High school diploma or equivalent,Sheet Metal Workers,Sheet Metal Workers,19,0.82,134450,46940,134450,51080
664,43-2021,0.97,43030,High school diploma or equivalent,Telephone Operators,Telephone Operators,19,0.97,8860,37000,8860,43030
473,51-4111,0.84,51610,High school diploma or equivalent,Tool and Die Makers,Tool and Die Makers,19,0.84,72210,51060,72210,51610
537,53-6041,0.9,48650,High school diploma or equivalent,Traffic Technicians,Traffic Technicians,19,0.9,6410,45150,6410,48650
123,27-3043,0.038,71920,Bachelor's degree,Writers and Authors,Writers and Authors,19,0.038,44690,61240,44690,71920
77,17-2041,0.017,105420,Bachelor's degree,Chemical Engineers,Chemical Engineers,18,0.017,31990,98340,31990,105420
