Hrapx,Hrapy,Lat,Lon,Globvalue
625.1667,398.9167,37.0246,-94.4101,0.3442
582.5833,329.1667,35.0081,-96.8659,0.3442
513.9167,595.8333,45.1037,-98.6149,0.345
388.6667,610.25,46.0869,-105.6473,0.345
729.75,477.4167,38.8543,-88.7936,0.345
814.75,218.0833,29.6911,-88.321,0.345
729.5,479.5833,38.9214,-88.776,0.345
808.5833,235.5833,30.492,-88.353,0.345
798.4167,224.9167,30.0576,-88.8791,0.345
489.3333,597.75,45.226,-99.9708,0.345
495.5833,620.1667,46.1515,-99.4809,0.345
789.0833,530.5833,40.8979,-85.0375,0.345
823.5833,211.8333,29.2992,-88.0609,0.345
505.9167,261.9167,33.17,-100.4866,0.345
582.8333,608.9167,45.2704,-94.6563,0.345
495,255.9167,33.0313,-100.9671,0.345
819.25,228.6667,30.1047,-88.024,0.345
770.5833,480.5,39.071,-86.738,0.345
654,307.6667,34.1565,-93.9092,0.345
477.6667,597.5833,45.4124,-100.6113,0.345
616.3333,105.4167,26.5832,-96.7356,0.345
689.25,131.6667,27.0949,-93.8662,0.345
525.75,596.25,44.8926,-97.8876,0.345
691.4167,487.8333,39.9449,-90.3884,0.345
307.5833,687.0833,49.3926,-110.8098,0.345
826.5,522,40.1042,-83.4471,0.345
536.25,619.5833,46.106,-97.1556,0.345
834,536.9167,40.5261,-82.8249,0.345
888.25,202,28.2414,-85.7947,0.345
765,218.9167,30.3412,-90.2208,0.345
803.1667,570.4167,41.5342,-83.7738,0.345
883.1667,204.9167,28.0563,-86.0066,0.345
825.8333,546.1667,40.9357,-83.0313,0.345
823.5833,239,30.4586,-87.7367,0.345
795.5833,500.8333,39.6062,-85.2554,0.345
261.8333,707.5833,49.9164,-113.8164,0.3458
748.75,479.75,38.818,-87.8805,0.3458
812.4167,540.5,40.9393,-83.7646,0.3458
660.0833,223.0833,31.1657,-94.3297,0.3458
697.9167,145.3333,27.2749,-93.4497,0.3458
713.25,494.9167,39.9099,-89.2561,0.3458
460.4167,588.9167,45.0374,-101.61,0.3458
596.5833,274.5,33.2622,-96.5844,0.3458
526.5,600.75,45.048,-97.803,0.3458
541.9167,617,45.831,-96.8517,0.3458
582.5,537.1667,42.9097,-95.2897,0.3458
748.3333,478.5,39.0295,-87.8191,0.3458
728.25,435.6667,37.6622,-89.3599,0.3458
488.4167,230.0833,32.2158,-101.3309,0.3458
504.8333,573.4167,44.4125,-99.2078,0.3458
625.1667,92.25,26.3909,-96.4932,0.3458
541.3333,578.8333,44.6276,-97.1754,0.3458
834.3333,551.0833,40.9952,-82.5396,0.3458
830.8333,544.25,40.8008,-82.834,0.3458
820.0833,538.9167,40.7725,-83.4343,0.3458
696,434.0833,37.9065,-90.8253,0.3458
627.8333,215.0833,31.0976,-95.6837,0.3458
471.0833,200.6667,31.2324,-102.1125,0.3458
844.9167,220.0833,29.3605,-87.1646,0.3458
723.4167,147.25,27.323,-92.4844,0.3458
791.4167,429.1667,37.0569,-86.5839,0.3458
726.8333,535.9167,41.3862,-87.9869,0.3458
613.1667,437.9167,38.0589,-94.7418,0.3458
491.5,319.0833,34.9529,-100.9438,0.3458
658.9167,202.4167,30.0252,-94.5256,0.3458
491.75,577.25,44.7119,-99.9028,0.3458
545.75,602,45.3977,-96.7693,0.3458
514.75,604.1667,45.561,-98.4899,0.3458
889.25,195.4167,27.9372,-85.8504,0.3458
401.75,211.9167,31.7974,-104.949,0.3467
744.1667,554.4167,41.8358,-86.8846,0.3467
657.5,138.6667,27.4724,-95.0065,0.3467
525.6667,622.1667,46.114,-97.7562,0.3467
488.3333,215.5833,31.49,-101.3724,0.3467
508.4167,262.5833,33.2306,-100.3845,0.3467
846.0833,568,41.357,-81.6601,0.3467
579.25,584.5,44.5239,-95.0693,0.3467
508.0833,209.3333,31.377,-100.5715,0.3467
635.5,588.25,44.3526,-91.9765,0.3467
877.0833,246.25,30.0819,-85.6142,0.3467
453,586,44.9814,-102.029,0.3467
701.9167,438.75,38.0144,-90.4885,0.3467
848.6667,550.4167,40.7333,-81.8908,0.3467
443.75,580.9167,44.937,-102.5592,0.3467
828.6667,507.6667,39.5872,-83.606,0.3467
655.8333,473.4167,38.9791,-92.3812,0.3467
560.4167,334.8333,35.1748,-97.7967,0.3467
724.25,471.9167,38.7247,-89.1155,0.3467
483.5,594.5,45.2425,-100.2961,0.3467
434.3333,618.8333,46.3732,-103.0198,0.3467
519.6667,305.3333,34.4831,-99.7474,0.3467
471.5833,217.6667,31.594,-102.0551,0.3467
575.1667,280.3333,33.4832,-97.4588,0.3467
887.3333,204.3333,28.3429,-85.7974,0.3467
646.3333,306.6667,34.1923,-94.2442,0.3467
426.4167,616.25,46.1656,-103.4513,0.3467
810.0833,526.25,40.4482,-84.132,0.3467
810.25,221.0833,29.8806,-88.4546,0.3467
797.3333,573.0833,41.6879,-84.0058,0.3467
540.5,572.0833,44.4008,-97.2739,0.3475
847.6667,561.4167,41.1237,-81.7185,0.3475
844.4167,543.4167,40.6072,-82.2207,0.3475
568.25,360.6667,35.7261,-97.3115,0.3475
645.3333,383.8333,36.3049,-93.649,0.3475
578.25,584.5,44.7781,-95.0959,0.3475
860.4167,188.75,28.0712,-86.971,0.3475
437,234.3333,32.3578,-103.4556,0.3475
448.9167,608,45.9123,-102.1987,0.3475
822.5833,529.5,40.395,-83.4894,0.3475
249.1667,707.6667,49.8667,-114.6055,0.3475
685.1667,557.1667,43.0411,-89.7419,0.3475
440,590.9167,45.2272,-102.76,0.3475
704.6667,74.6667,25.4234,-93.6956,0.3475
591.25,121.4167,27.2043,-97.5911,0.3475
791.0833,546.1667,41.4153,-84.6711,0.3475
551.9167,616.1667,45.9518,-96.2915,0.3475
802.75,186.4167,28.6144,-89.121,0.3475
802.75,183.1667,28.3099,-89.1684,0.3475
479.25,612.6667,46.047,-100.4541,0.3475
795.75,194.25,28.6941,-89.3169,0.3475
517.1667,579.4167,44.6859,-98.4986,0.3475
742.8333,514.4167,40.5019,-87.5672,0.3475
434.6667,598.8333,45.6615,-103.0357,0.3483
518.5,575.8333,44.3559,-98.4403,0.3483
880.0833,215.8333,28.7709,-85.9202,0.3483
828.6667,549.3333,41.0024,-82.838,0.3483
818.6667,513.5,39.7485,-83.9839,0.3483
524.5,597.75,45.28,-97.9863,0.3483
767.5,547.75,41.2457,-85.8768,0.3483
470.25,328.6667,35.5792,-101.8279,0.3483
774.1667,507.5,40.1339,-86.1438,0.3483
397.3333,213.0833,31.7954,-105.1321,0.3483
495.0833,577.6667,44.6843,-99.7242,0.3483
458.5,578.75,44.6981,-101.7276,0.3483
425.6667,222.8333,32.1472,-103.9521,0.3483
526.8333,353.25,35.6666,-99.2079,0.3483
846.3333,554.9167,40.9501,-81.909,0.3483
625.0833,580.1667,44.1324,-92.6291,0.3483
486.9167,293.3333,34.1702,-101.2144,0.3483
604.9167,214,31.2236,-96.6102,0.3483
847.8333,565.25,41.2751,-81.6334,0.3483
758.8333,226.4167,30.6254,-90.3876,0.3483
792.4167,499.25,39.6159,-85.4254,0.3483
771.8333,410.4167,36.5773,-87.6998,0.3483
531.3333,593.6667,44.9485,-97.6309,0.3492
489.5,613.9167,45.9597,-99.8675,0.3492
757.4167,227.1667,30.7043,-90.4313,0.3492
866.9167,203.4167,28.5447,-86.5503,0.3492
781.4167,513,40.2136,-85.7152,0.3492
755.0833,230.3333,30.86,-90.4909,0.3492
848.6667,523,39.8374,-82.4162,0.3492
815.3333,506.3333,39.5545,-84.2602,0.3492
615.8333,343,35.0578,-95.3198,0.3492
625.5,575.9167,44.0224,-92.6447,0.3492
598.1667,577.5833,44.2573,-94.094,0.3492
705.5,153.6667,27.5993,-93.1023,0.3492
918.75,213.1667,28.3188,-84.5422,0.3492
513,581.3333,44.6591,-98.7193,0.35
807.0833,592.1667,42.6593,-83.0401,0.35
845.6667,236.0833,30.0998,-86.9299,0.35
664.4167,466.8333,38.9398,-91.9752,0.35
854.5,234.8333,29.875,-86.6148,0.35
532.25,581,44.3273,-97.6249,0.35
821,550.1667,41.0647,-83.1778,0.35
840.9167,574.5833,41.7046,-81.7688,0.35
598.6667,562.0833,43.7111,-94.2287,0.35
901.9167,169.75,26.9844,-85.7154,0.35
558.1667,606.0833,45.0344,-96.035,0.35
742,545.25,41.4699,-87.1489,0.35
539.9167,628.25,46.368,-96.8625,0.35
745.6667,220.6667,30.5734,-90.9581,0.35
548.75,212.1667,31.3207,-98.906,0.35
739.8333,228.0833,30.7765,-91.1253,0.35
409.9167,221.75,32.1489,-104.6084,0.35
817.3333,492.9167,39.1881,-84.3781,0.35
783.5833,229.5833,30.4677,-89.3855,0.35
576.9167,275.5833,33.3523,-97.4158,0.35
688.4167,211.5833,30.5409,-93.3028,0.3508
782.8333,379.0833,35.5299,-87.6352,0.3508
418.3333,586.5833,45.1238,-103.9657,0.3508
816.75,553.0833,41.265,-83.3275,0.3508
408,585.1667,45.0522,-104.5503,0.3508
543,589.9167,44.8539,-97.01,0.3508
427.6667,604.25,45.8215,-103.4143,0.3508
683.5833,365.9167,35.4765,-92.1429,0.3508
841.1667,565.5,41.394,-81.94,0.3508
785.6667,534,40.6127,-85.1893,0.3508
562.75,359.0833,35.6586,-97.569,0.3508
780.5,222.75,30.335,-89.5805,0.3508
770.5833,544.8333,41.5535,-85.676,0.3508
828.6667,198.5,28.7231,-88.025,0.3508
497.8333,596,45.1945,-99.4879,0.3508
396.9167,610.75,46.1972,-105.1825,0.3508
250.75,707.5833,49.9217,-114.5104,0.3508
814.3333,564.1667,41.6375,-83.2345,0.3508
758,496.3333,39.7547,-87.0868,0.3508
800.5,484.9167,38.9988,-85.2916,0.3508
470.75,578.1667,44.9186,-101.073,0.3508
670.5833,350.0833,35.3027,-92.8332,0.3517
800.8333,506.9167,39.7167,-84.915,0.3517
790.9167,212.3333,29.746,-89.2901,0.3517
848.1667,545.5,40.5945,-82.0088,0.3517
491.9167,616.3333,46.1848,-99.7121,0.3517
823.0833,503.1667,39.3491,-83.9579,0.3517
766.0833,540.5833,41.1523,-85.9982,0.3517
788,552.1667,41.6216,-84.7102,0.3517
799.0833,231.0833,30.4401,-88.7701,0.3517
804.8333,595.25,42.7427,-83.0893,0.3517
543.0833,320.0833,34.8747,-98.6532,0.3517
451.0833,75.5833,26.808,-103.0583,0.3517
565.0833,580.9167,44.571,-95.8622,0.3517
500,300.25,34.5005,-100.6281,0.3517
713.0833,213.0833,30.5372,-92.3052,0.3517
616.6667,640.0833,46.4175,-92.3864,0.3517
543,577.0833,44.4589,-97.1035,0.3517
541.5833,251.9167,32.6549,-99.0284,0.3517
471.3333,300.6667,34.5344,-101.8765,0.3517
705.3333,536.4167,41.6564,-89.0792,0.3517
733.4167,160.25,27.5184,-92.0186,0.3517
524.4167,272.75,33.4911,-99.6598,0.3517
561.3333,636,46.5426,-95.5879,0.3517
410.6667,593.4167,45.4016,-104.3953,0.3517
571.25,374.25,36.6009,-97.0565,0.3517
482.25,264.25,33.3114,-101.4836,0.3517
537.5833,620.75,45.9181,-97.0905,0.3517
809.5,531,40.644,-84.072,0.3517
464.1667,609.1667,45.9817,-101.3281,0.3517
698.25,152.8333,27.6296,-93.3858,0.3517
502.5,364.6667,36.6742,-100.2457,0.3517
780.25,222.25,30.3598,-89.5951,0.3517
826.0833,496.3333,39.0542,-83.9451,0.3525
806.4167,592.0833,42.6998,-83.077,0.3525
772.9167,560.3333,42.069,-85.2954,0.3525
452.5,589.8333,45.0917,-102.0536,0.3525
819.5,534.0833,40.6365,-83.5506,0.3525
492.4167,276.8333,33.6166,-101.0241,0.3525
835.3333,586.5833,42.1336,-81.7921,0.3525
778.25,484.9167,39.1544,-86.3183,0.3525
422.6667,247.8333,33.0305,-104.0598,0.3525
419.1667,600.75,45.6125,-103.8991,0.3525
683,428.75,37.8606,-91.4843,0.3525
789.75,227.3333,30.3576,-89.1723,0.3525
816.6667,538,40.7879,-83.6103,0.3525
721.25,151.3333,27.4963,-92.5332,0.3525
523.0833,630.9167,46.7379,-97.812,0.3525
750.3333,513.1667,40.4212,-87.2203,0.3525
530.25,218.1667,31.4466,-99.6241,0.3525
224,695,49.2902,-116.0194,0.3525
798.0833,559.9167,41.2772,-84.2076,0.3525
780.25,559.8333,41.8888,-84.9485,0.3525
742.0833,416.3333,36.8902,-88.9484,0.3525
685,468.1667,38.9349,-90.9891,0.3525
527.5,621.9167,46.2128,-97.6313,0.3525
601.5,276.5833,33.2968,-96.3667,0.3525
711.25,541.25,41.6942,-88.7119,0.3525
718.9167,445.4167,38.0641,-89.6386,0.3525
745,516.0833,40.575,-87.4043,0.3525
442.0833,608,45.851,-102.5916,0.3525
854.0833,230.9167,29.7566,-86.6809,0.3525
620.4167,351.5833,35.3057,-95.0568,0.3525
527.6667,256.75,32.9786,-99.5856,0.3525
587.3333,555,43.1333,-94.9562,0.3525
505.4167,261.3333,33.1151,-100.511,0.3525
488.3333,626.1667,46.4767,-99.8581,0.3525
730.75,126.4167,26.5492,-92.3789,0.3533
660.6667,134.8333,27.2676,-94.9118,0.3533
443.9167,261.5833,33.4193,-103.1352,0.3533
853.4167,214.1667,29.0494,-86.9193,0.3533
480.5,595.4167,45.3021,-100.4613,0.3533
810.9167,525.3333,40.4532,-84.1069,0.3533
496.75,558.25,44.0386,-99.7356,0.3533
874.0833,575.6667,41.2266,-80.2035,0.3533
422.3333,612.75,46.2214,-103.7105,0.3533
747.6667,425.25,37.1677,-88.599,0.3533
559.6667,621.0833,45.9799,-95.8169,0.3533
756.5,479.5833,39.2173,-87.4018,0.3533
503.8333,293.8333,34.2074,-100.4673,0.3533
561.1667,278.75,33.5061,-98.0632,0.3533
503.25,616.1667,45.9043,-99.0644,0.3533
644.6667,129.9167,27.1713,-95.5415,0.3533
815,523.6667,40.3337,-83.947,0.3533
487,283.4167,33.9941,-101.2365,0.3533
267,695.9167,49.5543,-113.3882,0.3533
490.75,595.8333,45.334,-99.8739,0.3533
487.1667,588.1667,45.0872,-100.1156,0.3533
490,593.4167,45.2917,-99.9293,0.3533
607.1667,333.0833,34.9776,-95.763,0.3533
656.5,334.4167,34.8879,-93.599,0.3533
495.9167,225.5833,32.042,-101.0278,0.3533
809.9167,501.25,39.6085,-84.5724,0.3542
800.8333,514.4167,40.1641,-84.7665,0.3542
554.75,587.75,44.9041,-96.3812,0.3542
701.5,566.0833,43.13,-88.769,0.3542
715.5833,362,35.3398,-90.7644,0.3542
785.25,501.0833,39.7597,-85.7309,0.3542
844.3333,505.5833,39.289,-82.9363,0.3542
720.6667,221.4167,30.7245,-91.9332,0.3542
542.75,351.3333,35.612,-98.4897,0.3542
607,582.0833,44.4295,-93.5646,0.3542
720,481.6667,38.9937,-89.2016,0.3542
792,490.5833,39.1294,-85.6041,0.3542
210.0833,707.5833,49.8079,-117.0382,0.3542
802.0833,498.25,39.4644,-84.9975,0.3542
216.6667,699.6667,49.4438,-116.5234,0.3542
502.8333,630.6667,46.6945,-98.9812,0.3542
872,200,28.2735,-86.4228,0.3542
502.1667,592.5833,44.9067,-99.2075,0.3542
486.0833,582.6667,44.8872,-100.193,0.3542
462.3333,616.5,46.2339,-101.3946,0.3542
749.75,546.4167,41.4763,-86.7575,0.3542
588.0833,581.0833,44.4921,-94.6019,0.3542
553.1667,275.1667,33.4132,-98.4256,0.3542
399.5,577.0833,44.8913,-105.0371,0.3542
469.5,226.6667,32.0396,-102.1198,0.355
375.25,322.6667,35.725,-106.1338,0.355
928.9167,217.5,28.4285,-84.1036,0.355
551.3333,633.25,46.5756,-96.1809,0.355
542.5833,315.9167,34.7231,-98.7044,0.355
777.3333,462.75,38.0331,-86.8152,0.355
731.6667,556.5833,42.4461,-87.3877,0.355
757.3333,488.6667,39.5255,-87.2304,0.355
807.4167,502.6667,39.6882,-84.6628,0.355
696.1667,470.9167,39.0275,-90.356,0.355
515.6667,264.3333,33.2341,-100.0657,0.355
512.5,265.4167,33.2709,-100.1964,0.355
536.9167,224.6667,31.5973,-99.3434,0.355
796.1667,214.4167,29.7989,-89.0679,0.355
537.6667,628.25,46.4145,-96.9942,0.355
447.5,266.4167,33.5996,-102.9752,0.355
544.8333,604.5833,45.5382,-96.7934,0.355
855.9167,215.6667,29.0739,-86.8075,0.355
796.25,500.3333,39.7267,-85.2158,0.355
540.1667,281.0833,33.7245,-98.9592,0.355
505,584.4167,44.8406,-99.1472,0.355
803.6667,233.5833,30.4216,-88.5655,0.355
766.8333,160.0833,27.4397,-90.7633,0.355
525.5,342.0833,35.5801,-99.2972,0.355
682.3333,148.6667,27.7711,-94.0038,0.355
798.9167,559.8333,41.7746,-84.0499,0.3558
787.25,528.9167,40.8727,-85.1552,0.3558
631.5833,581.6667,44.2434,-92.2522,0.3558
755.0833,227.8333,30.7724,-90.5161,0.3558
597.6667,126.5,27.4087,-97.3254,0.3558
699,450.5,38.4402,-90.4794,0.3558
854.6667,214.8333,29.0685,-86.864,0.3558
515.1667,626.3333,46.3378,-98.32,0.3558
478.8333,608.3333,45.8242,-100.4976,0.3558
839.3333,531.0833,40.2259,-82.6895,0.3558
484.5833,274.4167,33.7789,-101.3658,0.3558
547.1667,579,44.6569,-96.8493,0.3558
788.3333,502.1667,39.564,-85.5885,0.3558
815.8333,541.9167,40.9443,-83.5772,0.3558
673.75,140.5833,27.5054,-94.3836,0.3558
854.5,520.3333,39.6834,-82.2027,0.3558
782.5,552.9167,41.7154,-84.9619,0.3558
419.6667,614.5,46.3323,-103.8645,0.3558
550.4167,629.5,46.6092,-96.2483,0.3558
706.1667,220.3333,30.7527,-92.5206,0.3558
523.6667,629.3333,46.4812,-97.7992,0.3567
422.5,604.0833,45.7479,-103.7135,0.3567
591.75,301.25,34.1586,-96.6378,0.3567
514.25,608.5,45.7997,-98.4848,0.3567
820.25,558.25,41.3955,-83.0651,0.3567
780.5,493.4167,39.3996,-86.0878,0.3567
467.0833,613.8333,46.1585,-101.1427,0.3567
833.6667,433.1667,36.9641,-84.6414,0.3567
518.25,608.75,45.5933,-98.2679,0.3567
756.8333,379.25,35.5966,-88.7689,0.3567
750.5,220.8333,30.516,-90.7676,0.3567
819.5833,527.25,40.4071,-83.6701,0.3567
584.1667,620.3333,45.706,-94.4608,0.3567
750.9167,405.1667,36.6272,-88.6883,0.3567
927.6667,220.25,28.5316,-84.1108,0.3567
806.25,559,41.5834,-83.7155,0.3567
534.1667,329.25,35.0967,-99.0026,0.3567
849.1667,506.9167,39.2923,-82.6929,0.3567
828.9167,586.5,42.2016,-82.1024,0.3567
845.4167,436.8333,36.9373,-84.0762,0.3567
680.6667,587.1667,44.071,-89.5775,0.3567
509.3333,575.5,44.6343,-98.9454,0.3567
547.25,566.8333,44.1347,-96.9456,0.3567
610.3333,277.75,33.2322,-95.991,0.3567
564.6667,307.6667,34.5027,-97.7684,0.3567
421.1667,607.1667,45.8609,-103.7772,0.3567
781.8333,503.4167,39.8635,-85.8505,0.3567
487.4167,596.0833,45.3273,-100.0662,0.3567
574.0833,269.9167,33.1967,-97.5656,0.3567
856.6667,532.5,40.0406,-81.8726,0.3567
631.75,285,33.4734,-95.0332,0.3575
485.25,318,34.9988,-101.2124,0.3575
668.8333,552.8333,42.8472,-90.6493,0.3575
434.0833,587.5,45.113,-103.103,0.3575
833.1667,558.1667,41.2286,-82.4583,0.3575
642.0833,513.8333,41.0809,-92.4723,0.3575
547.75,573.6667,44.4477,-96.8601,0.3575
825.4167,525.25,40.2532,-83.4377,0.3575
594,597.0833,44.7628,-94.0961,0.3575
646,99.3333,26.3454,-95.6749,0.3575
484.1667,600.6667,45.5302,-100.2257,0.3575
827.75,196.8333,28.6903,-88.0779,0.3575
790.5,488.5833,39.1824,-85.6935,0.3575
626.5833,623.25,45.8547,-92.0206,0.3575
535.25,592.1667,44.9728,-97.4263,0.3575
807.9167,541.4167,40.802,-83.9876,0.3575
409.75,260.1667,33.528,-104.6046,0.3575
789.5,211.5,29.7074,-89.3541,0.3575
714.1667,129,26.6165,-92.9761,0.3575
252.3333,700,49.5767,-114.3294,0.3575
750.25,228.3333,30.7633,-90.7025,0.3583
526.25,611.4167,45.4567,-97.7912,0.3583
673.6667,465.5833,38.8922,-91.5541,0.3583
601.9167,307.3333,34.4497,-96.1544,0.3583
236.9167,694.75,49.3678,-115.2301,0.3583
525.4167,574.6667,44.5691,-98.0775,0.3583
838.75,523.9167,39.9719,-82.852,0.3583
867.75,536,40.0062,-81.3023,0.3583
735.9167,571,42.8157,-86.9435,0.3583
803.1667,520.25,40.37,-84.5562,0.3583
196.4167,706.8333,49.6496,-117.8638,0.3583
713.9167,438.3333,37.8274,-89.9602,0.3583
537.3333,611.9167,45.5447,-97.1664,0.3583
758.6667,518.8333,40.4644,-86.7495,0.3583
836.1667,440.1667,37.1541,-84.4205,0.3583
514.5,286.5,33.9567,-100.0437,0.3583
786,516.1667,40.0786,-85.4934,0.3583
768.4167,235.25,30.9112,-89.9181,0.3583
774.8333,533.1667,40.7006,-85.7238,0.3583
562.0833,342,35.2815,-97.6913,0.3583
839.4167,581.9167,41.938,-81.691,0.3583
556.0833,572,44.2762,-96.4244,0.3583
520.5833,215.3333,31.4393,-100.0423,0.3583
468.0833,577.5,44.6938,-101.2132,0.3583
760.1667,559.75,42.1739,-85.9284,0.3592
830.3333,526.25,40.2165,-83.1929,0.3592
798.1667,525.4167,40.587,-84.7013,0.3592
731.0833,461.25,38.4245,-88.94,0.3592
549.25,251.25,32.6795,-98.7056,0.3592
497.6667,630.8333,46.5929,-99.2869,0.3592
592.9167,584.0833,44.5147,-94.3234,0.3592
518.3333,608.1667,45.6845,-98.271,0.3592
591.75,565.1667,43.6303,-94.5789,0.3592
709.25,223.0833,30.943,-92.3672,0.3592
685.5833,458.4167,38.5615,-91.0782,0.3592
461.5833,615.9167,46.1438,-101.45,0.3592
529.4167,449.75,38.4822,-98.6631,0.3592
589.4167,103.1667,26.871,-97.7589,0.3592
506.4167,612.25,45.7435,-98.9032,0.3592
749.8333,212.5833,30.1867,-90.8738,0.3592
888.3333,200.5,28.1575,-85.8144,0.3592
205.8333,697.5,49.3572,-117.1654,0.3592
555.3333,303.5,34.4542,-98.195,0.3592
512,610.9167,45.8367,-98.6049,0.3592
783.8333,405.5,36.4272,-87.2305,0.3592
849.4167,577.0833,41.6013,-81.3228,0.3592
818.1667,500.4167,39.2824,-84.2372,0.36
504.3333,335.0833,35.6514,-100.2806,0.36
477.8333,596.8333,45.4363,-100.6071,0.36
535.4167,587.3333,44.7021,-97.3979,0.36
568.9167,304,34.3421,-97.6091,0.36
595.8333,278.4167,33.3321,-96.5958,0.36
816.8333,226.8333,30.0212,-88.1381,0.36
194.5,786.5,52.8181,-119.2018,0.36
449.8333,594.5833,45.3605,-102.1874,0.36
452.0833,618.25,46.3396,-101.9795,0.36
429.1667,338.5,35.8337,-103.6611,0.36
773.5833,556.25,41.4579,-85.4403,0.36
540.4167,595.3333,44.9234,-97.1178,0.36
450.9167,622.5833,46.4366,-102.0339,0.36
490.1667,591.25,45.1394,-99.933,0.36
412.0833,588.0833,45.1024,-104.3207,0.36
855.1667,202.5,28.571,-87.0023,0.36
835.5833,583.1667,42.0301,-81.8489,0.36
789.9167,493.9167,39.2468,-85.6505,0.36
662.25,394.5,36.4487,-92.8181,0.36
515,256.1667,32.9347,-100.1232,0.36
501.5,589.8333,44.9904,-99.3144,0.36
808.9167,540.8333,40.9638,-83.9235,0.36
516.4167,600.4167,45.068,-98.3736,0.36
819.8333,526.3333,40.3719,-83.6755,0.36
754.8333,557.6667,42.1587,-86.2252,0.36
516.9167,319.0833,35.1401,-99.803,0.36
757.1667,417.1667,36.8449,-88.2735,0.3608
446.9167,243.6667,32.7095,-103.0276,0.3608
898.5833,212.9167,28.5657,-85.2684,0.3608
811.5833,229.1667,30.1089,-88.3173,0.3608
545.8333,305.6667,34.5477,-98.6012,0.3608
590.75,352.75,35.4298,-96.3544,0.3608
508.6667,590.4167,45.0825,-98.9075,0.3608
786.9167,375.4167,35.4473,-87.498,0.3608
811.5,556.5,41.4283,-83.5123,0.3608
819.0833,541.5,40.8637,-83.4326,0.3608
565.3333,603,45.2318,-95.6797,0.3608
545.25,574.1667,44.3143,-96.9976,0.3608
888.8333,201,28.1705,-85.7896,0.3608
587.9167,310.5833,34.471,-96.7477,0.3608
541.3333,568.3333,44.2283,-97.2483,0.3608
764,558.3333,41.6801,-85.8715,0.3608
830.5833,583.8333,42.0992,-82.0751,0.3608
493.9167,603.5833,45.4195,-99.6577,0.3608
787,514.6667,40.3477,-85.4067,0.3608
721.6667,472.75,38.7917,-89.2156,0.3608
578.3333,545.5,43.1759,-95.4463,0.3608
559.0833,569.1667,43.4325,-96.4073,0.3617
483.5833,250.25,32.8153,-101.465,0.3617
816.6667,231.5833,30.2845,-88.0892,0.3617
860.6667,204.8333,28.6615,-86.7641,0.3617
622,209.5,30.6476,-95.9589,0.3617
798.9167,560.4167,41.7312,-84.0399,0.3617
767.6667,476,38.8039,-86.9504,0.3617
781.1667,152.5,27.114,-90.3021,0.3617
542.9167,75.0833,26.261,-99.6145,0.3617
557.5,628.3333,46.3532,-95.8675,0.3617
782.75,133.1667,26.6697,-90.4056,0.3617
741.4167,483.25,39.0156,-88.1672,0.3617
880.0833,170.5,27.048,-86.512,0.3617
612.6667,214.9167,31.1333,-96.2973,0.3617
473.1667,297.5,34.4916,-101.8082,0.3617
708.25,222.5,30.7131,-92.4276,0.3617
491.6667,295.25,34.3385,-101.0028,0.3617
714.25,216.0833,30.632,-92.2339,0.3617
927.8333,203.6667,27.931,-84.3391,0.3625
827.5833,431.4167,36.9736,-84.9318,0.3625
892.75,209.8333,28.4692,-85.5277,0.3625
220.1667,699.5,49.4856,-116.3144,0.3625
457,299.3333,34.5704,-102.5086,0.3625
822.75,496.0833,39.2753,-84.0764,0.3625
558.75,294.5,34.0426,-98.1033,0.3625
649.9167,462.1667,38.6903,-92.7769,0.3625
528,629.0833,46.404,-97.5547,0.3625
573.1667,364,35.8471,-97.0664,0.3625
539.6667,316.75,34.8792,-98.8181,0.3625
790,488.5833,39.104,-85.7273,0.3625
796.6667,575.0833,42.2195,-83.8756,0.3625
788.75,558.5833,41.799,-84.558,0.3625
756.9167,510.6667,40.0988,-86.9601,0.3625
554.75,273,33.4535,-98.368,0.3625
549.0833,283.4167,33.6988,-98.5632,0.3625
489.1667,225,31.7484,-101.3112,0.3625
576.9167,263.25,32.902,-97.48,0.3625
572.25,567.1667,43.7895,-95.5937,0.3625
823.0833,430.5833,37.008,-85.1398,0.3625
869.9167,592.5833,41.8911,-80.0309,0.3633
243.5,709.4167,49.9905,-114.9811,0.3633
855.75,560.25,41,-81.3655,0.3633
842.75,506.3333,39.3665,-82.992,0.3633
637.75,220.75,31.2831,-95.2447,0.3633
489.8333,623.25,46.4113,-99.7885,0.3633
834.4167,529.8333,40.2441,-82.9393,0.3633
600.8333,275.8333,33.301,-96.3984,0.3633
751.5833,382.9167,35.6298,-88.9781,0.3633
526.5,302,34.4163,-99.4644,0.3633
687.1667,553.5833,42.9706,-89.6857,0.3633
815.25,511.75,39.879,-84.147,0.3633
510,208.8333,31.3484,-100.5024,0.3633
614.6667,275.4167,33.1457,-95.8271,0.3633
850.5,439.0833,36.9575,-83.8208,0.3633
507.6667,303,34.6743,-100.2706,0.3633
808,529.5,40.5963,-84.169,0.3633
547.4167,575.3333,44.4102,-96.8757,0.3633
597.3333,272.3333,33.0819,-96.5684,0.3633
845.3333,576,41.654,-81.5328,0.3642
510,633.8333,46.6917,-98.5573,0.3642
520.0833,613.3333,45.9029,-98.1207,0.3642
819.25,426.9167,36.928,-85.3627,0.3642
560.4167,334.6667,35.0692,-97.8098,0.3642
702.5833,151.5,27.565,-93.2299,0.3642
719.8333,477.9167,38.9699,-89.2414,0.3642
