country,continent,year,lifeExp,pop,gdpPercap
France,Europe,1963,70.36,47808000,10941.36907
France,Europe,1964,71.32,48340000,11541.52506
France,Europe,1965,71.15,48763000,11985.95392
France,Europe,1966,71.56,49194000,12511.09646
France,Europe,1967,71.55,49569000,12999.91766
France,Europe,1968,71.54,49934000,13457.29711
France,Europe,1969,71.27,50353000,14289.38322
France,Europe,1970,72.16,50787000,14979.38205
France,Europe,1971,72.13,51285000,15554.55925
France,Europe,1972,72.38,51732000,16107.19171
France,Europe,1973,72.54,52157000,16853.49326
France,Europe,1974,72.89,52503000,17266.97996
France,Europe,1975,72.98,52758427,17140.24026
France,Europe,1976,73.22,52953613,17799.33496
France,Europe,1977,73.83,53165019,18292.63514
France,Europe,1978,73.95,53380649,18825.95486
France,Europe,1979,74.26,53605523,19409.07809
France,Europe,1980,74.35,53869743,19660.01861
France,Europe,1981,74.51,54147284,19835.85601
France,Europe,1982,74.89,54433565,20293.89746
France,Europe,1983,74.87,54649810,20643.23289
France,Europe,1984,75.37,54946500,20888.34207
France,Europe,1985,75.47,55171224,21225.41215
France,Europe,1986,75.75,55387361,21656.22833
France,Europe,1987,76.34,55630100,22066.44214
France,Europe,1988,76.57,55873463,22990.10356
France,Europe,1989,76.7,56416625,23669.58284
France,Europe,1990,76.99,56735161,24182.34052
France,Europe,1991,77.17,57055448,24382.98257
France,Europe,1992,77.46,57374179,24703.79615
France,Europe,1993,77.51,57658289,24334.03492
France,Europe,1994,77.95,57906847,24747.81699
France,Europe,1995,78.07,58149727,25214.34926
France,Europe,1996,78.28,58388408,25406.80475
France,Europe,1997,78.64,58623428,25889.78487
France,Europe,1998,78.81,58866290,26704.51324
France,Europe,1999,78.94,59116128,27466.21016
France,Europe,2000,79.25,59381628,28443.62305
France,Europe,2001,79.44,59658144,28827.72241
France,Europe,2002,79.59,59925035,28926.03234
France,Europe,2003,79.59,60180529,28970.5971
France,Europe,2004,80.52,60424213,29466.09716
France,Europe,2005,80.5,60656178,29644
France,Europe,2007,80.657,61083916,30470.0167
French Guiana,Americas,2002,75.142,182333,8869.848746
French Polynesia,Oceania,1967,59.191,102756,14244.02282
French Polynesia,Oceania,1972,60.926,124000,14567.15624
French Polynesia,Oceania,1977,62.427,138156,16682.10682
French Polynesia,Oceania,1982,66.234,160416,19673.48757
French Polynesia,Oceania,1987,68.211,185839,23454.40806
French Polynesia,Oceania,1992,70.182,212174,24021.20192
French Polynesia,Oceania,1997,71.821,235770,22634.06126
French Polynesia,Oceania,2002,73.01,257847,25224.32969
French Polynesia,Oceania,2007,74.057,278633,26766.84485
Gabon,Africa,1952,37.003,420702,4293.476475
Gabon,Africa,1957,38.999,434904,4976.198099
Gabon,Africa,1962,40.489,455661,6631.459222
Gabon,Africa,1967,44.598,489004,8358.761987
Gabon,Africa,1972,48.69,537977,11401.94841
Gabon,Africa,1977,52.79,706367,21745.57328
Gabon,Africa,1982,56.564,753874,15113.36194
Gabon,Africa,1987,60.19,880397,11864.40844
Gabon,Africa,1992,61.366,985739,13522.15752
Gabon,Africa,1997,60.461,1126189,14722.84188
Gabon,Africa,2002,56.761,1299304,12521.71392
Gabon,Africa,2007,56.735,1454867,13206.48452
Gambia,Africa,1952,30,284320,485.2306591
Gambia,Africa,1957,32.065,323150,520.9267111
Gambia,Africa,1962,33.896,374020,599.650276
Gambia,Africa,1967,35.857,439593,734.7829124
Gambia,Africa,1972,38.308,517101,756.0868363
Gambia,Africa,1977,41.842,608274,884.7552507
Gambia,Africa,1982,45.58,715523,835.8096108
Gambia,Africa,1987,49.265,848406,611.6588611
Gambia,Africa,1992,52.644,1025384,665.6244126
Gambia,Africa,1997,55.861,1235767,653.7301704
Gambia,Africa,2002,58.041,1457766,660.5855997
Gambia,Africa,2007,59.448,1688359,752.7497265
Georgia,FSU,1967,66.654,4564785,3029.799086
Georgia,FSU,1972,68.158,4786475,3741.226071
Georgia,FSU,1977,69.634,4963464,5086.053989
Georgia,FSU,1982,69.638,5101213,6359.829881
Georgia,FSU,1987,70.45,5239970,6514.539988
Georgia,FSU,1992,70.465,5355289,2393.030934
Georgia,FSU,1997,70.49,4883476,2085.641338
Georgia,FSU,2002,70.476,4728357,2637.562323
Georgia,FSU,2007,70.987,4646003,4386.560389
Germany,Europe,1950,66.47296,68374572,6090.034207
Germany,Europe,1952,67.5,69145952,7144.114393
Germany,Europe,1957,69.1,71019069,10187.82665
Germany,Europe,1962,70.3,73739117,12902.46291
Germany,Europe,1967,70.8,76368453,14745.62561
Germany,Europe,1972,71,78717088,18016.18027
Germany,Europe,1977,72.5,78160773,20512.92123
Germany,Europe,1982,73.8,78335266,22031.53274
Germany,Europe,1987,74.847,77718298,24639.18566
Germany,Europe,1991,75.61,79984244,26127.05882
Germany,Europe,1992,76.07,80597764,26505.30317
Germany,Europe,1993,76.15,81132272,26119.4586
Germany,Europe,1994,76.47,81414164,26720.64284
Germany,Europe,1995,76.65,81653702,27145.95792
Germany,Europe,1996,76.9,81890667,27336.46604
Germany,Europe,1997,77.34,82011073,27788.88416
Germany,Europe,1998,77.7,82023672,28291.5981
Germany,Europe,1999,77.94,82074778,28842.65612
Germany,Europe,2000,78.21,82187909,29726.87876
Germany,Europe,2001,78.57,82280551,30061.39867
Germany,Europe,2002,78.67,82350671,30035.80198
Germany,Europe,2003,78.74,82398326,29952.93665
Germany,Europe,2004,79.33,82424609,30260.6614
Germany,Europe,2005,79.46,82431390,30496
Germany,Europe,2006,79.79,82422299,31374.42754
Germany,Europe,2007,79.406,82400996,32170.37442
Ghana,Africa,1952,43.149,5581001,911.2989371
Ghana,Africa,1957,44.779,6391288,1043.561537
Ghana,Africa,1962,46.452,7355248,1190.041118
Ghana,Africa,1967,48.072,8490213,1125.69716
Ghana,Africa,1972,49.875,9354120,1178.223708
Ghana,Africa,1977,51.756,10538093,993.2239571
Ghana,Africa,1982,53.744,11400338,876.032569
Ghana,Africa,1987,55.729,14168101,847.0061135
Ghana,Africa,1992,57.501,16278738,925.060154
Ghana,Africa,1997,58.556,18418288,1005.245812
Ghana,Africa,2002,58.453,20550751,1111.984578
Ghana,Africa,2007,60.022,22873338,1327.60891
Greece,Europe,1950,65.7,7566028,3293.034773
Greece,Europe,1952,65.86,7733250,3530.690067
Greece,Europe,1957,67.86,8096218,4916.299889
Greece,Europe,1962,69.51,8448233,6017.190733
Greece,Europe,1967,71,8716441,8513.097016
Greece,Europe,1972,72.34,8888628,12724.82957
Greece,Europe,1977,73.68,9308479,14195.52428
Greece,Europe,1982,75.24,9786480,15268.42089
Greece,Europe,1987,76.67,9974490,16120.52839
Greece,Europe,1992,77.03,10325429,17541.49634
Greece,Europe,1997,77.869,10502372,18747.69814
Greece,Europe,2002,78.256,10603863,22514.2548
Greece,Europe,2007,79.483,10706290,27538.41188
Grenada,Americas,1972,64.577,96618,2404.583938
Grenada,Americas,1977,65.035,94280,3439.562709
Grenada,Americas,1982,65.503,92112,3872.355321
Grenada,Americas,1987,66.002,92719,4947.827429
Grenada,Americas,1992,66.469,91487,6098.92279
Grenada,Americas,1997,66.986,90005,6690.021834
Grenada,Americas,2002,67.746,89211,8365.58996
Grenada,Americas,2007,68.724,89971,9148.007954
Guadeloupe,Americas,2002,78.405,435739,6987.870004
Guatemala,Americas,1952,42.023,3146381,2428.237769
Guatemala,Americas,1957,44.142,3640876,2617.155967
Guatemala,Americas,1962,46.954,4208858,2750.364446
Guatemala,Americas,1967,50.016,4690773,3242.531147
Guatemala,Americas,1972,53.738,5149581,4031.408271
Guatemala,Americas,1977,56.029,5703430,4879.992748
Guatemala,Americas,1982,58.137,6395630,4820.49479
Guatemala,Americas,1987,60.782,7326406,4246.485974
Guatemala,Americas,1992,63.373,8486949,4439.45084
Guatemala,Americas,1997,66.322,9803875,4684.313807
Guatemala,Americas,2002,68.978,11178650,4858.347495
Guatemala,Americas,2007,70.259,12572928,5186.050003
Guinea,Africa,1952,33.609,2664249,510.1964923
Guinea,Africa,1957,34.558,2876726,576.2670245
Guinea,Africa,1962,35.753,3140003,686.3736739
Guinea,Africa,1967,37.197,3451418,708.7595409
Guinea,Africa,1972,38.842,3811387,741.6662307
Guinea,Africa,1977,40.762,4227026,874.6858643
Guinea,Africa,1982,42.891,4710497,857.2503577
Guinea,Africa,1987,45.552,5650262,805.5724718
Guinea,Africa,1992,48.576,6990574,794.3484384
Guinea,Africa,1997,51.455,8048834,869.4497668
Guinea,Africa,2002,53.676,8807818,945.5835837
Guinea,Africa,2007,56.007,9947814,942.6542111
Guinea-Bissau,Africa,1952,32.5,580653,299.850319
Guinea-Bissau,Africa,1957,33.489,601095,431.7904566
Guinea-Bissau,Africa,1962,34.488,627820,522.0343725
Guinea-Bissau,Africa,1967,35.492,601287,715.5806402
Guinea-Bissau,Africa,1972,36.486,625361,820.2245876
Guinea-Bissau,Africa,1977,37.465,745228,764.7259628
Guinea-Bissau,Africa,1982,39.327,825987,838.1239671
Guinea-Bissau,Africa,1987,41.245,927524,736.4153921
Guinea-Bissau,Africa,1992,43.266,1050938,745.5398706
Guinea-Bissau,Africa,1997,44.873,1193708,796.6644681
Guinea-Bissau,Africa,2002,45.504,1332459,575.7047176
Guinea-Bissau,Africa,2007,46.388,1472041,579.231743
Guyana,Americas,1962,57.32,597896,2202.776732
Guyana,Americas,1967,59.187,672848,2325.092727
Guyana,Americas,1972,59.958,742869,2439.146406
Guyana,Americas,1977,60.651,758334,2760.808387
Guyana,Americas,1982,60.923,761673,2334.359864
Guyana,Americas,1987,61.79,755464,2169.065751
Guyana,Americas,1992,62.531,747460,2234.654246
Guyana,Americas,1997,62.06,746336,3131.958941
Guyana,Americas,2002,63.578,759104,3237.953172
Guyana,Americas,2007,66.827,769095,3586.042643
Haiti,Americas,1952,37.579,3201488,1840.366939
Haiti,Americas,1957,40.696,3507701,1726.887882
Haiti,Americas,1962,43.59,3880130,1796.589032
Haiti,Americas,1967,46.243,4318137,1452.057666
Haiti,Americas,1972,48.042,4698301,1654.456946
Haiti,Americas,1977,49.923,4908554,1874.298931
Haiti,Americas,1982,51.461,5198399,2011.159549
Haiti,Americas,1987,53.636,5756203,1823.015995
Haiti,Americas,1992,55.089,6326682,1456.309517
Haiti,Americas,1997,56.671,6913545,1341.726931
Haiti,Americas,2002,58.137,7607651,1270.364932
Haiti,Americas,2007,60.916,8502814,1201.637154
Honduras,Americas,1952,41.912,1517453,2194.926204
Honduras,Americas,1957,44.665,1770390,2220.487682
Honduras,Americas,1962,48.041,2090162,2291.156835
Honduras,Americas,1967,50.924,2500689,2538.269358
Honduras,Americas,1972,53.884,2965146,2529.842345
Honduras,Americas,1977,57.402,3055235,3203.208066
Honduras,Americas,1982,60.909,3669448,3121.760794
Honduras,Americas,1987,64.492,4372203,3023.096699
Honduras,Americas,1992,66.399,5077347,3081.694603
Honduras,Americas,1997,67.659,5867957,3160.454906
Honduras,Americas,2002,68.565,6677328,3099.72866
Honduras,Americas,2007,70.198,7483763,3548.330846
"Hong Kong, China",Asia,1952,60.96,2125900,3054.421209
"Hong Kong, China",Asia,1957,64.75,2736300,3629.076457
"Hong Kong, China",Asia,1962,67.65,3305200,4692.648272
"Hong Kong, China",Asia,1967,70,3722800,6197.962814
"Hong Kong, China",Asia,1972,72,4115700,8315.928145
"Hong Kong, China",Asia,1977,73.6,4583700,11186.14125
"Hong Kong, China",Asia,1982,75.45,5264500,14560.53051
"Hong Kong, China",Asia,1987,76.2,5584510,20038.47269
"Hong Kong, China",Asia,1992,77.601,5829696,24757.60301
"Hong Kong, China",Asia,1997,80,6495918,28377.63219
"Hong Kong, China",Asia,2002,81.495,6762476,30209.01516
"Hong Kong, China",Asia,2007,82.208,6980412,39724.97867
Hungary,Europe,1950,62.07,9338000,4726.19128
Hungary,Europe,1951,62.46,9423000,5135.947955
Hungary,Europe,1952,64.03,9504000,5263.673816
Hungary,Europe,1953,63.87,9595000,5308.48868
Hungary,Europe,1954,65.43,9706000,5431.85557
Hungary,Europe,1955,66.88,9825000,5850.989
Hungary,Europe,1956,66.04,9911000,5537.722375
Hungary,Europe,1957,66.41,9839000,6040.180011
Hungary,Europe,1958,67.42,9882000,6416.726703
Hungary,Europe,1959,67.32,9937000,6639.866073
Hungary,Europe,1960,68.09,9983512,6954.291576
Hungary,Europe,1961,69.02,10029000,7272.793578
Hungary,Europe,1962,67.96,10063000,7550.359877
Hungary,Europe,1963,68.98,10091000,7942.533059
Hungary,Europe,1964,69.48,10124000,8362.477399
Hungary,Europe,1965,69.17,10152934,8403.477994
Hungary,Europe,1966,69.93,10184561,8854.418758
Hungary,Europe,1967,69.5,10223422,9326.64467
Hungary,Europe,1968,69.33,10263542,9403.183999
Hungary,Europe,1969,69.4,10302814,9647.235758
Hungary,Europe,1970,69.24,10337004,9581.972224
Hungary,Europe,1971,69.13,10364869,9982.612568
Hungary,Europe,1972,69.76,10394091,10168.65611
Hungary,Europe,1973,69.63,10425984,10663.66869
Hungary,Europe,1974,69.35,10471272,10892.94031
Hungary,Europe,1975,69.4,10531820,11062.45819
Hungary,Europe,1976,69.69,10588729,11035.56516
Hungary,Europe,1977,69.95,10637171,11674.83737
Hungary,Europe,1978,69.49,10673300,11917.24411
Hungary,Europe,1979,69.7,10698234,11912.90808
Hungary,Europe,1980,69.11,10711122,12018.55475
Hungary,Europe,1981,69.17,10711848,12102.59883
Hungary,Europe,1982,69.39,10705535,12545.99066
Hungary,Europe,1983,68.95,10689463,12435.83335
Hungary,Europe,1984,68.99,10668095,12786.878
Hungary,Europe,1985,68.93,10648713,12495.19625
Hungary,Europe,1986,69.13,10630563,12767.15527
Hungary,Europe,1987,69.58,10612740,12986.47998
Hungary,Europe,1988,69.96,10442500,13399.3031
Hungary,Europe,1989,69.41,10397959,13155.25136
Hungary,Europe,1990,69.39,10371878,12308.90783
Hungary,Europe,1991,69.45,10364737,10851.83045
Hungary,Europe,1992,69.17,10348684,10535.62855
Hungary,Europe,1993,69.17,10329012,10494.88175
Hungary,Europe,1994,69.61,10312714,10821.25689
Hungary,Europe,1995,70.01,10295874,11000.40519
Hungary,Europe,1996,70.59,10273591,11169.78598
Hungary,Europe,1997,71.04,10244684,11712.7768
Hungary,Europe,1998,70.97,10211127,12319.40798
Hungary,Europe,1999,71.1,10172673,12874.41924
Hungary,Europe,2000,71.83,10137449,13592.35087
Hungary,Europe,2001,72.47,10109467,14185.5176
Hungary,Europe,2002,72.59,10083313,14843.93556
Hungary,Europe,2003,72.61,10057745,15506.20095
Hungary,Europe,2004,73.01,10032375,16291.19795
Hungary,Europe,2005,72.97,10006835,17014
Hungary,Europe,2007,73.338,9956108,18008.94444
Iceland,Europe,1950,71.01,142938,7750.291535
Iceland,Europe,1951,71.05,145604,7468.805837
Iceland,Europe,1952,72.49,147962,7267.688428
Iceland,Europe,1953,72.31,151036,8211.292176
Iceland,Europe,1954,73.36,154563,8800.722567
Iceland,Europe,1955,73.3,158044,9458.671799
Iceland,Europe,1956,72.98,161358,9489.0241
Iceland,Europe,1957,73.47,165110,9244.001412
Iceland,Europe,1958,73.43,168771,9789.869797
Iceland,Europe,1959,72.66,172314,9768.93049
Iceland,Europe,1960,74.09,175860,9890.0665
Iceland,Europe,1961,73.47,178905,9724.49065
Iceland,Europe,1962,73.68,182053,10350.15906
Iceland,Europe,1963,72.98,185481,11221.63427
Iceland,Europe,1964,73.57,188847,12133.87365
Iceland,Europe,1965,73.84,192288,12794.8827
Iceland,Europe,1966,73.23,195610,13701.27415
Iceland,Europe,1967,73.73,198676,13319.89568
Iceland,Europe,1968,73.94,201245,12441.43872
Iceland,Europe,1969,73.71,202920,12659.10905
Iceland,Europe,1970,73.81,204104,13532.83678
Iceland,Europe,1971,73.55,206092,15128.82588
Iceland,Europe,1972,74.46,209275,15798.06362
Iceland,Europe,1973,74.31,212364,16670.02132
Iceland,Europe,1974,74.37,215324,17375.5854
Iceland,Europe,1975,75.35,218031,17297.44397
Iceland,Europe,1976,76.71,220133,18179.25077
Iceland,Europe,1977,76.11,221823,19654.96247
Iceland,Europe,1978,76.42,223587,20649.68327
Iceland,Europe,1979,76.63,225749,21453.7783
Iceland,Europe,1980,76.66,228161,22434.85748
Iceland,Europe,1981,76.35,230803,23121.40777
Iceland,Europe,1982,76.99,233997,23269.6075
Iceland,Europe,1983,76.63,237041,22499.89615
Iceland,Europe,1984,77.43,239498,23215.83465
Iceland,Europe,1985,77.56,241403,23821.70912
Iceland,Europe,1986,78.09,242999,25107.72219
Iceland,Europe,1987,77.23,244676,26923.20628
Iceland,Europe,1988,77.08,249885,26435.22394
Iceland,Europe,1989,78.15,252746,26317.46255
Iceland,Europe,1990,77.98,254719,26372.87842
Iceland,Europe,1991,77.94,256831,26332.62091
Iceland,Europe,1992,78.77,259012,25144.39201
Iceland,Europe,1993,78.98,261270,25030.85874
Iceland,Europe,1994,79.24,266075,25941.5378
Iceland,Europe,1995,78.05,267527,25840.48851
Iceland,Europe,1996,78.84,269000,27027.25401
Iceland,Europe,1997,78.95,271192,28061.09966
Iceland,Europe,1998,79.67,274000,29256.69932
Iceland,Europe,1999,79.46,277280,30042.93674
Iceland,Europe,2000,79.72,281043,31092.02544
Iceland,Europe,2001,80.64,284812,31830.54252
Iceland,Europe,2002,80.5,288030,31163.20196
Iceland,Europe,2003,81.06,291064,31937.00631
Iceland,Europe,2004,80.95,293966,34279.1786
Iceland,Europe,2005,81.43,296737,35630
Iceland,Europe,2006,81.12,299388,36233.27382
Iceland,Europe,2007,81.757,301931,36180.78919
India,Asia,1952,37.373,372000000,546.5657493
India,Asia,1957,40.249,409000000,590.061996
India,Asia,1962,43.605,454000000,658.3471509
India,Asia,1967,47.193,506000000,700.7706107
India,Asia,1972,50.651,567000000,724.032527
India,Asia,1977,54.208,634000000,813.337323
India,Asia,1982,56.596,708000000,855.7235377
India,Asia,1987,58.553,788000000,976.5126756
India,Asia,1992,60.223,872000000,1164.406809
India,Asia,1997,61.765,959000000,1458.817442
India,Asia,2002,62.879,1034172547,1746.769454
India,Asia,2007,64.698,1110396331,2452.210407
Indonesia,Asia,1952,37.468,82052000,749.6816546
Indonesia,Asia,1957,39.918,90124000,858.9002707
Indonesia,Asia,1962,42.518,99028000,849.2897701
Indonesia,Asia,1967,45.964,109343000,762.4317721
Indonesia,Asia,1972,49.203,121282000,1111.107907
Indonesia,Asia,1977,52.702,136725000,1382.702056
Indonesia,Asia,1982,56.159,153343000,1516.872988
Indonesia,Asia,1987,60.137,169276000,1748.356961
Indonesia,Asia,1992,62.681,184816000,2383.140898
Indonesia,Asia,1997,66.041,199278000,3119.335603
Indonesia,Asia,2002,68.588,211060000,2873.91287
Indonesia,Asia,2007,70.65,223547000,3540.651564
Iran,Asia,1952,44.869,17272000,3035.326002
Iran,Asia,1957,47.181,19792000,3290.257643
Iran,Asia,1962,49.325,22874000,4187.329802
Iran,Asia,1967,52.469,26538000,5906.731805
Iran,Asia,1972,55.234,30614000,9613.818607
Iran,Asia,1977,57.702,35480679,11888.59508
Iran,Asia,1982,59.62,43072751,7608.334602
Iran,Asia,1987,63.04,51889696,6642.881371
Iran,Asia,1992,65.742,60397973,7235.653188
Iran,Asia,1997,68.042,63327987,8263.590301
Iran,Asia,2002,69.451,66907826,9240.761975
Iran,Asia,2007,70.964,69453570,11605.71449
Iraq,Asia,1952,45.32,5441766,4129.766056
Iraq,Asia,1957,48.437,6248643,6229.333562
Iraq,Asia,1962,51.457,7240260,8341.737815
Iraq,Asia,1967,54.459,8519282,8931.459811
Iraq,Asia,1972,56.95,10061506,9576.037596
Iraq,Asia,1977,60.413,11882916,14688.23507
Iraq,Asia,1982,62.038,14173318,14517.90711
Iraq,Asia,1987,65.044,16543189,11643.57268
Iraq,Asia,1992,59.461,17861905,3745.640687
Iraq,Asia,1997,58.811,20775703,3076.239795
Iraq,Asia,2002,57.046,24001816,4390.717312
Iraq,Asia,2007,59.545,27499638,4471.061906
Ireland,Europe,1951,65.8,2959311,5069.589769
Ireland,Europe,1952,66.91,2952156,5210.280328
Ireland,Europe,1957,68.9,2878220,5599.077872
Ireland,Europe,1962,70.29,2830000,6631.597314
Ireland,Europe,1967,71.08,2900100,7655.568963
Ireland,Europe,1972,71.28,3024400,9530.772896
Ireland,Europe,1977,72.03,3271900,11150.98113
Ireland,Europe,1982,73.1,3480000,12618.32141
Ireland,Europe,1987,74.36,3539900,13872.86652
Ireland,Europe,1992,75.467,3557761,17558.81555
Ireland,Europe,1997,76.122,3667233,24521.94713
Ireland,Europe,2002,77.783,3879155,34077.04939
Ireland,Europe,2007,78.885,4109086,40675.99635
Israel,Asia,1952,65.39,1620914,4086.522128
Israel,Asia,1957,67.84,1944401,5385.278451
Israel,Asia,1962,69.39,2310904,7105.630706
Israel,Asia,1967,70.75,2693585,8393.741404
Israel,Asia,1972,71.63,3095893,12786.93223
Israel,Asia,1977,73.06,3495918,13306.61921
Israel,Asia,1982,74.45,3858421,15367.0292
Israel,Asia,1987,75.6,4203148,17122.47986
Israel,Asia,1992,76.93,4936550,18051.52254
Israel,Asia,1997,78.269,5531387,20896.60924
Israel,Asia,2002,79.696,6029529,21905.59514
Israel,Asia,2007,80.745,6426679,25523.2771
Italy,Europe,1950,65.77,47105000,4461.067193
Italy,Europe,1951,65.31,47418000,4719.636757
Italy,Europe,1952,65.94,47666000,4931.404155
Italy,Europe,1953,66.58,47957000,5222.079917
Italy,Europe,1954,67.9,48299000,5436.140736
Italy,Europe,1955,68.25,48633000,5733.705071
Italy,Europe,1956,67.64,48921000,5958.252391
Italy,Europe,1957,67.81,49182000,6248.656232
Italy,Europe,1958,68.87,49476000,6518.368168
Italy,Europe,1959,69.32,49832000,6885.772019
Italy,Europe,1960,69.21,50197600,7314.830776
Italy,Europe,1961,69.85,50523200,7820.210212
Italy,Europe,1962,69.24,50843200,8243.58234
Italy,Europe,1963,69.35,51198300,8636.90716
Italy,Europe,1964,70.4,51600200,8821.596841
Italy,Europe,1965,70.27,51987100,9011.540421
Italy,Europe,1966,71.02,52331600,9503.610165
Italy,Europe,1967,71.06,52667100,10022.40131
Italy,Europe,1968,70.88,52986600,10694.07481
Italy,Europe,1969,70.9,53317000,11274.39824
Italy,Europe,1970,71.66,53661100,11788.23346
Italy,Europe,1971,71.91,54005500,11939.21503
Italy,Europe,1972,72.19,54365564,12269.27378
Italy,Europe,1973,72.13,54796843,13133.74758
Italy,Europe,1974,72.85,55226259,13614.98029
Italy,Europe,1975,72.76,55571894,13160.78533
Italy,Europe,1976,73.11,55838536,14021.92932
Italy,Europe,1977,73.48,56059245,14255.98475
Italy,Europe,1978,73.83,56240143,14831.3966
Italy,Europe,1979,74.16,56367710,15712.13998
Italy,Europe,1980,74.12,56451247,16201.88298
Italy,Europe,1981,74.51,56502489,16362.80286
Italy,Europe,1982,74.98,56535636,16537.4835
Italy,Europe,1983,74.8,56630129,16717.44341
Italy,Europe,1984,75.56,56696963,17530.69389
Italy,Europe,1985,75.67,56731215,18078.9509
Italy,Europe,1986,76,56733833,18479.36644
Italy,Europe,1987,76.42,56729703,19207.23482
Italy,Europe,1988,76.6,56734027,20293.85091
Italy,Europe,1989,77,56737529,21166.47838
Italy,Europe,1990,77.06,56742886,21561.42044
Italy,Europe,1991,77.07,56747462,21755.39858
Italy,Europe,1992,77.44,56840847,22013.64486
Italy,Europe,1993,77.72,57026746,21826.21878
Italy,Europe,1994,77.94,57179460,22471.2282
Italy,Europe,1995,78.19,57274531,23680.30912
Italy,Europe,1996,78.51,57367032,23897.55367
Italy,Europe,1997,78.82,57479469,24675.02446
Italy,Europe,1998,78.92,57550318,25409.99448
Italy,Europe,1999,79.31,57603634,26128.82464
Italy,Europe,2000,79.72,57719337,27160.46843
Italy,Europe,2001,80,57844924,27779.73034
Italy,Europe,2002,80.24,57926999,27968.09817
Italy,Europe,2003,80.32,57998353,27839.64196
Italy,Europe,2004,81.18,58057477,27887.57345
Italy,Europe,2007,80.546,58147733,28569.7197
Jamaica,Americas,1952,58.53,1426095,2898.530881
Jamaica,Americas,1957,62.61,1535090,4756.525781
Jamaica,Americas,1962,65.61,1665128,5246.107524
Jamaica,Americas,1967,67.51,1861096,6124.703451
Jamaica,Americas,1972,69,1997616,7433.889293
Jamaica,Americas,1977,70.11,2156814,6650.195573
Jamaica,Americas,1982,71.21,2298309,6068.05135
Jamaica,Americas,1987,71.77,2326606,6351.237495
Jamaica,Americas,1992,71.766,2378618,7404.923685
Jamaica,Americas,1997,72.262,2531311,7121.924704
Jamaica,Americas,2002,72.047,2664659,6994.774861
Jamaica,Americas,2007,72.567,2780132,7320.880262
Japan,Asia,1950,59.3,83805000,2644.585447
Japan,Asia,1951,60.99,85163848,2926.689586
Japan,Asia,1952,63.03,86459025,3216.956347
Japan,Asia,1953,63.37,87655163,3406.853094
Japan,Asia,1954,64.61,88753892,3554.902815
Japan,Asia,1955,65.77,89815060,3814.965272
Japan,Asia,1956,65.63,90766211,4058.838069
Japan,Asia,1957,65.5,91563009,4317.694365
Japan,Asia,1958,67.12,92388772,4528.38594
Japan,Asia,1959,67.51,93296566,4893.312509
Japan,Asia,1960,67.8,94091638,5488.805469
Japan,Asia,1961,68.45,94943293,6094.424202
Japan,Asia,1962,68.73,95831757,6576.649461
Japan,Asia,1963,69.81,96811940,7061.483649
Japan,Asia,1964,70.28,97826267,7803.680953
Japan,Asia,1965,70.33,98882534,8170.007443
Japan,Asia,1966,71.14,99790308,8957.28044
Japan,Asia,1967,71.43,100825279,9847.788607
Japan,Asia,1968,71.75,101960672,10991.99599
Japan,Asia,1969,71.98,103171831,12218.47929
Japan,Asia,1970,72.07,104344973,13374.86201
Japan,Asia,1971,72.89,105696786,13824.23536
Japan,Asia,1972,73.42,107188273,14778.78636
Japan,Asia,1973,73.48,108706797,15742.87517
Japan,Asia,1974,73.91,110162302,15344.57125
Japan,Asia,1975,74.41,111573116,15618.92782
Japan,Asia,1976,74.81,112774841,16066.66829
Japan,Asia,1977,75.38,113872473,16610.37701
Japan,Asia,1978,75.7,114912911,17327.75913
Japan,Asia,1979,76.21,115890431,18123.89211
Japan,Asia,1980,76.19,116807309,18488.25746
Japan,Asia,1981,76.6,117648092,18938.11132
Japan,Asia,1982,77.11,118454974,19384.10571
Japan,Asia,1983,77.14,119269949,19698.72425
Japan,Asia,1984,77.54,120034697,20339.95264
Japan,Asia,1985,77.84,120754335,21109.16097
Japan,Asia,1986,78.26,121491913,21588.49152
Japan,Asia,1987,78.67,122091325,22375.94189
Japan,Asia,1988,78.58,122613000,23661.03654
Japan,Asia,1989,79.02,123107500,24704.53408
Japan,Asia,1990,79.04,123537399,25870.13512
Japan,Asia,1991,79.31,123946268,26648.76575
Japan,Asia,1992,79.36,124329269,26824.89511
Japan,Asia,1993,79.51,124668019,26818.24098
Japan,Asia,1994,79.91,125014050,27037.82807
Japan,Asia,1995,79.76,125341354,27509.08014
Japan,Asia,1996,80.46,125645311,28385.15847
Japan,Asia,1997,80.69,125956499,28816.58499
Japan,Asia,1998,80.77,126246096,27904.67521
Japan,Asia,1999,80.74,126494403,27809.60299
Japan,Asia,2000,81.35,126699784,28559.60016
Japan,Asia,2001,81.7,126891645,28569.05491
Japan,Asia,2002,82,127065841,28604.5919
Japan,Asia,2003,82.07,127214499,29073.61233
Japan,Asia,2004,82.36,127333002,29742.04613
Japan,Asia,2005,82.27,127417244,30290
Japan,Asia,2006,82.67,127463611,31001.71797
Japan,Asia,2007,82.603,127467972,31656.06806
Jordan,Asia,1952,43.158,607914,1546.907807
Jordan,Asia,1957,45.669,746559,1886.080591
Jordan,Asia,1962,48.126,933559,2348.009158
Jordan,Asia,1967,51.629,1255058,2741.796252
Jordan,Asia,1972,56.528,1613551,2110.856309
Jordan,Asia,1977,61.134,1937652,2852.351568
