 LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate (%)
CN2915100000000,29,151,"Osage County, MO",2016,"7,284     ","7,038     ",246     ,3.4     
CN2915300000000,29,153,"Ozark County, MO",2016,"3,692     ","3,422     ",270     ,7.3     
CN2915500000000,29,155,"Pemiscot County, MO",2016,"7,131     ","6,497     ",634     ,8.9     
CN2915700000000,29,157,"Perry County, MO",2016,"10,218     ","9,857     ",361     ,3.5     
CN2915900000000,29,159,"Pettis County, MO",2016,"20,948     ","19,922     ","1,026     ",4.9     
CN2916100000000,29,161,"Phelps County, MO",2016,"19,701     ","18,766     ",935     ,4.7     
CN2916300000000,29,163,"Pike County, MO",2016,"8,158     ","7,792     ",366     ,4.5     
CN2916500000000,29,165,"Platte County, MO",2016,"56,664     ","54,613     ","2,051     ",3.6     
CN2916700000000,29,167,"Polk County, MO",2016,"14,453     ","13,755     ",698     ,4.8     
CN2916900000000,29,169,"Pulaski County, MO",2016,"14,664     ","13,866     ",798     ,5.4     
CN2917100000000,29,171,"Putnam County, MO",2016,"2,479     ","2,367     ",112     ,4.5     
CN2917300000000,29,173,"Ralls County, MO",2016,"5,665     ","5,439     ",226     ,4.0     
CN2917500000000,29,175,"Randolph County, MO",2016,"10,602     ","10,047     ",555     ,5.2     
CN2917700000000,29,177,"Ray County, MO",2016,"11,412     ","10,858     ",554     ,4.9     
CN2917900000000,29,179,"Reynolds County, MO",2016,"2,710     ","2,535     ",175     ,6.5     
CN2918100000000,29,181,"Ripley County, MO",2016,"5,384     ","5,005     ",379     ,7.0     
CN2918300000000,29,183,"St. Charles County, MO",2016,"220,324     ","212,560     ","7,764     ",3.5     
CN2918500000000,29,185,"St. Clair County, MO",2016,"3,993     ","3,742     ",251     ,6.3     
CN2918600000000,29,186,"Ste. Genevieve County, MO",2016,"9,107     ","8,685     ",422     ,4.6     
CN2918700000000,29,187,"St. Francois County, MO",2016,"26,446     ","24,988     ","1,458     ",5.5     
CN2918900000000,29,189,"St. Louis County, MO",2016,"539,419     ","516,815     ","22,604     ",4.2     
CN2919500000000,29,195,"Saline County, MO",2016,"10,935     ","10,426     ",509     ,4.7     
CN2919700000000,29,197,"Schuyler County, MO",2016,"1,948     ","1,826     ",122     ,6.3     
CN2919900000000,29,199,"Scotland County, MO",2016,"2,485     ","2,383     ",102     ,4.1     
CN2920100000000,29,201,"Scott County, MO",2016,"20,208     ","19,053     ","1,155     ",5.7     
CN2920300000000,29,203,"Shannon County, MO",2016,"3,364     ","3,116     ",248     ,7.4     
CN2920500000000,29,205,"Shelby County, MO",2016,"3,111     ","2,982     ",129     ,4.1     
CN2920700000000,29,207,"Stoddard County, MO",2016,"13,513     ","12,649     ",864     ,6.4     
CN2920900000000,29,209,"Stone County, MO",2016,"13,547     ","12,604     ",943     ,7.0     
CN2921100000000,29,211,"Sullivan County, MO",2016,"2,809     ","2,646     ",163     ,5.8     
CN2921300000000,29,213,"Taney County, MO",2016,"26,583     ","24,627     ","1,956     ",7.4     
CN2921500000000,29,215,"Texas County, MO",2016,"9,413     ","8,828     ",585     ,6.2     
CN2921700000000,29,217,"Vernon County, MO",2016,"9,740     ","9,270     ",470     ,4.8     
CN2921900000000,29,219,"Warren County, MO",2016,"17,525     ","16,790     ",735     ,4.2     
CN2922100000000,29,221,"Washington County, MO",2016,"10,476     ","9,818     ",658     ,6.3     
CN2922300000000,29,223,"Wayne County, MO",2016,"5,738     ","5,431     ",307     ,5.4     
CN2922500000000,29,225,"Webster County, MO",2016,"16,938     ","16,103     ",835     ,4.9     
CN2922700000000,29,227,"Worth County, MO",2016,"1,234     ","1,197     ",37     ,3.0     
CN2922900000000,29,229,"Wright County, MO",2016,"7,685     ","7,231     ",454     ,5.9     
CN2951000000000,29,510,"St. Louis city, MO",2016,"161,050     ","152,364     ","8,686     ",5.4     
CN3000100000000,30,001,"Beaverhead County, MT",2016,"5,106     ","4,936     ",170     ,3.3     
CN3000300000000,30,003,"Big Horn County, MT",2016,"5,573     ","5,170     ",403     ,7.2     
CN3000500000000,30,005,"Blaine County, MT",2016,"2,382     ","2,272     ",110     ,4.6     
CN3000700000000,30,007,"Broadwater County, MT",2016,"2,570     ","2,444     ",126     ,4.9     
CN3000900000000,30,009,"Carbon County, MT",2016,"5,497     ","5,281     ",216     ,3.9     
CN3001100000000,30,011,"Carter County, MT",2016,700     ,680     ,20     ,2.9     
CN3001300000000,30,013,"Cascade County, MT",2016,"38,358     ","36,834     ","1,524     ",4.0     
CN3001500000000,30,015,"Chouteau County, MT",2016,"2,554     ","2,458     ",96     ,3.8     
CN3001700000000,30,017,"Custer County, MT",2016,"6,336     ","6,112     ",224     ,3.5     
CN3001900000000,30,019,"Daniels County, MT",2016,948     ,923     ,25     ,2.6     
CN3002100000000,30,021,"Dawson County, MT",2016,"4,695     ","4,514     ",181     ,3.9     
CN3002300000000,30,023,"Deer Lodge County, MT",2016,"5,354     ","5,151     ",203     ,3.8     
CN3002500000000,30,025,"Fallon County, MT",2016,"1,845     ","1,778     ",67     ,3.6     
CN3002700000000,30,027,"Fergus County, MT",2016,"5,851     ","5,622     ",229     ,3.9     
CN3002900000000,30,029,"Flathead County, MT",2016,"46,127     ","43,547     ","2,580     ",5.6     
CN3003100000000,30,031,"Gallatin County, MT",2016,"62,403     ","60,662     ","1,741     ",2.8     
CN3003300000000,30,033,"Garfield County, MT",2016,776     ,754     ,22     ,2.8     
CN3003500000000,30,035,"Glacier County, MT",2016,"5,838     ","5,334     ",504     ,8.6     
CN3003700000000,30,037,"Golden Valley County, MT",2016,384     ,367     ,17     ,4.4     
CN3003900000000,30,039,"Granite County, MT",2016,"1,636     ","1,540     ",96     ,5.9     
CN3004100000000,30,041,"Hill County, MT",2016,"7,873     ","7,531     ",342     ,4.3     
CN3004300000000,30,043,"Jefferson County, MT",2016,"5,698     ","5,436     ",262     ,4.6     
CN3004500000000,30,045,"Judith Basin County, MT",2016,945     ,913     ,32     ,3.4     
CN3004700000000,30,047,"Lake County, MT",2016,"13,161     ","12,538     ",623     ,4.7     
CN3004900000000,30,049,"Lewis and Clark County, MT",2016,"35,542     ","34,372     ","1,170     ",3.3     
CN3005100000000,30,051,"Liberty County, MT",2016,999     ,968     ,31     ,3.1     
CN3005300000000,30,053,"Lincoln County, MT",2016,"7,994     ","7,275     ",719     ,9.0     
CN3005500000000,30,055,"McCone County, MT",2016,"1,047     ","1,026     ",21     ,2.0     
CN3005700000000,30,057,"Madison County, MT",2016,"4,442     ","4,274     ",168     ,3.8     
CN3005900000000,30,059,"Meagher County, MT",2016,920     ,883     ,37     ,4.0     
CN3006100000000,30,061,"Mineral County, MT",2016,"1,695     ","1,566     ",129     ,7.6     
CN3006300000000,30,063,"Missoula County, MT",2016,"61,742     ","59,432     ","2,310     ",3.7     
CN3006500000000,30,065,"Musselshell County, MT",2016,"2,318     ","2,200     ",118     ,5.1     
CN3006700000000,30,067,"Park County, MT",2016,"8,446     ","8,084     ",362     ,4.3     
CN3006900000000,30,069,"Petroleum County, MT",2016,273     ,260     ,13     ,4.8     
CN3007100000000,30,071,"Phillips County, MT",2016,"1,952     ","1,848     ",104     ,5.3     
CN3007300000000,30,073,"Pondera County, MT",2016,"2,916     ","2,794     ",122     ,4.2     
CN3007500000000,30,075,"Powder River County, MT",2016,"1,094     ","1,069     ",25     ,2.3     
CN3007700000000,30,077,"Powell County, MT",2016,"2,898     ","2,752     ",146     ,5.0     
CN3007900000000,30,079,"Prairie County, MT",2016,529     ,511     ,18     ,3.4     
CN3008100000000,30,081,"Ravalli County, MT",2016,"19,677     ","18,741     ",936     ,4.8     
CN3008300000000,30,083,"Richland County, MT",2016,"6,332     ","6,016     ",316     ,5.0     
CN3008500000000,30,085,"Roosevelt County, MT",2016,"4,732     ","4,479     ",253     ,5.3     
CN3008700000000,30,087,"Rosebud County, MT",2016,"4,142     ","3,914     ",228     ,5.5     
CN3008900000000,30,089,"Sanders County, MT",2016,"4,748     ","4,377     ",371     ,7.8     
CN3009100000000,30,091,"Sheridan County, MT",2016,"1,988     ","1,923     ",65     ,3.3     
CN3009300000000,30,093,"Silver Bow County, MT",2016,"17,365     ","16,619     ",746     ,4.3     
CN3009500000000,30,095,"Stillwater County, MT",2016,"4,863     ","4,669     ",194     ,4.0     
CN3009700000000,30,097,"Sweet Grass County, MT",2016,"1,810     ","1,754     ",56     ,3.1     
CN3009900000000,30,099,"Teton County, MT",2016,"2,869     ","2,764     ",105     ,3.7     
CN3010100000000,30,101,"Toole County, MT",2016,"2,263     ","2,184     ",79     ,3.5     
CN3010300000000,30,103,"Treasure County, MT",2016,358     ,342     ,16     ,4.5     
CN3010500000000,30,105,"Valley County, MT",2016,"4,454     ","4,302     ",152     ,3.4     
CN3010700000000,30,107,"Wheatland County, MT",2016,810     ,769     ,41     ,5.1     
CN3010900000000,30,109,"Wibaux County, MT",2016,526     ,506     ,20     ,3.8     
CN3011100000000,30,111,"Yellowstone County, MT",2016,"82,053     ","79,107     ","2,946     ",3.6     
CN3100100000000,31,001,"Adams County, NE",2016,"16,673     ","16,125     ",548     ,3.3     
CN3100300000000,31,003,"Antelope County, NE",2016,"3,628     ","3,529     ",99     ,2.7     
CN3100500000000,31,005,"Arthur County, NE",2016,226     ,212     ,14     ,6.2     
CN3100700000000,31,007,"Banner County, NE",2016,418     ,402     ,16     ,3.8     
CN3100900000000,31,009,"Blaine County, NE",2016,268     ,256     ,12     ,4.5     
CN3101100000000,31,011,"Boone County, NE",2016,"3,005     ","2,922     ",83     ,2.8     
CN3101300000000,31,013,"Box Butte County, NE",2016,"5,678     ","5,463     ",215     ,3.8     
CN3101500000000,31,015,"Boyd County, NE",2016,"1,108     ","1,073     ",35     ,3.2     
CN3101700000000,31,017,"Brown County, NE",2016,"1,369     ","1,316     ",53     ,3.9     
CN3101900000000,31,019,"Buffalo County, NE",2016,"27,174     ","26,462     ",712     ,2.6     
CN3102100000000,31,021,"Burt County, NE",2016,"3,576     ","3,439     ",137     ,3.8     
CN3102300000000,31,023,"Butler County, NE",2016,"4,659     ","4,503     ",156     ,3.3     
CN3102500000000,31,025,"Cass County, NE",2016,"13,138     ","12,676     ",462     ,3.5     
CN3102700000000,31,027,"Cedar County, NE",2016,"4,570     ","4,447     ",123     ,2.7     
CN3102900000000,31,029,"Chase County, NE",2016,"2,321     ","2,271     ",50     ,2.2     
CN3103100000000,31,031,"Cherry County, NE",2016,"3,474     ","3,390     ",84     ,2.4     
CN3103300000000,31,033,"Cheyenne County, NE",2016,"5,434     ","5,272     ",162     ,3.0     
CN3103500000000,31,035,"Clay County, NE",2016,"3,341     ","3,231     ",110     ,3.3     
CN3103700000000,31,037,"Colfax County, NE",2016,"5,559     ","5,394     ",165     ,3.0     
CN3103900000000,31,039,"Cuming County, NE",2016,"4,740     ","4,596     ",144     ,3.0     
CN3104100000000,31,041,"Custer County, NE",2016,"6,367     ","6,210     ",157     ,2.5     
CN3104300000000,31,043,"Dakota County, NE",2016,"11,091     ","10,612     ",479     ,4.3     
CN3104500000000,31,045,"Dawes County, NE",2016,"5,240     ","5,077     ",163     ,3.1     
CN3104700000000,31,047,"Dawson County, NE",2016,"13,035     ","12,628     ",407     ,3.1     
CN3104900000000,31,049,"Deuel County, NE",2016,"1,080     ","1,050     ",30     ,2.8     
CN3105100000000,31,051,"Dixon County, NE",2016,"3,090     ","2,983     ",107     ,3.5     
CN3105300000000,31,053,"Dodge County, NE",2016,"19,095     ","18,476     ",619     ,3.2     
CN3105500000000,31,055,"Douglas County, NE",2016,"288,244     ","278,273     ","9,971     ",3.5     
CN3105700000000,31,057,"Dundy County, NE",2016,"1,196     ","1,169     ",27     ,2.3     
CN3105900000000,31,059,"Fillmore County, NE",2016,"3,154     ","3,062     ",92     ,2.9     
CN3106100000000,31,061,"Franklin County, NE",2016,"1,510     ","1,463     ",47     ,3.1     
CN3106300000000,31,063,"Frontier County, NE",2016,"1,577     ","1,530     ",47     ,3.0     
CN3106500000000,31,065,"Furnas County, NE",2016,"2,733     ","2,653     ",80     ,2.9     
CN3106700000000,31,067,"Gage County, NE",2016,"11,062     ","10,680     ",382     ,3.5     
CN3106900000000,31,069,"Garden County, NE",2016,"1,190     ","1,149     ",41     ,3.4     
CN3107100000000,31,071,"Garfield County, NE",2016,"1,160     ","1,128     ",32     ,2.8     
CN3107300000000,31,073,"Gosper County, NE",2016,"1,069     ","1,040     ",29     ,2.7     
CN3107500000000,31,075,"Grant County, NE",2016,452     ,441     ,11     ,2.4     
CN3107700000000,31,077,"Greeley County, NE",2016,"1,224     ","1,184     ",40     ,3.3     
CN3107900000000,31,079,"Hall County, NE",2016,"31,498     ","30,292     ","1,206     ",3.8     
CN3108100000000,31,081,"Hamilton County, NE",2016,"4,668     ","4,531     ",137     ,2.9     
CN3108300000000,31,083,"Harlan County, NE",2016,"1,752     ","1,706     ",46     ,2.6     
CN3108500000000,31,085,"Hayes County, NE",2016,594     ,579     ,15     ,2.5     
CN3108700000000,31,087,"Hitchcock County, NE",2016,"1,312     ","1,262     ",50     ,3.8     
CN3108900000000,31,089,"Holt County, NE",2016,"5,881     ","5,726     ",155     ,2.6     
CN3109100000000,31,091,"Hooker County, NE",2016,396     ,381     ,15     ,3.8     
CN3109300000000,31,093,"Howard County, NE",2016,"3,300     ","3,185     ",115     ,3.5     
CN3109500000000,31,095,"Jefferson County, NE",2016,"4,239     ","4,132     ",107     ,2.5     
CN3109700000000,31,097,"Johnson County, NE",2016,"2,086     ","2,017     ",69     ,3.3     
CN3109900000000,31,099,"Kearney County, NE",2016,"3,752     ","3,659     ",93     ,2.5     
CN3110100000000,31,101,"Keith County, NE",2016,"4,634     ","4,492     ",142     ,3.1     
CN3110300000000,31,103,"Keya Paha County, NE",2016,667     ,653     ,14     ,2.1     
CN3110500000000,31,105,"Kimball County, NE",2016,"1,964     ","1,880     ",84     ,4.3     
CN3110700000000,31,107,"Knox County, NE",2016,"4,690     ","4,539     ",151     ,3.2     
CN3110900000000,31,109,"Lancaster County, NE",2016,"169,126     ","164,244     ","4,882     ",2.9     
CN3111100000000,31,111,"Lincoln County, NE",2016,"18,757     ","18,153     ",604     ,3.2     
CN3111300000000,31,113,"Logan County, NE",2016,483     ,469     ,14     ,2.9     
CN3111500000000,31,115,"Loup County, NE",2016,391     ,377     ,14     ,3.6     
CN3111700000000,31,117,"McPherson County, NE",2016,458     ,447     ,11     ,2.4     
CN3111900000000,31,119,"Madison County, NE",2016,"19,186     ","18,629     ",557     ,2.9     
CN3112100000000,31,121,"Merrick County, NE",2016,"4,026     ","3,873     ",153     ,3.8     
CN3112300000000,31,123,"Morrill County, NE",2016,"2,671     ","2,581     ",90     ,3.4     
CN3112500000000,31,125,"Nance County, NE",2016,"2,009     ","1,952     ",57     ,2.8     
CN3112700000000,31,127,"Nemaha County, NE",2016,"3,661     ","3,522     ",139     ,3.8     
CN3112900000000,31,129,"Nuckolls County, NE",2016,"2,374     ","2,301     ",73     ,3.1     
CN3113100000000,31,131,"Otoe County, NE",2016,"8,334     ","8,040     ",294     ,3.5     
CN3113300000000,31,133,"Pawnee County, NE",2016,"1,674     ","1,634     ",40     ,2.4     
CN3113500000000,31,135,"Perkins County, NE",2016,"1,838     ","1,796     ",42     ,2.3     
CN3113700000000,31,137,"Phelps County, NE",2016,"4,944     ","4,814     ",130     ,2.6     
CN3113900000000,31,139,"Pierce County, NE",2016,"4,153     ","4,038     ",115     ,2.8     
CN3114100000000,31,141,"Platte County, NE",2016,"16,953     ","16,332     ",621     ,3.7     
CN3114300000000,31,143,"Polk County, NE",2016,"2,879     ","2,799     ",80     ,2.8     
CN3114500000000,31,145,"Red Willow County, NE",2016,"5,997     ","5,820     ",177     ,3.0     
CN3114700000000,31,147,"Richardson County, NE",2016,"4,235     ","4,091     ",144     ,3.4     
CN3114900000000,31,149,"Rock County, NE",2016,884     ,860     ,24     ,2.7     
CN3115100000000,31,151,"Saline County, NE",2016,"7,325     ","7,087     ",238     ,3.2     
CN3115300000000,31,153,"Sarpy County, NE",2016,"91,217     ","88,442     ","2,775     ",3.0     
CN3115500000000,31,155,"Saunders County, NE",2016,"10,958     ","10,608     ",350     ,3.2     
CN3115700000000,31,157,"Scotts Bluff County, NE",2016,"19,035     ","18,345     ",690     ,3.6     
CN3115900000000,31,159,"Seward County, NE",2016,"8,752     ","8,490     ",262     ,3.0     
CN3116100000000,31,161,"Sheridan County, NE",2016,"2,748     ","2,666     ",82     ,3.0     
CN3116300000000,31,163,"Sherman County, NE",2016,"1,724     ","1,667     ",57     ,3.3     
CN3116500000000,31,165,"Sioux County, NE",2016,791     ,769     ,22     ,2.8     
CN3116700000000,31,167,"Stanton County, NE",2016,"3,451     ","3,357     ",94     ,2.7     
CN3116900000000,31,169,"Thayer County, NE",2016,"2,919     ","2,843     ",76     ,2.6     
CN3117100000000,31,171,"Thomas County, NE",2016,446     ,431     ,15     ,3.4     
CN3117300000000,31,173,"Thurston County, NE",2016,"2,976     ","2,827     ",149     ,5.0     
CN3117500000000,31,175,"Valley County, NE",2016,"2,099     ","2,037     ",62     ,3.0     
CN3117700000000,31,177,"Washington County, NE",2016,"11,017     ","10,649     ",368     ,3.3     
CN3117900000000,31,179,"Wayne County, NE",2016,"5,610     ","5,451     ",159     ,2.8     
CN3118100000000,31,181,"Webster County, NE",2016,"1,719     ","1,662     ",57     ,3.3     
CN3118300000000,31,183,"Wheeler County, NE",2016,556     ,543     ,13     ,2.3     
CN3118500000000,31,185,"York County, NE",2016,"7,314     ","7,106     ",208     ,2.8     
CN3200100000000,32,001,"Churchill County, NV",2016,"10,674     ","10,095     ",579     ,5.4     
CN3200300000000,32,003,"Clark County, NV",2016,"1,048,043     ","987,211     ","60,832     ",5.8     
CN3200500000000,32,005,"Douglas County, NV",2016,"22,439     ","21,180     ","1,259     ",5.6     
CN3200700000000,32,007,"Elko County, NV",2016,"26,974     ","25,758     ","1,216     ",4.5     
CN3200900000000,32,009,"Esmeralda County, NV",2016,530     ,506     ,24     ,4.5     
CN3201100000000,32,011,"Eureka County, NV",2016,"1,045     ",997     ,48     ,4.6     
CN3201300000000,32,013,"Humboldt County, NV",2016,"8,309     ","7,862     ",447     ,5.4     
CN3201500000000,32,015,"Lander County, NV",2016,"3,186     ","2,988     ",198     ,6.2     
CN3201700000000,32,017,"Lincoln County, NV",2016,"2,028     ","1,925     ",103     ,5.1     
CN3201900000000,32,019,"Lyon County, NV",2016,"21,719     ","20,118     ","1,601     ",7.4     
CN3202100000000,32,021,"Mineral County, NV",2016,"1,972     ","1,842     ",130     ,6.6     
CN3202300000000,32,023,"Nye County, NV",2016,"16,091     ","14,915     ","1,176     ",7.3     
CN3202700000000,32,027,"Pershing County, NV",2016,"2,502     ","2,354     ",148     ,5.9     
CN3202900000000,32,029,"Storey County, NV",2016,"1,910     ","1,789     ",121     ,6.3     
CN3203100000000,32,031,"Washoe County, NV",2016,"230,356     ","218,851     ","11,505     ",5.0     
CN3203300000000,32,033,"White Pine County, NV",2016,"4,569     ","4,359     ",210     ,4.6     
CN3251000000000,32,510,"Carson City, NV",2016,"24,766     ","23,258     ","1,508     ",6.1     
CN3300100000000,33,001,"Belknap County, NH",2016,"31,336     ","30,465     ",871     ,2.8     
CN3300300000000,33,003,"Carroll County, NH",2016,"23,586     ","22,879     ",707     ,3.0     
CN3300500000000,33,005,"Cheshire County, NH",2016,"41,087     ","39,959     ","1,128     ",2.7     
CN3300700000000,33,007,"Coos County, NH",2016,"14,610     ","14,035     ",575     ,3.9     
CN3300900000000,33,009,"Grafton County, NH",2016,"48,638     ","47,447     ","1,191     ",2.4     
CN3301100000000,33,011,"Hillsborough County, NH",2016,"231,348     ","224,464     ","6,884     ",3.0     
CN3301300000000,33,013,"Merrimack County, NH",2016,"81,366     ","79,321     ","2,045     ",2.5     
CN3301500000000,33,015,"Rockingham County, NH",2016,"180,714     ","175,325     ","5,389     ",3.0     
CN3301700000000,33,017,"Strafford County, NH",2016,"72,256     ","70,457     ","1,799     ",2.5     
CN3301900000000,33,019,"Sullivan County, NH",2016,"23,625     ","23,065     ",560     ,2.4     
CN3400100000000,34,001,"Atlantic County, NJ",2016,"124,251     ","115,053     ","9,198     ",7.4     
CN3400300000000,34,003,"Bergen County, NJ",2016,"484,167     ","463,988     ","20,179     ",4.2     
CN3400500000000,34,005,"Burlington County, NJ",2016,"233,042     ","222,708     ","10,334     ",4.4     
CN3400700000000,34,007,"Camden County, NJ",2016,"255,629     ","241,640     ","13,989     ",5.5     
CN3400900000000,34,009,"Cape May County, NJ",2016,"47,219     ","42,585     ","4,634     ",9.8     
CN3401100000000,34,011,"Cumberland County, NJ",2016,"67,209     ","62,184     ","5,025     ",7.5     
CN3401300000000,34,013,"Essex County, NJ",2016,"371,140     ","348,806     ","22,334     ",6.0     
CN3401500000000,34,015,"Gloucester County, NJ",2016,"150,050     ","142,467     ","7,583     ",5.1     
CN3401700000000,34,017,"Hudson County, NJ",2016,"361,787     ","344,904     ","16,883     ",4.7     
CN3401900000000,34,019,"Hunterdon County, NJ",2016,"65,144     ","62,693     ","2,451     ",3.8     
CN3402100000000,34,021,"Mercer County, NJ",2016,"199,781     ","191,137     ","8,644     ",4.3     
CN3402300000000,34,023,"Middlesex County, NJ",2016,"442,447     ","422,948     ","19,499     ",4.4     
CN3402500000000,34,025,"Monmouth County, NJ",2016,"331,125     ","316,454     ","14,671     ",4.4     
CN3402700000000,34,027,"Morris County, NJ",2016,"260,506     ","250,348     ","10,158     ",3.9     
CN3402900000000,34,029,"Ocean County, NJ",2016,"268,849     ","254,769     ","14,080     ",5.2     
CN3403100000000,34,031,"Passaic County, NJ",2016,"247,829     ","232,633     ","15,196     ",6.1     
CN3403300000000,34,033,"Salem County, NJ",2016,"30,616     ","28,673     ","1,943     ",6.3     
CN3403500000000,34,035,"Somerset County, NJ",2016,"173,235     ","166,213     ","7,022     ",4.1     
CN3403700000000,34,037,"Sussex County, NJ",2016,"75,959     ","72,391     ","3,568     ",4.7     
CN3403900000000,34,039,"Union County, NJ",2016,"277,389     ","263,055     ","14,334     ",5.2     
CN3404100000000,34,041,"Warren County, NJ",2016,"56,886     ","54,283     ","2,603     ",4.6     
CN3500100000000,35,001,"Bernalillo County, NM",2016,"324,375     ","305,434     ","18,941     ",5.8     
CN3500300000000,35,003,"Catron County, NM",2016,"1,180     ","1,083     ",97     ,8.2     
CN3500500000000,35,005,"Chaves County, NM",2016,"27,796     ","25,903     ","1,893     ",6.8     
CN3500600000000,35,006,"Cibola County, NM",2016,"9,124     ","8,370     ",754     ,8.3     
CN3500700000000,35,007,"Colfax County, NM",2016,"5,753     ","5,401     ",352     ,6.1     
CN3500900000000,35,009,"Curry County, NM",2016,"21,716     ","20,607     ","1,109     ",5.1     
CN3501100000000,35,011,"De Baca County, NM",2016,816     ,776     ,40     ,4.9     
CN3501300000000,35,013,"Dona Ana County, NM",2016,"95,001     ","88,156     ","6,845     ",7.2     
CN3501500000000,35,015,"Eddy County, NM",2016,"28,304     ","26,430     ","1,874     ",6.6     
CN3501700000000,35,017,"Grant County, NM",2016,"12,313     ","11,505     ",808     ,6.6     
CN3501900000000,35,019,"Guadalupe County, NM",2016,"1,691     ","1,581     ",110     ,6.5     
CN3502100000000,35,021,"Harding County, NM",2016,277     ,257     ,20     ,7.2     
CN3502300000000,35,023,"Hidalgo County, NM",2016,"2,195     ","2,070     ",125     ,5.7     
CN3502500000000,35,025,"Lea County, NM",2016,"27,206     ","24,627     ","2,579     ",9.5     
CN3502700000000,35,027,"Lincoln County, NM",2016,"8,523     ","8,009     ",514     ,6.0     
CN3502800000000,35,028,"Los Alamos County, NM",2016,"8,682     ","8,315     ",367     ,4.2     
CN3502900000000,35,029,"Luna County, NM",2016,"10,565     ","9,009     ","1,556     ",14.7     
CN3503100000000,35,031,"McKinley County, NM",2016,"24,171     ","21,879     ","2,292     ",9.5     
CN3503300000000,35,033,"Mora County, NM",2016,"2,226     ","2,029     ",197     ,8.8     
CN3503500000000,35,035,"Otero County, NM",2016,"25,230     ","23,708     ","1,522     ",6.0     
CN3503700000000,35,037,"Quay County, NM",2016,"3,188     ","2,969     ",219     ,6.9     
CN3503900000000,35,039,"Rio Arriba County, NM",2016,"16,560     ","15,319     ","1,241     ",7.5     
CN3504100000000,35,041,"Roosevelt County, NM",2016,"7,987     ","7,531     ",456     ,5.7     
CN3504300000000,35,043,"Sandoval County, NM",2016,"62,601     ","58,425     ","4,176     ",6.7     
CN3504500000000,35,045,"San Juan County, NM",2016,"53,752     ","48,953     ","4,799     ",8.9     
CN3504700000000,35,047,"San Miguel County, NM",2016,"10,984     ","10,134     ",850     ,7.7     
CN3504900000000,35,049,"Santa Fe County, NM",2016,"72,574     ","68,691     ","3,883     ",5.4     
CN3505100000000,35,051,"Sierra County, NM",2016,"4,044     ","3,699     ",345     ,8.5     
CN3505300000000,35,053,"Socorro County, NM",2016,"6,616     ","6,121     ",495     ,7.5     
CN3505500000000,35,055,"Taos County, NM",2016,"14,676     ","13,426     ","1,250     ",8.5     
CN3505700000000,35,057,"Torrance County, NM",2016,"5,522     ","5,018     ",504     ,9.1     
CN3505900000000,35,059,"Union County, NM",2016,"1,888     ","1,810     ",78     ,4.1     
CN3506100000000,35,061,"Valencia County, NM",2016,"29,823     ","27,669     ","2,154     ",7.2     
CN3600100000000,36,001,"Albany County, NY",2016,"158,778     ","152,357     ","6,421     ",4.0     
CN3600300000000,36,003,"Allegany County, NY",2016,"20,184     ","18,923     ","1,261     ",6.2     
CN3600500000000,36,005,"Bronx County, NY",2016,"609,629     ","566,258     ","43,371     ",7.1     
CN3600700000000,36,007,"Broome County, NY",2016,"85,861     ","81,217     ","4,644     ",5.4     
CN3600900000000,36,009,"Cattaraugus County, NY",2016,"35,029     ","32,959     ","2,070     ",5.9     
CN3601100000000,36,011,"Cayuga County, NY",2016,"36,763     ","34,912     ","1,851     ",5.0     
CN3601300000000,36,013,"Chautauqua County, NY",2016,"56,388     ","53,133     ","3,255     ",5.8     
CN3601500000000,36,015,"Chemung County, NY",2016,"36,376     ","34,316     ","2,060     ",5.7     
CN3601700000000,36,017,"Chenango County, NY",2016,"22,916     ","21,761     ","1,155     ",5.0     
CN3601900000000,36,019,"Clinton County, NY",2016,"35,784     ","33,870     ","1,914     ",5.3     
CN3602100000000,36,021,"Columbia County, NY",2016,"31,541     ","30,382     ","1,159     ",3.7     
CN3602300000000,36,023,"Cortland County, NY",2016,"23,023     ","21,718     ","1,305     ",5.7     
CN3602500000000,36,025,"Delaware County, NY",2016,"19,333     ","18,270     ","1,063     ",5.5     
CN3602700000000,36,027,"Dutchess County, NY",2016,"142,780     ","136,831     ","5,949     ",4.2     
CN3602900000000,36,029,"Erie County, NY",2016,"446,601     ","424,797     ","21,804     ",4.9     
CN3603100000000,36,031,"Essex County, NY",2016,"17,274     ","16,351     ",923     ,5.3     
CN3603300000000,36,033,"Franklin County, NY",2016,"19,811     ","18,693     ","1,118     ",5.6     
CN3603500000000,36,035,"Fulton County, NY",2016,"23,318     ","21,992     ","1,326     ",5.7     
CN3603700000000,36,037,"Genesee County, NY",2016,"29,892     ","28,526     ","1,366     ",4.6     
CN3603900000000,36,039,"Greene County, NY",2016,"20,613     ","19,576     ","1,037     ",5.0     
CN3604100000000,36,041,"Hamilton County, NY",2016,"2,377     ","2,223     ",154     ,6.5     
CN3604300000000,36,043,"Herkimer County, NY",2016,"28,173     ","26,637     ","1,536     ",5.5     
CN3604500000000,36,045,"Jefferson County, NY",2016,"45,877     ","43,019     ","2,858     ",6.2     
CN3604700000000,36,047,"Kings County, NY",2016,"1,223,044     ","1,157,960     ","65,084     ",5.3     
