"storenum","OPENDATE","date_super","conversion","st","county","STREETADDR","STRCITY","STRSTATE","ZIPCODE","type_store"
2485,7/23/1996 ,6/27/2001 ,1,"16","017","476999 HIGHWAY 95 NORTH","Sandpoint","ID","83852","Supercenter"
2490,8/28/1996 ,,,"20","091","5150 ROE AVENUE","Roeland Park","KS","66205","Wal-Mart"
2491,8/28/1996 ,8/28/1996 ,0,"17","183","4101 N VERMILION SUITE A","Danville","IL","61834","Supercenter"
2492,10/29/1996 ,6/13/2001 ,1,"41","059","2203 S.W COURT PLACE","Pendleton","OR","97801","Supercenter"
2493,10/29/1996 ,,,"26","081","5859 28TH STREET","Kentwood","MI","49546","Wal-Mart"
2494,6/17/1998 ,,,"06","073","2100 VISTA WAY","Oceanside (W)","CA","92054","Wal-Mart"
2495,5/20/1998 ,,,"06","059","13331 BEACH BLVD","Westminster","CA","92683","Wal-Mart"
2496,1/29/1997 ,,,"37","189","200 WATAUGA VILLAGE DRIVE","Boone","NC","28607","Wal-Mart"
2497,10/29/1997 ,,,"34","041","1236 ROUTE 22","Phillipsburg","NJ","08865","Wal-Mart"
2502,1/21/2004 ,1/21/2004 ,0,"42","129","100 COLONY LANE","Latrobe","PA","15650","Supercenter"
2503,1/26/2000 ,,,"34","041","1885 ROUTE 57 - SUITE 100","Hackettstown","NJ","07840","Wal-Mart"
2504,1/27/1999 ,1/27/1999 ,1,"36","111","601 FRANK STOTTILE BLVD","Kingston","NY","12401","Supercenter"
2505,8/28/1996 ,3/1/2002 ,1,"48","157","5501 HWY 6","Missouri City","TX","77459","Supercenter"
2506,1/29/1997 ,,,"39","133","2600 STATE ROUTE 59","Kent","OH","44266","Wal-Mart"
2507,3/31/1999 ,,,"06","083","2220 SOUTH BRADLEY","Santa Maria","CA","93455","Wal-Mart"
2508,1/29/1997 ,3/14/2001 ,1,"16","001","8300 W OVERLAND RD","Boise","ID","83709","Supercenter"
2509,10/29/1996 ,,,"55","015","1255 EAST CHESTNUT STREET","Chilton","WI","53014","Wal-Mart"
2510,10/29/1996 ,,,"55","085","8705 BLUMENSTEIN RD","Minocqua","WI","54548","Wal-Mart"
2511,1/29/1997 ,5/19/2004 ,1,"49","049","949 WEST GRASSLAND DRIVE","American Fork","UT","84003","Supercenter"
2512,1/28/1997 ,,,"04","013","330 WEST BELL ROAD","Phoenix (N)","AZ","85023","Wal-Mart"
2513,1/29/1997 ,1/29/1997 ,0,"13","187","270 WAL-MART WAY","Dahlonega","GA","30533","Supercenter"
2514,4/23/1997 ,4/23/1997 ,1,"24","047","2132 OLD SNOW HILL ROAD","Pocomoke City","MD","21851","Supercenter"
2515,6/14/2000 ,6/14/2000 ,0,"04","013","3721 EAST THOMAS ROAD","Phoenix","AZ","85018","Supercenter"
2516,10/29/1996 ,,,"53","033","743 RAINIER AVE. SOUTH","Renton","WA","98055","Wal-Mart"
2517,1/26/1998 ,,,"06","059","3600 WEST MCFADDEN AVENUE","Santa Ana","CA","92704","Wal-Mart"
2518,3/19/2003 ,,,"34","021","700 MARKETPLACE BLVD","Hamilton","NJ","08620","Wal-Mart"
2519,9/10/1997 ,9/10/1997 ,0,"42","133","698 SHREWSBURY COMMONS AVE","Shrewsbury","PA","17361","Supercenter"
2520,1/26/1998 ,,,"51","179","125 WASHINGTON SQUARE PLAZA","Fredericksburg (E)","VA","22405","Wal-Mart"
2522,10/1/1996 ,5/19/2004 ,1,"26","041","601 NORTH LINCOLN","Escanaba","MI","49829","Supercenter"
2523,1/26/1998 ,,,"06","059","2595 EAST IMPERIAL HWY","Brea","CA","92821","Wal-Mart"
2524,1/29/1997 ,,,"06","085","5502 MONTEREY RD","San Jose (S)","CA","95138","Wal-Mart"
2526,1/26/2000 ,,,"06","037","19821 RINALDI STREET","Porter Ranch","CA","91326","Wal-Mart"
2527,9/15/1999 ,,,"06","059","951 AVENIDA PICO","San Clemente","CA","92673","Wal-Mart"
2528,10/14/1998 ,10/14/1998 ,1,"42","035","167 HOGAN BLVD.","Lock Haven","PA","17751","Supercenter"
2529,7/16/1997 ,7/16/1997 ,1,"51","810","2021 LYNNHAVEN PARKWAY","Virginia Beach","VA","23456","Supercenter"
2530,1/29/1997 ,,,"50","021","1 RUTLAND PLAZA","Rutland","VT","05701","Wal-Mart"
2531,7/15/1998 ,,,"36","119","3133 EAST MAIN ST","Mohegan","NY","10547","Wal-Mart"
2532,7/16/1997 ,7/16/1997 ,0,"55","105","2785 MILWAUKEE ROAD","Beloit","WI","53511","Supercenter"
2533,1/26/1998 ,1/26/1998 ,1,"12","113","3767 GULF BREEZE PARKWAY","Gulf Breeze","FL","32563","Supercenter"
2534,5/21/1997 ,5/21/1997 ,1,"01","069","3300 SOUTH OATES STREET","Dothan (S)","AL","36301","Supercenter"
2535,4/18/2001 ,4/18/2001 ,0,"42","107","500 TERRY RICH BLVD","Saint Clair","PA","17970","Supercenter"
2536,1/29/1997 ,,,"06","107","1110 EAST PROSPERITY AVE","Tulare","CA","93274","Wal-Mart"
2537,1/29/1997 ,,,"06","089","1515 DANA DRIVE","Redding","CA","96003","Wal-Mart"
2538,6/18/1997 ,,,"41","039","1040 GREEN ACRES ROAD","Eugene","OR","97408","Wal-Mart"
2539,6/18/1997 ,4/23/2003 ,1,"53","063","15727 EAST BROADWAY","Spokane (E)","WA","99037","Supercenter"
2540,10/15/1997 ,10/15/1997 ,1,"42","031","PERKINS RD/RURAL RT #3 BOX 181","Clarion","PA","16214","Supercenter"
2541,10/29/1997 ,10/29/1997 ,1,"39","151","2700 WEST STATE STREET","Alliance","OH","44601","Supercenter"
2542,5/21/1997 ,5/21/1997 ,1,"39","137","1720 NORTH PERRY STREET","Ottawa","OH","45875","Supercenter"
2543,8/19/1998 ,,,"42","079","1201 OAK STREET","Pittston","PA","18640","Wal-Mart"
2544,10/29/1997 ,,,"18","127","6087 U.S. HIGHWAY 6","Portage","IN","46368","Wal-Mart"
2545,1/26/1998 ,,,"55","075","2700 ROOSEVELT ROAD","Marinette","WI","54143","Wal-Mart"
2546,1/26/1998 ,,,"06","059","2300 NORTH TUSTIN STREET","Orange","CA","92865","Wal-Mart"
2547,4/21/1999 ,4/21/1999 ,1,"36","105","41 ANAWANA LAKE ROAD","Town of Thompson","NY","12701","Supercenter"
2548,7/19/2000 ,7/19/2000 ,0,"21","195","28402 U.S. HWY 119 NO","South Williamson","KY","41503","Supercenter"
2549,3/20/2002 ,,,"53","063","9212 NORTH COLTON STREET","Spokane (N)","WA","99218","Wal-Mart"
2550,10/14/1998 ,5/28/2003 ,1,"53","011","221 N.E. 104TH AVE.","Vancouver (E)","WA","98664","Supercenter"
2551,5/16/2001 ,,,"24","013","209 EAST RIDGEVILLE BLVD","Mount Airy","MD","21771","Wal-Mart"
2552,10/29/1997 ,,,"41","051","4200 SOUTHEAST 82ND AVENUE","Portland (E)","OR","97266","Wal-Mart"
2553,3/20/1999 ,,,"06","097","6650 HEMBREE LANE","Windsor","CA","95492","Wal-Mart"
2554,1/26/1998 ,3/1/2002 ,1,"04","013","13055 W RANCHO SANTE FE BLVD","Avondale","AZ","85323","Supercenter"
2555,4/21/1999 ,,,"10","003","117 WILTON BLVD","New Castle","DE","19720","Wal-Mart"
2556,1/27/1999 ,,,"06","079","1168 WEST BRANCH ST.","Arroyo Grande","CA","93420","Wal-Mart"
2557,10/14/1998 ,,,"06","029","8400 ROSEDALE HWY","Bakersfield (NW)","CA","93312","Wal-Mart"
2558,1/27/1999 ,,,"26","099","44575 MOUND ROAD","Sterling Heights","MI","48314","Wal-Mart"
2559,10/14/1998 ,,,"26","099","29240 VAN DYKE AVE.","Warren","MI","48093","Wal-Mart"
2560,5/19/1999 ,,,"24","047","11416 OCEAN GATEWAY","Berlin","MD","21811","Wal-Mart"
2561,1/27/1999 ,,,"42","049","4950 WEST 23RD STREET","Erie (W)","PA","16506","Wal-Mart"
2562,8/13/1997 ,8/13/1997 ,1,"20","181","2160 C0MMERCE ROAD","Goodland","KS","67735","Supercenter"
2563,8/13/1997 ,8/13/1997 ,1,"18","117","735 NORTH GOSPEL STREET","Paoli","IN","47454","Supercenter"
2564,1/26/2000 ,1/26/2000 ,1,"51","139","1036 U.S. HWY 211 WEST","Luray","VA","22835","Supercenter"
2565,8/13/1997 ,8/13/1997 ,1,"51","009","197 MADISON HEIGHTS SQ","Madison Heights","VA","24572","Supercenter"
2566,10/29/1997 ,10/29/1997 ,1,"54","037","96 PATRICK HENRY WAY","Charles Town","WV","25414","Supercenter"
2567,1/26/1998 ,,,"26","081","4542 KENOWA AVENUE","Grandville","MI","49418","Wal-Mart"
2568,5/20/1998 ,,,"06","037","8333 VAN NUYS BLVD","Panorama City","CA","91402","Wal-Mart"
2569,3/17/1999 ,,,"34","027","461 RT 10 LEDGEWOOD MALL #29","Ledgewood","NJ","07852","Wal-Mart"
2570,9/10/1997 ,,,"09","003","655 FARMINGTON AVE","New Britain","CT","06053","Wal-Mart"
2571,3/24/1999 ,,,"53","033","1900 SOUTH 314TH STREET","Federal Way","WA","98003","Wal-Mart"
2572,1/26/1998 ,1/26/1998 ,1,"39","131","990 WEST EMMITT AVENUE","Waverly","OH","45690","Supercenter"
2574,8/14/2002 ,8/14/2002 ,0,"42","041","60 NOBLE BLVD","Carlisle","PA","17013","Supercenter"
2575,1/26/2000 ,1/26/2000 ,1,"05","045","3900 DAVE WARD DRIVE","Conway","AR","72034","Supercenter"
2576,8/19/1998 ,8/19/1998 ,1,"54","039","100 NITRO MARKETPLACE","Nitro","WV","25143","Supercenter"
2577,1/27/1999 ,,,"24","005","110 SHAWAN ROAD","Hunt Valley","MD","21030","Wal-Mart"
2579,1/26/1998 ,1/26/1998 ,1,"31","045","510 LINDEN STREET","Chadron","NE","69337","Supercenter"
2580,1/27/1999 ,1/27/1999 ,1,"37","163","1415 SUNSET AVENUE","Clinton","NC","28328","Supercenter"
2581,7/16/1997 ,,,"36","067","3667 WEST GENESEE STREET","Camillus","NY","13219","Wal-Mart"
2582,3/26/1997 ,,,"34","019","ROUTE 513 AND I-78","Clinton","NJ","08809","Wal-Mart"
2583,10/29/1997 ,,,"36","059","1123 JERUSALEM AVENUE","UnionDale","NY","11553","Wal-Mart"
2584,10/28/1998 ,,,"13","089","4375 LAWRENCEVILLE HWY","Tucker","GA","30084","Wal-Mart"
2585,4/17/2002 ,,,"09","001","150 BARNUM AVENUE CUTOFF","Stratford","CT","06614","Wal-Mart"
2586,1/26/1998 ,,,"36","029","100 THRUWAY PLAZA","Cheektowaga","NY","14225","Wal-Mart"
2587,10/29/1997 ,10/29/1997 ,1,"05","085","204 SOUTH ROCKWOOD","Cabot","AR","72023","Supercenter"
2588,1/27/1999 ,1/27/1999 ,1,"42","003","100 WAL-MART DRIVE","North Versailles","PA","15137","Supercenter"
2591,8/19/1998 ,6/16/2004 ,1,"12","011","151 SW 184 AVENUE","Pembroke Pines","FL","33029","Supercenter"
2592,1/26/1998 ,4/21/2004 ,1,"32","003","1807 WEST CRAIG ROAD","North Las Vegas","NV","89032","Supercenter"
2593,1/26/1998 ,3/1/2000 ,1,"32","003","2310 E SERENE AVENUE","Las Vegas","NV","89123","Supercenter"
2594,10/27/1999 ,,,"53","061","1400 164TH ST. S.W.","Lynnwood","WA","98037","Wal-Mart"
2595,4/18/2001 ,5/19/2004 ,1,"53","061","8924 QUILCEDA BLVD","Marysville","WA","98271","Supercenter"
2596,1/26/1998 ,,,"53","057","2021 MARKET STREET","Mount Vernon","WA","98273","Wal-Mart"
2597,7/21/1999 ,7/21/1999 ,1,"42","121","R.R.#1-BOX 750(WALMART PLAZA)","Cranberry","PA","16319","Supercenter"
2598,8/19/1998 ,,,"06","067","3661 TRUXEL ROAD","Sacramento(NW)","CA","95833","Wal-Mart"
2599,3/18/1998 ,8/29/2001 ,1,"48","029","5555 DE ZAVALA ROAD","San Antonio","TX","78249","Supercenter"
2600,10/27/1999 ,,,"29","189","100 THF BLVD","Chesterfield","MO","63005","Wal-Mart"
2603,1/26/2000 ,,,"42","003","300 WAL-MART DRIVE","Gibsonia","PA","15044","Wal-Mart"
2604,1/26/2000 ,,,"34","037","26 HAMPTON HOUSE RD/ROUTE 206","Newton","NJ","07860","Wal-Mart"
2605,5/20/1998 ,5/20/1998 ,1,"39","053","2145 EASTERN AVENUE","Gallipolis","OH","45631","Supercenter"
2606,1/26/1998 ,1/26/1998 ,0,"45","039","721 US HWY 321 BYPASS UNIT 1","Winnsboro","SC","29180","Supercenter"
2607,1/26/1998 ,,,"30","047","170 HERITAGE LANE","Polson","MT","59860","Wal-Mart"
2608,1/26/1998 ,,,"30","017","3205 STOWER STREET","Miles City","MT","59301","Wal-Mart"
2609,3/15/2000 ,,,"06","037","2770 CARSON STREET","Lakewood","CA","90712","Wal-Mart"
2610,10/29/1997 ,10/29/1997 ,1,"54","045","77 NORMAN MORGAN BLVD","Logan","WV","25601","Supercenter"
2611,10/27/1999 ,10/27/1999 ,1,"42","129","900 SUMMIT RIDGE PLAZA","Mt. Pleasant","PA","15666","Supercenter"
2612,5/20/1998 ,5/20/1998 ,1,"48","141","1850 NORTH ZARAGOZA RD","El Paso (NE)","TX","79936","Supercenter"
2613,1/26/1998 ,1/26/1998 ,1,"39","033","1875 EAST MANSFIELD","Bucyrus","OH","44820","Supercenter"
2614,10/13/1999 ,10/13/1999 ,0,"42","011","5370 ALLENTOWN PIKE","Reading","PA","19560","Supercenter"
2615,9/16/1998 ,9/16/1998 ,1,"13","185","3274 INNER PERIMETER ROAD","Valdosta (N)","GA","31602","Supercenter"
2616,1/26/1998 ,,,"29","183","1307 HIGHWAY K","O'Fallon","MO","63366","Wal-Mart"
2617,1/26/1998 ,,,"32","013","3010 POTATO ROAD","Winnemucca","NV","89445","Wal-Mart"
2618,1/27/1999 ,,,"26","125","3301 PONTIAC TRAIL ROAD","Commerce","MI","48382","Wal-Mart"
2619,1/27/1999 ,8/31/2005 ,1,"26","111","910 JOE MANN BLVD.","Midland","MI","48642","Supercenter"
2620,1/27/1999 ,,,"26","015","1618 WEST M 43","Hastings","MI","49058","Wal-Mart"
2621,4/21/1999 ,,,"06","111","255 COCHRAN STREET","Simi Valley","CA","93065","Wal-Mart"
2626,8/19/1998 ,8/19/1998 ,1,"12","121","6868 U.S. HWY 129","Live Oak","FL","32060","Supercenter"
2627,1/26/2000 ,,,"12","057","2701 EAST FLETCHER AVE.","University West","FL","33612","Wal-Mart"
2628,1/27/1999 ,1/27/1999 ,1,"21","067","4051 NICHOLASVILLE ROAD","Lexington (SW)","KY","40503","Supercenter"
2629,10/29/1997 ,,,"25","027","1161 PROVIDENCE ROAD","Whitinsville","MA","01588","Wal-Mart"
2630,9/16/1998 ,9/16/1998 ,1,"13","305","1100 NORTH FIRST ST.","Jesup","GA","31545","Supercenter"
2631,1/27/1999 ,,,"26","163","13507 MIDDLEBELT","Livonia","MI","48150","Wal-Mart"
2633,10/28/1998 ,,,"34","023","1303 CENTENNIAL AVE.","Piscataway","NJ","08854","Wal-Mart"
2634,4/15/1998 ,,,"33","007","491 MAIN STREET","Gorham","NH","03581","Wal-Mart"
2636,1/30/2002 ,,,"06","059","8230 TALBERT AVENUE","Huntington Beach","CA","92646","Wal-Mart"
2637,10/11/2000 ,10/11/2000 ,1,"36","071","288 LARKIN","Monroe","NY","10950","Supercenter"
2638,10/14/1998 ,10/14/1998 ,1,"21","019","12504 U.S. 60","Ashland (S)","KY","41102","Supercenter"
2639,1/26/1998 ,,,"33","001","1458 LAKE SHORE ROAD","Gilford","NH","03249","Wal-Mart"
2640,3/18/1998 ,,,"25","009","450 HIGHLAND AVENUE","Salem","MA","01970","Wal-Mart"
2641,7/18/2001 ,7/18/2001 ,0,"42","077","1091 MILLCREEK ROAD","Allentown","PA","18106","Supercenter"
2642,1/27/1999 ,,,"27","037","7835 150TH ST. WEST","Apple Valley","MN","55124","Wal-Mart"
2643,9/14/2005 ,,,"27","163","10240 HUDSON ROAD","Woodbury","MN","55129","Wal-Mart"
2644,1/27/1999 ,,,"26","145","5825 BROCKWAY ROAD","Saginaw","MI","48603","Wal-Mart"
2645,7/15/1998 ,7/15/1998 ,1,"51","135","1451 SOUTH MAIN STREET","Blackstone","VA","23824","Supercenter"
2646,9/16/1998 ,9/16/1998 ,1,"51","071","160 KINTER WAY","Pearisburg","VA","24134","Supercenter"
2647,1/27/1999 ,1/27/1999 ,1,"51","171","461 WEST RESERVOIR ROAD","Woodstock","VA","22664","Supercenter"
2648,3/17/1999 ,,,"06","001","1919 DAVIS STREET","San Leandro","CA","94577","Wal-Mart"
2649,1/26/2000 ,1/26/2000 ,1,"48","113","1635 MARKET PLACE BLVD.","Irving","TX","75063","Supercenter"
2650,3/18/1998 ,,,"42","101","#1 FRANKLIN MILLS BLVD","Philadelphia (NE)","PA","19154","Wal-Mart"
2651,10/28/1998 ,,,"34","035","100 NO. MAIN STREET","Manville","NJ","08835","Wal-Mart"
2652,3/17/1999 ,3/17/1999 ,1,"35","006","1000 ROBERTS DRIVE","Grants","NM","87020","Supercenter"
2653,7/15/1998 ,7/15/1998 ,1,"35","041","1604 EAST SPRUCE STREET","Portales","NM","88130","Supercenter"
2654,1/27/1999 ,1/27/1999 ,1,"21","171","1650 EDMONTON ROAD","Tompkinsville","KY","42167","Supercenter"
2656,1/27/1999 ,1/27/1999 ,1,"35","039","1610 NO. RIVERSIDE DRIVE","Espanola","NM","87532","Supercenter"
2658,10/14/1998 ,10/14/1998 ,1,"55","131","1515 WEST PARADISE DR.","West Bend","WI","53095","Supercenter"
2659,8/19/1998 ,,,"23","005","206 U.S. ROUTE 1","Falmouth","ME","04105","Wal-Mart"
2660,9/23/1998 ,,,"25","017","72 MAIN STREET","North Reading","MA","01864","Wal-Mart"
2662,9/16/1998 ,9/16/1998 ,1,"51","580","313 WEST THACKER ROAD","Covington","VA","24426","Supercenter"
2663,1/27/1999 ,1/27/1999 ,1,"42","021","300 WALMART DRIVE","Ebensburg","PA","15931","Supercenter"
2664,6/19/2002 ,6/19/2002 ,0,"42","065","21920 ROUTE #119","Punxsutawney","PA","15767","Supercenter"
2665,8/18/1999 ,8/18/1999 ,0,"22","103","167 NORTHSHORE BLVD.","Slidell","LA","70460","Supercenter"
2666,3/17/1999 ,,,"39","049","3579 S. HIGH ST (US 23)","Columbus","OH","43207","Wal-Mart"
2667,10/28/1998 ,10/28/1998 ,1,"48","113","7401 SAMUELL BLVD","Dallas (E)","TX","75228","Supercenter"
2668,10/28/1998 ,10/28/1998 ,1,"55","101","3049 SOUTH OAKES ROAD","Racine","WI","53177","Supercenter"
2671,8/24/2005 ,8/24/2005 ,0,"04","013","1175 SOUTH ARIZONA AVENUE","Chandler (S)","AZ","85248","Supercenter"
2672,10/14/1998 ,10/14/1998 ,1,"08","099","1432 EAST OLIVE","Lamar","CO","81052","Supercenter"
2674,10/13/1999 ,10/13/1999 ,0,"42","085","45 WILLIAMSON ROAD","Greenville","PA","16125","Supercenter"
2678,3/17/1999 ,3/17/1999 ,0,"18","141","316 INDIAN RIDGE ROAD","Mishawaka","IN","46545","Supercenter"
2679,3/17/1999 ,3/17/1999 ,0,"18","039","175 COUNTRY ROAD #6 WEST","Elkhart","IN","46514","Supercenter"
2680,3/17/1999 ,3/17/1999 ,0,"18","141","3701 PORTAGE ROAD","South Bend","IN","46628","Supercenter"
2681,10/14/1998 ,,,"33","009","615 MEADOW STREET","Littleton","NH","03561","Wal-Mart"
2682,1/27/1999 ,,,"50","023","282 BERLIN MALL ROAD UNIT #1","Berlin","VT","05602","Wal-Mart"
2683,1/26/2000 ,,,"25","015","337 RUSSELL STREET","Hadley","MA","01035","Wal-Mart"
2684,1/27/1999 ,1/27/1999 ,0,"54","103","1142 SOUTH BRIDGE STREET","New Martinsville","WV","26155","Supercenter"
2687,9/16/1998 ,9/16/1998 ,1,"45","083","14055 EAST WADE HAMPTON BLVD.","Greer","SC","29650","Supercenter"
2688,10/28/1998 ,10/28/1998 ,1,"48","423","6801 SOUTH BROADWAY","Tyler","TX","75703","Supercenter"
2690,10/28/1998 ,10/28/1998 ,1,"01","089","8650 MADISON BLVD.","Madison","AL","35758","Supercenter"
2691,6/19/2002 ,6/19/2002 ,0,"18","043","2910 GRANT LINE ROAD","New Albany","IN","47150","Supercenter"
2692,3/20/2002 ,,,"26","099","45400 MARKETPLACE BLVD","Mount Clemens","MI","48051","Wal-Mart"
2693,1/23/2002 ,,,"26","049","3700 OWEN ROAD","Fenton","MI","48430","Wal-Mart"
2694,5/17/2000 ,,,"29","189","1202 SO. KIRKWOOD ROAD","Kirkwood","MO","63122","Wal-Mart"
2695,1/27/2006 ,1/27/2006 ,0,"12","069","1450 Johns Lake Rd","Clermont","FL","34711","Supercenter"
2696,1/27/1999 ,1/27/1999 ,1,"54","031","11 HARNESS ROAD","Moorefield","WV","26836","Supercenter"
2697,1/26/2000 ,,,"06","013","4893 LONE TREE WAY","Antioch","CA","94509","Wal-Mart"
2700,8/18/1999 ,,,"26","125","9190 HIGHLAND ROAD","White Lake","MI","48386","Wal-Mart"
2702,1/27/1999 ,1/27/1999 ,1,"29","043","1102 NORTH MASSEY BLVD.","Nixa","MO","65714","Supercenter"
2703,1/27/1999 ,1/27/1999 ,0,"45","041","2014 SOUTH IRBY STREET","Florence (S)","SC","29505","Supercenter"
2704,3/17/1999 ,3/17/1999 ,1,"37","151","1021 HIGH POINT ROAD","Randleman","NC","27317","Supercenter"
2705,1/27/1999 ,1/27/1999 ,0,"51","620","1500 ARMORY DRIVE","Franklin","VA","23851","Supercenter"
2706,1/26/2000 ,1/26/2000 ,1,"22","051","1501 MANHATTAN BLVD","Gretna","LA","70058","Supercenter"
2708,10/28/2003 ,,,"06","065","32225 HIGHWAY 79 SOUTH","Temecula","CA","92590","Wal-Mart"
2712,1/26/2000 ,1/26/2000 ,1,"45","051","541 SEABOARD ST","Myrtle Beach","SC","29577","Supercenter"
2713,5/17/2000 ,5/17/2000 ,1,"01","073","5919 TRUSSVILLE CROSSINGS PKWY","Trussville","AL","35235","Supercenter"
2714,8/18/1999 ,8/18/1999 ,0,"19","041","500 11TH ST. S.W.","Spencer","IA","51301","Supercenter"
2715,5/19/1999 ,5/19/1999 ,1,"28","047","3615 SANGANI BLVD","Diberville","MS","39540","Supercenter"
2716,6/16/1999 ,6/16/1999 ,1,"19","113","3601 29TH AVENUE S.W.","Cedar Rapids","IA","52404","Supercenter"
2717,8/18/1999 ,8/18/1999 ,1,"28","035","5901 HWY 49 SOUTH","Hattiesburg","MS","39402","Supercenter"
2718,10/27/1999 ,,,"48","201","9555 SO. POST OAK ROAD","Houston","TX","77096","Wal-Mart"
2719,1/24/2001 ,,,"09","003","1400 FARMINGTON AVENUE","Bristol","CT","06010","Wal-Mart"
2720,7/16/2003 ,7/16/2003 ,0,"28","089","127 GRAND VIEW BLVD","Madison","MS","39110","Supercenter"
2723,9/15/1999 ,9/15/1999 ,1,"01","127","690 HIGHWAY 78","Sumiton","AL","35148","Supercenter"
2724,9/15/1999 ,9/15/1999 ,1,"48","201","1107 SOUTH SHAVER STREET","Pasadena","TX","77506","Supercenter"
2725,1/26/2000 ,1/26/2000 ,1,"39","041","8659 COLUMBUS PIKE","Columbus","OH","43035","Supercenter"
2726,1/26/2000 ,1/26/2000 ,1,"39","045","2793 TAYLOR ROAD S.W.","Columbus","OH","43068","Supercenter"
2727,10/27/1999 ,10/27/1999 ,1,"12","086","33501 SO. DIXIE HWY.","Florida City","FL","33034","Supercenter"
2728,8/18/1999 ,8/18/1999 ,1,"17","115","4625 EAST MARYLAND AVE.","Decatur","IL","62521","Supercenter"
2729,10/24/2001 ,10/24/2001 ,1,"08","069","1250 EAST MAGNOLIA ST","Fort Collins (N)","CO","80524","Supercenter"
2730,1/26/2000 ,1/26/2000 ,1,"37","065","110 RIVER OAKS DRIVE","Tarboro","NC","27886","Supercenter"
2732,1/26/2000 ,1/26/2000 ,1,"13","045","600 HWY 61","Villa Rica","GA","30180","Supercenter"
2733,7/21/1999 ,7/21/1999 ,1,"13","153","1009 ST. PATRICKS DRIVE","Perry","GA","31069","Supercenter"
2734,6/16/1999 ,6/16/1999 ,1,"40","027","601 12TH AVENUE N.E.","Norman","OK","73071","Supercenter"
2735,10/24/2001 ,,,"06","067","4420 FLORIN ROAD","Sacramento","CA","95823","Wal-Mart"
2739,8/18/1999 ,8/18/1999 ,0,"01","003","701 MCMEANS AVENUE","Bay Minette","AL","36507","Supercenter"
2740,10/11/2000 ,10/11/2000 ,1,"12","057","19910 BRUCE B. DOWNS ROAD","Tampa","FL","33647","Supercenter"
2747,1/23/2002 ,,,"44","003","650 BALD HILL ROAD","Warwick (W)","RI","02886","Wal-Mart"
2748,7/21/2004 ,7/21/2004 ,0,"01","003","170 FORT MORGAN ROAD","Gulf Shores","AL","36542","Supercenter"
2749,1/26/2000 ,1/26/2000 ,1,"37","121","2514 HALLTOWN ROAD","Spruce Pine","NC","28777","Supercenter"
2751,9/20/2000 ,,,"08","005","601 ENGLEWOOD PKWY","Englewood","CO","80110","Wal-Mart"
2752,10/27/1999 ,10/27/1999 ,1,"08","001","5990 DAHLIA ST.","Commerce City","CO","80022","Supercenter"
2753,5/17/2000 ,5/17/2000 ,1,"13","241","1455 HWY 441 SOUTH","Clayton","GA","30525","Supercenter"
2754,10/27/1999 ,10/27/1999 ,1,"13","033","1500 NORTH LIBERTY ST.","Waynesboro","GA","30830","Supercenter"
2755,9/15/1999 ,9/15/1999 ,1,"28","121","5341 LAKELAND DRIVE","Brandon (Flowood)","MS","39047","Supercenter"
2756,3/20/2002 ,,,"24","021","1811 MONOCACY BLVD","Frederick (N)","MD","21701","Wal-Mart"
2758,10/30/2002 ,10/30/2002 ,0,"33","009","683 TENNEY MOUNTAIN HIGHWAY","Plymouth","NH","03264","Supercenter"
2760,9/15/1999 ,9/15/1999 ,1,"01","025","4206 COLLEGE AVENUE","Jackson","AL","36545","Supercenter"
2761,6/14/2000 ,6/14/2000 ,1,"51","185","13320 G.C. PEERY HWY","Claypool Hill","VA","24637","Supercenter"
2762,8/18/1999 ,8/18/1999 ,1,"51","155","7373 PEPPERS FERRY BLVD","Radford","VA","24141","Supercenter"
2764,3/15/2000 ,3/15/2000 ,1,"19","153","3501 8TH STREET S.W.","Altoona","IA","50009","Supercenter"
2766,1/26/2000 ,1/26/2000 ,1,"04","013","15355 NORTH NORTHSIGHT BLVD.","Scottsdale","AZ","85260","Supercenter"
2767,1/21/2004 ,1/21/2004 ,0,"04","013","4505 EAST MCKELLIPS ROAD","Mesa","AZ","85215","Supercenter"
2768,10/27/1999 ,10/27/1999 ,1,"04","013","1955 SO. STAPLEY DRIVE","Mesa","AZ","85204","Supercenter"
2771,3/15/2000 ,3/15/2000 ,1,"18","181","1088 WEST BROADWAY","Monticello","IN","47960","Supercenter"
2772,1/26/2000 ,1/26/2000 ,1,"37","019","1675 NORTH HOWE STREET","Southport","NC","28461","Supercenter"
2777,5/17/2000 ,5/17/2000 ,1,"04","013","13770 WEST BELL ROAD","Surprise","AZ","85374","Supercenter"
2778,1/24/2001 ,1/24/2001 ,1,"04","021","1695 NO. ARIZONA BLVD","Coolidge","AZ","85228","Supercenter"
2780,8/16/2000 ,8/16/2000 ,1,"16","027","5108 EAST CLEVELAND BLVD","Caldwell","ID","83607","Supercenter"
2781,8/16/2000 ,8/16/2000 ,1,"16","027","2100 12TH AVENUE ROAD","Nampa","ID","83686","Supercenter"
2782,8/16/2000 ,8/16/2000 ,1,"16","039","2745 AMERICAN LEGION BLVD.","Mountain Home","ID","83647","Supercenter"
2783,1/26/2000 ,1/26/2000 ,1,"21","067","500 WEST NEW CIRCLE ROAD","Lexington","KY","40511","Supercenter"
