"","name","province","region","English","French","both","either","neither","total","engperc","frenperc"
"2606","St. Claude","pr46","Prairies",555,335,330,560,0,560,99.1071428571429,59.8214285714286
"2607","Portage la Prairie","pr46","Prairies",6470,405,405,6470,50,6520,99.2331288343558,6.21165644171779
"2608","Long Plain 6","pr46","Prairies",1080,0,0,1080,0,1080,100,0
"2609","Dakota Tipi 1","pr46","Prairies",165,0,0,165,0,165,100,0
"2610","Portage la Prairie","pr46","Prairies",12380,710,700,12390,25,12415,99.7180829641563,5.71888844140153
"2611","Macdonald","pr46","Prairies",6265,585,580,6270,5,6275,99.8406374501992,9.32270916334661
"2612","Cartier","pr46","Prairies",3105,535,530,3110,45,3155,98.4152139461173,16.9572107765452
"2613","St. françois Xavier","pr46","Prairies",1235,175,175,1235,5,1240,99.5967741935484,14.1129032258065
"2614","Winnipeg","pr46","Prairies",646185,68200,67275,647110,8485,655595,98.5646626347059,10.4027639014941
"2615","Headingley","pr46","Prairies",2595,215,215,2595,5,2600,99.8076923076923,8.26923076923077
"2616","Springfield","pr46","Prairies",13950,1175,1175,13950,80,14030,99.4297933000713,8.37491090520314
"2617","Brokenhead","pr46","Prairies",4625,250,250,4625,5,4630,99.8920086393089,5.39956803455724
"2618","Beausejour","pr46","Prairies",3015,175,175,3015,5,3020,99.8344370860927,5.79470198675497
"2619","East St. Paul","pr46","Prairies",9020,610,605,9025,20,9045,99.7236042012161,6.74405749032615
"2620","West St. Paul","pr46","Prairies",4720,330,325,4725,20,4745,99.4731296101159,6.95468914646997
"2621","St. Andrews","pr46","Prairies",11845,600,600,11845,20,11865,99.8314369995786,5.05689001264223
"2622","Selkirk","pr46","Prairies",9335,385,385,9335,10,9345,99.8929909042269,4.11985018726592
"2623","Dunnottar","pr46","Prairies",695,40,40,695,0,695,100,5.75539568345324
"2624","St. Clements","pr46","Prairies",10475,640,635,10480,20,10500,99.7619047619048,6.09523809523809
"2625","Rosser","pr46","Prairies",1340,50,50,1340,10,1350,99.2592592592593,3.7037037037037
"2626","Woodlands","pr46","Prairies",3520,155,155,3520,5,3525,99.8581560283688,4.39716312056738
"2627","Rockwood","pr46","Prairies",7395,265,260,7400,25,7425,99.5959595959596,3.56902356902357
"2628","Stonewall","pr46","Prairies",4475,215,215,4475,0,4475,100,4.80446927374302
"2629","Teulon","pr46","Prairies",1095,25,25,1095,0,1095,100,2.28310502283105
"2630","Langford","pr46","Prairies",765,30,30,765,0,765,100,3.92156862745098
"2631","Neepawa","pr46","Prairies",3475,65,65,3475,30,3505,99.1440798858773,1.85449358059914
"2632","Odanah","pr46","Prairies",520,10,10,520,10,530,98.1132075471698,1.88679245283019
"2633","Saskatchewan","pr46","Prairies",570,25,25,570,0,570,100,4.3859649122807
"2634","Rapid City","pr46","Prairies",415,10,10,415,0,415,100,2.40963855421687
"2635","Blanshard","pr46","Prairies",525,10,10,525,0,525,100,1.9047619047619
"2636","Hamiota","pr46","Prairies",425,15,15,425,0,425,100,3.52941176470588
"2637","Hamiota","pr46","Prairies",830,15,15,830,0,830,100,1.80722891566265
"2638","Miniota","pr46","Prairies",865,15,15,865,5,870,99.4252873563218,1.72413793103448
"2639","Birdtail Creek 57","pr46","Prairies",410,5,5,410,0,410,100,1.21951219512195
"2640","Archie","pr46","Prairies",320,5,5,320,0,320,100,1.5625
"2641","Ellice","pr46","Prairies",385,175,170,390,0,390,98.7179487179487,44.8717948717949
"2642","St-Lazare","pr46","Prairies",245,165,165,245,0,245,100,67.3469387755102
"2643","Birtle","pr46","Prairies",630,45,40,635,0,635,99.2125984251969,7.08661417322835
"2644","Birtle","pr46","Prairies",635,50,45,640,0,640,99.21875,7.8125
"2645","Shoal Lake","pr46","Prairies",1190,30,30,1190,0,1190,100,2.52100840336134
"2646","Strathclair","pr46","Prairies",745,15,15,745,0,745,100,2.01342281879195
"2647","Keeseekoowenin 61","pr46","Prairies",455,5,5,455,0,455,100,1.0989010989011
"2648","Harrison","pr46","Prairies",825,15,15,825,0,825,100,1.81818181818182
"2649","Minto","pr46","Prairies",640,30,30,640,5,645,99.2248062015504,4.65116279069767
"2650","Minnedosa","pr46","Prairies",2530,85,85,2530,5,2535,99.8027613412229,3.35305719921105
"2651","Rosedale","pr46","Prairies",1605,25,25,1605,20,1625,98.7692307692308,1.53846153846154
"2652","Clanwilliam","pr46","Prairies",415,15,15,415,0,415,100,3.6144578313253
"2653","Erickson","pr46","Prairies",460,15,15,460,5,465,98.9247311827957,3.2258064516129
"2654","Park (South)","pr46","Prairies",935,45,45,935,0,935,100,4.81283422459893
"2655","Rossburn","pr46","Prairies",490,15,15,490,0,490,100,3.06122448979592
"2656","Rossburn","pr46","Prairies",520,10,10,520,0,520,100,1.92307692307692
"2657","Silver Creek","pr46","Prairies",460,5,5,460,0,460,100,1.08695652173913
"2658","Russell","pr46","Prairies",455,15,15,455,0,455,100,3.2967032967033
"2659","Gambler 63","pr46","Prairies",75,5,5,75,0,75,100,6.66666666666667
"2660","Binscarth","pr46","Prairies",425,30,30,425,5,430,98.8372093023256,6.97674418604651
"2661","Russell","pr46","Prairies",1620,55,55,1620,0,1620,100,3.39506172839506
"2662","Shellmouth-Boulton","pr46","Prairies",935,35,35,935,0,935,100,3.74331550802139
"2663","Hillsburg","pr46","Prairies",420,0,0,420,0,420,100,0
"2664","Shell River","pr46","Prairies",1085,40,40,1085,0,1085,100,3.68663594470046
"2665","Roblin","pr46","Prairies",1715,60,60,1715,0,1715,100,3.49854227405248
"2666","Alonsa","pr46","Prairies",1260,60,60,1260,5,1265,99.604743083004,4.74308300395257
"2667","Ebb and Flow 52","pr46","Prairies",1300,5,5,1300,0,1300,100,0.384615384615385
"2668","McCreary","pr46","Prairies",475,50,50,475,0,475,100,10.5263157894737
"2669","McCreary","pr46","Prairies",445,35,35,445,0,445,100,7.86516853932584
"2670","Ste. Rose","pr46","Prairies",765,340,335,770,0,770,99.3506493506494,44.1558441558442
"2671","Ste. Rose du Lac","pr46","Prairies",925,250,245,930,0,930,99.4623655913979,26.8817204301075
"2672","Ochre River","pr46","Prairies",940,65,65,940,0,940,100,6.91489361702128
"2673","Dauphin","pr46","Prairies",2195,115,115,2195,5,2200,99.7727272727273,5.22727272727273
"2674","Dauphin","pr46","Prairies",8070,420,415,8075,0,8075,99.938080495356,5.20123839009288
"2675","Gilbert Plains","pr46","Prairies",810,10,10,810,0,810,100,1.23456790123457
"2676","Gilbert Plains","pr46","Prairies",785,20,20,785,0,785,100,2.54777070063694
"2677","Grandview","pr46","Prairies",655,20,20,655,0,655,100,3.05343511450382
"2678","Grandview","pr46","Prairies",795,20,20,795,5,800,99.375,2.5
"2679","Ethelbert","pr46","Prairies",360,10,10,360,0,360,100,2.77777777777778
"2680","Ethelbert","pr46","Prairies",275,0,0,275,0,275,100,0
"2681","Mossey River","pr46","Prairies",545,15,15,545,0,545,100,2.75229357798165
"2682","Winnipegosis","pr46","Prairies",615,15,15,615,0,615,100,2.4390243902439
"2683","Lawrence","pr46","Prairies",455,40,40,455,0,455,100,8.79120879120879
"2684","Gimli","pr46","Prairies",5740,230,225,5745,10,5755,99.7393570807993,3.99652476107732
"2685","Winnipeg Beach","pr46","Prairies",1010,55,55,1010,5,1015,99.5073891625616,5.41871921182266
"2686","Armstrong","pr46","Prairies",1825,50,50,1825,10,1835,99.4550408719346,2.72479564032698
"2687","St. Laurent","pr46","Prairies",1295,440,435,1300,0,1300,99.6153846153846,33.8461538461538
"2688","Coldwell","pr46","Prairies",1330,50,50,1330,0,1330,100,3.7593984962406
"2689","Eriksdale","pr46","Prairies",845,10,10,845,0,845,100,1.18343195266272
"2690","Siglunes","pr46","Prairies",1360,50,50,1360,0,1360,100,3.67647058823529
"2691","Grahamdale","pr46","Prairies",1350,40,40,1350,0,1350,100,2.96296296296296
"2692","Little Saskatchewan 48","pr46","Prairies",395,0,0,395,0,395,100,0
"2693","Fairford 50","pr46","Prairies",990,20,20,990,0,990,100,2.02020202020202
"2694","Fisher","pr46","Prairies",1670,75,70,1675,5,1680,99.4047619047619,4.46428571428571
"2695","Bifrost","pr46","Prairies",2910,45,45,2910,55,2965,98.1450252951096,1.5177065767285
"2696","Arborg","pr46","Prairies",1100,25,25,1100,5,1105,99.5475113122172,2.26244343891403
"2697","Riverton","pr46","Prairies",530,5,5,530,0,530,100,0.943396226415094
"2698","Division No. 18, Unorganized, East Part","pr46","Prairies",130,10,10,130,0,130,100,7.69230769230769
"2699","Division No. 19, Unorganized","pr46","Prairies",2940,95,95,2940,10,2950,99.6610169491526,3.22033898305085
"2700","Fort Alexander 3","pr46","Prairies",2095,5,5,2095,0,2095,100,0.238663484486874
"2701","Little Grand Rapids 14","pr46","Prairies",795,5,5,795,50,845,94.0828402366864,0.591715976331361
"2702","Bloodvein 12","pr46","Prairies",640,5,5,640,5,645,99.2248062015504,0.775193798449612
"2703","Hole or Hollow Water 10","pr46","Prairies",625,0,0,625,0,625,100,0
"2704","Black River 9","pr46","Prairies",520,0,0,520,0,520,100,0
"2705","Fisher River 44","pr46","Prairies",1160,5,5,1160,0,1160,100,0.431034482758621
"2706","Peguis 1B","pr46","Prairies",2605,5,5,2605,0,2605,100,0.191938579654511
"2707","Jackhead 43","pr46","Prairies",225,0,0,225,0,225,100,0
"2708","The Narrows 49","pr46","Prairies",825,0,0,825,0,825,100,0
"2709","Crane River 51","pr46","Prairies",485,0,0,485,0,485,100,0
"2710","Waterhen 45","pr46","Prairies",380,0,0,380,0,380,100,0
"2711","Pine Creek 66A","pr46","Prairies",690,5,5,690,0,690,100,0.72463768115942
"2712","Swan Lake 65C","pr46","Prairies",45,0,0,45,0,45,100,0
"2713","Shoal River Indian Reserve 65A","pr46","Prairies",800,0,0,800,0,800,100,0
"2714","Poplar River 16","pr46","Prairies",840,0,0,840,0,840,100,0
"2715","Berens River 13","pr46","Prairies",1025,5,5,1025,0,1025,100,0.48780487804878
"2716","Pauingassi First Nation","pr46","Prairies",350,0,0,350,40,390,89.7435897435898,0
"2717","Mountain (South)","pr46","Prairies",465,10,10,465,0,465,100,2.1505376344086
"2718","Minitonas","pr46","Prairies",995,25,25,995,0,995,100,2.51256281407035
"2719","Minitonas","pr46","Prairies",520,15,15,520,0,520,100,2.88461538461538
"2720","Swan River","pr46","Prairies",2535,95,95,2535,5,2540,99.8031496062992,3.74015748031496
"2721","Benito","pr46","Prairies",360,5,5,360,0,360,100,1.38888888888889
"2722","Swan River","pr46","Prairies",3760,125,125,3760,5,3765,99.867197875166,3.32005312084993
"2723","Bowsman","pr46","Prairies",300,5,5,300,0,300,100,1.66666666666667
"2724","Mountain (North)","pr46","Prairies",635,10,10,635,0,635,100,1.5748031496063
"2725","Division No. 20, Unorganized, South Part","pr46","Prairies",80,0,0,80,0,80,100,0
"2726","Division No. 20, Unorganized, North Part","pr46","Prairies",125,5,5,125,0,125,100,4
"2727","Grand Rapids","pr46","Prairies",240,5,5,240,0,240,100,2.08333333333333
"2728","Grand Rapids 33","pr46","Prairies",715,0,0,715,0,715,100,0
"2729","Chemawawin 2","pr46","Prairies",1130,0,0,1130,5,1135,99.5594713656388,0
"2730","Opaskwayak Cree Nation 21A","pr46","Prairies",180,0,0,180,0,180,100,0
"2731","Opaskwayak Cree Nation 21I","pr46","Prairies",165,5,5,165,0,165,100,3.03030303030303
"2732","Opaskwayak Cree Nation 21E","pr46","Prairies",2295,0,0,2295,0,2295,100,0
"2733","The Pas","pr46","Prairies",5435,300,300,5435,5,5440,99.9080882352941,5.51470588235294
"2734","Kelsey","pr46","Prairies",2270,125,125,2270,0,2270,100,5.50660792951542
"2735","Moose Lake 31A","pr46","Prairies",965,0,0,965,0,965,100,0
"2736","Flin Flon","pr46","Prairies",5275,265,260,5280,0,5280,99.905303030303,5.01893939393939
"2737","Snow Lake","pr46","Prairies",720,15,15,720,0,720,100,2.08333333333333
"2738","Division No. 21, Unorganized","pr46","Prairies",1755,70,70,1755,0,1755,100,3.98860398860399
"2739","Thompson","pr46","Prairies",12695,890,885,12700,50,12750,99.5686274509804,6.98039215686275
"2740","Division No. 22, Unorganized","pr46","Prairies",2190,70,70,2190,20,2210,99.0950226244344,3.16742081447964
"2741","Garden Hill First Nation","pr46","Prairies",2720,10,10,2720,55,2775,98.018018018018,0.36036036036036
"2742","God's Lake 23","pr46","Prairies",1335,0,0,1335,5,1340,99.6268656716418,0
"2743","Oxford House 24","pr46","Prairies",1805,0,0,1805,65,1870,96.524064171123,0
"2744","Cross Lake 19","pr46","Prairies",1735,5,0,1740,5,1745,99.4269340974212,0.286532951289398
"2745","Cross Lake 19A","pr46","Prairies",1925,5,5,1925,5,1930,99.7409326424871,0.259067357512953
"2746","God's River 86A","pr46","Prairies",590,0,0,590,10,600,98.3333333333333,0
"2747","Red Sucker Lake 1976","pr46","Prairies",765,0,0,765,15,780,98.0769230769231,0
"2748","Norway House 17","pr46","Prairies",4725,5,5,4725,5,4730,99.8942917547569,0.105708245243129
"2749","Nelson House 170","pr46","Prairies",2350,10,10,2350,10,2360,99.5762711864407,0.423728813559322
"2750","Split Lake (Part) 171","pr46","Prairies",2100,5,5,2100,5,2105,99.7624703087886,0.237529691211401
"2751","Ilford","pr46","Prairies",140,0,0,140,0,140,100,0
"2752","York Landing","pr46","Prairies",440,0,0,440,5,445,98.876404494382,0
"2753","Cross Lake 19E","pr46","Prairies",695,0,0,695,0,695,100,0
"2754","St. Theresa Point","pr46","Prairies",2810,10,10,2810,60,2870,97.9094076655052,0.348432055749129
"2755","Gillam","pr46","Prairies",1280,50,50,1280,0,1280,100,3.90625
"2756","Leaf Rapids","pr46","Prairies",455,10,10,455,0,455,100,2.1978021978022
"2757","South Indian Lake S-É","pr46","Prairies",770,0,0,770,0,770,100,0
"2758","Lynn Lake","pr46","Prairies",475,15,15,475,0,475,100,3.15789473684211
"2759","Churchill","pr46","Prairies",805,50,45,810,0,810,99.3827160493827,6.17283950617284
"2760","Churchill 1","pr46","Prairies",315,0,0,315,5,320,98.4375,0
"2761","Pukatawagan 198","pr46","Prairies",1810,5,5,1810,10,1820,99.4505494505495,0.274725274725275
"2762","Brochet 197","pr46","Prairies",535,0,0,535,10,545,98.1651376146789,0
"2763","Lac Brochet 197A","pr46","Prairies",795,0,0,795,20,815,97.5460122699387,0
"2764","Shamattawa 1","pr46","Prairies",980,0,0,980,15,995,98.4924623115578,0
"2765","Argyle No. 1","pr47","Prairies",270,5,5,270,0,270,100,1.85185185185185
"2766","Gainsborough","pr47","Prairies",270,5,5,270,0,270,100,1.85185185185185
"2767","Carievale","pr47","Prairies",235,5,5,235,0,235,100,2.12765957446809
"2768","Mount Pleasant No. 2","pr47","Prairies",385,5,5,385,0,385,100,1.2987012987013
"2769","Carnduff","pr47","Prairies",1070,25,25,1070,0,1070,100,2.33644859813084
"2770","Enniskillen No. 3","pr47","Prairies",450,5,5,450,0,450,100,1.11111111111111
"2771","Glen Ewen","pr47","Prairies",145,5,5,145,0,145,100,3.44827586206897
"2772","Oxbow","pr47","Prairies",1275,25,25,1275,5,1280,99.609375,1.953125
"2773","Coalfields No. 4","pr47","Prairies",375,0,0,375,0,375,100,0
"2774","Frobisher","pr47","Prairies",170,5,5,170,0,170,100,2.94117647058824
"2775","North Portal","pr47","Prairies",145,5,5,145,0,145,100,3.44827586206897
"2776","Roche Percée","pr47","Prairies",155,10,10,155,0,155,100,6.45161290322581
"2777","Bienfait","pr47","Prairies",780,15,15,780,0,780,100,1.92307692307692
"2778","Estevan No. 5","pr47","Prairies",1140,35,35,1140,0,1140,100,3.07017543859649
"2779","Estevan","pr47","Prairies",10800,350,350,10800,40,10840,99.6309963099631,3.22878228782288
"2780","Benson No. 35","pr47","Prairies",495,15,15,495,0,495,100,3.03030303030303
"2781","Browning No. 34","pr47","Prairies",400,5,5,400,0,400,100,1.25
"2782","Lampman","pr47","Prairies",695,20,20,695,0,695,100,2.87769784172662
"2783","Moose Creek No. 33","pr47","Prairies",370,15,15,370,0,370,100,4.05405405405405
"2784","Alameda","pr47","Prairies",345,5,5,345,0,345,100,1.44927536231884
"2785","Reciprocity No. 32","pr47","Prairies",390,60,55,395,0,395,98.7341772151899,15.1898734177215
"2786","Alida","pr47","Prairies",130,5,5,130,0,130,100,3.84615384615385
"2787","Storthoaks No. 31","pr47","Prairies",300,80,80,300,0,300,100,26.6666666666667
"2788","Storthoaks","pr47","Prairies",85,5,5,85,0,85,100,5.88235294117647
"2789","Antler No. 61","pr47","Prairies",535,105,105,535,0,535,100,19.6261682242991
"2790","Antler","pr47","Prairies",45,5,5,45,0,45,100,11.1111111111111
"2791","Redvers","pr47","Prairies",935,205,200,940,0,940,99.468085106383,21.8085106382979
"2792","Moose Mountain No. 63","pr47","Prairies",480,20,20,480,0,480,100,4.16666666666667
"2793","Manor","pr47","Prairies",310,5,5,310,5,315,98.4126984126984,1.58730158730159
"2794","Carlyle","pr47","Prairies",1405,45,45,1405,0,1405,100,3.20284697508897
"2795","Brock No. 64","pr47","Prairies",240,5,5,240,0,240,100,2.08333333333333
"2796","Arcola","pr47","Prairies",650,15,15,650,0,650,100,2.30769230769231
"2797","Kisbey","pr47","Prairies",140,5,5,140,0,140,100,3.57142857142857
"2798","Tecumseh No. 65","pr47","Prairies",275,5,5,275,0,275,100,1.81818181818182
"2799","Stoughton","pr47","Prairies",670,10,10,670,0,670,100,1.49253731343284
"2800","Heward","pr47","Prairies",35,0,0,35,0,35,100,0
"2801","Golden West No. 95","pr47","Prairies",315,5,5,315,0,315,100,1.58730158730159
"2802","Hazelwood No. 94","pr47","Prairies",250,5,5,250,0,250,100,2
"2803","Wawken No. 93","pr47","Prairies",560,10,10,560,0,560,100,1.78571428571429
"2804","Kennedy","pr47","Prairies",240,10,10,240,0,240,100,4.16666666666667
"2805","Wawota","pr47","Prairies",530,15,15,530,0,530,100,2.83018867924528
"2806","Kenosee Lake","pr47","Prairies",255,10,5,260,0,260,98.0769230769231,3.84615384615385
"2807","Walpole No. 92","pr47","Prairies",340,5,5,340,0,340,100,1.47058823529412
"2808","Maryfield No. 91","pr47","Prairies",320,15,15,320,0,320,100,4.6875
"2809","Maryfield","pr47","Prairies",365,15,15,365,5,370,98.6486486486486,4.05405405405405
"2810","Fairlight","pr47","Prairies",40,0,0,40,0,40,100,0
"2811","White Bear 70","pr47","Prairies",735,0,0,735,0,735,100,0
"2812","Pheasant Rump 68","pr47","Prairies",60,0,0,60,0,60,100,0
"2813","Cambria No. 6","pr47","Prairies",300,0,0,300,0,300,100,0
"2814","Torquay","pr47","Prairies",235,0,0,235,0,235,100,0
"2815","Souris Valley No. 7","pr47","Prairies",240,0,0,240,0,240,100,0
"2816","Lake Alma No. 8","pr47","Prairies",255,5,5,255,5,260,98.0769230769231,1.92307692307692
"2817","Surprise Valley No. 9","pr47","Prairies",190,0,0,190,0,190,100,0
"2818","Gladmar","pr47","Prairies",60,0,0,60,0,60,100,0
"2819","Minton","pr47","Prairies",60,0,0,60,0,60,100,0
"2820","Happy Valley No. 10","pr47","Prairies",145,0,0,145,0,145,100,0
"2821","Bengough","pr47","Prairies",315,10,10,315,0,315,100,3.17460317460317
"2822","Bengough No. 40","pr47","Prairies",305,10,10,305,0,305,100,3.27868852459016
"2823","The Gap No. 39","pr47","Prairies",225,5,5,225,0,225,100,2.22222222222222
"2824","Ceylon","pr47","Prairies",95,0,0,95,0,95,100,0
"2825","Laurier No. 38","pr47","Prairies",325,15,15,325,0,325,100,4.61538461538462
"2826","Radville","pr47","Prairies",830,55,55,830,5,835,99.4011976047904,6.58682634730539
"2827","Lomond No. 37","pr47","Prairies",305,0,0,305,0,305,100,0
"2828","Cymri No. 36","pr47","Prairies",525,5,5,525,0,525,100,0.952380952380952
"2829","Halbrite","pr47","Prairies",110,5,5,110,0,110,100,4.54545454545455
"2830","Midale","pr47","Prairies",545,5,5,545,0,545,100,0.917431192660551
"2831","Macoun","pr47","Prairies",245,10,10,245,0,245,100,4.08163265306122
"2832","Griffin No. 66","pr47","Prairies",400,0,0,400,0,400,100,0
"2833","Weyburn No. 67","pr47","Prairies",1055,30,30,1055,0,1055,100,2.8436018957346
"2834","Weyburn","pr47","Prairies",10135,210,205,10140,30,10170,99.6558505408063,2.06489675516224
"2835","McTaggart","pr47","Prairies",125,10,10,125,0,125,100,8
"2836","Brokenshell No. 68","pr47","Prairies",310,5,5,310,0,310,100,1.61290322580645
"2837","Norton No. 69","pr47","Prairies",260,10,10,260,0,260,100,3.84615384615385
"2838","Pangman","pr47","Prairies",190,0,0,190,0,190,100,0
"2839","Key West No. 70","pr47","Prairies",285,0,0,285,0,285,100,0
"2840","Ogema","pr47","Prairies",365,5,5,365,0,365,100,1.36986301369863
"2841","Elmsthorpe No. 100","pr47","Prairies",210,5,5,210,0,210,100,2.38095238095238
"2842","Avonlea","pr47","Prairies",370,5,5,370,0,370,100,1.35135135135135
"2843","Caledonia No. 99","pr47","Prairies",260,5,5,260,0,260,100,1.92307692307692
"2844","Milestone","pr47","Prairies",625,10,10,625,0,625,100,1.6
"2845","Scott No. 98","pr47","Prairies",180,10,10,180,0,180,100,5.55555555555556
"2846","Lang","pr47","Prairies",205,10,10,205,0,205,100,4.8780487804878
"2847","Yellow Grass","pr47","Prairies",435,5,5,435,5,440,98.8636363636364,1.13636363636364
"2848","Wellington No. 97","pr47","Prairies",355,10,10,355,0,355,100,2.8169014084507
"2849","Fillmore No. 96","pr47","Prairies",255,0,0,255,0,255,100,0
"2850","Fillmore","pr47","Prairies",235,5,5,235,0,235,100,2.12765957446809
"2851","Creelman","pr47","Prairies",115,10,10,115,0,115,100,8.69565217391304
"2852","Hart Butte No. 11","pr47","Prairies",265,15,15,265,0,265,100,5.66037735849057
"2853","Coronach","pr47","Prairies",705,15,15,705,0,705,100,2.12765957446809
"2854","Poplar Valley No. 12","pr47","Prairies",200,10,10,200,0,200,100,5
"2855","Rockglen","pr47","Prairies",380,20,20,380,0,380,100,5.26315789473684
"2856","Old Post No. 43","pr47","Prairies",395,20,20,395,0,395,100,5.06329113924051
"2857","Glen McPherson No. 46","pr47","Prairies",70,10,10,70,0,70,100,14.2857142857143
"2858","Mankota No. 45","pr47","Prairies",325,50,50,325,0,325,100,15.3846153846154
"2859","Mankota","pr47","Prairies",200,10,10,200,0,200,100,5
"2860","Waverley No. 44","pr47","Prairies",355,20,20,355,0,355,100,5.63380281690141
"2861","Willow Bunch No. 42","pr47","Prairies",360,70,70,360,0,360,100,19.4444444444444
"2862","Willow Bunch","pr47","Prairies",280,90,85,285,0,285,98.2456140350877,31.5789473684211
"2863","Excel No. 71","pr47","Prairies",410,5,5,410,10,420,97.6190476190476,1.19047619047619
"2864","Lake of the Rivers No. 72","pr47","Prairies",300,5,5,300,0,300,100,1.66666666666667
"2865","Assiniboia","pr47","Prairies",2345,160,155,2350,10,2360,99.364406779661,6.77966101694915
"2866","Stonehenge No. 73","pr47","Prairies",400,10,10,400,0,400,100,2.5
"2867","Limerick","pr47","Prairies",115,5,5,115,0,115,100,4.34782608695652
"2868","Wood River No. 74","pr47","Prairies",325,30,30,325,0,325,100,9.23076923076923
"2869","Lafleche","pr47","Prairies",395,45,45,395,0,395,100,11.3924050632911
"2870","Pinto Creek No. 75","pr47","Prairies",235,25,25,235,0,235,100,10.6382978723404
"2871","Kincaid","pr47","Prairies",115,10,10,115,0,115,100,8.69565217391304
"2872","Hazenmore","pr47","Prairies",45,0,0,45,0,45,100,0
"2873","Auvergne No. 76","pr47","Prairies",355,55,55,355,0,355,100,15.4929577464789
"2874","Ponteix","pr47","Prairies",545,170,170,545,15,560,97.3214285714286,30.3571428571429
"2875","Whiska Creek No. 106","pr47","Prairies",495,30,30,495,5,500,99,6
"2876","Neville","pr47","Prairies",80,0,0,80,0,80,100,0
"2877","Vanguard","pr47","Prairies",155,5,5,155,0,155,100,3.2258064516129
"2878","Glen Bain No. 105","pr47","Prairies",200,5,5,200,0,200,100,2.5
"2879","Gravelbourg No. 104","pr47","Prairies",305,125,125,305,0,305,100,40.9836065573771
"2880","Gravelbourg","pr47","Prairies",1045,430,425,1050,5,1055,99.0521327014218,40.7582938388626
"2881","Sutton No. 103","pr47","Prairies",240,25,25,240,0,240,100,10.4166666666667
"2882","Mossbank","pr47","Prairies",325,10,10,325,0,325,100,3.07692307692308
"2883","Lake Johnston No. 102","pr47","Prairies",160,5,5,160,0,160,100,3.125
"2884","Terrell No. 101","pr47","Prairies",225,5,5,225,0,225,100,2.22222222222222
"2885","Val Marie","pr47","Prairies",100,25,25,100,0,100,100,25
"2886","Val Marie No. 17","pr47","Prairies",400,15,15,400,5,405,98.7654320987654,3.7037037037037
"2887","Lone Tree No. 18","pr47","Prairies",145,0,0,145,0,145,100,0
"2888","Climax","pr47","Prairies",180,0,0,180,0,180,100,0
"2889","Frontier No. 19","pr47","Prairies",370,5,5,370,0,370,100,1.35135135135135
"2890","Frontier","pr47","Prairies",350,5,5,350,0,350,100,1.42857142857143
"2891","Reno No. 51","pr47","Prairies",400,5,5,400,0,400,100,1.25
"2892","Consul","pr47","Prairies",80,0,0,80,0,80,100,0
"2893","White Valley No. 49","pr47","Prairies",480,10,10,480,0,480,100,2.08333333333333
"2894","Eastend","pr47","Prairies",500,15,15,500,0,500,100,3
"2895","Wise Creek No. 77","pr47","Prairies",160,25,25,160,0,160,100,15.625
"2896","Cadillac","pr47","Prairies",80,15,15,80,0,80,100,18.75
"2897","Grassy Creek No. 78","pr47","Prairies",280,0,0,280,0,280,100,0
"2898","Shaunavon","pr47","Prairies",1695,50,50,1695,0,1695,100,2.94985250737463
"2899","Arlington No. 79","pr47","Prairies",340,5,5,340,5,345,98.5507246376812,1.44927536231884
"2900","Maple Creek No. 111","pr47","Prairies",1140,15,15,1140,10,1150,99.1304347826087,1.30434782608696
"2901","Maple Creek","pr47","Prairies",2120,50,50,2120,15,2135,99.2974238875878,2.34192037470726
"2902","Piapot No. 110","pr47","Prairies",320,5,5,320,0,320,100,1.5625
"2903","Carmichael No. 109","pr47","Prairies",440,5,5,440,0,440,100,1.13636363636364
"2904","Bone Creek No. 108","pr47","Prairies",330,10,10,330,5,335,98.5074626865672,2.98507462686567
"2905","Lac Pelletier No. 107","pr47","Prairies",590,30,30,590,20,610,96.7213114754098,4.91803278688525
"2906","Nekaneet Cree Nation","pr47","Prairies",115,0,0,115,0,115,100,0
"2907","Moosomin No. 121","pr47","Prairies",505,5,5,505,0,505,100,0.99009900990099
"2908","Fleming","pr47","Prairies",85,5,5,85,0,85,100,5.88235294117647
"2909","Moosomin","pr47","Prairies",2410,70,65,2415,10,2425,99.3814432989691,2.88659793814433
"2910","Welwyn","pr47","Prairies",140,15,15,140,0,140,100,10.7142857142857
"2911","Martin No. 122","pr47","Prairies",335,5,5,335,0,335,100,1.49253731343284
"2912","Wapella","pr47","Prairies",330,0,0,330,0,330,100,0
"2913","Silverwood No. 123","pr47","Prairies",465,5,5,465,0,465,100,1.0752688172043
"2914","Kingsley No. 124","pr47","Prairies",420,5,5,420,5,425,98.8235294117647,1.17647058823529
"2915","Kipling","pr47","Prairies",1020,25,25,1020,5,1025,99.5121951219512,2.4390243902439
"2916","Chester No. 125","pr47","Prairies",375,10,10,375,0,375,100,2.66666666666667
"2917","Windthorst","pr47","Prairies",215,5,5,215,0,215,100,2.32558139534884
"2918","Glenavon","pr47","Prairies",180,5,5,180,0,180,100,2.77777777777778
"2919","Wolseley","pr47","Prairies",795,25,25,795,0,795,100,3.14465408805031
"2920","Wolseley No. 155","pr47","Prairies",400,5,5,400,5,405,98.7654320987654,1.23456790123457
"2921","Elcapo No. 154","pr47","Prairies",480,5,5,480,0,480,100,1.04166666666667
"2922","Grenfell","pr47","Prairies",1015,15,15,1015,5,1020,99.5098039215686,1.47058823529412
