Indicator,Unit,Subgroup,Time Period,Data Value
New HIV Infections,Number,Females Young people (15-24) upper estimate,2001,654743
New HIV Infections,Number,Females Young people (15-24) upper estimate,2002,614951
New HIV Infections,Number,Females Young people (15-24) upper estimate,2003,579530
New HIV Infections,Number,Females Young people (15-24) upper estimate,2004,548772
New HIV Infections,Number,Females Young people (15-24) upper estimate,2005,522643
New HIV Infections,Number,Females Young people (15-24) upper estimate,2006,500625
New HIV Infections,Number,Females Young people (15-24) upper estimate,2007,493385
New HIV Infections,Number,Females Young people (15-24) upper estimate,2008,484648
New HIV Infections,Number,Females Young people (15-24) upper estimate,2009,478145
New HIV Infections,Number,Females Young people (15-24) upper estimate,2010,475968
New HIV Infections,Number,Females Young people (15-24) upper estimate,2011,477669
New HIV Infections,Number,Females Young people (15-24) upper estimate,2012,474482
New HIV Infections,Number,Females Young people (15-24) upper estimate,2013,467670
New HIV Infections,Number,Females Young people (15-24) upper estimate,2014,468261
New HIV Infections,Number,Females Young people (15-24) upper estimate,2015,458156
New HIV Infections,Number,Males Young people (15-24) estimate,1990,326377
New HIV Infections,Number,Males Young people (15-24) estimate,1991,378313
New HIV Infections,Number,Males Young people (15-24) estimate,1992,410491
New HIV Infections,Number,Males Young people (15-24) estimate,1993,420163
New HIV Infections,Number,Males Young people (15-24) estimate,1994,444341
New HIV Infections,Number,Males Young people (15-24) estimate,1995,457614
New HIV Infections,Number,Males Young people (15-24) estimate,1996,466554
New HIV Infections,Number,Males Young people (15-24) estimate,1997,467407
New HIV Infections,Number,Males Young people (15-24) estimate,1998,455950
New HIV Infections,Number,Males Young people (15-24) estimate,1999,441250
New HIV Infections,Number,Males Young people (15-24) estimate,2000,420753
New HIV Infections,Number,Males Young people (15-24) estimate,2001,400253
New HIV Infections,Number,Males Young people (15-24) estimate,2002,382032
New HIV Infections,Number,Males Young people (15-24) estimate,2003,364238
New HIV Infections,Number,Males Young people (15-24) estimate,2004,346141
New HIV Infections,Number,Males Young people (15-24) estimate,2005,332232
New HIV Infections,Number,Males Young people (15-24) estimate,2006,321007
New HIV Infections,Number,Males Young people (15-24) estimate,2007,314219
New HIV Infections,Number,Males Young people (15-24) estimate,2008,305368
New HIV Infections,Number,Males Young people (15-24) estimate,2009,300936
New HIV Infections,Number,Males Young people (15-24) estimate,2010,297686
New HIV Infections,Number,Males Young people (15-24) estimate,2011,294990
New HIV Infections,Number,Males Young people (15-24) estimate,2012,291778
New HIV Infections,Number,Males Young people (15-24) estimate,2013,288315
New HIV Infections,Number,Males Young people (15-24) estimate,2014,284350
New HIV Infections,Number,Males Young people (15-24) estimate,2015,278134
New HIV Infections,Number,Males Young people (15-24) lower estimate,1990,268738
New HIV Infections,Number,Males Young people (15-24) lower estimate,1991,311575
New HIV Infections,Number,Males Young people (15-24) lower estimate,1992,338104
New HIV Infections,Number,Males Young people (15-24) lower estimate,1993,342717
New HIV Infections,Number,Males Young people (15-24) lower estimate,1994,361993
New HIV Infections,Number,Males Young people (15-24) lower estimate,1995,372026
New HIV Infections,Number,Males Young people (15-24) lower estimate,1996,381309
New HIV Infections,Number,Males Young people (15-24) lower estimate,1997,385933
New HIV Infections,Number,Males Young people (15-24) lower estimate,1998,379134
New HIV Infections,Number,Males Young people (15-24) lower estimate,1999,367868
New HIV Infections,Number,Males Young people (15-24) lower estimate,2000,350568
New HIV Infections,Number,Males Young people (15-24) lower estimate,2001,334146
New HIV Infections,Number,Males Young people (15-24) lower estimate,2002,320016
New HIV Infections,Number,Males Young people (15-24) lower estimate,2003,303496
New HIV Infections,Number,Males Young people (15-24) lower estimate,2004,288304
New HIV Infections,Number,Males Young people (15-24) lower estimate,2005,276682
New HIV Infections,Number,Males Young people (15-24) lower estimate,2006,269030
New HIV Infections,Number,Males Young people (15-24) lower estimate,2007,261462
New HIV Infections,Number,Males Young people (15-24) lower estimate,2008,253380
New HIV Infections,Number,Males Young people (15-24) lower estimate,2009,250478
New HIV Infections,Number,Males Young people (15-24) lower estimate,2010,246684
New HIV Infections,Number,Males Young people (15-24) lower estimate,2011,246064
New HIV Infections,Number,Males Young people (15-24) lower estimate,2012,242032
New HIV Infections,Number,Males Young people (15-24) lower estimate,2013,236860
New HIV Infections,Number,Males Young people (15-24) lower estimate,2014,232336
New HIV Infections,Number,Males Young people (15-24) lower estimate,2015,228352
New HIV Infections,Number,Males Young people (15-24) upper estimate,1990,390094
New HIV Infections,Number,Males Young people (15-24) upper estimate,1991,451672
New HIV Infections,Number,Males Young people (15-24) upper estimate,1992,486754
New HIV Infections,Number,Males Young people (15-24) upper estimate,1993,502967
New HIV Infections,Number,Males Young people (15-24) upper estimate,1994,530747
New HIV Infections,Number,Males Young people (15-24) upper estimate,1995,543891
New HIV Infections,Number,Males Young people (15-24) upper estimate,1996,551415
New HIV Infections,Number,Males Young people (15-24) upper estimate,1997,545108
New HIV Infections,Number,Males Young people (15-24) upper estimate,1998,537378
New HIV Infections,Number,Males Young people (15-24) upper estimate,1999,514124
New HIV Infections,Number,Males Young people (15-24) upper estimate,2000,492170
New HIV Infections,Number,Males Young people (15-24) upper estimate,2001,465892
New HIV Infections,Number,Males Young people (15-24) upper estimate,2002,444667
New HIV Infections,Number,Males Young people (15-24) upper estimate,2003,425982
New HIV Infections,Number,Males Young people (15-24) upper estimate,2004,403967
New HIV Infections,Number,Males Young people (15-24) upper estimate,2005,385231
New HIV Infections,Number,Males Young people (15-24) upper estimate,2006,375654
New HIV Infections,Number,Males Young people (15-24) upper estimate,2007,366919
New HIV Infections,Number,Males Young people (15-24) upper estimate,2008,357822
New HIV Infections,Number,Males Young people (15-24) upper estimate,2009,352563
New HIV Infections,Number,Males Young people (15-24) upper estimate,2010,352906
New HIV Infections,Number,Males Young people (15-24) upper estimate,2011,349301
New HIV Infections,Number,Males Young people (15-24) upper estimate,2012,349777
New HIV Infections,Number,Males Young people (15-24) upper estimate,2013,344464
New HIV Infections,Number,Males Young people (15-24) upper estimate,2014,340240
New HIV Infections,Number,Males Young people (15-24) upper estimate,2015,337226
New HIV Infections,Number,All sexes Young people (15-24) estimate,1990,699352
New HIV Infections,Number,All sexes Young people (15-24) estimate,1991,814861
New HIV Infections,Number,All sexes Young people (15-24) estimate,1992,911733
New HIV Infections,Number,All sexes Young people (15-24) estimate,1993,981563
New HIV Infections,Number,All sexes Young people (15-24) estimate,1994,1068630
New HIV Infections,Number,All sexes Young people (15-24) estimate,1995,1126910
New HIV Infections,Number,All sexes Young people (15-24) estimate,1996,1164090
New HIV Infections,Number,All sexes Young people (15-24) estimate,1997,1169900
New HIV Infections,Number,All sexes Young people (15-24) estimate,1998,1140770
New HIV Infections,Number,All sexes Young people (15-24) estimate,1999,1099110
New HIV Infections,Number,All sexes Young people (15-24) estimate,2000,1039180
New HIV Infections,Number,All sexes Young people (15-24) estimate,2001,980353
New HIV Infections,Number,All sexes Young people (15-24) estimate,2002,924185
New HIV Infections,Number,All sexes Young people (15-24) estimate,2003,873149
New HIV Infections,Number,All sexes Young people (15-24) estimate,2004,827015
New HIV Infections,Number,All sexes Young people (15-24) estimate,2005,791412
New HIV Infections,Number,All sexes Young people (15-24) estimate,2006,762787
New HIV Infections,Number,All sexes Young people (15-24) estimate,2007,748711
New HIV Infections,Number,All sexes Young people (15-24) estimate,2008,730126
New HIV Infections,Number,All sexes Young people (15-24) estimate,2009,720052
New HIV Infections,Number,All sexes Young people (15-24) estimate,2010,712724
New HIV Infections,Number,All sexes Young people (15-24) estimate,2011,708178
New HIV Infections,Number,All sexes Young people (15-24) estimate,2012,701421
New HIV Infections,Number,All sexes Young people (15-24) estimate,2013,693302
New HIV Infections,Number,All sexes Young people (15-24) estimate,2014,683280
New HIV Infections,Number,All sexes Young people (15-24) estimate,2015,666886
New HIV Infections,Number,All sexes Young people (15-24) lower estimate,1990,590465
New HIV Infections,Number,All sexes Young people (15-24) lower estimate,1991,693836
New HIV Infections,Number,All sexes Young people (15-24) lower estimate,1992,776444
New HIV Infections,Number,All sexes Young people (15-24) lower estimate,1993,838877
New HIV Infections,Number,All sexes Young people (15-24) lower estimate,1994,919531
New HIV Infections,Number,All sexes Young people (15-24) lower estimate,1995,968753
New HIV Infections,Number,All sexes Young people (15-24) lower estimate,1996,1005267
New HIV Infections,Number,All sexes Young people (15-24) lower estimate,1997,1011412
New HIV Infections,Number,All sexes Young people (15-24) lower estimate,1998,992216
New HIV Infections,Number,All sexes Young people (15-24) lower estimate,1999,954399
New HIV Infections,Number,All sexes Young people (15-24) lower estimate,2000,906190
New HIV Infections,Number,All sexes Young people (15-24) lower estimate,2001,850336
New HIV Infections,Number,All sexes Young people (15-24) lower estimate,2002,804228
New HIV Infections,Number,All sexes Young people (15-24) lower estimate,2003,758864
New HIV Infections,Number,All sexes Young people (15-24) lower estimate,2004,718573
New HIV Infections,Number,All sexes Young people (15-24) lower estimate,2005,687233
New HIV Infections,Number,All sexes Young people (15-24) lower estimate,2006,661179
New HIV Infections,Number,All sexes Young people (15-24) lower estimate,2007,646736
New HIV Infections,Number,All sexes Young people (15-24) lower estimate,2008,629637
New HIV Infections,Number,All sexes Young people (15-24) lower estimate,2009,621681
New HIV Infections,Number,All sexes Young people (15-24) lower estimate,2010,610083
New HIV Infections,Number,All sexes Young people (15-24) lower estimate,2011,607941
New HIV Infections,Number,All sexes Young people (15-24) lower estimate,2012,599069
New HIV Infections,Number,All sexes Young people (15-24) lower estimate,2013,587284
New HIV Infections,Number,All sexes Young people (15-24) lower estimate,2014,576616
New HIV Infections,Number,All sexes Young people (15-24) lower estimate,2015,562799
New HIV Infections,Number,All sexes Young people (15-24) upper estimate,1990,825308
New HIV Infections,Number,All sexes Young people (15-24) upper estimate,1991,958861
New HIV Infections,Number,All sexes Young people (15-24) upper estimate,1992,1063084
New HIV Infections,Number,All sexes Young people (15-24) upper estimate,1993,1148845
New HIV Infections,Number,All sexes Young people (15-24) upper estimate,1994,1242115
New HIV Infections,Number,All sexes Young people (15-24) upper estimate,1995,1306980
New HIV Infections,Number,All sexes Young people (15-24) upper estimate,1996,1338884
New HIV Infections,Number,All sexes Young people (15-24) upper estimate,1997,1342755
New HIV Infections,Number,All sexes Young people (15-24) upper estimate,1998,1306735
New HIV Infections,Number,All sexes Young people (15-24) upper estimate,1999,1255631
New HIV Infections,Number,All sexes Young people (15-24) upper estimate,2000,1192153
New HIV Infections,Number,All sexes Young people (15-24) upper estimate,2001,1120638
New HIV Infections,Number,All sexes Young people (15-24) upper estimate,2002,1059610
New HIV Infections,Number,All sexes Young people (15-24) upper estimate,2003,1005518
New HIV Infections,Number,All sexes Young people (15-24) upper estimate,2004,952751
New HIV Infections,Number,All sexes Young people (15-24) upper estimate,2005,907888
New HIV Infections,Number,All sexes Young people (15-24) upper estimate,2006,876258
New HIV Infections,Number,All sexes Young people (15-24) upper estimate,2007,860288
New HIV Infections,Number,All sexes Young people (15-24) upper estimate,2008,842477
New HIV Infections,Number,All sexes Young people (15-24) upper estimate,2009,830710
New HIV Infections,Number,All sexes Young people (15-24) upper estimate,2010,828853
New HIV Infections,Number,All sexes Young people (15-24) upper estimate,2011,826988
New HIV Infections,Number,All sexes Young people (15-24) upper estimate,2012,824259
New HIV Infections,Number,All sexes Young people (15-24) upper estimate,2013,812139
New HIV Infections,Number,All sexes Young people (15-24) upper estimate,2014,808514
New HIV Infections,Number,All sexes Young people (15-24) upper estimate,2015,795375
AIDS-related deaths,Number,Females 50+ lower estimate,1990,11044
AIDS-related deaths,Number,Females 50+ lower estimate,1991,14684
AIDS-related deaths,Number,Females 50+ lower estimate,1992,19217
AIDS-related deaths,Number,Females 50+ lower estimate,1993,24585
AIDS-related deaths,Number,Females 50+ lower estimate,1994,30842
AIDS-related deaths,Number,Females 50+ lower estimate,1995,38072
AIDS-related deaths,Number,Females 50+ lower estimate,1996,44938
AIDS-related deaths,Number,Females 50+ lower estimate,1997,53165
AIDS-related deaths,Number,Females 50+ lower estimate,1998,62784
AIDS-related deaths,Number,Females 50+ lower estimate,1999,72960
AIDS-related deaths,Number,Females 50+ lower estimate,2000,83860
AIDS-related deaths,Number,Females 50+ lower estimate,2001,94884
AIDS-related deaths,Number,Females 50+ lower estimate,2002,105861
AIDS-related deaths,Number,Females 50+ lower estimate,2003,115436
AIDS-related deaths,Number,Females 50+ lower estimate,2004,122535
AIDS-related deaths,Number,Females 50+ lower estimate,2005,124116
AIDS-related deaths,Number,Females 50+ lower estimate,2006,121522
AIDS-related deaths,Number,Females 50+ lower estimate,2007,115354
AIDS-related deaths,Number,Females 50+ lower estimate,2008,104349
AIDS-related deaths,Number,Females 50+ lower estimate,2009,94230
AIDS-related deaths,Number,Females 50+ lower estimate,2010,87284
AIDS-related deaths,Number,Females 50+ lower estimate,2011,83604
AIDS-related deaths,Number,Females 50+ lower estimate,2012,79413
AIDS-related deaths,Number,Females 50+ lower estimate,2013,71376
AIDS-related deaths,Number,Females 50+ lower estimate,2014,65544
AIDS-related deaths,Number,Females 50+ lower estimate,2015,63525
AIDS-related deaths,Number,Females 50+ upper estimate,1990,19222
AIDS-related deaths,Number,Females 50+ upper estimate,1991,24749
AIDS-related deaths,Number,Females 50+ upper estimate,1992,31421
AIDS-related deaths,Number,Females 50+ upper estimate,1993,39095
AIDS-related deaths,Number,Females 50+ upper estimate,1994,47986
AIDS-related deaths,Number,Females 50+ upper estimate,1995,57901
AIDS-related deaths,Number,Females 50+ upper estimate,1996,67846
AIDS-related deaths,Number,Females 50+ upper estimate,1997,79429
AIDS-related deaths,Number,Females 50+ upper estimate,1998,92226
AIDS-related deaths,Number,Females 50+ upper estimate,1999,105494
AIDS-related deaths,Number,Females 50+ upper estimate,2000,119198
AIDS-related deaths,Number,Females 50+ upper estimate,2001,132863
AIDS-related deaths,Number,Females 50+ upper estimate,2002,145332
AIDS-related deaths,Number,Females 50+ upper estimate,2003,156287
AIDS-related deaths,Number,Females 50+ upper estimate,2004,163751
AIDS-related deaths,Number,Females 50+ upper estimate,2005,164427
AIDS-related deaths,Number,Females 50+ upper estimate,2006,160329
AIDS-related deaths,Number,Females 50+ upper estimate,2007,150871
AIDS-related deaths,Number,Females 50+ upper estimate,2008,136862
AIDS-related deaths,Number,Females 50+ upper estimate,2009,124075
AIDS-related deaths,Number,Females 50+ upper estimate,2010,115789
AIDS-related deaths,Number,Females 50+ upper estimate,2011,111775
AIDS-related deaths,Number,Females 50+ upper estimate,2012,106552
AIDS-related deaths,Number,Females 50+ upper estimate,2013,96924
AIDS-related deaths,Number,Females 50+ upper estimate,2014,90346
AIDS-related deaths,Number,Females 50+ upper estimate,2015,88835
AIDS-related deaths,Number,Males 50+ estimate,1990,25846
AIDS-related deaths,Number,Males 50+ estimate,1991,32147
AIDS-related deaths,Number,Males 50+ estimate,1992,39280
AIDS-related deaths,Number,Males 50+ estimate,1993,47273
AIDS-related deaths,Number,Males 50+ estimate,1994,56172
AIDS-related deaths,Number,Males 50+ estimate,1995,66008
AIDS-related deaths,Number,Males 50+ estimate,1996,70096
AIDS-related deaths,Number,Males 50+ estimate,1997,78598
AIDS-related deaths,Number,Males 50+ estimate,1998,90317
AIDS-related deaths,Number,Males 50+ estimate,1999,101673
AIDS-related deaths,Number,Males 50+ estimate,2000,114279
AIDS-related deaths,Number,Males 50+ estimate,2001,127936
AIDS-related deaths,Number,Males 50+ estimate,2002,140669
AIDS-related deaths,Number,Males 50+ estimate,2003,151582
AIDS-related deaths,Number,Males 50+ estimate,2004,159708
AIDS-related deaths,Number,Males 50+ estimate,2005,162803
AIDS-related deaths,Number,Males 50+ estimate,2006,161490
AIDS-related deaths,Number,Males 50+ estimate,2007,155396
AIDS-related deaths,Number,Males 50+ estimate,2008,146619
AIDS-related deaths,Number,Males 50+ estimate,2009,137978
AIDS-related deaths,Number,Males 50+ estimate,2010,133664
AIDS-related deaths,Number,Males 50+ estimate,2011,135348
AIDS-related deaths,Number,Males 50+ estimate,2012,136060
AIDS-related deaths,Number,Males 50+ estimate,2013,133522
AIDS-related deaths,Number,Males 50+ estimate,2014,130302
AIDS-related deaths,Number,Males 50+ estimate,2015,129810
AIDS-related deaths,Number,Males 50+ lower estimate,1990,19550
AIDS-related deaths,Number,Males 50+ lower estimate,1991,24625
AIDS-related deaths,Number,Males 50+ lower estimate,1992,30616
AIDS-related deaths,Number,Males 50+ lower estimate,1993,37357
AIDS-related deaths,Number,Males 50+ lower estimate,1994,44931
AIDS-related deaths,Number,Males 50+ lower estimate,1995,53345
AIDS-related deaths,Number,Males 50+ lower estimate,1996,56755
AIDS-related deaths,Number,Males 50+ lower estimate,1997,63851
AIDS-related deaths,Number,Males 50+ lower estimate,1998,73975
AIDS-related deaths,Number,Males 50+ lower estimate,1999,83992
AIDS-related deaths,Number,Males 50+ lower estimate,2000,95261
AIDS-related deaths,Number,Males 50+ lower estimate,2001,107333
AIDS-related deaths,Number,Males 50+ lower estimate,2002,119242
AIDS-related deaths,Number,Males 50+ lower estimate,2003,129236
AIDS-related deaths,Number,Males 50+ lower estimate,2004,137293
AIDS-related deaths,Number,Males 50+ lower estimate,2005,140563
AIDS-related deaths,Number,Males 50+ lower estimate,2006,139899
AIDS-related deaths,Number,Males 50+ lower estimate,2007,135275
AIDS-related deaths,Number,Males 50+ lower estimate,2008,127639
AIDS-related deaths,Number,Males 50+ lower estimate,2009,119925
AIDS-related deaths,Number,Males 50+ lower estimate,2010,115645
AIDS-related deaths,Number,Males 50+ lower estimate,2011,116461
AIDS-related deaths,Number,Males 50+ lower estimate,2012,116980
AIDS-related deaths,Number,Males 50+ lower estimate,2013,114170
AIDS-related deaths,Number,Males 50+ lower estimate,2014,110693
AIDS-related deaths,Number,Males 50+ lower estimate,2015,109467
AIDS-related deaths,Number,Males 50+ upper estimate,1990,34027
AIDS-related deaths,Number,Males 50+ upper estimate,1991,41505
AIDS-related deaths,Number,Males 50+ upper estimate,1992,50060
AIDS-related deaths,Number,Males 50+ upper estimate,1993,59405
AIDS-related deaths,Number,Males 50+ upper estimate,1994,69906
AIDS-related deaths,Number,Males 50+ upper estimate,1995,81129
AIDS-related deaths,Number,Males 50+ upper estimate,1996,85688
AIDS-related deaths,Number,Males 50+ upper estimate,1997,95394
AIDS-related deaths,Number,Males 50+ upper estimate,1998,108666
AIDS-related deaths,Number,Males 50+ upper estimate,1999,121445
AIDS-related deaths,Number,Males 50+ upper estimate,2000,135404
AIDS-related deaths,Number,Males 50+ upper estimate,2001,150295
AIDS-related deaths,Number,Males 50+ upper estimate,2002,163703
AIDS-related deaths,Number,Males 50+ upper estimate,2003,174971
AIDS-related deaths,Number,Males 50+ upper estimate,2004,183473
AIDS-related deaths,Number,Males 50+ upper estimate,2005,186216
AIDS-related deaths,Number,Males 50+ upper estimate,2006,184574
AIDS-related deaths,Number,Males 50+ upper estimate,2007,176925
AIDS-related deaths,Number,Males 50+ upper estimate,2008,167408
AIDS-related deaths,Number,Males 50+ upper estimate,2009,157908
AIDS-related deaths,Number,Males 50+ upper estimate,2010,153412
AIDS-related deaths,Number,Males 50+ upper estimate,2011,155704
AIDS-related deaths,Number,Males 50+ upper estimate,2012,156957
AIDS-related deaths,Number,Males 50+ upper estimate,2013,155037
AIDS-related deaths,Number,Males 50+ upper estimate,2014,152579
AIDS-related deaths,Number,Males 50+ upper estimate,2015,153082
AIDS-related deaths,Number,All sexes 50+ estimate,1990,40439
AIDS-related deaths,Number,All sexes 50+ estimate,1991,51339
AIDS-related deaths,Number,All sexes 50+ estimate,1992,63931
AIDS-related deaths,Number,All sexes 50+ estimate,1993,78385
AIDS-related deaths,Number,All sexes 50+ estimate,1994,94732
AIDS-related deaths,Number,All sexes 50+ estimate,1995,113106
AIDS-related deaths,Number,All sexes 50+ estimate,1996,125613
AIDS-related deaths,Number,All sexes 50+ estimate,1997,144059
AIDS-related deaths,Number,All sexes 50+ estimate,1998,166975
AIDS-related deaths,Number,All sexes 50+ estimate,1999,190025
AIDS-related deaths,Number,All sexes 50+ estimate,2000,214880
AIDS-related deaths,Number,All sexes 50+ estimate,2001,241034
AIDS-related deaths,Number,All sexes 50+ estimate,2002,265549
AIDS-related deaths,Number,All sexes 50+ estimate,2003,286973
AIDS-related deaths,Number,All sexes 50+ estimate,2004,302259
AIDS-related deaths,Number,All sexes 50+ estimate,2005,306558
AIDS-related deaths,Number,All sexes 50+ estimate,2006,301776
AIDS-related deaths,Number,All sexes 50+ estimate,2007,287899
AIDS-related deaths,Number,All sexes 50+ estimate,2008,266487
AIDS-related deaths,Number,All sexes 50+ estimate,2009,246397
AIDS-related deaths,Number,All sexes 50+ estimate,2010,234558
AIDS-related deaths,Number,All sexes 50+ estimate,2011,232479
AIDS-related deaths,Number,All sexes 50+ estimate,2012,228413
AIDS-related deaths,Number,All sexes 50+ estimate,2013,217007
AIDS-related deaths,Number,All sexes 50+ estimate,2014,207478
AIDS-related deaths,Number,All sexes 50+ estimate,2015,205127
AIDS-related deaths,Number,All sexes 50+ lower estimate,1990,30588
AIDS-related deaths,Number,All sexes 50+ lower estimate,1991,39326
AIDS-related deaths,Number,All sexes 50+ lower estimate,1992,49830
AIDS-related deaths,Number,All sexes 50+ lower estimate,1993,61944
AIDS-related deaths,Number,All sexes 50+ lower estimate,1994,75773
AIDS-related deaths,Number,All sexes 50+ lower estimate,1995,91408
AIDS-related deaths,Number,All sexes 50+ lower estimate,1996,101707
AIDS-related deaths,Number,All sexes 50+ lower estimate,1997,117029
AIDS-related deaths,Number,All sexes 50+ lower estimate,1998,136763
AIDS-related deaths,Number,All sexes 50+ lower estimate,1999,156980
AIDS-related deaths,Number,All sexes 50+ lower estimate,2000,179121
AIDS-related deaths,Number,All sexes 50+ lower estimate,2001,202217
AIDS-related deaths,Number,All sexes 50+ lower estimate,2002,225100
AIDS-related deaths,Number,All sexes 50+ lower estimate,2003,244668
AIDS-related deaths,Number,All sexes 50+ lower estimate,2004,259836
AIDS-related deaths,Number,All sexes 50+ lower estimate,2005,264681
AIDS-related deaths,Number,All sexes 50+ lower estimate,2006,261429
AIDS-related deaths,Number,All sexes 50+ lower estimate,2007,250621
AIDS-related deaths,Number,All sexes 50+ lower estimate,2008,231990
AIDS-related deaths,Number,All sexes 50+ lower estimate,2009,214159
AIDS-related deaths,Number,All sexes 50+ lower estimate,2010,202937
AIDS-related deaths,Number,All sexes 50+ lower estimate,2011,200037
AIDS-related deaths,Number,All sexes 50+ lower estimate,2012,196382
AIDS-related deaths,Number,All sexes 50+ lower estimate,2013,185554
AIDS-related deaths,Number,All sexes 50+ lower estimate,2014,176255
AIDS-related deaths,Number,All sexes 50+ lower estimate,2015,172980
AIDS-related deaths,Number,All sexes 50+ upper estimate,1990,53238
AIDS-related deaths,Number,All sexes 50+ upper estimate,1991,66284
AIDS-related deaths,Number,All sexes 50+ upper estimate,1992,81476
AIDS-related deaths,Number,All sexes 50+ upper estimate,1993,98503
AIDS-related deaths,Number,All sexes 50+ upper estimate,1994,117893
AIDS-related deaths,Number,All sexes 50+ upper estimate,1995,139017
AIDS-related deaths,Number,All sexes 50+ upper estimate,1996,153554
AIDS-related deaths,Number,All sexes 50+ upper estimate,1997,174844
AIDS-related deaths,Number,All sexes 50+ upper estimate,1998,200898
AIDS-related deaths,Number,All sexes 50+ upper estimate,1999,226978
AIDS-related deaths,Number,All sexes 50+ upper estimate,2000,254602
AIDS-related deaths,Number,All sexes 50+ upper estimate,2001,283158
AIDS-related deaths,Number,All sexes 50+ upper estimate,2002,309032
AIDS-related deaths,Number,All sexes 50+ upper estimate,2003,331253
AIDS-related deaths,Number,All sexes 50+ upper estimate,2004,347235
AIDS-related deaths,Number,All sexes 50+ upper estimate,2005,350644
AIDS-related deaths,Number,All sexes 50+ upper estimate,2006,344913
AIDS-related deaths,Number,All sexes 50+ upper estimate,2007,327786
AIDS-related deaths,Number,All sexes 50+ upper estimate,2008,304272
AIDS-related deaths,Number,All sexes 50+ upper estimate,2009,281988
AIDS-related deaths,Number,All sexes 50+ upper estimate,2010,269211
AIDS-related deaths,Number,All sexes 50+ upper estimate,2011,267443
AIDS-related deaths,Number,All sexes 50+ upper estimate,2012,263494
AIDS-related deaths,Number,All sexes 50+ upper estimate,2013,251973
AIDS-related deaths,Number,All sexes 50+ upper estimate,2014,242950
AIDS-related deaths,Number,All sexes 50+ upper estimate,2015,241900
Pregnant women needing ARV for preventing MTCT,Number,estimate,2010,1442130
AIDS-related deaths,Number,Adults (15+) estimate,1991,309657
AIDS-related deaths,Number,Adults (15+) estimate,1992,385955
AIDS-related deaths,Number,Adults (15+) estimate,1993,474203
AIDS-related deaths,Number,Adults (15+) estimate,1994,574755
AIDS-related deaths,Number,Adults (15+) estimate,1995,688149
AIDS-related deaths,Number,Adults (15+) estimate,1996,774027
AIDS-related deaths,Number,Adults (15+) estimate,1997,890075
AIDS-related deaths,Number,Adults (15+) estimate,1998,1027760
AIDS-related deaths,Number,Females Young people (15-24) estimate,1990,9765
AIDS-related deaths,Number,Females Young people (15-24) estimate,1991,11981
AIDS-related deaths,Number,Females Young people (15-24) estimate,1992,14577
AIDS-related deaths,Number,Females Young people (15-24) estimate,1993,17636
AIDS-related deaths,Number,Females Young people (15-24) estimate,1994,21172
AIDS-related deaths,Number,Females Young people (15-24) estimate,1995,25285
AIDS-related deaths,Number,Females Young people (15-24) estimate,1996,29340
AIDS-related deaths,Number,Females Young people (15-24) estimate,1997,33359
AIDS-related deaths,Number,Females Young people (15-24) estimate,1998,37093
AIDS-related deaths,Number,Females Young people (15-24) estimate,1999,40241
AIDS-related deaths,Number,Females Young people (15-24) estimate,2000,42717
AIDS-related deaths,Number,Females Young people (15-24) estimate,2001,44411
AIDS-related deaths,Number,Females Young people (15-24) estimate,2002,45266
AIDS-related deaths,Number,Females Young people (15-24) estimate,2003,45327
AIDS-related deaths,Number,Females Young people (15-24) estimate,2004,44614
AIDS-related deaths,Number,Females Young people (15-24) estimate,2005,42978
AIDS-related deaths,Number,Females Young people (15-24) estimate,2006,40969
AIDS-related deaths,Number,Females Young people (15-24) estimate,2007,38864
AIDS-related deaths,Number,Females Young people (15-24) estimate,2008,36676
AIDS-related deaths,Number,Females Young people (15-24) estimate,2009,34922
AIDS-related deaths,Number,Females Young people (15-24) estimate,2010,33636
AIDS-related deaths,Number,Females Young people (15-24) estimate,2011,32544
AIDS-related deaths,Number,Females Young people (15-24) estimate,2012,31606
AIDS-related deaths,Number,Females Young people (15-24) estimate,2013,30481
AIDS-related deaths,Number,Females Young people (15-24) estimate,2014,29405
AIDS-related deaths,Number,Females Young people (15-24) estimate,2015,28867
AIDS-related deaths,Number,Females Young people (15-24) lower estimate,1990,5267
AIDS-related deaths,Number,Females Young people (15-24) lower estimate,1991,6559
AIDS-related deaths,Number,Females Young people (15-24) lower estimate,1992,8109
AIDS-related deaths,Number,Females Young people (15-24) lower estimate,1993,9922
AIDS-related deaths,Number,Females Young people (15-24) lower estimate,1994,11952
AIDS-related deaths,Number,Females Young people (15-24) lower estimate,1995,14288
AIDS-related deaths,Number,Females Young people (15-24) lower estimate,1996,16712
AIDS-related deaths,Number,Females Young people (15-24) lower estimate,1997,19121
AIDS-related deaths,Number,Females Young people (15-24) lower estimate,1998,21123
AIDS-related deaths,Number,Females Young people (15-24) lower estimate,1999,23179
AIDS-related deaths,Number,Females Young people (15-24) lower estimate,2000,24507
AIDS-related deaths,Number,Females Young people (15-24) lower estimate,2001,25583
AIDS-related deaths,Number,Females Young people (15-24) lower estimate,2002,26297
AIDS-related deaths,Number,Females Young people (15-24) lower estimate,2003,26620
AIDS-related deaths,Number,Females Young people (15-24) lower estimate,2004,26579
AIDS-related deaths,Number,Females Young people (15-24) lower estimate,2005,25986
AIDS-related deaths,Number,Females Young people (15-24) lower estimate,2006,25077
