"City, State",Classification,Definition,DRG,Hospital Referral Region Description,Provider City,Provider Id,Provider Name,Provider State,Provider Street Address,Provider Zip Code,Average Covered Charges ,Average Total Payments ,Number of Records,Reimbursement Rate,Total Discharges ,Total Payment
"ERIE, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Erie,ERIE,390009,SAINT VINCENT HEALTH CENTER,PA,232 WEST 25TH STREET,16544,29777.00,6301.00,1,0.211591658,27,"170,118.00"
"SAINT MARYS, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Erie,SAINT MARYS,390154,ELK REGIONAL HEALTH CENTER,PA,763 JOHNSONBURG ROAD,15857,11890.00,4033.00,1,0.339205278,27,"108,891"
"SENECA, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Erie,SENECA,390091,UPMC NORTHWEST,PA,100 FAIRFIELD DRIVE,16346,8638.00,4223.00,1,0.488937279,42,"177,384.00"
"WAYNESBORO, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Harrisburg,WAYNESBORO,390138,WAYNESBORO HOSPITAL,PA,501 EAST MAIN ST,17268,14087.00,5523.00,1,0.392088767,13,"71,804.00"
"LEWISTOWN, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Harrisburg,LEWISTOWN,390048,LEWISTOWN HOSPITAL,PA,400 HIGHLAND AVENUE,17044,11582.00,4960.00,1,0.428232605,17,"84,319.00"
"CAMP HILL, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Harrisburg,CAMP HILL,390004,HOLY SPIRIT HOSPITAL,PA,503 NORTH 21ST STREET,17011,15820.00,4263.00,1,0.269441333,18,"76,728.00"
"HERSHEY, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Harrisburg,HERSHEY,390256,MILTON S HERSHEY MEDICAL CENTER,PA,500 UNIVERSITY DRIVE,17033,17294.00,7167.00,1,0.414422726,22,"157,675.00"
"LEBANON, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Harrisburg,LEBANON,390066,GOOD SAMARITAN HOSPITAL,PA,FOURTH AND WALNUT STREETS,17042,15660.00,4685.00,1,0.299157898,24,"112,437"
"GETTYSBURG, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Harrisburg,GETTYSBURG,390065,GETTYSBURG HOSPITAL,PA,147 GETTYS STREET,17325,9863.00,4855.00,1,0.492259585,25,"121,373"
"CARLISLE, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Harrisburg,CARLISLE,390058,CARLISLE REGIONAL MEDICAL CENTER,PA,361 ALEXANDER SPRING ROAD,17015,16989.00,4172.00,1,0.245550599,28,"116,804.00"
"CHAMBERSBURG, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Harrisburg,CHAMBERSBURG,390151,CHAMBERSBURG HOSPITAL,PA,112 NORTH SEVENTH STREET,17201,16965.00,4741.00,1,0.279435425,44,"208,591.00"
"HARRISBURG, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Harrisburg,HARRISBURG,390067,PINNACLE HEALTH HOSPITALS,PA,409 SOUTH SECOND STREET,17105,13983.00,5887.00,1,0.420973316,55,"323,763"
"JOHNSTOWN, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Johnstown,JOHNSTOWN,390110,CONEMAUGH VALLEY MEMORIAL HOSPITAL,PA,1086 FRANKLIN STREET,15905,13884.00,5243.00,1,0.377656996,26,"136,327.00"
"COATESVILLE, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Lancaster,COATESVILLE,390076,BRANDYWINE HOSPITAL,PA,201 REESEVILLE ROAD,19320,34903.00,4879.00,1,0.139772835,16,"78,056"
"WEST GROVE, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Lancaster,WEST GROVE,390220,JENNERSVILLE REGIONAL HOSPITAL,PA,1015 WEST BALTIMORE PIKE,19390,33002.00,4810.00,1,0.145739623,18,"86,574.00"
"EPHRATA, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Lancaster,EPHRATA,390225,EPHRATA COMMUNITY HOSPITAL,PA,169 MARTIN AVENUE,17522,20379.00,5036.00,1,0.247110153,23,"115,823.00"
"LANCASTER, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Lancaster,LANCASTER,390100,LANCASTER GENERAL HOSPITAL,PA,555 NORTH DUKE STREET,17604,19929.00,5209.00,1,0.261400419,61,"317,779.00"
"NORRISTOWN, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Philadelphia,NORRISTOWN,390108,MONTGOMERY HOSPITAL,PA,POWELL & FORNANCE STREETS,19401,45475.00,5529.00,1,0.121588785,12,"66,351"
"BRISTOL, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Philadelphia,BRISTOL,390070,LOWER BUCKS HOSPITAL,PA,501 BATH ROAD,19007,43717.00,4901.00,1,0.112099622,15,"73,510.00"
"PHOENIXVILLE, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Philadelphia,PHOENIXVILLE,390127,PHOENIXVILLE HOSPITAL,PA,140 NUTT ROAD,19460,45595.00,5329.00,1,0.116879756,20,"106,583"
"PHILA, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Philadelphia,PHILA,390304,ROXBOROUGH MEMORIAL HOSPITAL,PA,5800 RIDGE AVE,19128,21752.00,5766.00,1,0.265052025,24,"138,372"
"PHILADELPHIA, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Philadelphia,PHILADELPHIA,390080,JEANES HOSPITAL,PA,7600 CENTRAL AVE,19111,45491.00,5037.00,1,0.110730079,24,"120,892.00"
"MEADOWBROOK, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Philadelphia,MEADOWBROOK,390097,HOLY REDEEMER HOSPITAL AND MEDICAL CENTER,PA,1648 HUNTINGDON PIKE,19046,40160.00,5041.00,1,0.125529009,25,"126,031"
"DREXEL HILL, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Philadelphia,DREXEL HILL,390081,DELAWARE COUNTY MEMORIAL HOSPITAL,PA,501 NORTH LANSDOWNE AVE,19026,77296.00,5898.00,1,0.076310112,30,"176,953.00"
"PAOLI, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Philadelphia,PAOLI,390153,MAIN LINE HOSPITAL PAOLI,PA,255 WEST LANCASTER AVENUE,19301,29848.00,4854.00,1,0.16261617,33,"160,174.00"
"PHILADELPHIA, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Philadelphia,PHILADELPHIA,390204,NAZARETH HOSPITAL,PA,2601 HOLME AVE,19152,32199.00,4899.00,1,0.152142733,33,"161,662.00"
"MEDIA, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Philadelphia,MEDIA,390222,RIDDLE MEMORIAL HOSPITAL,PA,1068 WEST BALTIMORE PIKE,19063,28442.00,4720.00,1,0.165968131,34,"160,495.00"
"NORRISTOWN, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Philadelphia,NORRISTOWN,390116,MERCY SUBURBAN HOSPITAL,PA,2701 DEKALB PIKE,19401,29601.00,6312.00,1,0.213240745,36,"227,240.00"
"WEST CHESTER, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Philadelphia,WEST CHESTER,390179,CHESTER COUNTY HOSPITAL,PA,701 EAST MARSHALL ST,19380,21293.00,4677.00,1,0.219645639,36,"168,372"
"PHILADELPHIA, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Philadelphia,PHILADELPHIA,390223,PENN PRESBYTERIAN MEDICAL CENTER,PA,51 NORTH 39TH STREET,19104,24721.00,6451.00,1,0.260970242,37,"238,704.00"
"LANSDALE, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Philadelphia,LANSDALE,390012,LANSDALE HOSPITAL,PA,100 MEDICAL CAMPUS DRIVE,19446,20353.00,4642.00,1,0.228044877,40,"185,660"
"PHILADELPHIA, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Philadelphia,PHILADELPHIA,390290,HAHNEMANN UNIVERSITY HOSPITAL,PA,230 NORTH BROAD STREET,19102,60937.00,8053.00,1,0.132152608,40,"322,120"
"PHILADELPHIA, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Philadelphia,PHILADELPHIA,390027,TEMPLE UNIVERSITY HOSPITAL,PA,3401 NORTH BROAD STREET,19140,61598.00,9304.00,1,0.15103698,40,"372,145"
"DOYLESTOWN, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Philadelphia,DOYLESTOWN,390203,DOYLESTOWN HOSPITAL,PA,595 WEST STATE ST,18901,23271.00,4717.00,1,0.202687217,42,"198,100.00"
"PHILADELPHIA, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Philadelphia,PHILADELPHIA,390111,HOSPITAL OF UNIV OF PENNSYLVANIA,PA,34TH & SPRUCE STS,19104,36162.00,8091.00,1,0.22374073,42,"339,821.00"
"PHILADELPHIA, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Philadelphia,PHILADELPHIA,390026,CHESTNUT HILL HOSPITAL,PA,8835 GERMANTOWN AVE,19118,38045.00,5361.00,1,0.140921161,43,"230,538.00"
"ABINGTON, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Philadelphia,ABINGTON,390231,ABINGTON MEMORIAL HOSPITAL,PA,1200 OLD YORK ROAD,19001,36680.00,5487.00,1,0.149601829,62,"340,217.00"
"BRYN MAWR, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Philadelphia,BRYN MAWR,390139,MAIN LINE HOSPITAL BRYN MAWR CAMPUS,PA,130 SOUTH BRYN MAWR AVE,19010,35753.00,4940.00,1,0.138183113,63,"311,250.00"
"PHILADELPHIA, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Philadelphia,PHILADELPHIA,390115,ARIA HEALTH,PA,10800 KNIGHTS ROAD,19114,29869.00,5874.00,1,0.196654118,63,"370,059.00"
"DARBY, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Philadelphia,DARBY,390156,MERCY FITZGERALD HOSPITAL,PA,LANSDOWNE & BAILY RDS,19023,35050.00,7111.00,1,0.202890325,65,"462,229.00"
"PHILADELPHIA, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Philadelphia,PHILADELPHIA,390142,ALBERT EINSTEIN MEDICAL CENTER,PA,5501 OLD YORK ROAD,19141,29302.00,9538.00,1,0.325518589,66,"629,537.00"
"UPLAND, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Philadelphia,UPLAND,390180,CROZER CHESTER MEDICAL CENTER,PA,ONE MEDICAL CENTER BOULEVARD,19013,73577.00,6350.00,1,0.086303951,72,"457,202.00"
"LANGHORNE, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Philadelphia,LANGHORNE,390258,ST MARY MEDICAL CENTER,PA,LANGHORNE-NEWTOWN RD,19047,25234.00,4708.00,1,0.186565561,81,"381,329.00"
"PHILADELPHIA, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Philadelphia,PHILADELPHIA,390226,PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,PA,800 SPRUCE STREET,19107,41896.00,6882.00,1,0.164266003,93,"640,027.00"
"WYNNEWOOD, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Philadelphia,WYNNEWOOD,390195,MAIN LINE HOSPITAL LANKENAU,PA,100 LANCASTER AVE,19096,29481.00,5837.00,1,0.198000535,95,"554,530.00"
"PHILADELPHIA, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Philadelphia,PHILADELPHIA,390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,PA,111 SOUTH 11TH STREET,19107,39207.00,7603.00,1,0.193917622,154,"1,170,862"
"MC KEESPORT, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Pittsburgh,MC KEESPORT,390002,UPMC MCKEESPORT,PA,1500 FIFTH AVENUE,15132,13988.00,6153.00,1,0.439894972,11,"67,684.00"
"GROVE CITY, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Pittsburgh,GROVE CITY,390266,GROVE CITY MEDICAL CENTER,PA,631 NORTH BROAD STREET EXT.,16127,13352.00,4741.00,1,0.355091188,12,"56,892"
"LATROBE, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Pittsburgh,LATROBE,390219,EXCELA HEALTH LATROBE HOSPITAL,PA,ONE MELLON WAY,15650,9398.00,4868.00,1,0.517947081,12,"58,412.00"
"CANONSBURG, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Pittsburgh,CANONSBURG,390160,CANONSBURG GENERAL HOSPITAL,PA,100 MEDICAL BOULEVARD,15317,10323.00,4119.00,1,0.399040325,15,"61,789.00"
"INDIANA, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Pittsburgh,INDIANA,390173,INDIANA REGIONAL MEDICAL CENTER,PA,"835 HOSPITAL ROAD,  PO BOX 788",15701,10485.00,4364.00,1,0.416229002,15,"65,462.00"
"CLARION, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Pittsburgh,CLARION,390093,CLARION HOSPITAL,PA,271 PERKINS ROAD,16214,6286.00,4750.00,1,0.755532799,16,"75,993"
"MCKEES ROCKS, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Pittsburgh,MCKEES ROCKS,390157,OHIO VALLEY GENERAL HOSPITAL,PA,25 HECKEL ROAD,15136,16970.00,5248.00,1,0.309237155,16,"83,965"
"MOUNT PLEASANT, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Pittsburgh,MOUNT PLEASANT,390217,EXCELA HEALTH FRICK HOSPITAL,PA,508 SOUTH CHURCH STREET,15666,11982.00,4314.00,1,0.360036304,16,"69,024"
"SEWICKLEY, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Pittsburgh,SEWICKLEY,390037,HERITAGE VALLEY SEWICKLEY,PA,720 BLACKBURN ROAD,15143,11545.00,4394.00,1,0.38060461,16,"70,303"
"PITTSBURGH, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Pittsburgh,PITTSBURGH,390114,MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,PA,300 HALKET STREET,15213,21929.00,6415.00,1,0.292523156,17,"109,050.00"
"BUTLER, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Pittsburgh,BUTLER,390168,BUTLER MEMORIAL HOSPITAL,PA,ONE HOSPITAL WAY,16001,15047.00,4245.00,1,0.28212921,26,"110,376.00"
"PITTSBURGH, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Pittsburgh,PITTSBURGH,390028,UPMC MERCY,PA,1400 LOCUST STREET,15219,16484.00,7020.00,1,0.42590275,27,"189,551.00"
"PITTSBURGH, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Pittsburgh,PITTSBURGH,390107,UPMC PASSAVANT,PA,9100 BABCOCK BOULEVARD,15237,16037.00,4046.00,1,0.252324534,27,"109,254.00"
"PITTSBURGH, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Pittsburgh,PITTSBURGH,390102,UPMC ST MARGARET,PA,815 FREEPORT ROAD,15215,17375.00,5612.00,1,0.323008995,28,"157,140.00"
"MONROEVILLE, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Pittsburgh,MONROEVILLE,390267,WESTERN PENNSYLVANIA HOSP FORBES REGIONAL CAMPUS,PA,2570 HAYMAKER RD,15146,14341.00,4510.00,1,0.314469604,30,"135,293.00"
"UNIONTOWN, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Pittsburgh,UNIONTOWN,390041,UNIONTOWN HOSPITAL,PA,500 WEST BERKELEY STREET,15401,7442.00,4546.00,1,0.610903672,33,"150,030.00"
"GREENSBURG, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Pittsburgh,GREENSBURG,390145,EXCELA HEALTH WESTMORELAND REGIONAL HOSPITAL,PA,532 WEST PITTSBURGH STREET,15601,9715.00,4272.00,1,0.439738063,34,"145,249.00"
"MONONGAHELA, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Pittsburgh,MONONGAHELA,390147,MONONGAHELA VALLEY HOSPITAL,PA,1163 COUNTRY CLUB ROAD,15063,12064.00,4018.00,1,0.333049924,35,"140,627.00"
"BEAVER, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Pittsburgh,BEAVER,390036,HERITAGE VALLEY BEAVER,PA,1000 DUTCH RIDGE ROAD,15009,10420.00,4710.00,1,0.452006755,37,"174,259.00"
"WASHINGTON, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Pittsburgh,WASHINGTON,390042,"WASHINGTON HOSPITAL, THE",PA,155 WILSON AVENUE,15301,11159.00,5033.00,1,0.451022039,37,"186,227.00"
"PITTSBURGH, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Pittsburgh,PITTSBURGH,390050,ALLEGHENY GENERAL HOSPITAL,PA,320 EAST NORTH AVENUE,15212,18579.00,6254.00,1,0.336641629,38,"237,670.00"
"PITTSBURGH, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Pittsburgh,PITTSBURGH,390228,ST CLAIR MEMORIAL HOSPITAL,PA,1000 BOWER HILL ROAD,15243,15746.00,4085.00,1,0.259403889,41,"167,467.00"
"PITTSBURGH, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Pittsburgh,PITTSBURGH,390265,JEFFERSON REGIONAL MEDICAL CENTER,PA,565 COAL VALLEY RD,15236,11439.00,4075.00,1,0.356255315,44,"179,309.00"
"PITTSBURGH, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Pittsburgh,PITTSBURGH,390164,UPMC PRESBYTERIAN SHADYSIDE,PA,200 LOTHROP STREET,15213,35670.00,7183.00,1,0.20138612,103,"739,892.00"
"POTTSVILLE, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Reading,POTTSVILLE,390031,SCHUYLKILL MEDICAL CENTER - EAST NORWEGIAN STREET,PA,700 EAST NORWEGIAN STREET,17901,12767.00,4120.00,1,0.322716171,22,"90,640"
"POTTSVILLE, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Reading,POTTSVILLE,390030,SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET,PA,420 SOUTH JACKSON STREET,17901,11006.00,4859.00,1,0.441512956,22,"106,900.00"
"READING, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Reading,READING,390096,ST JOSEPH MEDICAL CENTER,PA,2500 BERNVILLE ROAD,19605,19462.00,5295.00,1,0.272063769,22,"116,489.00"
"POTTSTOWN, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Reading,POTTSTOWN,390123,POTTSTOWN MEMORIAL MEDICAL CENTER,PA,1600 EAST HIGH STREET AND ARMAND HAMMER BLVD,19464,40924.00,4682.00,1,0.114407735,31,"145,142"
"READING, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Reading,READING,390044,READING HOSPITAL MEDICAL CENTER,PA,SIXTH AVENUE AND SPRUCE ST,19603,18300.00,5558.00,1,0.303683339,32,"177,840"
"TUNKHANNOCK, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Sayre,TUNKHANNOCK,390192,TYLER MEMORIAL HOSPITAL,PA,880 STATE ROUTE 6 WEST,18657,14451.00,4817.00,1,0.333310266,12,"57,799.00"
"WELLSBORO, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Sayre,WELLSBORO,390043,SOLDIERS AND SAILORS MEMORIAL HOSPITAL,PA,32-36 CENTRAL AVENUE,16901,19548.00,6181.00,1,0.316192896,12,"74,170.00"
"SAYRE, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Sayre,SAYRE,390079,ROBERT PACKER HOSPITAL,PA,ONE GUTHRIE SQUARE,18840,17140.00,5426.00,1,0.316546058,28,"151,919.00"
"SCRANTON, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Scranton,SCRANTON,390119,MOSES TAYLOR HOSPITAL,PA,700 QUINCY AVENUE,18510,16451.00,4979.00,1,0.302629516,19,"94,592.00"
"SCRANTON, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Scranton,SCRANTON,390001,COMMUNITY MEDICAL CENTER,PA,1822 MULBERRY STREET,18510,20284.00,4740.00,1,0.233656518,33,"156,405.00"
"SCRANTON, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Scranton,SCRANTON,390237,REGIONAL HOSPITAL OF SCRANTON,PA,746 JEFFERSON AVENUE,18501,16318.00,4541.00,1,0.278253375,46,"208,867.00"
"WILKES BARRE, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Wilkes-Barre,WILKES BARRE,390270,GEISINGER WYOMING VALLEY MEDICAL CENTER,PA,100O EAST MOUNTAIN BOULEVARD,18711,31792.00,5286.00,1,0.166276936,44,"232,593.00"
"WILKES-BARRE, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - Wilkes-Barre,WILKES-BARRE,390137,WILKES-BARRE GENERAL HOSPITAL,PA,575 NORTH RIVER STREET,18764,26312.00,4677.00,1,0.177733852,101,"472,335.00"
"HANOVER, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - York,HANOVER,390233,HANOVER HOSPITAL,PA,300 HIGHLAND AVE,17331,13421.00,5115.00,1,0.381130064,13,"66,495"
"YORK, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - York,YORK,390101,MEMORIAL HOSPITAL YORK,PA,325 SOUTH BELMONT STREET,17403,13038.00,5235.00,1,0.40153883,16,"83,761"
"YORK, PA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,PA - York,YORK,390046,YORK HOSPITAL,PA,1001 SOUTH GEORGE STREET,17403,11599.00,5815.00,1,0.501294338,37,"215,144.00"
"PAWTUCKET, RI",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,RI - Providence,PAWTUCKET,410001,MEMORIAL HOSPITAL OF RHODE ISLAND,RI,111 BREWSTER STREET,2860,21907.00,11564.00,1,0.527878295,11,"127,206.00"
"PROVIDENCE, RI",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,RI - Providence,PROVIDENCE,410012,MIRIAM HOSPITAL,RI,164 SUMMIT AVENUE,2906,24961.00,8898.00,1,0.356478567,14,"124,575.00"
"PROVIDENCE, RI",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,RI - Providence,PROVIDENCE,410007,RHODE ISLAND HOSPITAL,RI,593 EDDY STREET,2902,33067.00,11830.00,1,0.357773488,17,"201,117.00"
"NORTH PROVIDENC, RI",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,RI - Providence,NORTH PROVIDENC,410005,ST JOSEPH HEALTH SERVICES OF RI,RI,200 HIGH SERVICE AVENUE,2904,17791.00,8141.00,1,0.457575937,18,"146,530.00"
"WARWICK, RI",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,RI - Providence,WARWICK,410009,KENT COUNTY MEMORIAL HOSPITAL,RI,455 TOLL GATE RD,2886,34882.00,9758.00,1,0.279743836,18,"175,645.00"
"WESTERLY, RI",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,RI - Providence,WESTERLY,410013,WESTERLY HOSPITAL,RI,25 WELLS STREET,2891,12536.00,5444.00,1,0.434270814,16,"87,103"
"WAKEFIELD, RI",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,RI - Providence,WAKEFIELD,410008,SOUTH COUNTY HOSPITAL INC,RI,100 KENYON AVE,2879,13403.00,4578.00,1,0.341558259,17,"77,822.00"
"WOONSOCKET, RI",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,RI - Providence,WOONSOCKET,410011,"LANDMARK MEDICAL CENTER,  INC",RI,115 CASS AVE,2895,19369.00,5195.00,1,0.268201261,20,"103,895"
"PAWTUCKET, RI",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,RI - Providence,PAWTUCKET,410001,MEMORIAL HOSPITAL OF RHODE ISLAND,RI,111 BREWSTER STREET,2860,11363.00,7345.00,1,0.646407469,22,"161,587.00"
"NEWPORT, RI",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,RI - Providence,NEWPORT,410006,NEWPORT HOSPITAL,RI,FRIENDSHIP STREET,2840,10416.00,4845.00,1,0.46515068,27,"130,812.00"
"NORTH PROVIDENC, RI",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,RI - Providence,NORTH PROVIDENC,410005,ST JOSEPH HEALTH SERVICES OF RI,RI,200 HIGH SERVICE AVENUE,2904,12906.00,5105.00,1,0.395543447,31,"158,251.00"
"PROVIDENCE, RI",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,RI - Providence,PROVIDENCE,410004,ROGER WILLIAMS MEDICAL CENTER,RI,825 CHALKSTONE AVENUE,2908,11143.00,6808.00,1,0.610915394,35,"238,268.00"
"PROVIDENCE, RI",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,RI - Providence,PROVIDENCE,410012,MIRIAM HOSPITAL,RI,164 SUMMIT AVENUE,2906,17279.00,5649.00,1,0.326937089,39,"220,318.00"
"WARWICK, RI",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,RI - Providence,WARWICK,410009,KENT COUNTY MEMORIAL HOSPITAL,RI,455 TOLL GATE RD,2886,20428.00,5477.00,1,0.268096359,49,"268,354.00"
"PROVIDENCE, RI",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,RI - Providence,PROVIDENCE,410007,RHODE ISLAND HOSPITAL,RI,593 EDDY STREET,2902,20485.00,7550.00,1,0.36857958,67,"505,874.00"
"AIKEN, SC",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,GA - Augusta,AIKEN,420082,AIKEN REGIONAL MEDICAL CENTER,SC,302 UNIVERSITY PARKWAY,29801,35638.00,9772.00,1,0.274189815,20,"195,434"
"BEAUFORT, SC",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,GA - Savannah,BEAUFORT,420067,BEAUFORT COUNTY MEMORIAL HOSPITAL,SC,955 RIBAUT RD,29902,23455.00,8326.00,1,0.355002238,20,"166,528"
