"","count.x","abv","ibu","id","beer","style","brewery_id","ounces","style2","count.y","brewery","city","state","label"
"1010",1010,0.042,NA,149,"Gossamer Golden Ale","American Blonde Ale",327,16,"American Blonde Ale",328,"Half Acre Beer Company","Chicago","IL","Gossamer Golden Ale (Half Acre Beer Company)"
"1011",1011,0.052,NA,148,"Daisy Cutter Pale Ale","American Pale Ale (APA)",327,16,"American Pale Ale (APA)",328,"Half Acre Beer Company","Chicago","IL","Daisy Cutter Pale Ale (Half Acre Beer Company)"
"1012",1012,0.07,40,2026,"Pursuit","American IPA",248,12,"American IPA",249,"Half Full Brewery","Stamford","CT","Pursuit (Half Full Brewery)"
"1013",1013,0.052,18,1361,"Half Full Bright Ale","American Blonde Ale",248,12,"American Blonde Ale",249,"Half Full Brewery","Stamford","CT","Half Full Bright Ale (Half Full Brewery)"
"1014",1014,0.046,17,1016,"Orange Wheat","Fruit / Vegetable Beer",476,12,NA,477,"Hangar 24 Craft Brewery","Redlands","CA","Orange Wheat (Hangar 24 Craft Brewery)"
"1015",1015,0.043,14,1015,"Hangar 24 Helles Lager","Munich Helles Lager",476,12,NA,477,"Hangar 24 Craft Brewery","Redlands","CA","Hangar 24 Helles Lager (Hangar 24 Craft Brewery)"
"1016",1016,0.075,70,1677,"The Great Return","American IPA",343,16,"American IPA",344,"Hardywood Park Craft Brewery","Richmond","VA","The Great Return (Hardywood Park Craft Brewery)"
"1017",1017,0.044,18,1331,"Hardywood Cream Ale","Cream Ale",343,12,NA,344,"Hardywood Park Craft Brewery","Richmond","VA","Hardywood Cream Ale (Hardywood Park Craft Brewery)"
"1018",1018,0.0559999999999999,55,1270,"Capital Trail Pale Ale","American Pale Ale (APA)",343,12,"American Pale Ale (APA)",344,"Hardywood Park Craft Brewery","Richmond","VA","Capital Trail Pale Ale (Hardywood Park Craft Brewery)"
"1019",1019,0.052,15,2059,"UFO Gingerland","Herbed / Spiced Beer",234,12,NA,235,"Harpoon Brewery","Boston","MA","UFO Gingerland (Harpoon Brewery)"
"1020",1020,0.062,45,1653,"The Long Thaw White IPA","American White IPA",234,12,NA,235,"Harpoon Brewery","Boston","MA","The Long Thaw White IPA (Harpoon Brewery)"
"1021",1021,0.048,NA,1558,"Honey Cider","Cider",234,12,NA,235,"Harpoon Brewery","Boston","MA","Honey Cider (Harpoon Brewery)"
"1022",1022,0.05,28,1380,"Harpoon Summer Beer","KÃ¶lsch",234,12,NA,235,"Harpoon Brewery","Boston","MA","Harpoon Summer Beer (Harpoon Brewery)"
"1023",1023,0.059,42,1379,"Harpoon IPA","American IPA",234,12,"American IPA",235,"Harpoon Brewery","Boston","MA","Harpoon IPA (Harpoon Brewery)"
"1024",1024,0.059,20,1340,"UFO Pumpkin","Pumpkin Ale",234,12,NA,235,"Harpoon Brewery","Boston","MA","UFO Pumpkin (Harpoon Brewery)"
"1025",1025,0.055,30,1313,"Harpoon Octoberfest","MÃ¤rzen / Oktoberfest",234,12,NA,235,"Harpoon Brewery","Boston","MA","Harpoon Octoberfest (Harpoon Brewery)"
"1026",1026,0.059,42,770,"Harpoon IPA (2012)","American IPA",234,12,"American IPA",235,"Harpoon Brewery","Boston","MA","Harpoon IPA (2012) (Harpoon Brewery)"
"1027",1027,0.05,28,769,"Harpoon Summer Beer (2012)","KÃ¶lsch",234,12,NA,235,"Harpoon Brewery","Boston","MA","Harpoon Summer Beer (2012) (Harpoon Brewery)"
"1028",1028,0.048,10,610,"UFO White","American Pale Wheat Ale",234,12,"American Pale Wheat Ale",235,"Harpoon Brewery","Boston","MA","UFO White (Harpoon Brewery)"
"1029",1029,0.05,28,192,"Harpoon Summer Beer (2010)","KÃ¶lsch",234,12,NA,235,"Harpoon Brewery","Boston","MA","Harpoon Summer Beer (2010) (Harpoon Brewery)"
"1030",1030,0.059,42,126,"Harpoon IPA (2010)","American IPA",234,12,"American IPA",235,"Harpoon Brewery","Boston","MA","Harpoon IPA (2010) (Harpoon Brewery)"
"1031",1031,NA,NA,506,"Great Falls Select Pale Ale","American Blonde Ale",535,12,"American Blonde Ale",536,"Harvest Moon Brewing Company","Belt","MT","Great Falls Select Pale Ale (Harvest Moon Brewing Company)"
"1032",1032,0.048,NA,181,"Beltian White","Witbier",535,12,NA,536,"Harvest Moon Brewing Company","Belt","MT","Beltian White (Harvest Moon Brewing Company)"
"1033",1033,0.049,NA,2183,"Kaua'i Golden Ale","American Blonde Ale",204,12,"American Blonde Ale",205,"Hawai'i Nui Brewing Co.","Hilo","HI","Kaua'i Golden Ale (Hawai'i Nui Brewing Co.)"
"1034",1034,0.054,NA,2182,"Sunset Amber","American Pale Ale (APA)",204,12,"American Pale Ale (APA)",205,"Hawai'i Nui Brewing Co.","Hilo","HI","Sunset Amber (Hawai'i Nui Brewing Co.)"
"1035",1035,0.064,NA,2181,"Hapa Brown Ale","American Brown Ale",204,19.2,NA,205,"Hawai'i Nui Brewing Co.","Hilo","HI","Hapa Brown Ale (Hawai'i Nui Brewing Co.)"
"1036",1036,0.064,NA,2180,"Hapa Brown Ale","American Brown Ale",204,12,NA,205,"Hawai'i Nui Brewing Co.","Hilo","HI","Hapa Brown Ale (Hawai'i Nui Brewing Co.)"
"1037",1037,0.083,NA,2179,"Southern Cross","Flanders Red Ale",204,19.2,NA,205,"Hawai'i Nui Brewing Co.","Hilo","HI","Southern Cross (Hawai'i Nui Brewing Co.)"
"1038",1038,0.076,65,1895,"Groupe G","Belgian IPA",280,16,NA,281,"Headlands Brewing Company","Mill Valley","CA","Groupe G (Headlands Brewing Company)"
"1039",1039,0.062,40,1894,"Pt. Bonita Rustic Lager","American Pale Lager",280,16,NA,281,"Headlands Brewing Company","Mill Valley","CA","Pt. Bonita Rustic Lager (Headlands Brewing Company)"
"1040",1040,0.088,77,1893,"Hill 88 Double IPA","American Double / Imperial IPA",280,16,"American Double / Imperial IPA",281,"Headlands Brewing Company","Mill Valley","CA","Hill 88 Double IPA (Headlands Brewing Company)"
"1041",1041,0.072,45,990,"Loose Cannon","American IPA",479,12,"American IPA",480,"Heavy Seas Beer","Halethorpe","MD","Loose Cannon (Heavy Seas Beer)"
"1042",1042,0.06,30,989,"AARGHtoberfest!","MÃ¤rzen / Oktoberfest",479,12,NA,480,"Heavy Seas Beer","Halethorpe","MD","AARGHtoberfest! (Heavy Seas Beer)"
"1043",1043,0.06,NA,988,"Davy Jones Lager","Cream Ale",479,12,NA,480,"Heavy Seas Beer","Halethorpe","MD","Davy Jones Lager (Heavy Seas Beer)"
"1044",1044,0.063,30,1351,"Grazias","Cream Ale",423,16,NA,424,"Hess Brewing Company","San Diego","CA","Grazias (Hess Brewing Company)"
"1045",1045,0.08,86,1346,"Habitus IPA","American IPA",423,16,"American IPA",424,"Hess Brewing Company","San Diego","CA","Habitus IPA (Hess Brewing Company)"
"1046",1046,0.099,85,904,"Ex Umbris Rye Imperial Stout","American Double / Imperial Stout",423,16,NA,424,"Hess Brewing Company","San Diego","CA","Ex Umbris Rye Imperial Stout (Hess Brewing Company)"
"1047",1047,0.063,21,2295,"The Golden One","American Pilsner",168,12,NA,169,"High Hops Brewery","Windsor","CO","The Golden One (High Hops Brewery)"
"1048",1048,0.07,68,2294,"The Power of Zeus","American Pale Ale (APA)",168,12,"American Pale Ale (APA)",169,"High Hops Brewery","Windsor","CO","The Power of Zeus (High Hops Brewery)"
"1049",1049,0.044,22,824,"Tonganoxie Honey Wheat","American Pale Wheat Ale",500,12,"American Pale Wheat Ale",501,"High Noon Saloon And Brewery","Leavenworth","KS","Tonganoxie Honey Wheat (High Noon Saloon And Brewery)"
"1050",1050,0.045,NA,616,"Oregon Trail Unfiltered Raspberry Wheat","Fruit / Vegetable Beer",500,12,NA,501,"High Noon Saloon And Brewery","Leavenworth","KS","Oregon Trail Unfiltered Raspberry Wheat (High Noon Saloon And Brewery)"
"1051",1051,0.055,NA,96,"Annie's Amber Ale","American Amber / Red Ale",500,12,"American Amber / Red Ale",501,"High Noon Saloon And Brewery","Leavenworth","KS","Annie's Amber Ale (High Noon Saloon And Brewery)"
"1052",1052,0.045,32,1615,"The 12th Canâ„¢","American Pale Ale (APA)",362,16,"American Pale Ale (APA)",363,"Hilliard's Beer","Seattle","WA","The 12th Canâ„¢ (Hilliard's Beer)"
"1053",1053,0.055,34,889,"Hilliard's Pils","Czech Pilsener",362,16,NA,363,"Hilliard's Beer","Seattle","WA","Hilliard's Pils (Hilliard's Beer)"
"1054",1054,0.049,20,724,"Hilliard's Blonde","American Blonde Ale",362,16,"American Blonde Ale",363,"Hilliard's Beer","Seattle","WA","Hilliard's Blonde (Hilliard's Beer)"
"1055",1055,0.055,60,497,"Hilliard's Amber Ale","American Amber / Red Ale",362,16,"American Amber / Red Ale",363,"Hilliard's Beer","Seattle","WA","Hilliard's Amber Ale (Hilliard's Beer)"
"1056",1056,0.066,30,496,"Hilliard's Saison","Saison / Farmhouse Ale",362,16,NA,363,"Hilliard's Beer","Seattle","WA","Hilliard's Saison (Hilliard's Beer)"
"1057",1057,0.042,NA,1652,"White Cap White IPA","American White IPA",349,16,NA,350,"Hinterland Brewery","Green Bay","WI","White Cap White IPA (Hinterland Brewery)"
"1058",1058,0.042,25,1835,"Provision","Saison / Farmhouse Ale",297,12,NA,298,"Hop Farm Brewing Company","Pittsburgh","PA","Provision (Hop Farm Brewing Company)"
"1059",1059,0.047,28,1834,"One Nut Brown","American Brown Ale",297,12,NA,298,"Hop Farm Brewing Company","Pittsburgh","PA","One Nut Brown (Hop Farm Brewing Company)"
"1060",1060,0.0579999999999999,45,1833,"Hop Farm IPA","American IPA",297,12,"American IPA",298,"Hop Farm Brewing Company","Pittsburgh","PA","Hop Farm IPA (Hop Farm Brewing Company)"
"1061",1061,0.049,20,2195,"Double D Blonde","American Blonde Ale",198,12,"American Blonde Ale",199,"Hop Valley Brewing Company","Springfield","OR","Double D Blonde (Hop Valley Brewing Company)"
"1062",1062,0.078,60,1605,"Festeroo Winter Ale","American Strong Ale",198,12,NA,199,"Hop Valley Brewing Company","Springfield","OR","Festeroo Winter Ale (Hop Valley Brewing Company)"
"1063",1063,0.063,70,1543,"Proxima IPA","American IPA",198,12,"American IPA",199,"Hop Valley Brewing Company","Springfield","OR","Proxima IPA (Hop Valley Brewing Company)"
"1064",1064,0.049,20,1390,"Double D Blonde (2013)","American Blonde Ale",198,12,"American Blonde Ale",199,"Hop Valley Brewing Company","Springfield","OR","Double D Blonde (2013) (Hop Valley Brewing Company)"
"1065",1065,0.048,13,1354,"541 American Lager","American Pale Lager",198,12,NA,199,"Hop Valley Brewing Company","Springfield","OR","541 American Lager (Hop Valley Brewing Company)"
"1066",1066,0.065,90,1353,"Alphadelic IPA","American IPA",198,12,"American IPA",199,"Hop Valley Brewing Company","Springfield","OR","Alphadelic IPA (Hop Valley Brewing Company)"
"1067",1067,0.065,90,499,"Alphadelic IPA (2011)","American IPA",198,12,"American IPA",199,"Hop Valley Brewing Company","Springfield","OR","Alphadelic IPA (2011) (Hop Valley Brewing Company)"
"1068",1068,0.049,20,498,"Double D Blonde (2011)","American Blonde Ale",198,12,"American Blonde Ale",199,"Hop Valley Brewing Company","Springfield","OR","Double D Blonde (2011) (Hop Valley Brewing Company)"
"1069",1069,0.07,NA,1501,"Green House India Pale Ale","American IPA",395,12,"American IPA",396,"Hops & Grain Brewery","Austin","TX","Green House India Pale Ale (Hops & Grain Brewery)"
"1070",1070,0.051,NA,1004,"The One They Call Zoe","American Pale Lager",395,12,NA,396,"Hops & Grain Brewery","Austin","TX","The One They Call Zoe (Hops & Grain Brewery)"
"1071",1071,0.051,40,502,"Alteration","Altbier",395,12,NA,396,"Hops & Grain Brewery","Austin","TX","Alteration (Hops & Grain Brewery)"
"1072",1072,0.06,50,501,"Pale Dog","American Pale Ale (APA)",395,12,"American Pale Ale (APA)",396,"Hops & Grain Brewery","Austin","TX","Pale Dog (Hops & Grain Brewery)"
"1073",1073,0.065,NA,2357,"Porter Culture","American Porter",136,12,NA,137,"Hops & Grains Brewing Company","Austin","TX","Porter Culture (Hops & Grains Brewing Company)"
"1074",1074,0.068,NA,2483,"Hard Cider","Cider",80,16,NA,81,"Hopworks Urban Brewery","Portland","OR","Hard Cider (Hopworks Urban Brewery)"
"1075",1075,0.027,21,2482,"Totally Radler","Radler",80,16,NA,81,"Hopworks Urban Brewery","Portland","OR","Totally Radler (Hopworks Urban Brewery)"
"1076",1076,0.039,20,2400,"Nonstop Hef Hop","American Pale Wheat Ale",80,16,"American Pale Wheat Ale",81,"Hopworks Urban Brewery","Portland","OR","Nonstop Hef Hop (Hopworks Urban Brewery)"
"1077",1077,0.039,20,2399,"Nonstop Hef Hop","American Pale Wheat Ale",80,16,"American Pale Wheat Ale",81,"Hopworks Urban Brewery","Portland","OR","Nonstop Hef Hop (Hopworks Urban Brewery)"
"1078",1078,0.039,20,2398,"Nonstop Hef Hop","American Pale Wheat Ale",80,16,"American Pale Wheat Ale",81,"Hopworks Urban Brewery","Portland","OR","Nonstop Hef Hop (Hopworks Urban Brewery)"
"1079",1079,0.039,20,2397,"Nonstop Hef Hop","American Pale Wheat Ale",80,16,"American Pale Wheat Ale",81,"Hopworks Urban Brewery","Portland","OR","Nonstop Hef Hop (Hopworks Urban Brewery)"
"1080",1080,0.039,20,2396,"Nonstop Hef Hop","American Pale Wheat Ale",80,16,"American Pale Wheat Ale",81,"Hopworks Urban Brewery","Portland","OR","Nonstop Hef Hop (Hopworks Urban Brewery)"
"1081",1081,0.039,20,2395,"Nonstop Hef Hop","American Pale Wheat Ale",80,16,"American Pale Wheat Ale",81,"Hopworks Urban Brewery","Portland","OR","Nonstop Hef Hop (Hopworks Urban Brewery)"
"1082",1082,0.039,20,2394,"Nonstop Hef Hop","American Pale Wheat Ale",80,16,"American Pale Wheat Ale",81,"Hopworks Urban Brewery","Portland","OR","Nonstop Hef Hop (Hopworks Urban Brewery)"
"1083",1083,0.039,20,2393,"Nonstop Hef Hop","American Pale Wheat Ale",80,16,"American Pale Wheat Ale",81,"Hopworks Urban Brewery","Portland","OR","Nonstop Hef Hop (Hopworks Urban Brewery)"
"1084",1084,0.039,20,2392,"Nonstop Hef Hop","American Pale Wheat Ale",80,16,"American Pale Wheat Ale",81,"Hopworks Urban Brewery","Portland","OR","Nonstop Hef Hop (Hopworks Urban Brewery)"
"1085",1085,0.039,20,2391,"Nonstop Hef Hop","American Pale Wheat Ale",80,16,"American Pale Wheat Ale",81,"Hopworks Urban Brewery","Portland","OR","Nonstop Hef Hop (Hopworks Urban Brewery)"
"1086",1086,0.039,20,2390,"Nonstop Hef Hop","American Pale Wheat Ale",80,16,"American Pale Wheat Ale",81,"Hopworks Urban Brewery","Portland","OR","Nonstop Hef Hop (Hopworks Urban Brewery)"
"1087",1087,0.039,20,2389,"Nonstop Hef Hop","American Pale Wheat Ale",80,16,"American Pale Wheat Ale",81,"Hopworks Urban Brewery","Portland","OR","Nonstop Hef Hop (Hopworks Urban Brewery)"
"1088",1088,0.0579999999999999,60,2388,"Rise Up Red","American Amber / Red Ale",80,16,"American Amber / Red Ale",81,"Hopworks Urban Brewery","Portland","OR","Rise Up Red (Hopworks Urban Brewery)"
"1089",1089,0.0579999999999999,35,2200,"Survival Stout","American Stout",80,16,NA,81,"Hopworks Urban Brewery","Portland","OR","Survival Stout (Hopworks Urban Brewery)"
"1090",1090,0.066,75,2199,"Hopworks IPA","American IPA",80,16,"American IPA",81,"Hopworks Urban Brewery","Portland","OR","Hopworks IPA (Hopworks Urban Brewery)"
"1091",1091,0.073,70,2193,"Abominable Winter Ale","American Strong Ale",80,16,NA,81,"Hopworks Urban Brewery","Portland","OR","Abominable Winter Ale (Hopworks Urban Brewery)"
"1092",1092,0.06,60,1398,"Pigwar White India Pale Ale","American White IPA",80,16,NA,81,"Hopworks Urban Brewery","Portland","OR","Pigwar White India Pale Ale (Hopworks Urban Brewery)"
"1093",1093,0.0579999999999999,60,1085,"Rise-Up Red (2014)","American Amber / Red Ale",80,16,"American Amber / Red Ale",81,"Hopworks Urban Brewery","Portland","OR","Rise-Up Red (2014) (Hopworks Urban Brewery)"
"1094",1094,0.073,70,916,"Abominable Winter Ale (2012)","American Strong Ale",80,16,NA,81,"Hopworks Urban Brewery","Portland","OR","Abominable Winter Ale (2012) (Hopworks Urban Brewery)"
"1095",1095,0.051,32,658,"HUB Lager","Czech Pilsener",80,16,NA,81,"Hopworks Urban Brewery","Portland","OR","HUB Lager (Hopworks Urban Brewery)"
"1096",1096,0.066,75,653,"Hopworks IPA (2012)","American IPA",80,16,"American IPA",81,"Hopworks Urban Brewery","Portland","OR","Hopworks IPA (2012) (Hopworks Urban Brewery)"
"1097",1097,0.0559999999999999,NA,2385,"Watermelon Wheat","American Pale Wheat Ale",120,12,"American Pale Wheat Ale",121,"Horny Goat Brew Pub","Milwaukee","WI","Watermelon Wheat (Horny Goat Brew Pub)"
"1098",1098,0.051,17,2384,"Laka Laka Pineapple","Hefeweizen",120,12,NA,121,"Horny Goat Brew Pub","Milwaukee","WI","Laka Laka Pineapple (Horny Goat Brew Pub)"
"1099",1099,0.06,NA,2383,"Oktoberfest","MÃ¤rzen / Oktoberfest",120,16,NA,121,"Horny Goat Brew Pub","Milwaukee","WI","Oktoberfest (Horny Goat Brew Pub)"
"1100",1100,0.065,NA,1251,"Trail Maker Pale Ale","American Pale Ale (APA)",445,12,"American Pale Ale (APA)",446,"Howard Brewing Company","Lenoir","NC","Trail Maker Pale Ale (Howard Brewing Company)"
"1101",1101,0.055,NA,1250,"Action Man Lager","Vienna Lager",445,12,NA,446,"Howard Brewing Company","Lenoir","NC","Action Man Lager (Howard Brewing Company)"
"1102",1102,0.068,90,1903,"Let It Ride IPA","American IPA",277,12,"American IPA",278,"Indeed Brewing Company","Minneapolis","MN","Let It Ride IPA (Indeed Brewing Company)"
"1103",1103,0.065,22,1691,"Stir Crazy Winter Ale","Winter Warmer",277,12,NA,278,"Indeed Brewing Company","Minneapolis","MN","Stir Crazy Winter Ale (Indeed Brewing Company)"
"1104",1104,0.05,10,1555,"Sweet Yamma Jamma Ale","Fruit / Vegetable Beer",277,12,NA,278,"Indeed Brewing Company","Minneapolis","MN","Sweet Yamma Jamma Ale (Indeed Brewing Company)"
"1105",1105,0.046,27,1115,"Shenanigans Summer Ale","American Pale Wheat Ale",277,12,"American Pale Wheat Ale",278,"Indeed Brewing Company","Minneapolis","MN","Shenanigans Summer Ale (Indeed Brewing Company)"
"1106",1106,0.065,80,729,"Midnight Ryder","American Black Ale",277,12,NA,278,"Indeed Brewing Company","Minneapolis","MN","Midnight Ryder (Indeed Brewing Company)"
"1107",1107,0.054,45,728,"Day Tripper Pale Ale","American Pale Ale (APA)",277,12,"American Pale Ale (APA)",278,"Indeed Brewing Company","Minneapolis","MN","Day Tripper Pale Ale (Indeed Brewing Company)"
"1108",1108,0.048,32,2350,"Oklahoma Suks","American Amber / Red Ale",140,12,"American Amber / Red Ale",141,"Independence Brewing Company","Austin","TX","Oklahoma Suks (Independence Brewing Company)"
"1109",1109,0.055,42,2301,"Power & Light","American Pale Ale (APA)",140,12,"American Pale Ale (APA)",141,"Independence Brewing Company","Austin","TX","Power & Light (Independence Brewing Company)"
"1110",1110,0.059,27,1904,"White Rabbit","Witbier",140,12,NA,141,"Independence Brewing Company","Austin","TX","White Rabbit (Independence Brewing Company)"
"1111",1111,0.0579999999999999,58,2609,"Tribute","American Pale Ale (APA)",23,12,"American Pale Ale (APA)",24,"Indiana City Brewing","Indianapolis","IN","Tribute (Indiana City Brewing)"
"1112",1112,0.07,75,2038,"Infamous IPA","American IPA",242,12,"American IPA",243,"Infamous Brewing Company","Austin","TX","Infamous IPA (Infamous Brewing Company)"
"1113",1113,0.055,20,1774,"Hijack","Cream Ale",242,12,NA,243,"Infamous Brewing Company","Austin","TX","Hijack (Infamous Brewing Company)"
"1114",1114,0.045,20,559,"Jon Boat Coastal Ale","American Blonde Ale",527,12,"American Blonde Ale",528,"Intuition Ale Works","Jacksonville","FL","Jon Boat Coastal Ale (Intuition Ale Works)"
"1115",1115,0.068,55,558,"I-10 IPA","American IPA",527,12,"American IPA",528,"Intuition Ale Works","Jacksonville","FL","I-10 IPA (Intuition Ale Works)"
"1116",1116,0.053,28,553,"People's Pale Ale","American Pale Ale (APA)",527,12,"American Pale Ale (APA)",528,"Intuition Ale Works","Jacksonville","FL","People's Pale Ale (Intuition Ale Works)"
"1117",1117,0.049,NA,2376,"Summer Ale","American Blonde Ale",123,12,"American Blonde Ale",124,"Ipswich Ale Brewery","Ipswich","MA","Summer Ale (Ipswich Ale Brewery)"
"1118",1118,NA,NA,1784,"Appreciation Ale","American IPA",316,16,"American IPA",317,"Iron Hill Brewery & Restaurant","Wilmington","DE","Appreciation Ale (Iron Hill Brewery & Restaurant)"
"1119",1119,0.052,18,2673,"House Lager","Keller Bier / Zwickel Bier",2,16,NA,3,"Jack's Abby Craft Lagers","Framingham","MA","House Lager (Jack's Abby Craft Lagers)"
"1120",1120,0.048,15,2672,"Leisure Time","American Pale Lager",2,12,NA,3,"Jack's Abby Craft Lagers","Framingham","MA","Leisure Time (Jack's Abby Craft Lagers)"
"1121",1121,0.072,80,2671,"Excess IPL","American India Pale Lager",2,16,NA,3,"Jack's Abby Craft Lagers","Framingham","MA","Excess IPL (Jack's Abby Craft Lagers)"
"1122",1122,0.067,65,2670,"Hoponius Union","American India Pale Lager",2,12,NA,3,"Jack's Abby Craft Lagers","Framingham","MA","Hoponius Union (Jack's Abby Craft Lagers)"
"1123",1123,0.049,45,2669,"Calyptra","American India Pale Lager",2,12,NA,3,"Jack's Abby Craft Lagers","Framingham","MA","Calyptra (Jack's Abby Craft Lagers)"
"1124",1124,0.05,NA,1405,"Helen's Blend","Cider",416,12,NA,417,"Jack's Hard Cider (Hauser Estate...","Biglerville","PA","Helen's Blend (Jack's Hard Cider (Hauser Estate...)"
"1125",1125,0.051,NA,823,"Jack's Hard Cider","Cider",416,12,NA,417,"Jack's Hard Cider (Hauser Estate...","Biglerville","PA","Jack's Hard Cider (Jack's Hard Cider (Hauser Estate...)"
"1126",1126,0.055,37,1793,"Thunder Ann","American Pale Ale (APA)",312,12,"American Pale Ale (APA)",313,"Jackalope Brewing Company","Nashville","TN","Thunder Ann (Jackalope Brewing Company)"
"1127",1127,0.055,NA,2453,"Razz Wheat","Fruit / Vegetable Beer",92,12,NA,93,"Jackie O's Pub & Brewery","Athens","OH","Razz Wheat (Jackie O's Pub & Brewery)"
"1128",1128,0.065,NA,2363,"Hop Ryot","American IPA",92,12,"American IPA",93,"Jackie O's Pub & Brewery","Athens","OH","Hop Ryot (Jackie O's Pub & Brewery)"
"1129",1129,0.07,NA,689,"Mystic Mama IPA","American IPA",92,12,"American IPA",93,"Jackie O's Pub & Brewery","Athens","OH","Mystic Mama IPA (Jackie O's Pub & Brewery)"
"1130",1130,0.05,NA,688,"Firefly Amber Ale","American Amber / Red Ale",92,12,"American Amber / Red Ale",93,"Jackie O's Pub & Brewery","Athens","OH","Firefly Amber Ale (Jackie O's Pub & Brewery)"
"1131",1131,0.067,NA,687,"Chomolungma Honey Nut Brown Ale","English Brown Ale",92,12,NA,93,"Jackie O's Pub & Brewery","Athens","OH","Chomolungma Honey Nut Brown Ale (Jackie O's Pub & Brewery)"
"1132",1132,0.069,NA,2408,"Welcome to Scoville","American IPA",114,12,"American IPA",115,"Jailbreak Brewing Company","Laurel","MD","Welcome to Scoville (Jailbreak Brewing Company)"
"1133",1133,NA,NA,2595,"Bastian","American Strong Ale",32,12,NA,33,"James Page Brewing Company","Stevens Point","WI","Bastian (James Page Brewing Company)"
"1134",1134,0.045,NA,2480,"Healani","Hefeweizen",32,12,NA,33,"James Page Brewing Company","Stevens Point","WI","Healani (James Page Brewing Company)"
"1135",1135,0.055,NA,1525,"Yabba Dhaba Chai Tea Porter","American Porter",32,12,NA,33,"James Page Brewing Company","Stevens Point","WI","Yabba Dhaba Chai Tea Porter (James Page Brewing Company)"
"1136",1136,0.055,NA,1524,"A Capella Gluten Free Pale Ale","American Pale Ale (APA)",32,12,"American Pale Ale (APA)",33,"James Page Brewing Company","Stevens Point","WI","A Capella Gluten Free Pale Ale (James Page Brewing Company)"
"1137",1137,0.06,NA,1523,"Casper White Stout","American Blonde Ale",32,12,"American Blonde Ale",33,"James Page Brewing Company","Stevens Point","WI","Casper White Stout (James Page Brewing Company)"
"1138",1138,0.06,NA,1254,"JP's Ould Sod Irish Red IPA","American IPA",32,12,"American IPA",33,"James Page Brewing Company","Stevens Point","WI","JP's Ould Sod Irish Red IPA (James Page Brewing Company)"
"1139",1139,0.05,15,2060,"Weize Guy","Hefeweizen",233,12,NA,234,"Joseph James Brewing Company","Henderson","NV","Weize Guy (Joseph James Brewing Company)"
"1140",1140,0.05,50,469,"Fox Tail Gluten Free Ale","American Pale Ale (APA)",233,12,"American Pale Ale (APA)",234,"Joseph James Brewing Company","Henderson","NV","Fox Tail Gluten Free Ale (Joseph James Brewing Company)"
"1141",1141,0.093,90,468,"Hop Box Imperial IPA","American Double / Imperial IPA",233,12,"American Double / Imperial IPA",234,"Joseph James Brewing Company","Henderson","NV","Hop Box Imperial IPA (Joseph James Brewing Company)"
"1142",1142,0.052,15,467,"Joseph James American Lager","American Adjunct Lager",233,12,NA,234,"Joseph James Brewing Company","Henderson","NV","Joseph James American Lager (Joseph James Brewing Company)"
"1143",1143,0.071,NA,2163,"Sucha Much IPA","American IPA",208,12,"American IPA",209,"Kalona Brewing Company","Kalona","IA","Sucha Much IPA (Kalona Brewing Company)"
"1144",1144,0.075,24,2162,"Lewbricator Wheat Dopplebock","Doppelbock",208,12,NA,209,"Kalona Brewing Company","Kalona","IA","Lewbricator Wheat Dopplebock (Kalona Brewing Company)"
"1145",1145,0.052,16,2374,"Weisse Versa (2012)","Hefeweizen",125,12,NA,126,"Karbach Brewing Company","Houston","TX","Weisse Versa (2012) (Karbach Brewing Company)"
"1146",1146,0.0579999999999999,25,1560,"Mother in Lager","Munich Dunkel Lager",125,12,NA,126,"Karbach Brewing Company","Houston","TX","Mother in Lager (Karbach Brewing Company)"
"1147",1147,0.055,40,1557,"Weekend Warrior Pale Ale","American Pale Ale (APA)",125,12,"American Pale Ale (APA)",126,"Karbach Brewing Company","Houston","TX","Weekend Warrior Pale Ale (Karbach Brewing Company)"
"1148",1148,0.055,25,1458,"Karbachtoberfest","MÃ¤rzen / Oktoberfest",125,12,NA,126,"Karbach Brewing Company","Houston","TX","Karbachtoberfest (Karbach Brewing Company)"
"1149",1149,0.047,20,1235,"Love Street Summer Seasonal (2014)","KÃ¶lsch",125,12,NA,126,"Karbach Brewing Company","Houston","TX","Love Street Summer Seasonal (2014) (Karbach Brewing Company)"
"1150",1150,0.066,20,1068,"Barn Burner Saison","Saison / Farmhouse Ale",125,12,NA,126,"Karbach Brewing Company","Houston","TX","Barn Burner Saison (Karbach Brewing Company)"
"1151",1151,0.095,85,666,"Rodeo Clown Double IPA","American Double / Imperial IPA",125,12,"American Double / Imperial IPA",126,"Karbach Brewing Company","Houston","TX","Rodeo Clown Double IPA (Karbach Brewing Company)"
"1152",1152,0.049,45,465,"Sympathy for the Lager","American Amber / Red Lager",125,12,NA,126,"Karbach Brewing Company","Houston","TX","Sympathy for the Lager (Karbach Brewing Company)"
"1153",1153,0.052,15,464,"Weisse Versa","Hefeweizen",125,12,NA,126,"Karbach Brewing Company","Houston","TX","Weisse Versa (Karbach Brewing Company)"
"1154",1154,0.066,70,463,"Hopadillo India Pale Ale","American IPA",125,12,"American IPA",126,"Karbach Brewing Company","Houston","TX","Hopadillo India Pale Ale (Karbach Brewing Company)"
