country,continent,year,lifeExp,pop,gdpPercap,iso_alpha
Libya,Africa,2002,72.737,5368585,9534.677467,LBY
Libya,Africa,2007,73.952,6036914,12057.49928,LBY
Madagascar,Africa,1952,36.681,4762912,1443.011715,MDG
Madagascar,Africa,1957,38.865,5181679,1589.20275,MDG
Madagascar,Africa,1962,40.848,5703324,1643.38711,MDG
Madagascar,Africa,1967,42.881,6334556,1634.047282,MDG
Madagascar,Africa,1972,44.851,7082430,1748.562982,MDG
Madagascar,Africa,1977,46.881,8007166,1544.228586,MDG
Madagascar,Africa,1982,48.969,9171477,1302.878658,MDG
Madagascar,Africa,1987,49.35,10568642,1155.441948,MDG
Madagascar,Africa,1992,52.214,12210395,1040.67619,MDG
Madagascar,Africa,1997,54.978,14165114,986.2958956,MDG
Madagascar,Africa,2002,57.286,16473477,894.6370822,MDG
Madagascar,Africa,2007,59.443,19167654,1044.770126,MDG
Malawi,Africa,1952,36.256,2917802,369.1650802,MWI
Malawi,Africa,1957,37.207,3221238,416.3698064,MWI
Malawi,Africa,1962,38.41,3628608,427.9010856,MWI
Malawi,Africa,1967,39.487,4147252,495.5147806,MWI
Malawi,Africa,1972,41.766,4730997,584.6219709,MWI
Malawi,Africa,1977,43.767,5637246,663.2236766,MWI
Malawi,Africa,1982,45.642,6502825,632.8039209,MWI
Malawi,Africa,1987,47.457,7824747,635.5173634,MWI
Malawi,Africa,1992,49.42,10014249,563.2000145,MWI
Malawi,Africa,1997,47.495,10419991,692.2758103,MWI
Malawi,Africa,2002,45.009,11824495,665.4231186,MWI
Malawi,Africa,2007,48.303,13327079,759.3499101,MWI
Malaysia,Asia,1952,48.463,6748378,1831.132894,MYS
Malaysia,Asia,1957,52.102,7739235,1810.066992,MYS
Malaysia,Asia,1962,55.737,8906385,2036.884944,MYS
Malaysia,Asia,1967,59.371,10154878,2277.742396,MYS
Malaysia,Asia,1972,63.01,11441462,2849.09478,MYS
Malaysia,Asia,1977,65.256,12845381,3827.921571,MYS
Malaysia,Asia,1982,68,14441916,4920.355951,MYS
Malaysia,Asia,1987,69.5,16331785,5249.802653,MYS
Malaysia,Asia,1992,70.693,18319502,7277.912802,MYS
Malaysia,Asia,1997,71.938,20476091,10132.90964,MYS
Malaysia,Asia,2002,73.044,22662365,10206.97794,MYS
Malaysia,Asia,2007,74.241,24821286,12451.6558,MYS
Mali,Africa,1952,33.685,3838168,452.3369807,MLI
Mali,Africa,1957,35.307,4241884,490.3821867,MLI
Mali,Africa,1962,36.936,4690372,496.1743428,MLI
Mali,Africa,1967,38.487,5212416,545.0098873,MLI
Mali,Africa,1972,39.977,5828158,581.3688761,MLI
Mali,Africa,1977,41.714,6491649,686.3952693,MLI
Mali,Africa,1982,43.916,6998256,618.0140641,MLI
Mali,Africa,1987,46.364,7634008,684.1715576,MLI
Mali,Africa,1992,48.388,8416215,739.014375,MLI
Mali,Africa,1997,49.903,9384984,790.2579846,MLI
Mali,Africa,2002,51.818,10580176,951.4097518,MLI
Mali,Africa,2007,54.467,12031795,1042.581557,MLI
Mauritania,Africa,1952,40.543,1022556,743.1159097,MRT
Mauritania,Africa,1957,42.338,1076852,846.1202613,MRT
Mauritania,Africa,1962,44.248,1146757,1055.896036,MRT
Mauritania,Africa,1967,46.289,1230542,1421.145193,MRT
Mauritania,Africa,1972,48.437,1332786,1586.851781,MRT
Mauritania,Africa,1977,50.852,1456688,1497.492223,MRT
Mauritania,Africa,1982,53.599,1622136,1481.150189,MRT
Mauritania,Africa,1987,56.145,1841240,1421.603576,MRT
Mauritania,Africa,1992,58.333,2119465,1361.369784,MRT
Mauritania,Africa,1997,60.43,2444741,1483.136136,MRT
Mauritania,Africa,2002,62.247,2828858,1579.019543,MRT
Mauritania,Africa,2007,64.164,3270065,1803.151496,MRT
Mauritius,Africa,1952,50.986,516556,1967.955707,MUS
Mauritius,Africa,1957,58.089,609816,2034.037981,MUS
Mauritius,Africa,1962,60.246,701016,2529.067487,MUS
Mauritius,Africa,1967,61.557,789309,2475.387562,MUS
Mauritius,Africa,1972,62.944,851334,2575.484158,MUS
Mauritius,Africa,1977,64.93,913025,3710.982963,MUS
Mauritius,Africa,1982,66.711,992040,3688.037739,MUS
Mauritius,Africa,1987,68.74,1042663,4783.586903,MUS
Mauritius,Africa,1992,69.745,1096202,6058.253846,MUS
Mauritius,Africa,1997,70.736,1149818,7425.705295,MUS
Mauritius,Africa,2002,71.954,1200206,9021.815894,MUS
Mauritius,Africa,2007,72.801,1250882,10956.99112,MUS
Mexico,Americas,1952,50.789,30144317,3478.125529,MEX
Mexico,Americas,1957,55.19,35015548,4131.546641,MEX
Mexico,Americas,1962,58.299,41121485,4581.609385,MEX
Mexico,Americas,1967,60.11,47995559,5754.733883,MEX
Mexico,Americas,1972,62.361,55984294,6809.40669,MEX
Mexico,Americas,1977,65.032,63759976,7674.929108,MEX
Mexico,Americas,1982,67.405,71640904,9611.147541,MEX
Mexico,Americas,1987,69.498,80122492,8688.156003,MEX
Mexico,Americas,1992,71.455,88111030,9472.384295,MEX
Mexico,Americas,1997,73.67,95895146,9767.29753,MEX
Mexico,Americas,2002,74.902,102479927,10742.44053,MEX
Mexico,Americas,2007,76.195,108700891,11977.57496,MEX
Mongolia,Asia,1952,42.244,800663,786.5668575,MNG
Mongolia,Asia,1957,45.248,882134,912.6626085,MNG
Mongolia,Asia,1962,48.251,1010280,1056.353958,MNG
Mongolia,Asia,1967,51.253,1149500,1226.04113,MNG
Mongolia,Asia,1972,53.754,1320500,1421.741975,MNG
Mongolia,Asia,1977,55.491,1528000,1647.511665,MNG
Mongolia,Asia,1982,57.489,1756032,2000.603139,MNG
Mongolia,Asia,1987,60.222,2015133,2338.008304,MNG
Mongolia,Asia,1992,61.271,2312802,1785.402016,MNG
Mongolia,Asia,1997,63.625,2494803,1902.2521,MNG
Mongolia,Asia,2002,65.033,2674234,2140.739323,MNG
Mongolia,Asia,2007,66.803,2874127,3095.772271,MNG
Montenegro,Europe,1952,59.164,413834,2647.585601,MNE
Montenegro,Europe,1957,61.448,442829,3682.259903,MNE
Montenegro,Europe,1962,63.728,474528,4649.593785,MNE
Montenegro,Europe,1967,67.178,501035,5907.850937,MNE
Montenegro,Europe,1972,70.636,527678,7778.414017,MNE
Montenegro,Europe,1977,73.066,560073,9595.929905,MNE
Montenegro,Europe,1982,74.101,562548,11222.58762,MNE
Montenegro,Europe,1987,74.865,569473,11732.51017,MNE
Montenegro,Europe,1992,75.435,621621,7003.339037,MNE
Montenegro,Europe,1997,75.445,692651,6465.613349,MNE
Montenegro,Europe,2002,73.981,720230,6557.194282,MNE
Montenegro,Europe,2007,74.543,684736,9253.896111,MNE
Morocco,Africa,1952,42.873,9939217,1688.20357,MAR
Morocco,Africa,1957,45.423,11406350,1642.002314,MAR
Morocco,Africa,1962,47.924,13056604,1566.353493,MAR
Morocco,Africa,1967,50.335,14770296,1711.04477,MAR
Morocco,Africa,1972,52.862,16660670,1930.194975,MAR
Morocco,Africa,1977,55.73,18396941,2370.619976,MAR
Morocco,Africa,1982,59.65,20198730,2702.620356,MAR
Morocco,Africa,1987,62.677,22987397,2755.046991,MAR
Morocco,Africa,1992,65.393,25798239,2948.047252,MAR
Morocco,Africa,1997,67.66,28529501,2982.101858,MAR
Morocco,Africa,2002,69.615,31167783,3258.495584,MAR
Morocco,Africa,2007,71.164,33757175,3820.17523,MAR
Mozambique,Africa,1952,31.286,6446316,468.5260381,MOZ
Mozambique,Africa,1957,33.779,7038035,495.5868333,MOZ
Mozambique,Africa,1962,36.161,7788944,556.6863539,MOZ
Mozambique,Africa,1967,38.113,8680909,566.6691539,MOZ
Mozambique,Africa,1972,40.328,9809596,724.9178037,MOZ
Mozambique,Africa,1977,42.495,11127868,502.3197334,MOZ
Mozambique,Africa,1982,42.795,12587223,462.2114149,MOZ
Mozambique,Africa,1987,42.861,12891952,389.8761846,MOZ
Mozambique,Africa,1992,44.284,13160731,410.8968239,MOZ
Mozambique,Africa,1997,46.344,16603334,472.3460771,MOZ
Mozambique,Africa,2002,44.026,18473780,633.6179466,MOZ
Mozambique,Africa,2007,42.082,19951656,823.6856205,MOZ
Myanmar,Asia,1952,36.319,20092996,331,MMR
Myanmar,Asia,1957,41.905,21731844,350,MMR
Myanmar,Asia,1962,45.108,23634436,388,MMR
Myanmar,Asia,1967,49.379,25870271,349,MMR
Myanmar,Asia,1972,53.07,28466390,357,MMR
Myanmar,Asia,1977,56.059,31528087,371,MMR
Myanmar,Asia,1982,58.056,34680442,424,MMR
Myanmar,Asia,1987,58.339,38028578,385,MMR
Myanmar,Asia,1992,59.32,40546538,347,MMR
Myanmar,Asia,1997,60.328,43247867,415,MMR
Myanmar,Asia,2002,59.908,45598081,611,MMR
Myanmar,Asia,2007,62.069,47761980,944,MMR
Namibia,Africa,1952,41.725,485831,2423.780443,NAM
Namibia,Africa,1957,45.226,548080,2621.448058,NAM
Namibia,Africa,1962,48.386,621392,3173.215595,NAM
Namibia,Africa,1967,51.159,706640,3793.694753,NAM
Namibia,Africa,1972,53.867,821782,3746.080948,NAM
Namibia,Africa,1977,56.437,977026,3876.485958,NAM
Namibia,Africa,1982,58.968,1099010,4191.100511,NAM
Namibia,Africa,1987,60.835,1278184,3693.731337,NAM
Namibia,Africa,1992,61.999,1554253,3804.537999,NAM
Namibia,Africa,1997,58.909,1774766,3899.52426,NAM
Namibia,Africa,2002,51.479,1972153,4072.324751,NAM
Namibia,Africa,2007,52.906,2055080,4811.060429,NAM
Nepal,Asia,1952,36.157,9182536,545.8657229,NPL
Nepal,Asia,1957,37.686,9682338,597.9363558,NPL
Nepal,Asia,1962,39.393,10332057,652.3968593,NPL
Nepal,Asia,1967,41.472,11261690,676.4422254,NPL
Nepal,Asia,1972,43.971,12412593,674.7881296,NPL
Nepal,Asia,1977,46.748,13933198,694.1124398,NPL
Nepal,Asia,1982,49.594,15796314,718.3730947,NPL
Nepal,Asia,1987,52.537,17917180,775.6324501,NPL
Nepal,Asia,1992,55.727,20326209,897.7403604,NPL
Nepal,Asia,1997,59.426,23001113,1010.892138,NPL
Nepal,Asia,2002,61.34,25873917,1057.206311,NPL
Nepal,Asia,2007,63.785,28901790,1091.359778,NPL
Netherlands,Europe,1952,72.13,10381988,8941.571858,NLD
Netherlands,Europe,1957,72.99,11026383,11276.19344,NLD
Netherlands,Europe,1962,73.23,11805689,12790.84956,NLD
Netherlands,Europe,1967,73.82,12596822,15363.25136,NLD
Netherlands,Europe,1972,73.75,13329874,18794.74567,NLD
Netherlands,Europe,1977,75.24,13852989,21209.0592,NLD
Netherlands,Europe,1982,76.05,14310401,21399.46046,NLD
Netherlands,Europe,1987,76.83,14665278,23651.32361,NLD
Netherlands,Europe,1992,77.42,15174244,26790.94961,NLD
Netherlands,Europe,1997,78.03,15604464,30246.13063,NLD
Netherlands,Europe,2002,78.53,16122830,33724.75778,NLD
Netherlands,Europe,2007,79.762,16570613,36797.93332,NLD
New Zealand,Oceania,1952,69.39,1994794,10556.57566,NZL
New Zealand,Oceania,1957,70.26,2229407,12247.39532,NZL
New Zealand,Oceania,1962,71.24,2488550,13175.678,NZL
New Zealand,Oceania,1967,71.52,2728150,14463.91893,NZL
New Zealand,Oceania,1972,71.89,2929100,16046.03728,NZL
New Zealand,Oceania,1977,72.22,3164900,16233.7177,NZL
New Zealand,Oceania,1982,73.84,3210650,17632.4104,NZL
New Zealand,Oceania,1987,74.32,3317166,19007.19129,NZL
New Zealand,Oceania,1992,76.33,3437674,18363.32494,NZL
New Zealand,Oceania,1997,77.55,3676187,21050.41377,NZL
New Zealand,Oceania,2002,79.11,3908037,23189.80135,NZL
New Zealand,Oceania,2007,80.204,4115771,25185.00911,NZL
Nicaragua,Americas,1952,42.314,1165790,3112.363948,NIC
Nicaragua,Americas,1957,45.432,1358828,3457.415947,NIC
Nicaragua,Americas,1962,48.632,1590597,3634.364406,NIC
Nicaragua,Americas,1967,51.884,1865490,4643.393534,NIC
Nicaragua,Americas,1972,55.151,2182908,4688.593267,NIC
Nicaragua,Americas,1977,57.47,2554598,5486.371089,NIC
Nicaragua,Americas,1982,59.298,2979423,3470.338156,NIC
Nicaragua,Americas,1987,62.008,3344353,2955.984375,NIC
Nicaragua,Americas,1992,65.843,4017939,2170.151724,NIC
Nicaragua,Americas,1997,68.426,4609572,2253.023004,NIC
Nicaragua,Americas,2002,70.836,5146848,2474.548819,NIC
Nicaragua,Americas,2007,72.899,5675356,2749.320965,NIC
Niger,Africa,1952,37.444,3379468,761.879376,NER
Niger,Africa,1957,38.598,3692184,835.5234025,NER
Niger,Africa,1962,39.487,4076008,997.7661127,NER
Niger,Africa,1967,40.118,4534062,1054.384891,NER
Niger,Africa,1972,40.546,5060262,954.2092363,NER
Niger,Africa,1977,41.291,5682086,808.8970728,NER
Niger,Africa,1982,42.598,6437188,909.7221354,NER
Niger,Africa,1987,44.555,7332638,668.3000228,NER
Niger,Africa,1992,47.391,8392818,581.182725,NER
Niger,Africa,1997,51.313,9666252,580.3052092,NER
Niger,Africa,2002,54.496,11140655,601.0745012,NER
Niger,Africa,2007,56.867,12894865,619.6768924,NER
Nigeria,Africa,1952,36.324,33119096,1077.281856,NGA
Nigeria,Africa,1957,37.802,37173340,1100.592563,NGA
Nigeria,Africa,1962,39.36,41871351,1150.927478,NGA
Nigeria,Africa,1967,41.04,47287752,1014.514104,NGA
Nigeria,Africa,1972,42.821,53740085,1698.388838,NGA
Nigeria,Africa,1977,44.514,62209173,1981.951806,NGA
Nigeria,Africa,1982,45.826,73039376,1576.97375,NGA
Nigeria,Africa,1987,46.886,81551520,1385.029563,NGA
Nigeria,Africa,1992,47.472,93364244,1619.848217,NGA
Nigeria,Africa,1997,47.464,106207839,1624.941275,NGA
Nigeria,Africa,2002,46.608,119901274,1615.286395,NGA
Nigeria,Africa,2007,46.859,135031164,2013.977305,NGA
Norway,Europe,1952,72.67,3327728,10095.42172,NOR
Norway,Europe,1957,73.44,3491938,11653.97304,NOR
Norway,Europe,1962,73.47,3638919,13450.40151,NOR
Norway,Europe,1967,74.08,3786019,16361.87647,NOR
Norway,Europe,1972,74.34,3933004,18965.05551,NOR
Norway,Europe,1977,75.37,4043205,23311.34939,NOR
Norway,Europe,1982,75.97,4114787,26298.63531,NOR
Norway,Europe,1987,75.89,4186147,31540.9748,NOR
Norway,Europe,1992,77.32,4286357,33965.66115,NOR
Norway,Europe,1997,78.32,4405672,41283.16433,NOR
Norway,Europe,2002,79.05,4535591,44683.97525,NOR
Norway,Europe,2007,80.196,4627926,49357.19017,NOR
Oman,Asia,1952,37.578,507833,1828.230307,OMN
Oman,Asia,1957,40.08,561977,2242.746551,OMN
Oman,Asia,1962,43.165,628164,2924.638113,OMN
Oman,Asia,1967,46.988,714775,4720.942687,OMN
Oman,Asia,1972,52.143,829050,10618.03855,OMN
Oman,Asia,1977,57.367,1004533,11848.34392,OMN
Oman,Asia,1982,62.728,1301048,12954.79101,OMN
Oman,Asia,1987,67.734,1593882,18115.22313,OMN
Oman,Asia,1992,71.197,1915208,18616.70691,OMN
Oman,Asia,1997,72.499,2283635,19702.05581,OMN
Oman,Asia,2002,74.193,2713462,19774.83687,OMN
Oman,Asia,2007,75.64,3204897,22316.19287,OMN
Pakistan,Asia,1952,43.436,41346560,684.5971438,PAK
Pakistan,Asia,1957,45.557,46679944,747.0835292,PAK
Pakistan,Asia,1962,47.67,53100671,803.3427418,PAK
Pakistan,Asia,1967,49.8,60641899,942.4082588,PAK
Pakistan,Asia,1972,51.929,69325921,1049.938981,PAK
Pakistan,Asia,1977,54.043,78152686,1175.921193,PAK
Pakistan,Asia,1982,56.158,91462088,1443.429832,PAK
Pakistan,Asia,1987,58.245,105186881,1704.686583,PAK
Pakistan,Asia,1992,60.838,120065004,1971.829464,PAK
Pakistan,Asia,1997,61.818,135564834,2049.350521,PAK
Pakistan,Asia,2002,63.61,153403524,2092.712441,PAK
Pakistan,Asia,2007,65.483,169270617,2605.94758,PAK
Panama,Americas,1952,55.191,940080,2480.380334,PAN
Panama,Americas,1957,59.201,1063506,2961.800905,PAN
Panama,Americas,1962,61.817,1215725,3536.540301,PAN
Panama,Americas,1967,64.071,1405486,4421.009084,PAN
Panama,Americas,1972,66.216,1616384,5364.249663,PAN
Panama,Americas,1977,68.681,1839782,5351.912144,PAN
Panama,Americas,1982,70.472,2036305,7009.601598,PAN
Panama,Americas,1987,71.523,2253639,7034.779161,PAN
Panama,Americas,1992,72.462,2484997,6618.74305,PAN
Panama,Americas,1997,73.738,2734531,7113.692252,PAN
Panama,Americas,2002,74.712,2990875,7356.031934,PAN
Panama,Americas,2007,75.537,3242173,9809.185636,PAN
Paraguay,Americas,1952,62.649,1555876,1952.308701,PRY
Paraguay,Americas,1957,63.196,1770902,2046.154706,PRY
Paraguay,Americas,1962,64.361,2009813,2148.027146,PRY
Paraguay,Americas,1967,64.951,2287985,2299.376311,PRY
Paraguay,Americas,1972,65.815,2614104,2523.337977,PRY
Paraguay,Americas,1977,66.353,2984494,3248.373311,PRY
Paraguay,Americas,1982,66.874,3366439,4258.503604,PRY
Paraguay,Americas,1987,67.378,3886512,3998.875695,PRY
Paraguay,Americas,1992,68.225,4483945,4196.411078,PRY
Paraguay,Americas,1997,69.4,5154123,4247.400261,PRY
Paraguay,Americas,2002,70.755,5884491,3783.674243,PRY
Paraguay,Americas,2007,71.752,6667147,4172.838464,PRY
Peru,Americas,1952,43.902,8025700,3758.523437,PER
Peru,Americas,1957,46.263,9146100,4245.256698,PER
Peru,Americas,1962,49.096,10516500,4957.037982,PER
Peru,Americas,1967,51.445,12132200,5788.09333,PER
Peru,Americas,1972,55.448,13954700,5937.827283,PER
Peru,Americas,1977,58.447,15990099,6281.290855,PER
Peru,Americas,1982,61.406,18125129,6434.501797,PER
Peru,Americas,1987,64.134,20195924,6360.943444,PER
Peru,Americas,1992,66.458,22430449,4446.380924,PER
Peru,Americas,1997,68.386,24748122,5838.347657,PER
Peru,Americas,2002,69.906,26769436,5909.020073,PER
Peru,Americas,2007,71.421,28674757,7408.905561,PER
Philippines,Asia,1952,47.752,22438691,1272.880995,PHL
Philippines,Asia,1957,51.334,26072194,1547.944844,PHL
Philippines,Asia,1962,54.757,30325264,1649.552153,PHL
Philippines,Asia,1967,56.393,35356600,1814.12743,PHL
Philippines,Asia,1972,58.065,40850141,1989.37407,PHL
Philippines,Asia,1977,60.06,46850962,2373.204287,PHL
Philippines,Asia,1982,62.082,53456774,2603.273765,PHL
Philippines,Asia,1987,64.151,60017788,2189.634995,PHL
Philippines,Asia,1992,66.458,67185766,2279.324017,PHL
Philippines,Asia,1997,68.564,75012988,2536.534925,PHL
Philippines,Asia,2002,70.303,82995088,2650.921068,PHL
Philippines,Asia,2007,71.688,91077287,3190.481016,PHL
Poland,Europe,1952,61.31,25730551,4029.329699,POL
Poland,Europe,1957,65.77,28235346,4734.253019,POL
Poland,Europe,1962,67.64,30329617,5338.752143,POL
Poland,Europe,1967,69.61,31785378,6557.152776,POL
Poland,Europe,1972,70.85,33039545,8006.506993,POL
Poland,Europe,1977,70.67,34621254,9508.141454,POL
Poland,Europe,1982,71.32,36227381,8451.531004,POL
Poland,Europe,1987,70.98,37740710,9082.351172,POL
Poland,Europe,1992,70.99,38370697,7738.881247,POL
Poland,Europe,1997,72.75,38654957,10159.58368,POL
Poland,Europe,2002,74.67,38625976,12002.23908,POL
Poland,Europe,2007,75.563,38518241,15389.92468,POL
Portugal,Europe,1952,59.82,8526050,3068.319867,PRT
Portugal,Europe,1957,61.51,8817650,3774.571743,PRT
Portugal,Europe,1962,64.39,9019800,4727.954889,PRT
Portugal,Europe,1967,66.6,9103000,6361.517993,PRT
Portugal,Europe,1972,69.26,8970450,9022.247417,PRT
Portugal,Europe,1977,70.41,9662600,10172.48572,PRT
Portugal,Europe,1982,72.77,9859650,11753.84291,PRT
Portugal,Europe,1987,74.06,9915289,13039.30876,PRT
Portugal,Europe,1992,74.86,9927680,16207.26663,PRT
Portugal,Europe,1997,75.97,10156415,17641.03156,PRT
Portugal,Europe,2002,77.29,10433867,19970.90787,PRT
Portugal,Europe,2007,78.098,10642836,20509.64777,PRT
Puerto Rico,Americas,1952,64.28,2227000,3081.959785,PRI
Puerto Rico,Americas,1957,68.54,2260000,3907.156189,PRI
Puerto Rico,Americas,1962,69.62,2448046,5108.34463,PRI
Puerto Rico,Americas,1967,71.1,2648961,6929.277714,PRI
Puerto Rico,Americas,1972,72.16,2847132,9123.041742,PRI
Puerto Rico,Americas,1977,73.44,3080828,9770.524921,PRI
Puerto Rico,Americas,1982,73.75,3279001,10330.98915,PRI
Puerto Rico,Americas,1987,74.63,3444468,12281.34191,PRI
Puerto Rico,Americas,1992,73.911,3585176,14641.58711,PRI
Puerto Rico,Americas,1997,74.917,3759430,16999.4333,PRI
Puerto Rico,Americas,2002,77.778,3859606,18855.60618,PRI
Puerto Rico,Americas,2007,78.746,3942491,19328.70901,PRI
Reunion,Africa,1952,52.724,257700,2718.885295,REU
Reunion,Africa,1957,55.09,308700,2769.451844,REU
Reunion,Africa,1962,57.666,358900,3173.72334,REU
Reunion,Africa,1967,60.542,414024,4021.175739,REU
Reunion,Africa,1972,64.274,461633,5047.658563,REU
Reunion,Africa,1977,67.064,492095,4319.804067,REU
Reunion,Africa,1982,69.885,517810,5267.219353,REU
Reunion,Africa,1987,71.913,562035,5303.377488,REU
Reunion,Africa,1992,73.615,622191,6101.255823,REU
Reunion,Africa,1997,74.772,684810,6071.941411,REU
Reunion,Africa,2002,75.744,743981,6316.1652,REU
Reunion,Africa,2007,76.442,798094,7670.122558,REU
Romania,Europe,1952,61.05,16630000,3144.613186,ROU
Romania,Europe,1957,64.1,17829327,3943.370225,ROU
Romania,Europe,1962,66.8,18680721,4734.997586,ROU
Romania,Europe,1967,66.8,19284814,6470.866545,ROU
Romania,Europe,1972,69.21,20662648,8011.414402,ROU
Romania,Europe,1977,69.46,21658597,9356.39724,ROU
Romania,Europe,1982,69.66,22356726,9605.314053,ROU
Romania,Europe,1987,69.53,22686371,9696.273295,ROU
Romania,Europe,1992,69.36,22797027,6598.409903,ROU
Romania,Europe,1997,69.72,22562458,7346.547557,ROU
Romania,Europe,2002,71.322,22404337,7885.360081,ROU
Romania,Europe,2007,72.476,22276056,10808.47561,ROU
Rwanda,Africa,1952,40,2534927,493.3238752,RWA
Rwanda,Africa,1957,41.5,2822082,540.2893983,RWA
Rwanda,Africa,1962,43,3051242,597.4730727,RWA
Rwanda,Africa,1967,44.1,3451079,510.9637142,RWA
Rwanda,Africa,1972,44.6,3992121,590.5806638,RWA
Rwanda,Africa,1977,45,4657072,670.0806011,RWA
Rwanda,Africa,1982,46.218,5507565,881.5706467,RWA
Rwanda,Africa,1987,44.02,6349365,847.991217,RWA
Rwanda,Africa,1992,23.599,7290203,737.0685949,RWA
Rwanda,Africa,1997,36.087,7212583,589.9445051,RWA
Rwanda,Africa,2002,43.413,7852401,785.6537648,RWA
Rwanda,Africa,2007,46.242,8860588,863.0884639,RWA
Sao Tome and Principe,Africa,1952,46.471,60011,879.5835855,STP
Sao Tome and Principe,Africa,1957,48.945,61325,860.7369026,STP
Sao Tome and Principe,Africa,1962,51.893,65345,1071.551119,STP
Sao Tome and Principe,Africa,1967,54.425,70787,1384.840593,STP
Sao Tome and Principe,Africa,1972,56.48,76595,1532.985254,STP
Sao Tome and Principe,Africa,1977,58.55,86796,1737.561657,STP
Sao Tome and Principe,Africa,1982,60.351,98593,1890.218117,STP
Sao Tome and Principe,Africa,1987,61.728,110812,1516.525457,STP
Sao Tome and Principe,Africa,1992,62.742,125911,1428.777814,STP
Sao Tome and Principe,Africa,1997,63.306,145608,1339.076036,STP
Sao Tome and Principe,Africa,2002,64.337,170372,1353.09239,STP
Sao Tome and Principe,Africa,2007,65.528,199579,1598.435089,STP
Saudi Arabia,Asia,1952,39.875,4005677,6459.554823,SAU
Saudi Arabia,Asia,1957,42.868,4419650,8157.591248,SAU
Saudi Arabia,Asia,1962,45.914,4943029,11626.41975,SAU
Saudi Arabia,Asia,1967,49.901,5618198,16903.04886,SAU
Saudi Arabia,Asia,1972,53.886,6472756,24837.42865,SAU
Saudi Arabia,Asia,1977,58.69,8128505,34167.7626,SAU
Saudi Arabia,Asia,1982,63.012,11254672,33693.17525,SAU
Saudi Arabia,Asia,1987,66.295,14619745,21198.26136,SAU
Saudi Arabia,Asia,1992,68.768,16945857,24841.61777,SAU
Saudi Arabia,Asia,1997,70.533,21229759,20586.69019,SAU
Saudi Arabia,Asia,2002,71.626,24501530,19014.54118,SAU
Saudi Arabia,Asia,2007,72.777,27601038,21654.83194,SAU
Senegal,Africa,1952,37.278,2755589,1450.356983,SEN
Senegal,Africa,1957,39.329,3054547,1567.653006,SEN
Senegal,Africa,1962,41.454,3430243,1654.988723,SEN
Senegal,Africa,1967,43.563,3965841,1612.404632,SEN
Senegal,Africa,1972,45.815,4588696,1597.712056,SEN
Senegal,Africa,1977,48.879,5260855,1561.769116,SEN
Senegal,Africa,1982,52.379,6147783,1518.479984,SEN
Senegal,Africa,1987,55.769,7171347,1441.72072,SEN
Senegal,Africa,1992,58.196,8307920,1367.899369,SEN
Senegal,Africa,1997,60.187,9535314,1392.368347,SEN
Senegal,Africa,2002,61.6,10870037,1519.635262,SEN
Senegal,Africa,2007,63.062,12267493,1712.472136,SEN
Serbia,Europe,1952,57.996,6860147,3581.459448,SRB
Serbia,Europe,1957,61.685,7271135,4981.090891,SRB
Serbia,Europe,1962,64.531,7616060,6289.629157,SRB
Serbia,Europe,1967,66.914,7971222,7991.707066,SRB
Serbia,Europe,1972,68.7,8313288,10522.06749,SRB
Serbia,Europe,1977,70.3,8686367,12980.66956,SRB
Serbia,Europe,1982,70.162,9032824,15181.0927,SRB
Serbia,Europe,1987,71.218,9230783,15870.87851,SRB
Serbia,Europe,1992,71.659,9826397,9325.068238,SRB
Serbia,Europe,1997,72.232,10336594,7914.320304,SRB
Serbia,Europe,2002,73.213,10111559,7236.075251,SRB
Serbia,Europe,2007,74.002,10150265,9786.534714,SRB
Sierra Leone,Africa,1952,30.331,2143249,879.7877358,SLE
Sierra Leone,Africa,1957,31.57,2295678,1004.484437,SLE
Sierra Leone,Africa,1962,32.767,2467895,1116.639877,SLE
Sierra Leone,Africa,1967,34.113,2662190,1206.043465,SLE
Sierra Leone,Africa,1972,35.4,2879013,1353.759762,SLE
Sierra Leone,Africa,1977,36.788,3140897,1348.285159,SLE
Sierra Leone,Africa,1982,38.445,3464522,1465.010784,SLE
Sierra Leone,Africa,1987,40.006,3868905,1294.447788,SLE
Sierra Leone,Africa,1992,38.333,4260884,1068.696278,SLE
Sierra Leone,Africa,1997,39.897,4578212,574.6481576,SLE
Sierra Leone,Africa,2002,41.012,5359092,699.489713,SLE
Sierra Leone,Africa,2007,42.568,6144562,862.5407561,SLE
Singapore,Asia,1952,60.396,1127000,2315.138227,SGP
Singapore,Asia,1957,63.179,1445929,2843.104409,SGP
Singapore,Asia,1962,65.798,1750200,3674.735572,SGP
Singapore,Asia,1967,67.946,1977600,4977.41854,SGP
Singapore,Asia,1972,69.521,2152400,8597.756202,SGP
Singapore,Asia,1977,70.795,2325300,11210.08948,SGP
Singapore,Asia,1982,71.76,2651869,15169.16112,SGP
Singapore,Asia,1987,73.56,2794552,18861.53081,SGP
Singapore,Asia,1992,75.788,3235865,24769.8912,SGP
Singapore,Asia,1997,77.158,3802309,33519.4766,SGP
Singapore,Asia,2002,78.77,4197776,36023.1054,SGP
Singapore,Asia,2007,79.972,4553009,47143.17964,SGP
Slovak Republic,Europe,1952,64.36,3558137,5074.659104,SVK
Slovak Republic,Europe,1957,67.45,3844277,6093.26298,SVK
Slovak Republic,Europe,1962,70.33,4237384,7481.107598,SVK
