colorVal,blockHeight,blockWidth,cycMaterial,blockMaterial,totalWeight,assemblyPW,HstW,minHW,minWD,rfBlock
-248,55700,512900,2,0,313,55,457200,4410,414689,10394
-269,58400,517600,2,0,330,62,459200,6640,419389,11021
-276,59100,522100,2,0,336,64,463000,6889,423889,11273
-850,206600,274700,2,0,764,426,68100,179130,176489,16408
-247,55000,520800,2,0,312,55,465800,2920,422589,10459
-216,51100,511599,2,0,286,46,460500,-60,413389,9505
-291,61600,517000,2,0,348,68,455400,9899,418789,11608
-1012,187000,428600,2,0,924,509,241600,144140,330389,27802
-243,54400,520500,2,0,309,54,466100,2350,422289,10337
-266,57699,519799,2,0,327,60,462100,5719,421589,10946
-253,55700,522800,2,0,317,57,467100,3420,424589,10642
-398,56800,526400,3,0,364,107,469600,4159,405481,10364
-895,54000,506700,2,3,423,846,452700,3330,408489,19852
-225,52200,514000,2,0,294,49,461800,799,415789,9766
-361,53700,513100,3,0,337,93,459400,2390,392181,9477
-260,57100,517900,2,0,323,59,460800,5310,419689,10783
-248,55100,520200,2,0,313,55,465100,3079,421989,10463
-955,56600,517600,2,2,718,992,461000,4840,419389,32639
-1530,76700,583600,2,3,676,2282,506900,18340,485389,33506
-260,56400,526800,2,0,323,59,470400,3719,428589,10877
-275,58700,524400,2,0,335,63,465700,6260,426189,11257
-271,58200,523900,2,0,332,62,465700,5810,425689,11148
-272,58900,515900,2,0,332,62,457000,7309,417689,11070
-258,56300,523300,2,0,321,58,467000,3969,425089,10769
-1096,182300,498700,2,0,1004,577,316400,132430,400489,32854
-280,59500,524200,2,0,340,65,464700,7079,425989,11405
-262,57200,519200,2,0,324,59,462000,5280,420989,10836
-227,52300,517500,2,0,296,49,465200,549,419289,9867
-247,54600,525100,2,0,312,55,470500,2090,426889,10488
-607,77100,549400,3,0,512,208,472299,22160,428481,14866
-245,54300,526000,2,0,311,54,471700,1699,427789,10453
-262,57400,517200,2,0,324,59,459799,5679,418989,10822
-240,54200,516900,2,0,306,53,462700,2509,418689,10211
-242,54200,520700,2,0,308,53,466500,2129,422489,10304
-248,55100,521000,2,0,313,55,465900,2999,422789,10483
-245,54600,521300,2,0,310,54,466700,2469,423089,10395
-403,57400,525700,3,0,367,109,468300,4830,404781,10455
-268,57500,527200,2,0,330,61,469700,4780,428989,11100
-253,55900,519400,2,0,317,57,463500,3960,421189,10595
-246,54900,518600,2,0,311,55,463700,3040,420389,10385
-241,54400,516900,2,0,307,53,462500,2710,418689,10249
-243,54400,519600,2,0,308,54,465200,2440,421389,10315
-243,54600,517400,2,0,309,54,462800,2859,419189,10299
-419,82300,496300,2,0,451,116,414000,32670,398089,14743
-246,54400,527400,2,0,312,55,473000,1659,429189,10506
-81,41600,322400,2,0,169,19,280800,9360,224189,4196
-257,56500,518300,2,0,320,58,461800,4670,420089,10680
-372,54000,519200,0,0,462,98,465200,2080,349023,8481
-252,55900,518400,2,0,316,56,462500,4059,420189,10569
-237,53400,523400,2,0,304,52,470000,1059,425189,10217
-249,55100,523100,2,0,314,56,468000,2789,424889,10535
-261,57300,516599,2,0,324,59,459300,5639,418389,10788
-246,55199,516100,2,0,311,55,460900,3589,417889,10380
-236,53500,517900,2,0,303,52,464400,1709,419689,10104
-252,56300,512500,2,0,316,56,456200,5050,414289,10496
-262,57500,514600,2,0,324,59,457100,6039,416389,10774
-252,55800,519500,2,0,316,56,463700,3850,421289,10578
-310,64600,514200,2,0,364,75,449600,13180,415989,12092
-238,53900,517600,2,0,305,52,463700,2140,419389,10172
-241,54100,520200,2,0,307,53,466100,2079,421989,10273
-271,58500,519200,2,0,332,62,460700,6579,420989,11082
-818,49700,515200,2,2,628,758,465500,-1821,416989,28496
-236,53400,520100,2,0,303,52,466700,1389,421889,10138
-277,59500,517000,2,0,336,64,457500,7799,418789,11213
-238,53700,519600,2,0,305,52,465900,1739,421389,10182
-255,56900,509900,2,0,318,57,453000,5910,411689,10541
-238,53700,520900,2,0,305,52,467200,1610,422689,10214
-261,57000,519799,2,0,323,59,462800,5020,421589,10813
-239,53800,519900,2,0,305,52,466100,1809,421689,10209
-219,51100,518200,2,0,289,47,467100,-721,419989,9657
-249,55900,512400,2,0,314,56,456500,4659,414189,10418
-244,54700,517700,2,0,309,54,463000,2929,419489,10325
-200,47900,526200,2,0,274,42,478300,-4720,427989,9225
-235,53500,516700,2,0,302,51,463200,1829,418489,10075
-263,57400,519799,2,0,326,60,462400,5420,421589,10889
-379,54700,519900,0,0,469,101,465200,2709,349723,8608
-372,88600,382200,2,0,404,101,293600,50380,283989,11322
-270,58400,518900,2,0,331,62,460500,6510,420689,11055
-260,56900,520000,2,0,323,59,463100,4900,421789,10799
-234,53200,518200,2,0,301,51,465000,1380,419989,10054
-713,127200,488700,2,0,690,274,361500,78330,390489,22351
-1011,58900,523600,2,2,755,1101,464700,6539,425389,34451
-265,57400,522299,2,0,327,60,464900,5170,424089,10954
-259,56600,522299,2,0,322,58,465700,4370,424089,10801
-231,52600,521900,2,0,299,50,469300,409,423689,10028
-468,121800,295200,2,0,470,155,173400,92280,196989,10797
-256,56900,511599,2,0,319,58,454700,5740,413389,10584
-167,44700,499400,2,0,246,34,454700,-5240,401189,8069
-710,120600,526900,2,0,692,270,406300,67910,428689,23265
-534,90300,572800,2,0,551,169,482500,33020,474589,19284
-268,61300,478500,2,0,327,62,417200,13450,380289,10490
-313,60700,570100,2,0,369,76,509400,3690,471889,12889
-274,58900,520000,2,0,334,63,461100,6899,421789,11179
-258,56800,516599,2,0,321,58,459799,5139,418389,10694
-711,120300,530600,2,0,694,272,410300,67240,432389,23407
-260,57600,509799,2,0,322,59,452200,6620,411589,10668
-248,54700,526000,2,0,313,55,471300,2099,427789,10530
-255,56800,512000,2,0,319,57,455200,5599,413789,10576
-1015,62600,491599,2,2,758,1092,429000,13440,393389,33861
-468,85700,530200,2,0,494,137,444500,32679,431989,16659
-514,86700,581800,2,0,536,159,495100,28520,483589,18867
-232,52400,525800,2,0,300,51,473400,-180,427589,10082
-455,83900,529700,2,0,483,132,445800,30930,431489,16290
-226,51800,522200,2,0,295,49,470400,-421,423989,9883
-358,64500,598700,2,0,407,92,534200,4630,500489,14526
-219,51100,517400,2,0,289,47,466300,-641,419189,9639
-270,59200,508500,2,0,330,62,449300,8349,410289,10930
-250,56100,510200,2,0,314,56,454099,5080,411989,10400
-129,43000,428700,2,0,212,26,385700,129,330489,6394
-239,53700,522200,2,0,306,53,468500,1480,423989,10245
-247,56000,507100,2,0,312,55,451100,5289,408889,10304
-305,63600,517299,2,0,360,73,453700,11870,419089,11994
-264,56900,527600,2,0,326,60,470700,4140,429389,10994
-274,57800,534400,2,0,335,63,476599,4360,436189,11345
-244,54100,526500,2,0,310,54,472400,1450,428289,10426
-370,53700,520700,0,0,461,98,467000,1629,350523,8470
-1115,116199,486900,1,0,1065,564,370700,67510,342311,17899
-230,52200,526200,2,0,299,50,474000,-421,427989,10053
-1834,73800,525600,0,1,1554,3025,451800,21240,355423,16420
-252,56100,514799,2,0,316,56,458700,4620,416589,10516
-946,157600,510400,2,0,883,444,352800,106560,412189,29232
-240,54400,514900,2,0,306,53,460500,2909,416689,10200
-249,54600,529600,2,0,314,55,475000,1640,431389,10599
-235,53300,520100,2,0,302,52,466800,1290,421889,10119
-755,68400,330400,2,3,381,564,262000,35360,232189,14293
-248,55100,520800,2,0,313,55,465700,3020,422589,10478
-1036,198900,401100,2,0,939,537,202200,158790,302889,27110
-244,54500,520600,2,0,310,54,466100,2440,422389,10359
-230,52800,516000,2,0,298,50,463200,1200,417789,9926
-226,51600,525100,2,0,295,49,473500,-911,426889,9912
-1166,225100,388800,2,0,1040,667,163700,186220,290589,29435
-629,129100,404700,2,0,613,228,275600,88630,306489,17805
-311,63800,525800,2,0,365,75,462000,11220,427589,12276
-253,55400,526400,2,0,317,57,471000,2760,428189,10674
-900,157100,480100,2,0,842,409,323000,109090,381889,26997
-245,54300,525700,2,0,311,54,471400,1729,427489,10445
-907,53800,515300,2,3,427,869,461500,2269,417089,20195
-268,69400,391100,2,0,322,63,321700,30290,292889,9146
-251,55700,518100,2,0,315,56,462400,3889,419889,10524
-309,72100,431599,2,0,358,76,359500,28940,333389,10816
-248,54600,527800,2,0,313,55,473200,1820,429589,10555
-307,71900,430300,2,0,356,75,358400,28870,332089,10744
-241,54300,517400,2,0,307,53,463100,2559,419189,10242
-238,53800,518700,2,0,305,52,464900,1930,420489,10180
-820,55700,523500,2,1,727,623,467800,3350,425289,14829
-236,53900,512400,2,0,303,52,458500,2659,414189,10046
-285,60900,514300,2,0,343,66,453400,9469,416089,11402
-751,52300,516100,2,1,674,534,463800,690,417889,13681
-232,53000,517299,2,0,300,51,464300,1270,419089,9995
-250,56300,508200,2,0,314,56,451900,5479,409989,10387
-236,53400,520900,2,0,303,52,467500,1309,422689,10157
-246,54300,527200,2,0,311,54,472900,1579,428989,10482
-754,179100,296700,2,0,694,337,117600,149430,198489,15997
-977,57500,514400,2,3,456,989,456900,6060,416189,21537
-925,54300,520100,2,3,434,902,465800,2289,421889,20617
-277,84000,289600,2,0,320,72,205600,55039,191389,7234
-894,53300,513900,2,3,422,848,460600,1910,415689,19940
-240,53500,528000,2,0,307,53,474500,699,429789,10347
-224,51500,522700,2,0,293,48,471200,-770,424489,9837
-246,54300,527600,2,0,311,55,473300,1540,429389,10492
-56,37700,308500,2,0,149,15,270800,6850,210289,3567
-500,105600,415200,2,0,510,157,309600,64080,316989,15063
-249,55100,522800,2,0,314,55,467700,2819,424589,10527
-791,53600,527500,2,1,704,586,473900,850,429289,14404
-1523,206700,402800,3,0,1070,1108,196100,166420,281881,26219
-225,51700,521400,2,0,294,49,469700,-441,423189,9845
-243,54200,523300,2,0,309,54,469099,1869,425089,10367
-315,64900,518800,2,0,368,76,453900,13020,420589,12283
-231,52600,521200,2,0,299,50,468600,480,422989,10012
-267,57699,522200,2,0,328,61,464500,5479,423989,11008
-439,79900,547400,2,0,471,125,467500,25160,449189,16150
-232,52500,525300,2,0,300,51,472800,-31,427089,10090
-223,51300,522800,2,0,292,48,471500,-981,424589,9801
-238,53900,518000,2,0,305,52,464099,2100,419789,10182
-243,54100,524800,2,0,309,54,470700,1620,426589,10385
-276,59300,518300,2,0,336,64,459000,7470,420089,11210
-240,54100,518300,2,0,306,53,464200,2270,420089,10227
-259,55800,534100,2,0,323,59,478300,2390,435889,10945
-261,57100,518400,2,0,323,59,461300,5259,420189,10796
-314,63800,530400,2,0,367,76,466599,10760,432189,12408
-256,56800,512800,2,0,319,58,456000,5520,414589,10596
-323,65900,520500,2,0,374,79,454600,13850,422289,12523
-245,54400,524900,2,0,311,54,470500,1910,426689,10445
-261,56900,522500,2,0,324,59,465600,4650,424289,10863
-414,79000,520200,2,0,449,114,441200,26980,421989,15001
-286,59300,537200,2,0,345,67,477900,5580,438989,11714
-89,44200,307300,2,0,175,21,263100,13470,209089,4158
-232,53099,517200,2,0,300,51,464099,1379,418989,10011
-268,57500,527300,2,0,330,61,469799,4770,429089,11102
-818,49300,514099,2,3,390,726,464799,-2110,415889,18453
-764,123600,557900,2,0,740,306,434300,67810,459689,25567
-1122,180700,521599,2,0,1029,600,340900,128539,423389,34427
-652,112500,525600,2,0,644,234,413100,59940,427389,21636
-518,97500,492800,2,0,532,162,395300,48220,394589,17312
-279,58600,533800,2,0,339,65,475200,5219,435589,11486
-1081,220400,359300,2,0,966,594,138900,184470,261089,25894
-241,54000,522299,2,0,307,53,468300,1770,424089,10305
-262,55300,546000,2,0,325,59,490700,699,447789,11143
-234,53500,514200,2,0,301,51,460700,2079,415989,10014
-171,51900,401500,2,0,245,36,349600,11750,303289,7083
-992,172200,475200,2,0,916,485,303000,124680,376989,29212
-274,58600,523900,2,0,334,63,465300,6210,425689,11225
-444,99300,394000,2,0,463,131,294700,59900,295789,13217
-321,65900,517800,2,0,373,79,451900,14120,419589,12442
-248,54800,525400,2,0,313,55,470600,2260,427189,10534
-884,52900,517600,2,2,671,867,464700,1140,419389,30505
-714,148300,382800,2,0,678,285,234500,110020,284589,18992
-231,53099,513200,2,0,298,50,460100,1779,414989,9916
-258,65300,414900,2,0,315,60,349600,23809,316689,9305
-215,50500,519000,2,0,286,46,468500,-1401,420789,9562
-825,86100,517100,1,0,820,330,431000,34390,372511,14432
-246,54500,525300,2,0,312,55,470800,1970,427089,10474
-530,109600,421700,2,0,535,171,312100,67430,323489,15954
-282,60400,515300,2,0,340,66,454900,8870,417089,11336
-438,90200,453800,2,0,464,126,363600,44820,355589,14433
-259,56500,522299,2,0,322,58,465800,4270,424089,10782
-260,56500,525300,2,0,323,59,468800,3970,427089,10858
-374,73100,522200,2,0,416,98,449099,20880,423989,13947
-627,153500,297000,2,0,595,247,143500,123800,198789,13731
-578,120900,402100,2,0,571,199,281200,80690,303889,16533
-603,118300,440400,2,0,596,210,322100,74260,342189,18216
-794,144300,462900,2,0,753,330,318600,98010,364689,23681
-965,57100,517700,2,2,725,1010,460600,5329,419489,32935
-227,52500,514200,2,0,295,49,461700,1080,415989,9827
-237,53400,522299,2,0,304,52,468900,1170,424089,10190
-224,51300,526700,2,0,294,48,475400,-1370,428489,9891
-431,98900,382000,2,0,451,126,283100,60700,283789,12630
-242,54800,513200,2,0,308,54,458400,3479,414989,10233
-236,53400,519799,2,0,303,52,466400,1419,421589,10130
-245,54600,521000,2,0,310,54,466400,2499,422789,10387
-492,101100,436200,2,0,506,151,335100,57480,337989,15376
-242,54500,516400,2,0,308,53,461900,2859,418189,10256
-779,136800,490400,2,0,744,318,353600,87760,392189,24143
-242,54700,514099,2,0,308,53,459400,3290,415889,10237
-219,50500,526800,2,0,289,47,476300,-2181,428589,9739
-246,55599,510600,2,0,311,55,455000,4539,412389,10317
-224,52200,513400,2,0,293,49,461200,859,415189,9752
-364,54000,509900,0,0,455,95,455900,3010,339723,8255
-265,57699,518900,2,0,327,60,461200,5810,420689,10923
-188,46900,512400,2,0,263,39,465500,-4340,414189,8741
-1278,208800,500400,2,0,1153,760,291600,158760,402189,37789
-1909,105399,521700,2,2,1348,3499,416300,53230,423489,61374
-384,55500,517100,0,0,473,103,461599,3790,346923,8664
-51,32100,390400,2,0,148,13,358300,-6940,292189,4220
-1974,174200,589900,1,0,1811,1582,415700,115210,445311,34907
-36,32599,327700,2,0,134,12,295100,-171,229489,3366
-225,52100,517100,2,0,294,49,465000,389,418889,9820
-573,104700,499799,2,0,577,190,395100,54720,401589,18920
-878,137900,565300,2,0,834,388,427400,81370,467089,28985
-292,61300,522299,2,0,349,69,461000,9070,424089,11698
-213,46100,589000,2,0,287,45,542900,-12800,490789,10181
-2668,151600,495000,2,2,1848,6497,343400,102100,396789,82710
-251,55700,519099,2,0,316,56,463400,3790,420889,10549
-1161,191100,502299,2,0,1058,640,311200,140870,404089,34749
-906,168600,433100,2,0,839,418,264500,125290,334889,25408
-697,107500,413000,0,0,759,246,305500,66200,242823,11746
-914,59500,540000,2,1,799,757,480500,5500,441789,16455
-261,58300,503200,2,0,323,59,444900,7980,404989,10624
-474,83100,563400,2,0,501,140,480300,26760,465189,17395
-320,65400,521599,2,0,372,78,456200,13240,423389,12460
-564,60100,553100,1,0,598,174,493000,4789,408511,11048
-314,65300,511500,2,0,366,76,446200,14150,413289,12144
-536,73500,503200,3,0,454,172,429700,23180,382281,12643
-331,63900,558600,2,0,383,82,494700,8039,460389,13238
-274,59600,510200,2,0,334,63,450600,8580,411989,11049
-262,58700,499799,2,0,324,60,441100,8720,401589,10607
-261,57800,510100,2,0,323,59,452299,6790,411889,10713
-753,175200,308500,2,0,696,331,133300,144350,210289,16579
-815,159100,410700,2,0,763,352,251600,118030,312489,22372
-254,56100,518400,2,0,318,57,462299,4259,420189,10607
-294,61600,522700,2,0,351,69,461100,9330,424489,11766
-273,57800,532000,2,0,334,63,474200,4600,433789,11282
-259,58000,502400,2,0,321,58,444400,7759,404189,10549
-1798,204800,386700,1,0,1631,1417,181900,166130,242111,22312
-226,52500,512700,2,0,295,49,460200,1229,414489,9792
-297,60800,538900,2,0,354,70,478100,6909,440689,12057
-222,51200,522900,2,0,292,48,471700,-1090,424689,9784
-258,56900,516300,2,0,321,58,459400,5270,418089,10705
-791,158200,396900,2,0,741,336,238700,118510,298689,21263
-1254,193900,545300,2,0,1141,732,351400,139370,447089,39010
-254,56200,517400,2,0,318,57,461200,4460,419189,10601
-767,154800,393900,2,0,722,319,239100,115410,295689,20597
-259,58500,495600,2,0,320,58,437100,8939,397389,10461
-245,54100,529600,2,0,311,54,475500,1140,431389,10502
-304,45400,552900,3,0,303,72,507500,-9890,431981,8825
-235,53500,516900,2,0,302,52,463400,1809,418689,10079
-260,57000,519300,2,0,323,59,462299,5070,421089,10800
-275,58900,521800,2,0,335,63,462900,6720,423589,11227
-940,57600,495100,2,3,442,918,437500,8089,396889,20574
-244,55100,513500,2,0,310,54,458400,3749,415289,10297
-843,130399,583300,2,0,807,363,452900,72070,485089,28465
-279,59800,516800,2,0,338,64,457000,8120,418589,11264
-262,57400,516300,2,0,324,59,458900,5770,418089,10799
-282,59600,526400,2,0,341,66,466800,6959,428189,11484
-1031,161700,550500,2,0,958,515,388800,106649,452289,32910
-233,52600,526300,2,0,301,51,473700,-31,428089,10132
-265,57800,517100,2,0,327,60,459300,6090,418889,10895
-983,57600,516800,2,3,458,1002,459200,5920,418589,21699
-259,57400,510400,2,0,321,58,453000,6360,412189,10646
-256,55900,525000,2,0,319,57,469099,3400,426789,10735
-254,55500,526500,2,0,318,57,471000,2849,428289,10696
-278,59600,518200,2,0,337,64,458600,7780,419989,11264
-699,138800,414300,2,0,670,270,275500,97370,316089,19742
-1391,212200,548400,2,0,1254,883,336200,157360,450189,42988
-1412,102300,395800,2,2,1019,1867,293500,62720,297589,41859
-285,66700,447800,2,0,340,68,381100,21920,349589,10492
-106,39800,419799,2,0,193,22,380000,-2180,321589,5759
-768,128400,530100,2,0,740,309,401700,75390,431889,24954
-241,53300,532300,2,0,308,53,479000,69,434089,10411
-372,75600,493200,2,0,413,97,417600,26280,394989,13437
-276,59000,522600,2,0,336,64,463600,6740,424389,11267
-121,45300,373100,2,0,203,25,327800,7990,274889,5603
-274,65100,445500,2,0,330,64,380400,20550,347289,10173
-257,55700,530000,2,0,321,58,474300,2700,431789,10822
-276,59100,520500,2,0,336,64,461400,7050,422289,11230
-1039,160900,560400,2,0,966,523,399500,104860,462189,33464
-560,111500,440000,2,0,561,186,328500,67500,341789,17149
-1277,170700,297700,1,0,1178,826,127000,140930,153111,11761
-260,56600,524200,2,0,323,59,467600,4179,425989,10849
-267,57500,526100,2,0,329,61,468600,4890,427889,11071
-547,61000,518600,1,0,582,166,457600,9140,374011,10266
-239,53300,528400,2,0,306,53,475100,459,430189,10318
-118,42900,400700,2,0,202,24,357800,2829,302489,5839
-423,82100,503000,2,0,455,118,420900,31800,404789,14954
-239,54700,508600,2,0,305,53,453900,3839,410389,10101
-1278,197200,545500,2,0,1161,758,348300,142650,447289,39692
-893,141700,555400,2,0,845,400,413700,86160,457189,29152
-366,53800,520600,3,0,341,95,466800,1739,399681,9676
-352,72400,494900,2,0,396,90,422500,22910,396689,12924
-505,72800,473200,3,0,428,158,400400,25480,352281,11540
-1450,227900,521599,2,0,1298,954,293700,175740,423389,43420
-1063,183900,471700,2,0,973,549,287800,136730,373489,30908
-233,53700,509099,2,0,300,51,455400,2790,410889,9929
-710,120700,526800,2,0,692,271,406100,68020,428589,23278
-500,92600,510800,2,0,519,153,418200,41520,412589,17192
-227,51800,525700,2,0,296,49,473900,-771,427489,9964
-239,54100,516900,2,0,306,53,462800,2410,418689,10193
-937,57100,498300,2,3,441,914,441200,7269,400089,20560
-784,120700,595700,2,0,759,320,475000,61130,497489,27021
-564,99900,526300,2,0,572,185,426400,47270,428089,19244
-231,52600,520600,2,0,299,50,468000,539,422389,9997
-601,65300,525600,1,0,628,193,460300,12740,381011,11196
-281,59900,519400,2,0,340,65,459500,7960,421189,11353
-509,112899,380300,2,0,514,164,267400,74870,282089,14331
-256,56800,514099,2,0,320,58,457299,5390,415889,10630
-229,53300,506100,2,0,296,50,452800,2690,407889,9783
-264,57200,524000,2,0,326,60,466800,4800,425789,10959
-589,139700,321100,2,0,569,217,181400,107590,222889,14011
-1738,63500,522500,1,3,823,2632,459000,11250,377911,21597
-322,65800,520000,2,0,373,79,454200,13799,421789,12489
-589,64600,520600,1,0,618,187,456000,12540,376011,10930
-868,50500,529700,2,3,410,810,479200,-2471,431489,19611
-253,55700,521800,2,0,317,57,466100,3520,423589,10617
-248,55900,510300,2,0,313,55,454400,4869,412089,10366
-945,55800,520500,2,2,712,976,464700,3750,422289,32400
-128,45800,385100,2,0,210,27,339300,7290,286889,5912
-309,63800,522200,2,0,363,74,458400,11580,423989,12172
-953,56400,518300,2,2,717,988,461900,4570,420089,32577
-3122,151500,577600,2,3,1324,8719,426100,93740,479389,65364
-1375,200100,588400,2,0,1247,865,388300,141260,490189,44139
-227,51100,536100,2,0,297,49,485000,-2510,437889,10069
-251,56100,513100,2,0,315,56,457000,4790,414889,10473
-250,55599,518000,2,0,315,56,462400,3800,419789,10503
-255,64500,419000,2,0,313,59,354500,22599,320789,9310
-1133,192300,480700,2,0,1031,614,288400,144230,382489,33098
-307,76100,392500,2,0,354,77,316400,36850,294289,10077
-247,55300,515900,2,0,312,55,460600,3710,417689,10394
-247,55199,517400,2,0,312,55,462200,3459,419189,10412
-128,48000,353900,2,0,208,27,305900,12609,255689,5522
-322,65800,520800,2,0,374,79,455000,13720,422589,12512
-283,66300,448300,2,0,338,67,382000,21469,350089,10444
-307,64400,511200,2,0,361,74,446800,13280,412989,11968
-728,127100,502700,2,0,704,283,375600,76830,404489,23134
-922,54300,518500,2,3,433,897,464200,2449,420289,20539
-257,57000,512900,2,0,320,58,455900,5709,414689,10636
-255,56100,521300,2,0,319,57,465200,3969,423089,10680
-226,52000,519799,2,0,295,49,467800,19,421589,9865
-509,91000,535700,2,0,528,157,444700,37430,437489,17915
-221,51800,512299,2,0,291,48,460500,569,414089,9652
-3099,206800,407000,2,3,1356,7908,200200,166100,308789,57471
-501,91900,517100,2,0,520,153,425200,40190,418889,17323
-884,196200,322600,2,0,802,430,126400,163939,224389,19811
-317,65199,518700,2,0,369,77,453500,13330,420489,12337
-961,220500,297300,2,0,856,511,76800,190770,199089,19754
-1064,214899,366500,2,0,954,575,151600,178250,268289,25944
-738,85700,6.00E+05,3,0,612,285,514300,25700,479081,18475
-216,50800,515200,2,0,286,46,464400,-721,416989,9532
-252,56000,516300,2,0,316,56,460300,4369,418089,10535
-933,57699,490700,2,3,440,904,433000,8630,392489,20382
-988,188500,408800,2,0,901,492,220300,147620,310589,26345
-369,72100,525700,2,0,413,96,453600,19530,427489,13869
-322,67200,504300,2,0,373,79,437100,16770,406089,12280
-324,67000,509600,2,0,375,80,442600,16040,411389,12403
-234,53000,521300,2,0,301,51,468300,869,423089,10090
-433,86100,481400,2,0,462,123,395300,37960,383189,14846
-677,147100,359700,2,0,645,265,212600,111130,261489,17309
-386,92600,371300,2,0,414,108,278700,55470,273089,11379
-301,63500,511900,2,0,356,72,448400,12310,413689,11821
-544,99800,504300,2,0,554,175,404500,49370,406089,18237
-3013,209400,451300,2,1,2389,6523,241900,164270,353089,46284
-362,32000,467600,2,1,377,163,435599,-14760,369389,7399
-320,66500,507700,2,0,371,78,441200,15730,409489,12253
-938,113699,532300,3,0,735,437,418600,60470,411381,21048
-430,86800,470600,2,0,458,122,383800,39740,372389,14545
-315,65100,516800,2,0,368,76,451700,13420,418589,12262
-349,64000,590300,2,0,400,88,526300,4970,492089,14172
-299,62400,522000,2,0,355,71,459600,10200,423789,11900
-287,60300,526000,2,0,345,67,465700,7700,427789,11608
-798,144700,463900,2,0,756,333,319200,98310,365689,23811
-331,73100,455600,2,0,377,83,382500,27540,357389,11756
-331,67200,518500,2,0,381,82,451300,15350,420289,12709
-522,42100,406100,2,3,275,326,364000,1490,307889,11665
-379,78400,475600,2,0,417,100,397200,30840,377389,13314
-277,58600,529000,2,0,337,64,470400,5699,430789,11359
-579,61800,547300,1,0,611,181,485500,7070,402711,11199
-342,67900,529000,2,0,390,86,461100,15000,430789,13162
-263,56500,531400,2,0,326,60,474900,3360,433189,11013
-255,56400,517500,2,0,319,57,461100,4649,419289,10641
-426,59700,527800,3,0,383,119,468100,6919,406881,10930
-278,59000,526600,2,0,338,64,467600,6340,428389,11373
-770,51900,459500,2,3,375,639,407600,5950,361289,16875
-269,60100,494200,2,0,329,62,434099,10680,395989,10709
-825,58300,5.00E+05,2,1,730,622,441700,8300,401789,14663
-875,54900,487000,2,3,416,806,432100,6199,388789,19210
-449,67800,469000,0,0,532,126,401200,20900,298823,9117
-248,55700,511300,2,0,312,55,455600,4570,413089,10354
-247,55599,511700,2,0,312,55,456100,4429,413489,10345
-265,58400,508600,2,0,326,60,450200,7540,410389,10785
-990,59800,504500,2,2,741,1051,444700,9350,406289,33407
-446,62400,519900,3,0,396,128,457500,10410,398981,11203
-222,51300,521700,2,0,292,48,470400,-871,423489,9776
-1037,59800,522299,2,3,480,1104,462500,7570,424089,22824
-110,41700,400400,2,0,196,23,358700,1659,302189,5670
-218,51400,511100,2,0,288,47,459700,289,412889,9550
-417,59700,513900,3,0,375,116,454200,8310,392981,10557
-290,61700,513900,2,0,347,68,452200,10310,415689,11541
-388,56500,511100,0,0,477,104,454600,5390,340923,8667
-2178,147400,408500,2,3,969,4048,261100,106550,310289,41163
-247,56500,498900,2,0,311,55,442400,6610,400689,10187
-522,98300,490600,2,0,535,164,392299,49240,392389,17357
-3693,183500,559100,2,3,1560,11963,375600,127590,460889,76115
-266,58200,514200,2,0,328,61,456000,6780,415989,10894
-248,56200,505500,2,0,312,55,449300,5649,407289,10300
-811,56800,506300,2,1,719,605,449500,6169,408089,14510
-427,82700,503800,2,0,459,120,421100,32320,405589,15094
-231,52900,516599,2,0,299,50,463700,1240,418389,9959
-339,50700,524200,3,0,324,85,473500,-1721,403281,9200
-247,55700,510100,2,0,312,55,454400,4690,411889,10324
-457,53500,510600,1,0,505,125,457100,2439,366011,8811
-264,58500,505700,2,0,325,60,447200,7929,407489,10727
-549,117100,395700,2,0,547,183,278600,77530,297489,15676
-1122,180400,523100,2,0,1029,600,342700,128090,424889,34492
-285,61500,506599,2,0,342,67,445100,10840,408389,11302
-971,154900,542700,2,0,908,464,387800,100630,444489,30983
-243,54900,512700,2,0,308,54,457800,3630,414489,10239
-1121,225000,366700,2,0,999,631,141700,188329,268489,27184
-277,59900,511800,2,0,336,64,451900,8720,413589,11148
-575,123300,386800,2,0,568,199,263500,84620,288589,16012
-447,99300,397700,2,0,466,132,298400,59530,299489,13382
-297,63000,511000,2,0,353,71,448000,11900,412789,11702
-670,136000,404200,2,0,645,253,268200,95580,305989,18726
-262,57300,518300,2,0,324,59,461000,5470,420089,10832
-500,93900,499400,2,0,518,153,405500,43960,401189,16952
-747,127000,520500,2,0,722,295,393500,74950,422289,24133
-214,50800,511800,2,0,285,46,461000,-381,413589,9454
-611,102700,555900,2,0,613,210,453200,47110,457689,21152
-727,133500,465500,2,0,699,284,332000,86950,367289,22064
-601,93200,268630,1,0,610,233,175430,66336,124041,5202
-1677,150900,582200,1,0,1555,1168,431300,92680,437611,29716
-814,113300,305800,1,0,792,369,192500,82720,161211,8219
-875,111000,500800,3,0,683,390,389799,60920,379881,18975
-234,53300,518400,2,0,302,51,465100,1459,420189,10078
-606,85600,472200,0,0,676,204,386599,38380,302023,11633
-504,68800,512700,0,0,582,156,443900,17530,342523,10604
-222,54000,483300,2,0,290,48,429300,5669,385089,9357
-943,181900,405400,2,0,865,454,223500,141360,307189,25145
-3983,193000,573000,2,3,1675,13920,380000,135700,474789,82471
