"","person","dept","eow","cause","cause_short","date","year","canine","dept_name","state","description","latitude","longitude","state_name"
"1866","Patrolman Damon Franklin Smith","Oakboro Police Department, NC","EOW: Monday, April 15, 1996","Cause of Death: Gunfire","Gunfire","1996-04-15",1996,"False","Oakboro Police Department","NC","Raleigh",35.78043,-78.639099,"North Carolina"
"1867","Detective Charles A. Schuta","Pelham Manor Police Department, NY","EOW: Monday, April 15, 1996","Cause of Death: Vehicle pursuit","Vehicle pursuit","1996-04-15",1996,"False","Pelham Manor Police Department","NY","Albany",42.652843,-73.757874,"New York"
"1868","Trooper James A. ""Drew"" Griffith","Maine State Police, ME","EOW: Monday, April 15, 1996","Cause of Death: Automobile accident","Automobile accident","1996-04-15",1996,"False","Maine State Police","ME","Augusta",44.307167,-69.781693,"Maine"
"1869","K9 Hunter","Phoenix Police Department, AZ","EOW: Wednesday, April 17, 1996","Cause of Death: Gunfire","Gunfire","1996-04-17",1996,"True","Phoenix Police Department","AZ","Phoenix",33.448143,-112.096962,"Arizona"
"1870","Deputy Stacia Suzanne Alyea","Shelby County Sheriff's Department, IN","EOW: Thursday, April 18, 1996","Cause of Death: Vehicle pursuit","Vehicle pursuit","1996-04-18",1996,"False","Shelby County Sheriff's Department","IN","Indianapolis",39.768623,-86.162643,"Indiana"
"1871","Deputy Jailer Deadrick A. Taylor","Shelby County Sheriff's Office, TN","EOW: Friday, April 19, 1996","Cause of Death: Gunfire","Gunfire","1996-04-19",1996,"False","Shelby County Sheriff's Office","TN","Nashville",36.16581,-86.784241,"Tennessee"
"1872","Police Officer Robert Lee Fisher, Jr.","Teaneck Police Department, NJ","EOW: Friday, April 19, 1996","Cause of Death: Gunfire","Gunfire","1996-04-19",1996,"False","Teaneck Police Department","NJ","Trenton",40.220596,-74.769913,"New Jersey"
"1873","Deputy Sheriff John Warren Liebenstein","Rice County Sheriff's Department, MN","EOW: Friday, May 3, 1996","Cause of Death: Vehicle pursuit","Vehicle pursuit","1996-05-03",1996,"False","Rice County Sheriff's Department","MN","St. Paul",44.955097,-93.102211,"Minnesota"
"1874","Police Officer Dennis Larry Carder","Atlanta Police Department, GA","EOW: Thursday, May 9, 1996","Cause of Death: Fall","Fall","1996-05-09",1996,"False","Atlanta Police Department","GA","Atlanta",33.749027,-84.388229,"Georgia"
"1875","Police Officer Daniel T. Fraembs","Pomona Police Department, CA","EOW: Saturday, May 11, 1996","Cause of Death: Gunfire","Gunfire","1996-05-11",1996,"False","Pomona Police Department","CA","Sacramento",38.576668,-121.493629,"California"
"1876","Police Officer Thomas B. Toohey","Hartford Police Department, CT","EOW: Wednesday, May 15, 1996","Cause of Death: Heart attack","Heart attack","1996-05-15",1996,"False","Hartford Police Department","CT","Hartford",41.764046,-72.682198,"Connecticut"
"1877","Police Officer Francis Paul Scurry","Metro Nashville Police Department, TN","EOW: Friday, May 17, 1996","Cause of Death: Gunfire","Gunfire","1996-05-17",1996,"False","Metro Nashville Police Department","TN","Nashville",36.16581,-86.784241,"Tennessee"
"1878","Detective Harvey Davis","Harris County Sheriff's Office, TX","EOW: Tuesday, May 21, 1996","Cause of Death: Heart attack","Heart attack","1996-05-21",1996,"False","Harris County Sheriff's Office","TX","Austin",30.27467,-97.740349,"Texas"
"1879","Detective Terry Lee Fincher","Brea Police Department, CA","EOW: Wednesday, May 22, 1996","Cause of Death: Struck by train","Struck by train","1996-05-22",1996,"False","Brea Police Department","CA","Sacramento",38.576668,-121.493629,"California"
"1880","Police Officer Vincent Guidice","New York City Police Department, NY","EOW: Wednesday, May 22, 1996","Cause of Death: Assault","Assault","1996-05-22",1996,"False","New York City Police Department","NY","Albany",42.652843,-73.757874,"New York"
"1881","Trooper II Francis J. Bellaran","New Jersey State Police, NJ","EOW: Thursday, May 23, 1996","Cause of Death: Vehicle pursuit","Vehicle pursuit","1996-05-23",1996,"False","New Jersey State Police","NJ","Trenton",40.220596,-74.769913,"New Jersey"
"1882","Police Officer Jason K. Grossnickle","Dayton Police Department, OH","EOW: Thursday, May 23, 1996","Cause of Death: Gunfire","Gunfire","1996-05-23",1996,"False","Dayton Police Department","OH","Columbus",39.961346,-82.999069,"Ohio"
"1883","Sergeant Tom Anderson Sitton","Nacogdoches County Sheriff's Office, TX","EOW: Friday, May 24, 1996","Cause of Death: Gunfire","Gunfire","1996-05-24",1996,"False","Nacogdoches County Sheriff's Office","TX","Austin",30.27467,-97.740349,"Texas"
"1884","Deputy Sheriff John Joseph Creegan","Orange County Sheriff's Office, FL","EOW: Wednesday, May 29, 1996","Cause of Death: Vehicular assault","Vehicular assault","1996-05-29",1996,"False","Orange County Sheriff's Office","FL","Tallahassee",30.438118,-84.281296,"Florida"
"1885","Correctional Instructor Roger C. Sorensen","North Dakota Youth Correctional Center, ND","EOW: Wednesday, May 29, 1996","Cause of Death: Drowned","Drowned","1996-05-29",1996,"False","North Dakota Youth Correctional Center","ND","Bismarck",46.82085,-100.783318,"North Dakota"
"1886","Sergeant Daniel Aaron Smith","Winchester Police Department, TN","EOW: Friday, May 31, 1996","Cause of Death: Automobile accident","Automobile accident","1996-05-31",1996,"False","Winchester Police Department","TN","Nashville",36.16581,-86.784241,"Tennessee"
"1887","Lieutenant Delavan Lewis Dixon","Rawlins Police Department, WY","EOW: Tuesday, June 4, 1996","Cause of Death: Heart attack","Heart attack","1996-06-04",1996,"False","Rawlins Police Department","WY","Cheyenne",41.140259,-104.820236,"Wyoming"
"1888","K9 Solo","Monmouth County Sheriff's Office, NJ","EOW: Wednesday, June 5, 1996","Cause of Death: Gunfire","Gunfire","1996-06-05",1996,"True","Monmouth County Sheriff's Office","NJ","Trenton",40.220596,-74.769913,"New Jersey"
"1889","Chief of Police James F. ""Fred"" Pfeister","Cresson Borough Police Department, PA","EOW: Saturday, June 8, 1996","Cause of Death: Vehicular assault","Vehicular assault","1996-06-08",1996,"False","Cresson Borough Police Department","PA","Harrisburg",40.264378,-76.883598,"Pennsylvania"
"1890","Senior Patrol Officer Dick Vernon Hobson, Jr.","Tulsa Police Department, OK","EOW: Monday, June 10, 1996","Cause of Death: Gunfire","Gunfire","1996-06-10",1996,"False","Tulsa Police Department","OK","Oklahoma City",35.492207,-97.503342,"Oklahoma"
"1891","Deputy Sheriff Raymond Warner","Brevard County Sheriff's Office, FL","EOW: Thursday, June 13, 1996","Cause of Death: Gunfire","Gunfire","1996-06-13",1996,"False","Brevard County Sheriff's Office","FL","Tallahassee",30.438118,-84.281296,"Florida"
"1892","Police Officer Pauline Harness","Philadelphia Police Department, PA","EOW: Wednesday, June 19, 1996","Cause of Death: Fall","Fall","1996-06-19",1996,"False","Philadelphia Police Department","PA","Harrisburg",40.264378,-76.883598,"Pennsylvania"
"1893","Lance Corporal Randall Scott Hewitt","South Carolina Highway Patrol, SC","EOW: Sunday, June 23, 1996","Cause of Death: Automobile accident","Automobile accident","1996-06-23",1996,"False","South Carolina Highway Patrol","SC","Columbia",34.000343,-81.033211,"South Carolina"
"1894","Sheriff Harold Lloyd Strider","Grenada County Sheriff's Department, MS","EOW: Sunday, June 23, 1996","Cause of Death: Heart attack","Heart attack","1996-06-23",1996,"False","Grenada County Sheriff's Department","MS","Jackson",32.303848,-90.182106,"Mississippi"
"1895","Deputy Eric Shane Stafford","Edmonson County Sheriff's Office, KY","EOW: Wednesday, June 26, 1996","Cause of Death: Automobile accident","Automobile accident","1996-06-26",1996,"False","Edmonson County Sheriff's Office","KY","Frankfort",38.186722,-84.875374,"Kentucky"
"1896","K9 Jos","University of Arizona Police Department, AZ","EOW: Sunday, July 7, 1996","Cause of Death: Exposure to toxins","Exposure to toxins","1996-07-07",1996,"True","University of Arizona Police Department","AZ","Phoenix",33.448143,-112.096962,"Arizona"
"1897","Officer Don Joseph Burt","California Highway Patrol, CA","EOW: Saturday, July 13, 1996","Cause of Death: Gunfire","Gunfire","1996-07-13",1996,"False","California Highway Patrol","CA","Sacramento",38.576668,-121.493629,"California"
"1898","Deputy Sheriff Luther Frederick Klug","Dakota County Sheriff's Office, MN","EOW: Tuesday, July 16, 1996","Cause of Death: Vehicular assault","Vehicular assault","1996-07-16",1996,"False","Dakota County Sheriff's Office","MN","St. Paul",44.955097,-93.102211,"Minnesota"
"1899","Police Officer Chris D. McCormick, Sr.","New Orleans Police Department, LA","EOW: Wednesday, July 17, 1996","Cause of Death: Gunfire","Gunfire","1996-07-17",1996,"False","New Orleans Police Department","LA","Baton Rouge",30.457069,-91.187393,"Louisiana"
"1900","Deputy Sheriff Peter John Aguirre, Jr.","Ventura County Sheriff's Office, CA","EOW: Wednesday, July 17, 1996","Cause of Death: Gunfire","Gunfire","1996-07-17",1996,"False","Ventura County Sheriff's Office","CA","Sacramento",38.576668,-121.493629,"California"
"1901","Detective Joseph C. Thomas","New Orleans Police Department, LA","EOW: Thursday, July 18, 1996","Cause of Death: Gunfire","Gunfire","1996-07-18",1996,"False","New Orleans Police Department","LA","Baton Rouge",30.457069,-91.187393,"Louisiana"
"1902","Deputy Douglas John Noll","Harris County Sheriff's Office, TX","EOW: Monday, July 22, 1996","Cause of Death: Vehicle pursuit","Vehicle pursuit","1996-07-22",1996,"False","Harris County Sheriff's Office","TX","Austin",30.27467,-97.740349,"Texas"
"1903","Patrol Officer Brian Craig Roshong","Canton Police Department, OH","EOW: Monday, July 22, 1996","Cause of Death: Gunfire","Gunfire","1996-07-22",1996,"False","Canton Police Department","OH","Columbus",39.961346,-82.999069,"Ohio"
"1904","Patrolwoman Sherry Hopper Goodman","Shelby County Sheriff's Office, TN","EOW: Friday, July 26, 1996","Cause of Death: Gunfire","Gunfire","1996-07-26",1996,"False","Shelby County Sheriff's Office","TN","Nashville",36.16581,-86.784241,"Tennessee"
"1905","K9 Bodi","Orange County Sheriff's Office, VA","EOW: Friday, July 26, 1996","Cause of Death: Gunfire","Gunfire","1996-07-26",1996,"True","Orange County Sheriff's Office","VA","Richmond",37.538857,-77.43364,"Virginia"
"1906","Sergeant Douglas Duane Springer","Coldwater Police Department, OH","EOW: Thursday, August 1, 1996","Cause of Death: Heart attack","Heart attack","1996-08-01",1996,"False","Coldwater Police Department","OH","Columbus",39.961346,-82.999069,"Ohio"
"1907","Investigator Joey Dean Little","Placentia Police Department, CA","EOW: Wednesday, August 7, 1996","Cause of Death: Automobile accident","Automobile accident","1996-08-07",1996,"False","Placentia Police Department","CA","Sacramento",38.576668,-121.493629,"California"
"1908","Trooper Damion Cortez Roberts","North Carolina Highway Patrol, NC","EOW: Wednesday, August 7, 1996","Cause of Death: Automobile accident","Automobile accident","1996-08-07",1996,"False","North Carolina Highway Patrol","NC","Raleigh",35.78043,-78.639099,"North Carolina"
"1909","Youth Counselor Ineasie Maxie Baker","California Department of the Youth Authority, CA","EOW: Friday, August 9, 1996","Cause of Death: Assault","Assault","1996-08-09",1996,"False","California Department of the Youth Authority","CA","Sacramento",38.576668,-121.493629,"California"
"1910","Detective John Cousin","Philadelphia Police Department, PA","EOW: Thursday, August 15, 1996","Cause of Death: Gunfire","Gunfire","1996-08-15",1996,"False","Philadelphia Police Department","PA","Harrisburg",40.264378,-76.883598,"Pennsylvania"
"1911","Probation Officer David Glen Seymour","Louisiana Department of Corrections, LA","EOW: Monday, August 26, 1996","Cause of Death: Gunfire (Accidental)","Gunfire (Accidental)","1996-08-26",1996,"False","Louisiana Department of Corrections","LA","Baton Rouge",30.457069,-91.187393,"Louisiana"
"1912","Captain Charles Welch Lane","Navajo County Sheriff's Office, AZ","EOW: Monday, September 2, 1996","Cause of Death: Fall","Fall","1996-09-02",1996,"False","Navajo County Sheriff's Office","AZ","Phoenix",33.448143,-112.096962,"Arizona"
"1913","Police Officer Wendolyn Odell Tanner","Milwaukee Police Department, WI","EOW: Saturday, September 7, 1996","Cause of Death: Gunfire","Gunfire","1996-09-07",1996,"False","Milwaukee Police Department","WI","Madison",43.074684,-89.384445,"Wisconsin"
"1914","Corporal Richard G. Parquette","Bayfield County Sheriff's Department, WI","EOW: Tuesday, September 10, 1996","Cause of Death: Gunfire","Gunfire","1996-09-10",1996,"False","Bayfield County Sheriff's Department","WI","Madison",43.074684,-89.384445,"Wisconsin"
"1915","Detective George Wayman Hester","Ocilla Police Department, GA","EOW: Thursday, September 12, 1996","Cause of Death: Gunfire","Gunfire","1996-09-12",1996,"False","Ocilla Police Department","GA","Atlanta",33.749027,-84.388229,"Georgia"
"1916","Deputy Sheriff Lonny Lee Lindsey","Holmes County Sheriff's Office, FL","EOW: Tuesday, September 17, 1996","Cause of Death: Gunfire","Gunfire","1996-09-17",1996,"False","Holmes County Sheriff's Office","FL","Tallahassee",30.438118,-84.281296,"Florida"
"1917","Police Officer James Russell Sorrow","Greenville Police Department, SC","EOW: Thursday, September 19, 1996","Cause of Death: Gunfire","Gunfire","1996-09-19",1996,"False","Greenville Police Department","SC","Columbia",34.000343,-81.033211,"South Carolina"
"1918","Deputy Anthony Olson","Monterey County Sheriff's Department, CA","EOW: Tuesday, September 24, 1996","Cause of Death: Automobile accident","Automobile accident","1996-09-24",1996,"False","Monterey County Sheriff's Department","CA","Sacramento",38.576668,-121.493629,"California"
"1919","Officer Charles Craig Greenwald","Mobile Court Police Department, AL","EOW: Thursday, September 26, 1996","Cause of Death: Gunfire","Gunfire","1996-09-26",1996,"False","Mobile Court Police Department","AL","Montgomery",32.377716,-86.300568,"Alabama"
"1920","Patrolman Raymond Chandler","Monroeville Police Department, AL","EOW: Monday, September 30, 1996","Cause of Death: Automobile accident","Automobile accident","1996-09-30",1996,"False","Monroeville Police Department","AL","Montgomery",32.377716,-86.300568,"Alabama"
"1921","Corrections Sergeant Timothy Parsley","Texas Department of Criminal Justice, TX","EOW: Tuesday, October 1, 1996","Cause of Death: Heart attack","Heart attack","1996-10-01",1996,"False","Texas Department of Criminal Justice","TX","Austin",30.27467,-97.740349,"Texas"
"1922","Patrol Sergeant Gregory Keith Martin","Jonesville Police Department, NC","EOW: Saturday, October 5, 1996","Cause of Death: Gunfire","Gunfire","1996-10-05",1996,"False","Jonesville Police Department","NC","Raleigh",35.78043,-78.639099,"North Carolina"
"1923","Deputy Sheriff James Lee Clarius","Jefferson Parish Sheriff's Office, LA","EOW: Saturday, October 5, 1996","Cause of Death: Gunfire","Gunfire","1996-10-05",1996,"False","Jefferson Parish Sheriff's Office","LA","Baton Rouge",30.457069,-91.187393,"Louisiana"
"1924","Sergeant Paul Lawrence Cole","Ingham County Sheriff's Office, MI","EOW: Sunday, October 6, 1996","Cause of Death: Automobile accident","Automobile accident","1996-10-06",1996,"False","Ingham County Sheriff's Office","MI","Lansing",42.733635,-84.555328,"Michigan"
"1925","Sergeant Carlton Patrick Pope","Fountain Inn Police Department, SC","EOW: Wednesday, October 9, 1996","Cause of Death: Vehicle pursuit","Vehicle pursuit","1996-10-09",1996,"False","Fountain Inn Police Department","SC","Columbia",34.000343,-81.033211,"South Carolina"
"1926","Police Officer Brian R. Jones","New York City Police Department, NY","EOW: Sunday, October 13, 1996","Cause of Death: Gunfire","Gunfire","1996-10-13",1996,"False","New York City Police Department","NY","Albany",42.652843,-73.757874,"New York"
"1927","Police Officer Karl Duane Simons","Long Beach Police Department, CA","EOW: Sunday, October 13, 1996","Cause of Death: Automobile accident","Automobile accident","1996-10-13",1996,"False","Long Beach Police Department","CA","Sacramento",38.576668,-121.493629,"California"
"1928","Sergeant James Ward","Jacksonville Sheriff's Office, FL","EOW: Thursday, October 17, 1996","Cause of Death: Heart attack","Heart attack","1996-10-17",1996,"False","Jacksonville Sheriff's Office","FL","Tallahassee",30.438118,-84.281296,"Florida"
"1929","Patrolman Anthony R. Samfay","Kankakee City Police Department, IL","EOW: Thursday, October 17, 1996","Cause of Death: Gunfire","Gunfire","1996-10-17",1996,"False","Kankakee City Police Department","IL","Springfield",39.798363,-89.654961,"Illinois"
"1930","Lieutenant Federico Narvaez","New York City Police Department, NY","EOW: Friday, October 18, 1996","Cause of Death: Gunfire","Gunfire","1996-10-18",1996,"False","New York City Police Department","NY","Albany",42.652843,-73.757874,"New York"
"1931","Officer Reuben Fred Rios, Sr.","California Highway Patrol, CA","EOW: Saturday, October 26, 1996","Cause of Death: Vehicular assault","Vehicular assault","1996-10-26",1996,"False","California Highway Patrol","CA","Sacramento",38.576668,-121.493629,"California"
"1932","Senior Patrol Officer Dan Richard Seely","Anchorage Police Department, AK","EOW: Saturday, October 26, 1996","Cause of Death: Gunfire","Gunfire","1996-10-26",1996,"False","Anchorage Police Department","AK","Juneau",58.301598,-134.420212,"Alaska"
"1933","Patrolman Trevor Raymond Staszak","Buena Vista Police Department, CO","EOW: Saturday, October 26, 1996","Cause of Death: Vehicular assault","Vehicular assault","1996-10-26",1996,"False","Buena Vista Police Department","CO","Denver",39.739227,-104.984856,"Colorado"
"1934","Patrolman Gary Joe Bryant","Giddings Police Department, TX","EOW: Sunday, October 27, 1996","Cause of Death: Gunfire","Gunfire","1996-10-27",1996,"False","Giddings Police Department","TX","Austin",30.27467,-97.740349,"Texas"
"1935","Lieutenant Duane M. Guhl","Fulton County Sheriff's Office, OH","EOW: Wednesday, October 30, 1996","Cause of Death: Struck by train","Struck by train","1996-10-30",1996,"False","Fulton County Sheriff's Office","OH","Columbus",39.961346,-82.999069,"Ohio"
"1936","Officer Noreen Allison Vargas","California Highway Patrol, CA","EOW: Friday, November 8, 1996","Cause of Death: Automobile accident","Automobile accident","1996-11-08",1996,"False","California Highway Patrol","CA","Sacramento",38.576668,-121.493629,"California"
"1937","Officer James Douglas Schultz","California Highway Patrol, CA","EOW: Friday, November 15, 1996","Cause of Death: Struck by vehicle","Struck by vehicle","1996-11-15",1996,"False","California Highway Patrol","CA","Sacramento",38.576668,-121.493629,"California"
"1938","Investigator Michael A. Padula","Ithaca Police Department, NY","EOW: Sunday, November 17, 1996","Cause of Death: Stabbed","Stabbed","1996-11-17",1996,"False","Ithaca Police Department","NY","Albany",42.652843,-73.757874,"New York"
"1939","Detective Charles Dewane Swanson","Eureka Police Department, CA","EOW: Wednesday, November 20, 1996","Cause of Death: Heart attack","Heart attack","1996-11-20",1996,"False","Eureka Police Department","CA","Sacramento",38.576668,-121.493629,"California"
"1940","Field Deputy Christopher Lee Castetter","Barry County Sheriff's Office, MO","EOW: Thursday, November 28, 1996","Cause of Death: Gunfire","Gunfire","1996-11-28",1996,"False","Barry County Sheriff's Office","MO","Jefferson City",38.579201,-92.172935,"Missouri"
"1941","Trooper II Gregory Patton Fleenor","Virginia State Police, VA","EOW: Thursday, December 12, 1996","Cause of Death: Automobile accident","Automobile accident","1996-12-12",1996,"False","Virginia State Police","VA","Richmond",37.538857,-77.43364,"Virginia"
"1942","Corporal Owen Patrick McClinton","Mobile Police Department, AL","EOW: Friday, December 13, 1996","Cause of Death: Motorcycle accident","Motorcycle accident","1996-12-13",1996,"False","Mobile Police Department","AL","Montgomery",32.377716,-86.300568,"Alabama"
"1943","Reserve Deputy Donald Rex Mitchell","Moore County Sheriff's Office, TX","EOW: Saturday, December 14, 1996","Cause of Death: Heart attack","Heart attack","1996-12-14",1996,"False","Moore County Sheriff's Office","TX","Austin",30.27467,-97.740349,"Texas"
"1944","Deputy Sheriff Randolph Michael Eng","Harris County Sheriff's Office, TX","EOW: Saturday, December 21, 1996","Cause of Death: Gunfire","Gunfire","1996-12-21",1996,"False","Harris County Sheriff's Office","TX","Austin",30.27467,-97.740349,"Texas"
"1945","Deputy Sheriff Durwin Lynn Potts","Whitfield County Sheriff's Office, GA","EOW: Saturday, December 21, 1996","Cause of Death: Vehicular assault","Vehicular assault","1996-12-21",1996,"False","Whitfield County Sheriff's Office","GA","Atlanta",33.749027,-84.388229,"Georgia"
"1946","Police Officer Charles A. Davis","New York City Police Department, NY","EOW: Saturday, December 21, 1996","Cause of Death: Gunfire","Gunfire","1996-12-21",1996,"False","New York City Police Department","NY","Albany",42.652843,-73.757874,"New York"
"1947","Police Officer II Mario Navidad, Jr.","Los Angeles Police Department, CA","EOW: Sunday, December 22, 1996","Cause of Death: Gunfire","Gunfire","1996-12-22",1996,"False","Los Angeles Police Department","CA","Sacramento",38.576668,-121.493629,"California"
"1948","Patrol Officer Edward Claybrooks","Cleveland Police Department, OH","EOW: Saturday, December 28, 1996","Cause of Death: Heart attack","Heart attack","1996-12-28",1996,"False","Cleveland Police Department","OH","Columbus",39.961346,-82.999069,"Ohio"
"1949","Patrol Officer Hilary S. Cudnik","Cleveland Police Department, OH","EOW: Monday, December 30, 1996","Cause of Death: Gunfire","Gunfire","1996-12-30",1996,"False","Cleveland Police Department","OH","Columbus",39.961346,-82.999069,"Ohio"
"1950","Correction Counselor Kevin P. McGuire","Illinois Department of Corrections, IL","EOW: Tuesday, December 31, 1996","Cause of Death: Vehicular assault","Vehicular assault","1996-12-31",1996,"False","Illinois Department of Corrections","IL","Springfield",39.798363,-89.654961,"Illinois"
"1951","Deputy Sheriff James Warren Lehmann, Jr.","Riverside County Sheriff's Department, CA","EOW: Sunday, January 5, 1997","Cause of Death: Gunfire","Gunfire","1997-01-05",1997,"False","Riverside County Sheriff's Department","CA","Sacramento",38.576668,-121.493629,"California"
"1952","Deputy Sheriff Michael Paul Haugen","Riverside County Sheriff's Department, CA","EOW: Sunday, January 5, 1997","Cause of Death: Gunfire","Gunfire","1997-01-05",1997,"False","Riverside County Sheriff's Department","CA","Sacramento",38.576668,-121.493629,"California"
"1953","Trooper Bruce Alan Heck","Alaska State Troopers, AK","EOW: Friday, January 10, 1997","Cause of Death: Assault","Assault","1997-01-10",1997,"False","Alaska State Troopers","AK","Juneau",58.301598,-134.420212,"Alaska"
"1954","Deputy Sheriff Henry Lloyd Brooks","Jefferson County Sheriff's Office, AL","EOW: Saturday, January 18, 1997","Cause of Death: Vehicular assault","Vehicular assault","1997-01-18",1997,"False","Jefferson County Sheriff's Office","AL","Montgomery",32.377716,-86.300568,"Alabama"
"1955","Deputy Sheriff William Dean Inman","Lemhi County Sheriff's Department, ID","EOW: Saturday, January 18, 1997","Cause of Death: Aircraft accident","Aircraft accident","1997-01-18",1997,"False","Lemhi County Sheriff's Department","ID","Boise",43.617775,-116.199722,"Idaho"
"1956","Chief of Police Bobby Spencer","Shannon Police Department, MS","EOW: Saturday, January 18, 1997","Cause of Death: Gunfire","Gunfire","1997-01-18",1997,"False","Shannon Police Department","MS","Jackson",32.303848,-90.182106,"Mississippi"
"1957","Trooper James Brian Malloy","Massachusetts State Police, MA","EOW: Thursday, January 23, 1997","Cause of Death: Heart attack","Heart attack","1997-01-23",1997,"False","Massachusetts State Police","MA","Boston",42.358162,-71.063698,"Massachusetts"
"1958","Deputy Sheriff I David Michael Demos","Milwaukee County Sheriff's Office, WI","EOW: Saturday, January 25, 1997","Cause of Death: Vehicular assault","Vehicular assault","1997-01-25",1997,"False","Milwaukee County Sheriff's Office","WI","Madison",43.074684,-89.384445,"Wisconsin"
"1959","Police Officer Brian Todd Batchelder","Bentonville Police Department, AR","EOW: Tuesday, January 28, 1997","Cause of Death: Automobile accident","Automobile accident","1997-01-28",1997,"False","Bentonville Police Department","AR","Little Rock",34.746613,-92.288986,"Arkansas"
"1960","Police Officer Willie Neal, Jr.","St. Louis County Police Department, MO","EOW: Wednesday, January 29, 1997","Cause of Death: Gunfire (Accidental)","Gunfire (Accidental)","1997-01-29",1997,"False","St. Louis County Police Department","MO","Jefferson City",38.579201,-92.172935,"Missouri"
"1961","Patrolman Jimmy Martin Miller","Hagerstown Police Department, IN","EOW: Wednesday, January 29, 1997","Cause of Death: Heart attack","Heart attack","1997-01-29",1997,"False","Hagerstown Police Department","IN","Indianapolis",39.768623,-86.162643,"Indiana"
"1962","K9 Iron","Norfolk Police Department, VA","EOW: Thursday, January 30, 1997","Cause of Death: Gunfire","Gunfire","1997-01-30",1997,"True","Norfolk Police Department","VA","Richmond",37.538857,-77.43364,"Virginia"
"1963","Patrol Officer Lawrence Carter Penrod","Spanish Fork City Police Department, UT","EOW: Wednesday, February 5, 1997","Cause of Death: Automobile accident","Automobile accident","1997-02-05",1997,"False","Spanish Fork City Police Department","UT","Salt Lake City",40.777477,-111.888237,"Utah"
"1964","Police Officer II Van Derick Johnson","Los Angeles Police Department, CA","EOW: Wednesday, February 5, 1997","Cause of Death: Motorcycle accident","Motorcycle accident","1997-02-05",1997,"False","Los Angeles Police Department","CA","Sacramento",38.576668,-121.493629,"California"
"1965","Police Officer Robert Vargas","Metro-Dade Police Department, FL","EOW: Friday, February 7, 1997","Cause of Death: Automobile accident","Automobile accident","1997-02-07",1997,"False","Metro-Dade Police Department","FL","Tallahassee",30.438118,-84.281296,"Florida"
"1966","Police Officer Michael Blankenship","Ohio State University Police Department, OH","EOW: Monday, February 10, 1997","Cause of Death: Gunfire","Gunfire","1997-02-10",1997,"False","Ohio State University Police Department","OH","Columbus",39.961346,-82.999069,"Ohio"
"1967","Master Detective Aubrey Fred Johnson","Citrus County Sheriff's Office, FL","EOW: Tuesday, February 11, 1997","Cause of Death: Automobile accident","Automobile accident","1997-02-11",1997,"False","Citrus County Sheriff's Office","FL","Tallahassee",30.438118,-84.281296,"Florida"
"1968","Corrections Officer Shirlene A. Jenkins","Ohio Department of Rehabilitation and Correction, OH","EOW: Tuesday, February 11, 1997","Cause of Death: Heart attack","Heart attack","1997-02-11",1997,"False","Ohio Department of Rehabilitation and Correction","OH","Columbus",39.961346,-82.999069,"Ohio"
"1969","Police Officer Vernon O. Winn","Iberia Police Department, MO","EOW: Wednesday, February 12, 1997","Cause of Death: Heart attack","Heart attack","1997-02-12",1997,"False","Iberia Police Department","MO","Jefferson City",38.579201,-92.172935,"Missouri"
"1970","Trooper Nathaniel Burroughs","New York State Police, NY","EOW: Friday, February 14, 1997","Cause of Death: Struck by vehicle","Struck by vehicle","1997-02-14",1997,"False","New York State Police","NY","Albany",42.652843,-73.757874,"New York"
"1971","Corporal Richard David Barreda","Dallas / Fort Worth International Airport Police Department, TX","EOW: Friday, February 14, 1997","Cause of Death: Motorcycle accident","Motorcycle accident","1997-02-14",1997,"False","Dallas / Fort Worth International Airport Police Department","TX","Austin",30.27467,-97.740349,"Texas"
"1972","Police Officer Michael David Moore","Garland Police Department, TX","EOW: Saturday, February 15, 1997","Cause of Death: Gunfire","Gunfire","1997-02-15",1997,"False","Garland Police Department","TX","Austin",30.27467,-97.740349,"Texas"
"1973","Deputy Sheriff Patrick Steven Coyle","San Diego County Sheriff's Department, CA","EOW: Sunday, February 16, 1997","Cause of Death: Aircraft accident","Aircraft accident","1997-02-16",1997,"False","San Diego County Sheriff's Department","CA","Sacramento",38.576668,-121.493629,"California"
"1974","Colonel Robert G. Black","Rocky Ripple Police Department, IN","EOW: Thursday, February 20, 1997","Cause of Death: Gunfire","Gunfire","1997-02-20",1997,"False","Rocky Ripple Police Department","IN","Indianapolis",39.768623,-86.162643,"Indiana"
"1975","Deputy Sheriff James P. Rutland","Jefferson Davis County Sheriff's Department, MS","EOW: Friday, February 21, 1997","Cause of Death: Gunfire","Gunfire","1997-02-21",1997,"False","Jefferson Davis County Sheriff's Department","MS","Jackson",32.303848,-90.182106,"Mississippi"
"1976","Deputy Sheriff Thomas W. Bourne","Jefferson Davis County Sheriff's Department, MS","EOW: Friday, February 21, 1997","Cause of Death: Gunfire","Gunfire","1997-02-21",1997,"False","Jefferson Davis County Sheriff's Department","MS","Jackson",32.303848,-90.182106,"Mississippi"
"1977","Patrolman Victor Pimentel","Hinesville Police Department, GA","EOW: Saturday, February 22, 1997","Cause of Death: Automobile accident","Automobile accident","1997-02-22",1997,"False","Hinesville Police Department","GA","Atlanta",33.749027,-84.388229,"Georgia"
