"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"POL","HUR","TOT","PC_LF","M","2011-10",10.2,
"POL","HUR","TOT","PC_LF","M","2011-11",10.2,
"POL","HUR","TOT","PC_LF","M","2011-12",10.2,
"POL","HUR","TOT","PC_LF","M","2012-01",10.2,
"POL","HUR","TOT","PC_LF","M","2012-02",10.2,
"POL","HUR","TOT","PC_LF","M","2012-03",10.2,
"POL","HUR","TOT","PC_LF","M","2012-04",10.2,
"POL","HUR","TOT","PC_LF","M","2012-05",10.3,
"POL","HUR","TOT","PC_LF","M","2012-06",10.4,
"POL","HUR","TOT","PC_LF","M","2012-07",10.5,
"POL","HUR","TOT","PC_LF","M","2012-08",10.6,
"POL","HUR","TOT","PC_LF","M","2012-09",10.6,
"POL","HUR","TOT","PC_LF","M","2012-10",10.5,
"POL","HUR","TOT","PC_LF","M","2012-11",10.6,
"POL","HUR","TOT","PC_LF","M","2012-12",10.6,
"POL","HUR","TOT","PC_LF","M","2013-01",10.8,
"POL","HUR","TOT","PC_LF","M","2013-02",10.9,
"POL","HUR","TOT","PC_LF","M","2013-03",11,
"POL","HUR","TOT","PC_LF","M","2013-04",11,
"POL","HUR","TOT","PC_LF","M","2013-05",10.9,
"POL","HUR","TOT","PC_LF","M","2013-06",10.7,
"POL","HUR","TOT","PC_LF","M","2013-07",10.6,
"POL","HUR","TOT","PC_LF","M","2013-08",10.5,
"POL","HUR","TOT","PC_LF","M","2013-09",10.3,
"POL","HUR","TOT","PC_LF","M","2013-10",10.2,
"POL","HUR","TOT","PC_LF","M","2013-11",10.2,
"POL","HUR","TOT","PC_LF","M","2013-12",10.2,
"POL","HUR","TOT","PC_LF","M","2014-01",10.3,
"POL","HUR","TOT","PC_LF","M","2014-02",10.3,
"POL","HUR","TOT","PC_LF","M","2014-03",10.1,
"POL","HUR","TOT","PC_LF","M","2014-04",9.8,
"POL","HUR","TOT","PC_LF","M","2014-05",9.5,
"POL","HUR","TOT","PC_LF","M","2014-06",9.2,
"POL","HUR","TOT","PC_LF","M","2014-07",8.9,
"POL","HUR","TOT","PC_LF","M","2014-08",8.7,
"POL","HUR","TOT","PC_LF","M","2014-09",8.5,
"POL","HUR","TOT","PC_LF","M","2014-10",8.5,
"POL","HUR","TOT","PC_LF","M","2014-11",8.4,
"POL","HUR","TOT","PC_LF","M","2014-12",8.4,
"POL","HUR","TOT","PC_LF","M","2015-01",8.4,
"POL","HUR","TOT","PC_LF","M","2015-02",8.3,
"POL","HUR","TOT","PC_LF","M","2015-03",8.1,
"POL","HUR","TOT","PC_LF","M","2015-04",7.9,
"POL","HUR","TOT","PC_LF","M","2015-05",7.7,
"POL","HUR","TOT","PC_LF","M","2015-06",7.6,
"POL","HUR","TOT","PC_LF","M","2015-07",7.5,
"POL","HUR","TOT","PC_LF","M","2015-08",7.5,
"POL","HUR","TOT","PC_LF","M","2015-09",7.4,
"POL","HUR","TOT","PC_LF","M","2015-10",7.3,
"POL","HUR","TOT","PC_LF","M","2015-11",7.2,
"POL","HUR","TOT","PC_LF","M","2015-12",7,
"POL","HUR","TOT","PC_LF","M","2016-01",6.8,
"POL","HUR","TOT","PC_LF","M","2016-02",6.7,
"POL","HUR","TOT","PC_LF","M","2016-03",6.6,
"POL","HUR","TOT","PC_LF","M","2016-04",6.4,
"POL","HUR","TOT","PC_LF","M","2016-05",6.4,
"POL","HUR","TOT","PC_LF","M","2016-06",6.4,
"POL","HUR","TOT","PC_LF","M","2016-07",6.3,
"POL","HUR","TOT","PC_LF","M","2016-08",6.3,
"POL","HUR","TOT","PC_LF","M","2016-09",6.1,
"POL","HUR","TOT","PC_LF","M","2016-10",5.9,
"POL","HUR","TOT","PC_LF","M","2016-11",5.7,
"POL","HUR","TOT","PC_LF","M","2016-12",5.5,
"POL","HUR","TOT","PC_LF","M","2017-01",5.3,
"POL","HUR","TOT","PC_LF","M","2017-02",5.2,
"POL","HUR","TOT","PC_LF","M","2017-03",5.1,
"POL","HUR","TOT","PC_LF","M","2017-04",5.2,
"POL","HUR","TOT","PC_LF","M","2017-05",5.2,
"POL","HUR","TOT","PC_LF","M","2017-06",5.1,
"POL","HUR","TOT","PC_LF","M","2017-07",4.9,
"POL","HUR","TOT","PC_LF","M","2017-08",4.9,
"POL","HUR","TOT","PC_LF","M","2017-09",4.8,
"POL","HUR","TOT","PC_LF","M","2017-10",4.7,
"POL","HUR","TOT","PC_LF","M","2017-11",4.6,
"POL","HUR","TOT","PC_LF","M","2017-12",4.4,
"POL","HUR","TOT","PC_LF","M","2018-01",4.2,
"POL","HUR","TOT","PC_LF","M","2018-02",4,
"POL","HUR","TOT","PC_LF","M","2018-03",3.9,
"POL","HUR","TOT","PC_LF","M","2018-04",3.8,
"POL","HUR","TOT","PC_LF","M","2018-05",3.7,
"POL","HUR","TOT","PC_LF","M","2018-06",3.8,
"POL","HUR","TOT","PC_LF","M","2018-07",3.9,
"POL","HUR","TOT","PC_LF","M","2018-08",3.9,
"POL","HUR","TOT","PC_LF","M","2018-09",3.9,
"POL","HUR","TOT","PC_LF","M","2018-10",3.9,
"POL","HUR","TOT","PC_LF","M","2018-11",3.9,
"POL","HUR","TOT","PC_LF","M","2018-12",3.9,
"POL","HUR","TOT","PC_LF","M","2019-01",3.9,
"POL","HUR","TOT","PC_LF","M","2019-02",3.8,
"POL","HUR","TOT","PC_LF","M","2019-03",3.7,
"POL","HUR","TOT","PC_LF","M","2019-04",3.4,
"POL","HUR","TOT","PC_LF","M","2019-05",3.3,
"POL","HUR","TOT","PC_LF","M","2019-06",3.3,
"POL","HUR","TOT","PC_LF","M","2019-07",3.2,
"POL","HUR","TOT","PC_LF","M","2019-08",3.2,
"POL","HUR","TOT","PC_LF","M","2019-09",3.1,
"POL","HUR","TOT","PC_LF","M","2019-10",3.1,
"POL","HUR","TOT","PC_LF","M","2019-11",3,
"POL","HUR","TOT","PC_LF","M","2019-12",3,
"POL","HUR","TOT","PC_LF","M","2020-01",2.9,
"POL","HUR","TOT","PC_LF","M","2020-02",2.9,
"POL","HUR","TOT","PC_LF","M","2020-03",2.9,
"POL","HUR","TOT","PC_LF","M","2020-04",3.1,
"POL","HUR","TOT","PC_LF","M","2020-05",3.3,
"POL","HUR","TOT","PC_LF","M","2020-06",3.4,
"POL","HUR","TOT","PC_LF","M","2020-07",3.4,
"POL","HUR","TOT","PC_LF","M","2020-08",3.4,
"POL","HUR","TOT","PC_LF","M","2020-09",3.4,
"POL","HUR","TOT","PC_LF","M","2020-10",3.3,
"POL","HUR","TOT","PC_LF","M","2020-11",3.2,
"POL","HUR","TOT","PC_LF","M","2020-12",3.4,
"POL","HUR","TOT","PC_LF","M","2021-01",3.6,
"POL","HUR","TOT","PC_LF","M","2021-02",3.7,
"POL","HUR","TOT","PC_LF","M","2021-03",3.8,
"POL","HUR","TOT","PC_LF","M","2021-04",3.7,
"POL","HUR","TOT","PC_LF","M","2021-05",3.6,
"POL","HUR","TOT","PC_LF","M","2021-06",3.5,
"POL","HUR","TOT","PC_LF","M","2021-07",3.3,
"POL","HUR","TOT","PC_LF","M","2021-08",3.1,
"POL","HUR","TOT","PC_LF","M","2021-09",3,
"POL","HUR","TOT","PC_LF","M","2021-10",3,
"POL","HUR","TOT","PC_LF","M","2021-11",3,
"POL","HUR","TOT","PC_LF","M","2021-12",2.9,
"POL","HUR","TOT","PC_LF","M","2022-01",2.9,
"POL","HUR","TOT","PC_LF","M","2022-02",2.8,
"POL","HUR","TOT","PC_LF","M","2022-03",2.8,
"POL","HUR","TOT","PC_LF","M","2022-04",2.8,
"POL","HUR","TOT","PC_LF","M","2022-05",2.8,
"POL","HUR","TOT","PC_LF","M","2022-06",2.8,
"POL","HUR","TOT","PC_LF","M","2022-07",2.9,
"POL","HUR","TOT","PC_LF","M","2022-08",3,
"POL","HUR","TOT","PC_LF","M","2022-09",3,
"POL","HUR","TOT","PC_LF","M","2022-10",3,
"POL","HUR","TOT","PC_LF","M","2022-11",2.9,
"POL","HUR","TOT","PC_LF","M","2022-12",2.8,
"POL","HUR","TOT","PC_LF","M","2023-01",2.7,
"POL","HUR","TOT","PC_LF","M","2023-02",2.6,
"POL","HUR","TOT","PC_LF","M","2023-03",2.7,
"POL","HUR","TOT","PC_LF","M","2023-04",2.7,
"PRT","HUR","TOT","PC_LF","M","2003-06",7.9,
"PRT","HUR","TOT","PC_LF","M","2003-07",7.7,
"PRT","HUR","TOT","PC_LF","M","2003-08",7.7,
"PRT","HUR","TOT","PC_LF","M","2003-09",7.8,
"PRT","HUR","TOT","PC_LF","M","2003-10",8,
"PRT","HUR","TOT","PC_LF","M","2003-11",7.9,
"PRT","HUR","TOT","PC_LF","M","2003-12",7.8,
"PRT","HUR","TOT","PC_LF","M","2004-01",7.6,
"PRT","HUR","TOT","PC_LF","M","2004-02",7.7,
"PRT","HUR","TOT","PC_LF","M","2004-03",7.7,
"PRT","HUR","TOT","PC_LF","M","2004-04",7.8,
"PRT","HUR","TOT","PC_LF","M","2004-05",8.1,
"PRT","HUR","TOT","PC_LF","M","2004-06",8.2,
"PRT","HUR","TOT","PC_LF","M","2004-07",8.1,
"PRT","HUR","TOT","PC_LF","M","2004-08",8.4,
"PRT","HUR","TOT","PC_LF","M","2004-09",8.5,
"PRT","HUR","TOT","PC_LF","M","2004-10",8.5,
"PRT","HUR","TOT","PC_LF","M","2004-11",8.5,
"PRT","HUR","TOT","PC_LF","M","2004-12",8.7,
"PRT","HUR","TOT","PC_LF","M","2005-01",8.8,
"PRT","HUR","TOT","PC_LF","M","2005-02",8.9,
"PRT","HUR","TOT","PC_LF","M","2005-03",9,
"PRT","HUR","TOT","PC_LF","M","2005-04",9.1,
"PRT","HUR","TOT","PC_LF","M","2005-05",9,
"PRT","HUR","TOT","PC_LF","M","2005-06",9.2,
"PRT","HUR","TOT","PC_LF","M","2005-07",9.4,
"PRT","HUR","TOT","PC_LF","M","2005-08",9.4,
"PRT","HUR","TOT","PC_LF","M","2005-09",9.5,
"PRT","HUR","TOT","PC_LF","M","2005-10",9.5,
"PRT","HUR","TOT","PC_LF","M","2005-11",9.5,
"PRT","HUR","TOT","PC_LF","M","2005-12",9.4,
"PRT","HUR","TOT","PC_LF","M","2006-01",9.3,
"PRT","HUR","TOT","PC_LF","M","2006-02",9.2,
"PRT","HUR","TOT","PC_LF","M","2006-03",9.2,
"PRT","HUR","TOT","PC_LF","M","2006-04",9.1,
"PRT","HUR","TOT","PC_LF","M","2006-05",9.1,
"PRT","HUR","TOT","PC_LF","M","2006-06",9,
"PRT","HUR","TOT","PC_LF","M","2006-07",9.1,
"PRT","HUR","TOT","PC_LF","M","2006-08",9.1,
"PRT","HUR","TOT","PC_LF","M","2006-09",9.5,
"PRT","HUR","TOT","PC_LF","M","2006-10",9.7,
"PRT","HUR","TOT","PC_LF","M","2006-11",9.7,
"PRT","HUR","TOT","PC_LF","M","2006-12",9.7,
"PRT","HUR","TOT","PC_LF","M","2007-01",9.8,
"PRT","HUR","TOT","PC_LF","M","2007-02",9.9,
"PRT","HUR","TOT","PC_LF","M","2007-03",9.8,
"PRT","HUR","TOT","PC_LF","M","2007-04",9.9,
"PRT","HUR","TOT","PC_LF","M","2007-05",9.7,
"PRT","HUR","TOT","PC_LF","M","2007-06",9.6,
"PRT","HUR","TOT","PC_LF","M","2007-07",9.5,
"PRT","HUR","TOT","PC_LF","M","2007-08",9.5,
"PRT","HUR","TOT","PC_LF","M","2007-09",9.3,
"PRT","HUR","TOT","PC_LF","M","2007-10",9.4,
"PRT","HUR","TOT","PC_LF","M","2007-11",9.3,
"PRT","HUR","TOT","PC_LF","M","2007-12",9.2,
"PRT","HUR","TOT","PC_LF","M","2008-01",9.1,
"PRT","HUR","TOT","PC_LF","M","2008-02",9,
"PRT","HUR","TOT","PC_LF","M","2008-03",9.1,
"PRT","HUR","TOT","PC_LF","M","2008-04",9,
"PRT","HUR","TOT","PC_LF","M","2008-05",9.1,
"PRT","HUR","TOT","PC_LF","M","2008-06",9.2,
"PRT","HUR","TOT","PC_LF","M","2008-07",9.1,
"PRT","HUR","TOT","PC_LF","M","2008-08",9.4,
"PRT","HUR","TOT","PC_LF","M","2008-09",9.3,
"PRT","HUR","TOT","PC_LF","M","2008-10",9.3,
"PRT","HUR","TOT","PC_LF","M","2008-11",9.4,
"PRT","HUR","TOT","PC_LF","M","2008-12",9.8,
"PRT","HUR","TOT","PC_LF","M","2009-01",10.1,
"PRT","HUR","TOT","PC_LF","M","2009-02",10.4,
"PRT","HUR","TOT","PC_LF","M","2009-03",10.7,
"PRT","HUR","TOT","PC_LF","M","2009-04",10.9,
"PRT","HUR","TOT","PC_LF","M","2009-05",11,
"PRT","HUR","TOT","PC_LF","M","2009-06",11.2,
"PRT","HUR","TOT","PC_LF","M","2009-07",11.4,
"PRT","HUR","TOT","PC_LF","M","2009-08",11.7,
"PRT","HUR","TOT","PC_LF","M","2009-09",11.8,
"PRT","HUR","TOT","PC_LF","M","2009-10",11.8,
"PRT","HUR","TOT","PC_LF","M","2009-11",11.8,
"PRT","HUR","TOT","PC_LF","M","2009-12",12,
"PRT","HUR","TOT","PC_LF","M","2010-01",12,
"PRT","HUR","TOT","PC_LF","M","2010-02",12.2,
"PRT","HUR","TOT","PC_LF","M","2010-03",12.3,
"PRT","HUR","TOT","PC_LF","M","2010-04",12.6,
"PRT","HUR","TOT","PC_LF","M","2010-05",12.6,
"PRT","HUR","TOT","PC_LF","M","2010-06",12.8,
"PRT","HUR","TOT","PC_LF","M","2010-07",12.7,
"PRT","HUR","TOT","PC_LF","M","2010-08",12.8,
"PRT","HUR","TOT","PC_LF","M","2010-09",12.7,
"PRT","HUR","TOT","PC_LF","M","2010-10",12.6,
"PRT","HUR","TOT","PC_LF","M","2010-11",12.8,
"PRT","HUR","TOT","PC_LF","M","2010-12",12.9,
"PRT","HUR","TOT","PC_LF","M","2011-01",12.9,
"PRT","HUR","TOT","PC_LF","M","2011-02",13,
"PRT","HUR","TOT","PC_LF","M","2011-03",13.2,
"PRT","HUR","TOT","PC_LF","M","2011-04",13.1,
"PRT","HUR","TOT","PC_LF","M","2011-05",13.1,
"PRT","HUR","TOT","PC_LF","M","2011-06",12.8,
"PRT","HUR","TOT","PC_LF","M","2011-07",12.9,
"PRT","HUR","TOT","PC_LF","M","2011-08",13.3,
"PRT","HUR","TOT","PC_LF","M","2011-09",13.8,
"PRT","HUR","TOT","PC_LF","M","2011-10",14.1,
"PRT","HUR","TOT","PC_LF","M","2011-11",14.6,
"PRT","HUR","TOT","PC_LF","M","2011-12",15.2,
"PRT","HUR","TOT","PC_LF","M","2012-01",15.2,
"PRT","HUR","TOT","PC_LF","M","2012-02",15.6,
"PRT","HUR","TOT","PC_LF","M","2012-03",16,
"PRT","HUR","TOT","PC_LF","M","2012-04",16.3,
"PRT","HUR","TOT","PC_LF","M","2012-05",16.1,
"PRT","HUR","TOT","PC_LF","M","2012-06",16.1,
"PRT","HUR","TOT","PC_LF","M","2012-07",16.2,
"PRT","HUR","TOT","PC_LF","M","2012-08",16.8,
"PRT","HUR","TOT","PC_LF","M","2012-09",16.9,
"PRT","HUR","TOT","PC_LF","M","2012-10",17.5,
"PRT","HUR","TOT","PC_LF","M","2012-11",17.8,
"PRT","HUR","TOT","PC_LF","M","2012-12",18.3,
"PRT","HUR","TOT","PC_LF","M","2013-01",18.5,
"PRT","HUR","TOT","PC_LF","M","2013-02",18.4,
"PRT","HUR","TOT","PC_LF","M","2013-03",18.3,
"PRT","HUR","TOT","PC_LF","M","2013-04",17.9,
"PRT","HUR","TOT","PC_LF","M","2013-05",17.7,
"PRT","HUR","TOT","PC_LF","M","2013-06",17.2,
"PRT","HUR","TOT","PC_LF","M","2013-07",17.2,
"PRT","HUR","TOT","PC_LF","M","2013-08",16.5,
"PRT","HUR","TOT","PC_LF","M","2013-09",16.2,
"PRT","HUR","TOT","PC_LF","M","2013-10",16.2,
"PRT","HUR","TOT","PC_LF","M","2013-11",16.1,
"PRT","HUR","TOT","PC_LF","M","2013-12",15.8,
"PRT","HUR","TOT","PC_LF","M","2014-01",15.7,
"PRT","HUR","TOT","PC_LF","M","2014-02",15.7,
"PRT","HUR","TOT","PC_LF","M","2014-03",15.5,
"PRT","HUR","TOT","PC_LF","M","2014-04",15.3,
"PRT","HUR","TOT","PC_LF","M","2014-05",14.9,
"PRT","HUR","TOT","PC_LF","M","2014-06",14.7,
"PRT","HUR","TOT","PC_LF","M","2014-07",14.5,
"PRT","HUR","TOT","PC_LF","M","2014-08",13.9,
"PRT","HUR","TOT","PC_LF","M","2014-09",13.7,
"PRT","HUR","TOT","PC_LF","M","2014-10",14,
"PRT","HUR","TOT","PC_LF","M","2014-11",13.9,
"PRT","HUR","TOT","PC_LF","M","2014-12",14.1,
"PRT","HUR","TOT","PC_LF","M","2015-01",14.3,
"PRT","HUR","TOT","PC_LF","M","2015-02",14.1,
"PRT","HUR","TOT","PC_LF","M","2015-03",13.8,
"PRT","HUR","TOT","PC_LF","M","2015-04",13.3,
"PRT","HUR","TOT","PC_LF","M","2015-05",12.7,
"PRT","HUR","TOT","PC_LF","M","2015-06",12.5,
"PRT","HUR","TOT","PC_LF","M","2015-07",12.4,
"PRT","HUR","TOT","PC_LF","M","2015-08",12.5,
"PRT","HUR","TOT","PC_LF","M","2015-09",12.6,
"PRT","HUR","TOT","PC_LF","M","2015-10",12.7,
"PRT","HUR","TOT","PC_LF","M","2015-11",12.6,
"PRT","HUR","TOT","PC_LF","M","2015-12",12.6,
"PRT","HUR","TOT","PC_LF","M","2016-01",12.5,
"PRT","HUR","TOT","PC_LF","M","2016-02",12.7,
"PRT","HUR","TOT","PC_LF","M","2016-03",12.5,
"PRT","HUR","TOT","PC_LF","M","2016-04",12,
"PRT","HUR","TOT","PC_LF","M","2016-05",11.5,
"PRT","HUR","TOT","PC_LF","M","2016-06",11.2,
"PRT","HUR","TOT","PC_LF","M","2016-07",11,
"PRT","HUR","TOT","PC_LF","M","2016-08",11,
"PRT","HUR","TOT","PC_LF","M","2016-09",11,
"PRT","HUR","TOT","PC_LF","M","2016-10",10.9,
"PRT","HUR","TOT","PC_LF","M","2016-11",10.8,
"PRT","HUR","TOT","PC_LF","M","2016-12",10.5,
"PRT","HUR","TOT","PC_LF","M","2017-01",10.5,
"PRT","HUR","TOT","PC_LF","M","2017-02",10.3,
"PRT","HUR","TOT","PC_LF","M","2017-03",10.2,
"PRT","HUR","TOT","PC_LF","M","2017-04",9.8,
"PRT","HUR","TOT","PC_LF","M","2017-05",9.4,
"PRT","HUR","TOT","PC_LF","M","2017-06",9.2,
"PRT","HUR","TOT","PC_LF","M","2017-07",9,
"PRT","HUR","TOT","PC_LF","M","2017-08",8.8,
"PRT","HUR","TOT","PC_LF","M","2017-09",8.6,
"PRT","HUR","TOT","PC_LF","M","2017-10",8.6,
"PRT","HUR","TOT","PC_LF","M","2017-11",8.2,
"PRT","HUR","TOT","PC_LF","M","2017-12",8.2,
"PRT","HUR","TOT","PC_LF","M","2018-01",8.1,
"PRT","HUR","TOT","PC_LF","M","2018-02",7.9,
"PRT","HUR","TOT","PC_LF","M","2018-03",7.8,
"PRT","HUR","TOT","PC_LF","M","2018-04",7.4,
"PRT","HUR","TOT","PC_LF","M","2018-05",7.2,
"PRT","HUR","TOT","PC_LF","M","2018-06",6.9,
"PRT","HUR","TOT","PC_LF","M","2018-07",6.8,
"PRT","HUR","TOT","PC_LF","M","2018-08",7,
"PRT","HUR","TOT","PC_LF","M","2018-09",6.6,
"PRT","HUR","TOT","PC_LF","M","2018-10",6.7,
"PRT","HUR","TOT","PC_LF","M","2018-11",6.8,
"PRT","HUR","TOT","PC_LF","M","2018-12",6.9,
"PRT","HUR","TOT","PC_LF","M","2019-01",6.9,
"PRT","HUR","TOT","PC_LF","M","2019-02",6.8,
"PRT","HUR","TOT","PC_LF","M","2019-03",6.8,
"PRT","HUR","TOT","PC_LF","M","2019-04",6.8,
"PRT","HUR","TOT","PC_LF","M","2019-05",6.7,
"PRT","HUR","TOT","PC_LF","M","2019-06",6.6,
"PRT","HUR","TOT","PC_LF","M","2019-07",6.4,
"PRT","HUR","TOT","PC_LF","M","2019-08",6.4,
"PRT","HUR","TOT","PC_LF","M","2019-09",6.5,
"PRT","HUR","TOT","PC_LF","M","2019-10",6.5,
"PRT","HUR","TOT","PC_LF","M","2019-11",6.8,
"PRT","HUR","TOT","PC_LF","M","2019-12",6.9,
"PRT","HUR","TOT","PC_LF","M","2020-01",7,
"PRT","HUR","TOT","PC_LF","M","2020-02",6.7,
"PRT","HUR","TOT","PC_LF","M","2020-03",6.5,
"PRT","HUR","TOT","PC_LF","M","2020-04",6.5,
"PRT","HUR","TOT","PC_LF","M","2020-05",6,
"PRT","HUR","TOT","PC_LF","M","2020-06",7.3,
"PRT","HUR","TOT","PC_LF","M","2020-07",7.9,
"PRT","HUR","TOT","PC_LF","M","2020-08",8,
"PRT","HUR","TOT","PC_LF","M","2020-09",7.9,
"PRT","HUR","TOT","PC_LF","M","2020-10",7.6,
"PRT","HUR","TOT","PC_LF","M","2020-11",7.3,
"PRT","HUR","TOT","PC_LF","M","2020-12",7,
"PRT","HUR","TOT","PC_LF","M","2021-01",7.1,
"PRT","HUR","TOT","PC_LF","M","2021-02",7,
"PRT","HUR","TOT","PC_LF","M","2021-03",6.8,
"PRT","HUR","TOT","PC_LF","M","2021-04",7,
"PRT","HUR","TOT","PC_LF","M","2021-05",7,
"PRT","HUR","TOT","PC_LF","M","2021-06",6.7,
"PRT","HUR","TOT","PC_LF","M","2021-07",6.4,
"PRT","HUR","TOT","PC_LF","M","2021-08",6.2,
"PRT","HUR","TOT","PC_LF","M","2021-09",6.2,
"PRT","HUR","TOT","PC_LF","M","2021-10",6.3,
"PRT","HUR","TOT","PC_LF","M","2021-11",6.3,
"PRT","HUR","TOT","PC_LF","M","2021-12",5.9,
"PRT","HUR","TOT","PC_LF","M","2022-01",5.9,
"PRT","HUR","TOT","PC_LF","M","2022-02",5.8,
"PRT","HUR","TOT","PC_LF","M","2022-03",5.9,
"PRT","HUR","TOT","PC_LF","M","2022-04",5.9,
"PRT","HUR","TOT","PC_LF","M","2022-05",6,
"PRT","HUR","TOT","PC_LF","M","2022-06",5.9,
"PRT","HUR","TOT","PC_LF","M","2022-07",5.8,
"PRT","HUR","TOT","PC_LF","M","2022-08",5.9,
"PRT","HUR","TOT","PC_LF","M","2022-09",6,
"PRT","HUR","TOT","PC_LF","M","2022-10",6,
"PRT","HUR","TOT","PC_LF","M","2022-11",6.5,
"PRT","HUR","TOT","PC_LF","M","2022-12",6.8,
"PRT","HUR","TOT","PC_LF","M","2023-01",7.1,
"PRT","HUR","TOT","PC_LF","M","2023-02",7,
"PRT","HUR","TOT","PC_LF","M","2023-03",7,
"PRT","HUR","TOT","PC_LF","M","2023-04",6.8,
"SVK","HUR","TOT","PC_LF","M","2003-06",17.3,
"SVK","HUR","TOT","PC_LF","M","2003-07",17.4,
"SVK","HUR","TOT","PC_LF","M","2003-08",17.6,
"SVK","HUR","TOT","PC_LF","M","2003-09",17.5,
"SVK","HUR","TOT","PC_LF","M","2003-10",17.6,
"SVK","HUR","TOT","PC_LF","M","2003-11",17.9,
"SVK","HUR","TOT","PC_LF","M","2003-12",18.4,
"SVK","HUR","TOT","PC_LF","M","2004-01",18.7,
"SVK","HUR","TOT","PC_LF","M","2004-02",19,
"SVK","HUR","TOT","PC_LF","M","2004-03",19,
"SVK","HUR","TOT","PC_LF","M","2004-04",19.1,
"SVK","HUR","TOT","PC_LF","M","2004-05",18.8,
"SVK","HUR","TOT","PC_LF","M","2004-06",18.5,
"SVK","HUR","TOT","PC_LF","M","2004-07",18.2,
"SVK","HUR","TOT","PC_LF","M","2004-08",18,
"SVK","HUR","TOT","PC_LF","M","2004-09",17.9,
"SVK","HUR","TOT","PC_LF","M","2004-10",17.8,
"SVK","HUR","TOT","PC_LF","M","2004-11",17.7,
"SVK","HUR","TOT","PC_LF","M","2004-12",17.6,
"SVK","HUR","TOT","PC_LF","M","2005-01",17.3,
"SVK","HUR","TOT","PC_LF","M","2005-02",17.1,
"SVK","HUR","TOT","PC_LF","M","2005-03",17,
"SVK","HUR","TOT","PC_LF","M","2005-04",16.7,
"SVK","HUR","TOT","PC_LF","M","2005-05",16.6,
"SVK","HUR","TOT","PC_LF","M","2005-06",16.3,
"SVK","HUR","TOT","PC_LF","M","2005-07",16.1,
"SVK","HUR","TOT","PC_LF","M","2005-08",16,
"SVK","HUR","TOT","PC_LF","M","2005-09",16.1,
"SVK","HUR","TOT","PC_LF","M","2005-10",16,
"SVK","HUR","TOT","PC_LF","M","2005-11",15.7,
"SVK","HUR","TOT","PC_LF","M","2005-12",15.4,
"SVK","HUR","TOT","PC_LF","M","2006-01",15,
"SVK","HUR","TOT","PC_LF","M","2006-02",14.6,
"SVK","HUR","TOT","PC_LF","M","2006-03",14.3,
"SVK","HUR","TOT","PC_LF","M","2006-04",14,
"SVK","HUR","TOT","PC_LF","M","2006-05",13.7,
"SVK","HUR","TOT","PC_LF","M","2006-06",13.4,
"SVK","HUR","TOT","PC_LF","M","2006-07",13.3,
"SVK","HUR","TOT","PC_LF","M","2006-08",13.1,
"SVK","HUR","TOT","PC_LF","M","2006-09",12.8,
"SVK","HUR","TOT","PC_LF","M","2006-10",12.6,
"SVK","HUR","TOT","PC_LF","M","2006-11",12.4,
"SVK","HUR","TOT","PC_LF","M","2006-12",12.1,
"SVK","HUR","TOT","PC_LF","M","2007-01",11.7,
"SVK","HUR","TOT","PC_LF","M","2007-02",11.4,
"SVK","HUR","TOT","PC_LF","M","2007-03",11.2,
"SVK","HUR","TOT","PC_LF","M","2007-04",11.3,
"SVK","HUR","TOT","PC_LF","M","2007-05",11.3,
"SVK","HUR","TOT","PC_LF","M","2007-06",11.4,
"SVK","HUR","TOT","PC_LF","M","2007-07",11.5,
"SVK","HUR","TOT","PC_LF","M","2007-08",11.5,
"SVK","HUR","TOT","PC_LF","M","2007-09",11.3,
"SVK","HUR","TOT","PC_LF","M","2007-10",10.9,
"SVK","HUR","TOT","PC_LF","M","2007-11",10.6,
"SVK","HUR","TOT","PC_LF","M","2007-12",10.5,
"SVK","HUR","TOT","PC_LF","M","2008-01",10.4,
"SVK","HUR","TOT","PC_LF","M","2008-02",10.3,
"SVK","HUR","TOT","PC_LF","M","2008-03",10.2,
"SVK","HUR","TOT","PC_LF","M","2008-04",10.2,
"SVK","HUR","TOT","PC_LF","M","2008-05",10.2,
"SVK","HUR","TOT","PC_LF","M","2008-06",9.9,
"SVK","HUR","TOT","PC_LF","M","2008-07",9.4,
"SVK","HUR","TOT","PC_LF","M","2008-08",9,
"SVK","HUR","TOT","PC_LF","M","2008-09",8.8,
"SVK","HUR","TOT","PC_LF","M","2008-10",8.7,
"SVK","HUR","TOT","PC_LF","M","2008-11",8.9,
"SVK","HUR","TOT","PC_LF","M","2008-12",9.1,"B"
"SVK","HUR","TOT","PC_LF","M","2009-01",9.9,
"SVK","HUR","TOT","PC_LF","M","2009-02",10.3,
"SVK","HUR","TOT","PC_LF","M","2009-03",10.8,
"SVK","HUR","TOT","PC_LF","M","2009-04",11.2,
"SVK","HUR","TOT","PC_LF","M","2009-05",11.6,
"SVK","HUR","TOT","PC_LF","M","2009-06",12,
"SVK","HUR","TOT","PC_LF","M","2009-07",12.3,
"SVK","HUR","TOT","PC_LF","M","2009-08",12.6,
"SVK","HUR","TOT","PC_LF","M","2009-09",13.1,
"SVK","HUR","TOT","PC_LF","M","2009-10",13.4,
"SVK","HUR","TOT","PC_LF","M","2009-11",13.8,
"SVK","HUR","TOT","PC_LF","M","2009-12",14.2,
