"City, State",Classification,Definition,DRG,Hospital Referral Region Description,Provider City,Provider Id,Provider Name,Provider State,Provider Street Address,Provider Zip Code,Average Covered Charges ,Average Total Payments ,Number of Records,Reimbursement Rate,Total Discharges ,Total Payment
"LONGVIEW, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - Longview,LONGVIEW,450702,LONGVIEW REGIONAL MEDICAL CENTER,TX,2901 N FOURTH ST,75605,"$30,053","$4,522",1,0.150454952,11,"49,738.00"
"LONGVIEW, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - Longview,LONGVIEW,450037,GOOD SHEPHERD MEDICAL CENTER,TX,700 EAST MARSHALL AVENUE,75601,"$22,490","$4,644",1,0.206489149,65,"301,851.00"
"LUBBOCK, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - Lubbock,LUBBOCK,450876,LUBBOCK HEART HOSPITAL LP,TX,4810 NORTH LOOP 289,79416,"$19,161","$4,137",1,0.215912141,14,"57,918"
"LUBBOCK, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - Lubbock,LUBBOCK,450686,UNIVERSITY MEDICAL CENTER,TX,602 INDIANA AVENUE,79415,"$26,552","$6,527",1,0.245840792,49,"319,846.00"
"LUBBOCK, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - Lubbock,LUBBOCK,450040,COVENANT MEDICAL CENTER,TX,3615 19TH STREET,79410,"$43,006","$5,023",1,0.116798713,62,"311,428.00"
"RIO GRANDE CITY, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - McAllen,RIO GRANDE CITY,450654,STARR COUNTY MEMORIAL HOSPITAL,TX,128  N FM RD 3167,78582,"$6,771","$4,932",1,0.728381823,23,"113,436"
"EDINBURG, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - McAllen,EDINBURG,450869,DOCTORS HOSPITAL AT RENAISSANCE,TX,5501 SOUTH MCCOLL,78539,"$22,061","$6,564",1,0.29755118,30,"196,928.00"
"MISSION, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - McAllen,MISSION,450176,MISSION REGIONAL MEDICAL CENTER,TX,900 SOUTH BRYAN ROAD,78572,"$14,072","$6,221",1,0.442106605,34,"211,529.00"
"MCALLEN, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - McAllen,MCALLEN,450711,RIO GRANDE REGIONAL HOSPITAL,TX,101 E RIDGE RD,78503,"$35,049","$6,128",1,0.174852929,58,"355,451.00"
"EDINBURG, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - McAllen,EDINBURG,450119,SOUTH TEXAS HEALTH SYSTEM,TX,1102 W TRENTON ROAD,78539,"$43,811","$6,627",1,0.151258654,59,"390,977.00"
"MIDLAND, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - Odessa,MIDLAND,450133,MIDLAND MEMORIAL HOSPITAL,TX,2200 WEST ILLINOIS AVE,79701,"$12,909","$4,808",1,0.372478906,25,"120,209"
"ODESSA, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - Odessa,ODESSA,450132,MEDICAL CENTER HOSPITAL,TX,500 W 4TH STREET,79761,"$16,839","$5,462",1,0.324351839,35,"191,160.00"
"SAN ANGELO, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - San Angelo,SAN ANGELO,450340,SAN ANGELO COMMUNITY MEDICAL CENTER,TX,3501 KNICKERBOCKER ROAD,76904,"$23,285","$4,800",1,0.206145587,20,"96,002"
"SAN ANGELO, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - San Angelo,SAN ANGELO,450571,SHANNON MEDICAL CENTER,TX,120 EAST HARRIS AVENUE,76903,"$15,121","$6,208",1,0.410559077,33,"204,862.00"
"KERRVILLE, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - San Antonio,KERRVILLE,450007,PETERSON REGIONAL MEDICAL CENTER,TX,551 HILL COUNTRY DRIVE,78028,"$9,970","$4,681",1,0.469496753,12,"56,172"
"FREDERICKSBURG, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - San Antonio,FREDERICKSBURG,450604,HILL COUNTRY MEMORIAL HOSPITAL INC,TX,1020 SOUTH STATE HIGHWAY 16,78624,"$11,866","$4,677",1,0.394144714,15,"70,155"
"SAN ANTONIO, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - San Antonio,SAN ANTONIO,450213,UNIVERSITY HEALTH SYSTEM,TX,4502 MEDICAL DR,78229,"$17,981","$8,515",1,0.47356771,15,"127,725"
"SAN ANTONIO, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - San Antonio,SAN ANTONIO,450130,NIX HEALTH CARE SYSTEM,TX,"414 NAVARRO, SUITE 600",78205,"$20,943","$5,970",1,0.285053843,17,"101,490"
"SEGUIN, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - San Antonio,SEGUIN,450104,GUADALUPE REGIONAL MEDICAL CENTER,TX,1215 E COURT ST,78155,"$14,167","$4,753",1,0.335464718,17,"80,795.00"
"EAGLE PASS, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - San Antonio,EAGLE PASS,450092,FORT DUNCAN MEDICAL CENTER,TX,3333 N FOSTER MALDONADO BLVD,78852,"$27,437","$4,333",1,0.157929799,18,"77,996.00"
"JOURDANTON, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - San Antonio,JOURDANTON,450165,SOUTH TEXAS REGIONAL MEDICAL CENTER,TX,1905 HWY 97 EAST,78026,"$17,434","$4,939",1,0.283309806,18,"88,908.00"
"UVALDE, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - San Antonio,UVALDE,450177,UVALDE MEMORIAL HOSPITAL,TX,1025 GARNER FIELD ROAD,78801,"$14,113","$5,990",1,0.424432807,21,"125,790"
"LAREDO, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - San Antonio,LAREDO,450643,DOCTORS HOSPITAL OF LAREDO,TX,10700 MCPHERSON ROAD,78041,"$18,463","$5,618",1,0.304289488,22,"123,596"
"SAN ANTONIO, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - San Antonio,SAN ANTONIO,670055,METHODIST STONE OAK HOSPITAL,TX,1139 E SONTERRA BLVD,78258,"$21,501","$4,913",1,0.228497704,25,"122,823"
"LAREDO, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - San Antonio,LAREDO,450029,LAREDO MEDICAL CENTER,TX,1700 EAST SAUNDERS,78044,"$27,606","$5,820",1,0.210836548,54,"314,301.00"
"SAN ANTONIO, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - San Antonio,SAN ANTONIO,450237,CHRISTUS SANTA ROSA HOSPITAL,TX,333 N SANTA ROSA STREET,78207,"$18,781","$6,945",1,0.369800018,103,"715,370.00"
"SAN ANTONIO, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - San Antonio,SAN ANTONIO,450058,BAPTIST MEDICAL CENTER,TX,111 DALLAS STREET,78205,"$20,877","$5,100",1,0.244281214,120,"611,986.00"
"SAN ANTONIO, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - San Antonio,SAN ANTONIO,450388,METHODIST HOSPITAL,TX,7700 FLOYD CURL DR,78229,"$22,375","$5,167",1,0.230925205,220,"1,136,709.00"
"CAMERON, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - Temple,CAMERON,450770,CENTRAL TEXAS HOSPITAL,TX,806 N CROCKETT,76520,"$8,066","$5,360",1,0.664506531,11,"58,961.00"
"KILLEEN, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - Temple,KILLEEN,450152,METROPLEX HOSPITAL,TX,2201 S CLEAR CREEK ROAD,76542,"$18,006","$4,703",1,0.261201383,31,"145,800.00"
"TEMPLE, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - Temple,TEMPLE,450054,SCOTT & WHITE MEMORIAL HOSPITAL,TX,2401 31ST ST,76508,"$13,671","$6,421",1,0.469686199,110,"706,339.00"
"TYLER, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - Tyler,TYLER,450690,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,TX,11937 US HIGHWAY 271,75708,"$23,235","$4,769",1,0.205252814,12,"57,229.00"
"JACKSONVILLE, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - Tyler,JACKSONVILLE,450194,EAST TEXAS MEDICAL CENTER JACKSONVILLE,TX,501 S RAGSDALE,75766,"$30,636","$4,892",1,0.159680726,15,"73,380"
"CROCKETT, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - Tyler,CROCKETT,450580,EAST TEXAS MEDICAL CENTER CROCKETT,TX,1100 LOOP 304 EAST,75835,"$15,597","$4,427",1,0.283822881,16,"70,828"
"MOUNT PLEASANT, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - Tyler,MOUNT PLEASANT,450080,TITUS REGIONAL MEDICAL CENTER,TX,2001 N JEFFERSON,75455,"$11,632","$5,147",1,0.442465155,25,"128,664"
"PALESTINE, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - Tyler,PALESTINE,450747,PALESTINE REGIONAL MEDICAL CENTER,TX,2900 S LOOP 256,75801,"$13,977","$4,778",1,0.341833632,26,"124,222.00"
"TYLER, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - Tyler,TYLER,450102,MOTHER FRANCES HOSPITAL,TX,800 EAST DAWSON,75701,"$29,927","$5,012",1,0.167472489,69,"345,826.00"
"TYLER, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - Tyler,TYLER,450083,EAST TEXAS MEDICAL CENTER,TX,1000 SOUTH BECKHAM STREET,75701,"$32,996","$4,901",1,0.148536322,74,"362,685.00"
"VICTORIA, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - Victoria,VICTORIA,450147,DETAR HOSPITAL NAVARRO,TX,506 E SAN ANTONIO ST,77902,"$24,231","$4,724",1,0.194975605,18,"85,039.00"
"VICTORIA, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - Victoria,VICTORIA,450023,CITIZENS MEDICAL CENTER,TX,2701 HOSPITAL DRIVE,77901,"$17,899","$4,142",1,0.23142006,34,"140,836.00"
"CUERO, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - Victoria,CUERO,450597,CUERO COMMUNITY HOSPITAL,TX,2550 N ESPLANADE,77954,"$10,586","$5,017",1,0.473917073,37,"185,630.00"
"FAIRFIELD, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - Waco,FAIRFIELD,450658,EAST TEXAS MEDICAL CENTER - FAIRFIELD,TX,125 NEWMAN ST,75840,"$19,659","$4,806",1,0.244458069,19,"91,309.00"
"HAMILTON, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - Waco,HAMILTON,450754,HAMILTON GENERAL HOSPITAL,TX,400 N BROWN,76531,"$8,711","$4,323",1,0.496235832,19,"82,131.00"
"MARLIN, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - Waco,MARLIN,450348,FALLS COMMUNITY HOSPITAL AND CLINIC,TX,322 COLEMAN STREET,76661,"$7,952","$5,996",1,0.754053005,23,"137,908"
"WACO, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - Waco,WACO,450101,HILLCREST BAPTIST MEDICAL CENTER,TX,100 HILLCREST MEDICAL BLVD,76712,"$16,850","$5,256",1,0.311897986,23,"120,877.00"
"WACO, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - Waco,WACO,450042,PROVIDENCE HEALTH CENTER,TX,6901 MEDICAL PARKWAY,76712,"$13,730","$4,365",1,0.317908177,52,"226,968.00"
"WICHITA FALLS, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - Wichita Falls,WICHITA FALLS,450827,KELL WEST REGIONAL HOSPITAL,TX,5402 KELL WEST BOULEVARD,76310,"$19,001","$4,567",1,0.240352608,12,"54,804"
"WICHITA FALLS, TX",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TX - Wichita Falls,WICHITA FALLS,450010,UNITED REGIONAL HEALTH CARE SYSTEM,TX,1600 11TH STREET,76301,"$17,558","$5,121",1,0.291652429,81,"414,798.00"
"MURRAY, UT",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,UT - Salt Lake City,MURRAY,460010,INTERMOUNTAIN MEDICAL CENTER,UT,5121 SOUTH COTTONWOOD STREET,84157,"$24,593","$11,005",1,0.447491332,15,"165,080.00"
"SALT LAKE CITY, UT",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,UT - Salt Lake City,SALT LAKE CITY,460047,ST MARKS HOSPITAL,UT,1200 EAST 3900 SOUTH,84124,"$20,636","$7,803",1,0.37813968,16,"124,850"
"OGDEN, UT",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,UT - Ogden,OGDEN,460004,MCKAY DEE HOSPITAL CENTER,UT,4401 HARRISON BOULEVARD,84403,"$16,586","$4,864",1,0.293255295,13,"63,232"
"WEST JORDAN, UT",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,UT - Salt Lake City,WEST JORDAN,460051,JORDAN VALLEY MEDICAL CENTER,UT,3580 WEST 9000 SOUTH,84088,"$12,239","$4,810",1,0.392992699,11,"52,909.00"
"NORTH LOGAN, UT",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,UT - Salt Lake City,NORTH LOGAN,460054,CACHE VALLEY SPECIALITY HOSPITAL,UT,2380 NORTH 400 EAST,84341,"$6,352","$4,109",1,0.646925307,12,"49,308"
"SALT LAKE CITY, UT",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,UT - Salt Lake City,SALT LAKE CITY,460009,UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND  CLINICS,UT,50 NORTH MEDICAL DRIVE,84132,"$12,873","$6,931",1,0.538403489,14,"97,030.00"
"ST GEORGE, UT",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,UT - Salt Lake City,ST GEORGE,460021,DIXIE REGIONAL MEDICAL CENTER,UT,1380 EAST MEDICAL CENTER DRIVE,84790,"$15,092","$5,083",1,0.336813657,14,"71,163.00"
"MURRAY, UT",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,UT - Salt Lake City,MURRAY,460010,INTERMOUNTAIN MEDICAL CENTER,UT,5121 SOUTH COTTONWOOD STREET,84157,"$11,401","$5,773",1,0.506361366,21,"121,230.00"
"SALT LAKE CITY, UT",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,UT - Salt Lake City,SALT LAKE CITY,460047,ST MARKS HOSPITAL,UT,1200 EAST 3900 SOUTH,84124,"$14,775","$4,830",1,0.326922398,23,"111,100.00"
"HALIFAX, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,NC - Durham,HALIFAX,490013,HALIFAX REGIONAL HOSPITAL,VA,2204 WILBORN AVENUE,24558,"$14,216","$8,130",1,0.57192555,22,"178,868.00"
"NORTON, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,TN - Kingsport,NORTON,490001,NORTON COMMUNITY HOSPITAL,VA,100  15TH ST NW,24273,"$27,029","$7,528",1,0.278516989,11,"82,807.00"
"RICHLANDS, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,TN - Kingsport,RICHLANDS,490060,CLINCH VALLEY MEDICAL CENTER,VA,6801 GOV G C PEERY HWY,24641,"$24,249","$6,819",1,0.281208364,13,"88,647"
"ALEXANDRIA, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,VA - Arlington,ALEXANDRIA,490040,INOVA ALEXANDRIA HOSPITAL,VA,4320 SEMINARY RD,22304,"$19,034","$8,022",1,0.42144829,11,"88,242"
"ALEXANDRIA, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,VA - Arlington,ALEXANDRIA,490122,INOVA MOUNT VERNON HOSPITAL,VA,2501 PARKERS LANE,22306,"$15,850","$7,801",1,0.492202243,11,"85,813.00"
"MANASSAS, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,VA - Arlington,MANASSAS,490045,PRINCE WILLIAM HOSPITAL,VA,8700 SUDLEY RD,20110,"$17,505","$7,978",1,0.455734735,14,"111,686.00"
"RESTON, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,VA - Arlington,RESTON,490107,RESTON HOSPITAL CENTER,VA,1850 TOWN CENTER PARKWAY,20190,"$29,970","$7,277",1,0.242793419,16,"116,426"
"WOODBRIDGE, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,VA - Arlington,WOODBRIDGE,490113,SENTARA POTOMAC HOSPITAL,VA,2300 OPITZ BOULEVARD,22191,"$18,916","$8,389",1,0.443458379,16,"134,218"
"ARLINGTON, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,VA - Arlington,ARLINGTON,490050,VIRGINIA HOSPITAL CENTER - ARLINGTON,VA,1701 NORTH GEORGE MASON DRIVE,22205,"$16,854","$8,163",1,0.484329654,23,"187,747.00"
"FALLS CHURCH, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,VA - Arlington,FALLS CHURCH,490063,INOVA FAIRFAX HOSPITAL,VA,3300 GALLOWS RD,22042,"$18,323","$9,438",1,0.515083237,28,"264,265.00"
"FISHERSVILLE, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,VA - Charlottesville,FISHERSVILLE,490018,AUGUSTA HEALTH,VA,78 MEDICAL CENTER DRIVE,22939,"$11,440","$7,470",1,0.652965721,15,"112,045.00"
"CHARLOTTESVILLE, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,VA - Charlottesville,CHARLOTTESVILLE,490009,UNIVERSITY OF VIRGINIA MEDICAL CENTER,VA,JEFFERSON PARK AVE,22908,"$28,247","$13,287",1,0.470395217,16,"212,597"
"CHARLOTTESVILLE, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,VA - Charlottesville,CHARLOTTESVILLE,490077,MARTHA JEFFERSON HOSPITAL,VA,500 MARTHA JEFFERSON DRIVE,22911,"$12,928","$6,689",1,0.517393266,18,"120,400.00"
"LYNCHBURG, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,VA - Lynchburg,LYNCHBURG,490021,"CENTRA  HEALTH, INC",VA,1920 ATHERHOLT ROAD,24501,"$17,184","$7,442",1,0.433075723,20,"148,836"
"NEWPORT NEWS, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,VA - Newport News,NEWPORT NEWS,490052,RIVERSIDE REGIONAL MEDICAL CENTER,VA,500 J CLYDE MORRIS BLVD,23601,"$18,481","$9,661",1,0.522741312,12,"115,932"
"NORFOLK, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,VA - Norfolk,NORFOLK,490046,SENTARA LEIGH HOSPITAL,VA,830 KEMPSVILLE ROAD,23502,"$14,160","$6,910",1,0.488006121,12,"82,922.00"
"SUFFOLK, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,VA - Norfolk,SUFFOLK,490044,SENTARA OBICI HOSPITAL,VA,2800 GODWIN BOULEVARD,23439,"$22,921","$7,199",1,0.314053386,13,"93,581.00"
"VIRGINIA BEACH, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,VA - Norfolk,VIRGINIA BEACH,490057,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,VA,1060 FIRST COLONIAL ROAD,23454,"$28,805","$7,268",1,0.252315245,17,"123,556"
"CHESAPEAKE, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,VA - Norfolk,CHESAPEAKE,490120,CHESAPEAKE REGIONAL MEDICAL CENTER,VA,736 BATTLEFIELD BLVD NORTH,23320,"$19,283","$6,868",1,0.356173185,18,"123,627.00"
"NORFOLK, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,VA - Norfolk,NORFOLK,490007,SENTARA NORFOLK GENERAL HOSPITAL,VA,600 GRESHAM DR,23507,"$34,582","$10,287",1,0.297476201,24,"246,899.00"
"PORTSMOUTH, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,VA - Norfolk,PORTSMOUTH,490017,BON SECOURS MARYVIEW MEDICAL CENTER,VA,3636 HIGH STREET,23707,"$19,458","$7,716",1,0.396547907,26,"200,612.00"
"HOPEWELL, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,VA - Richmond,HOPEWELL,490020,JOHN RANDOLPH MEDICAL CENTER,VA,411 WEST RANDOLPH ROAD,23860,"$28,030","$7,235",1,0.258106035,13,"94,051.00"
"SOUTH HILL, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,VA - Richmond,SOUTH HILL,490098,"COMMUNITY MEMORIAL HEALTHCENTER, INC",VA,125 BUENA VISTA CIRCLE,23970,"$21,166","$6,819",1,0.322164046,17,"115,923"
"FREDERICKSBURG, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,VA - Richmond,FREDERICKSBURG,490022,"MARY WASHINGTON HOSPITAL, INC",VA,1001 SAM PERRY BOULEVARD,22401,"$21,130","$8,294",1,0.392502011,18,"149,285.00"
"MECHANICSVILLE, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,VA - Richmond,MECHANICSVILLE,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,VA,8260 ATLEE ROAD,23116,"$32,001","$8,088",1,0.252730197,21,"169,840.00"
"RICHMOND, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,VA - Richmond,RICHMOND,490059,BON SECOURS - ST MARYS HOSPITAL OF RICHMOND,VA,5801 BREMO RD,23226,"$27,017","$8,408",1,0.311207966,28,"235,417"
"RICHMOND, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,VA - Richmond,RICHMOND,490118,HENRICO DOCTORS' HOSPITAL,VA,1602 SKIPWITH ROAD,23229,"$38,130","$7,943",1,0.208305713,29,"230,338.00"
"RICHMOND, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,VA - Richmond,RICHMOND,490032,MEDICAL COLLEGE OF VIRGINIA HOSPITALS,VA,1250 EAST MARSHALL STREET - BOX 980510,23298,"$76,822","$24,789",1,0.322682766,30,"743,676"
"PETERSBURG, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,VA - Richmond,PETERSBURG,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,VA,200 MEDICAL PARK BOULEVARD,23805,"$48,915","$7,800",1,0.159467602,35,"273,013.00"
"RICHMOND, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,VA - Richmond,RICHMOND,490112,CJW MEDICAL CENTER,VA,1401 JOHNSTON WILLIS DRIVE,23235,"$49,742","$7,868",1,0.158174299,42,"330,453.00"
"BLACKSBURG, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,VA - Roanoke,BLACKSBURG,490110,LEWISGALE HOSPITAL MONTGOMERY,VA,3700 SOUTH MAIN STREET,24060,"$13,900","$7,259",1,0.522238394,13,"94,369.00"
"LOW MOOR, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,VA - Roanoke,LOW MOOR,490126,LEWISGALE HOSPITAL ALLEGHANY,VA,ONE ARH LANE - PO BOX 7,24457,"$17,493","$7,078",1,0.404608315,13,"92,014"
"SALEM, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,VA - Roanoke,SALEM,490048,LEWISGALE MEDICAL CENTER,VA,1900 ELECTRIC ROAD,24153,"$26,569","$6,950",1,0.261564757,17,"118,142.00"
"ROANOKE, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,VA - Roanoke,ROANOKE,490024,CARILION ROANOKE MEMORIAL CENTER,VA,"1906 BELLEVIEW AVENUE, SE",24014,"$23,559","$9,979",1,0.423562195,20,"199,577"
"WINCHESTER, VA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,VA - Winchester,WINCHESTER,490005,WINCHESTER MEDICAL CENTER INC,VA,220 CAMPUS BLVD SUITE 210,22601,"$12,523","$7,631",1,0.609414047,34,"259,469.00"
"MARTINSVILLE, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,NC - Durham,MARTINSVILLE,490079,MEMORIAL HOSPITAL OF MARTINSVILLE & HENRY COUNTY,VA,320 HOSPITAL DRIVE,24115,"$16,295","$4,745",1,0.291170068,19,"90,148.00"
"HALIFAX, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,NC - Durham,HALIFAX,490013,HALIFAX REGIONAL HOSPITAL,VA,2204 WILBORN AVENUE,24558,"$11,122","$4,906",1,0.441088146,25,"122,645"
"DANVILLE, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,NC - Durham,DANVILLE,490075,DANVILLE REGIONAL MEDICAL CENTER,VA,142 SOUTH MAIN STREET,24541,"$19,998","$4,658",1,0.232923546,38,"177,000.00"
"GALAX, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,NC - Winston-Salem,GALAX,490115,TWIN COUNTY REGIONAL HOSPITAL,VA,200 HOSPITAL DRIVE,24333,"$11,453","$4,675",1,0.408173362,15,"70,125"
"BIG STONE GAP, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TN - Kingsport,BIG STONE GAP,490114,WELLMONT LONESOME PINE HOSPITAL,VA,1990 HOLTON AVENUE EAST,24219,"$11,460","$4,470",1,0.390035894,15,"67,046.00"
"NORTON, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TN - Kingsport,NORTON,490001,NORTON COMMUNITY HOSPITAL,VA,100  15TH ST NW,24273,"$21,824","$4,905",1,0.224746025,17,"83,381.00"
"PENNINGTON GAP, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TN - Kingsport,PENNINGTON GAP,490012,LEE REGIONAL MEDICAL CENTER,VA,127 HEALTH CARE DRIVE,24277,"$10,642","$5,075",1,0.476914747,21,"106,579.00"
"ABINGDON, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TN - Kingsport,ABINGDON,490053,JOHNSTON MEMORIAL HOSPITAL,VA,16000 JOHNSTON MEMORIAL DRIVE,24211,"$14,253","$4,270",1,0.299567599,27,"115,282.00"
"RICHLANDS, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,TN - Kingsport,RICHLANDS,490060,CLINCH VALLEY MEDICAL CENTER,VA,6801 GOV G C PEERY HWY,24641,"$14,239","$4,325",1,0.30373692,27,"116,775"
"RESTON, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Arlington,RESTON,490107,RESTON HOSPITAL CENTER,VA,1850 TOWN CENTER PARKWAY,20190,"$13,027","$4,577",1,0.351335194,33,"151,039.00"
