Country Name,Indicator Name,Year,Value
Greece,GDP growth (annual %),1987,-2.25886352664
Greece,Imports of goods and services (% of GDP),1987,24.194280661
Greece,"Industry, value added (% of GDP)",1987,
Greece,"Inflation, GDP deflator (annual %)",1987,15.252679506700002
Greece,"Life expectancy at birth, total (years)",1987,75.6026341463
Greece,Population density (people per sq. km of land area),1987,77.5841349884
Greece,"Services, etc., value added (% of GDP)",1987,
Greenland,"Agriculture, value added (% of GDP)",1987,
Greenland,CO2 emissions (metric tons per capita),1987,4.33804066543
Greenland,Domestic credit provided by financial sector (% of GDP),1987,
Greenland,Electric power consumption (kWh per capita),1987,
Greenland,Energy use (kg of oil equivalent per capita),1987,
Greenland,Exports of goods and services (% of GDP),1987,
Greenland,"Fertility rate, total (births per woman)",1987,2.083
Greenland,GDP growth (annual %),1987,5.5158730158700005
Greenland,Imports of goods and services (% of GDP),1987,
Greenland,"Industry, value added (% of GDP)",1987,
Greenland,"Inflation, GDP deflator (annual %)",1987,4.6207272019
Greenland,"Life expectancy at birth, total (years)",1987,64.6541463415
Greenland,Population density (people per sq. km of land area),1987,0.158326016974
Greenland,"Services, etc., value added (% of GDP)",1987,
Grenada,"Agriculture, value added (% of GDP)",1987,18.7117402711
Grenada,CO2 emissions (metric tons per capita),1987,0.737968022057
Grenada,Domestic credit provided by financial sector (% of GDP),1987,55.90450035439999
Grenada,Electric power consumption (kWh per capita),1987,
Grenada,Energy use (kg of oil equivalent per capita),1987,
Grenada,Exports of goods and services (% of GDP),1987,47.9934443657
Grenada,"Fertility rate, total (births per woman)",1987,4.146
Grenada,GDP growth (annual %),1987,11.1497952298
Grenada,Imports of goods and services (% of GDP),1987,68.8230864635
Grenada,"Industry, value added (% of GDP)",1987,18.8729777
Grenada,"Inflation, GDP deflator (annual %)",1987,4.47408105051
Grenada,"Life expectancy at birth, total (years)",1987,67.9007317073
Grenada,Population density (people per sq. km of land area),1987,292.29705882400003
Grenada,"Services, etc., value added (% of GDP)",1987,62.4152820289
Guam,"Agriculture, value added (% of GDP)",1987,
Guam,CO2 emissions (metric tons per capita),1987,
Guam,Domestic credit provided by financial sector (% of GDP),1987,
Guam,Electric power consumption (kWh per capita),1987,
Guam,Energy use (kg of oil equivalent per capita),1987,
Guam,Exports of goods and services (% of GDP),1987,
Guam,"Fertility rate, total (births per woman)",1987,3.097
Guam,GDP growth (annual %),1987,
Guam,Imports of goods and services (% of GDP),1987,
Guam,"Industry, value added (% of GDP)",1987,
Guam,"Inflation, GDP deflator (annual %)",1987,
Guam,"Life expectancy at birth, total (years)",1987,71.3200731707
Guam,Population density (people per sq. km of land area),1987,225.785185185
Guam,"Services, etc., value added (% of GDP)",1987,
Guatemala,"Agriculture, value added (% of GDP)",1987,
Guatemala,CO2 emissions (metric tons per capita),1987,0.468496448467
Guatemala,Domestic credit provided by financial sector (% of GDP),1987,30.719892286599997
Guatemala,Electric power consumption (kWh per capita),1987,167.29657071399998
Guatemala,Energy use (kg of oil equivalent per capita),1987,448.694681999
Guatemala,Exports of goods and services (% of GDP),1987,15.8489083812
Guatemala,"Fertility rate, total (births per woman)",1987,5.591
Guatemala,GDP growth (annual %),1987,3.54398330477
Guatemala,Imports of goods and services (% of GDP),1987,22.294055045900002
Guatemala,"Industry, value added (% of GDP)",1987,
Guatemala,"Inflation, GDP deflator (annual %)",1987,7.998534853580001
Guatemala,"Life expectancy at birth, total (years)",1987,60.63309756100001
Guatemala,Population density (people per sq. km of land area),1987,79.5425998507
Guatemala,"Services, etc., value added (% of GDP)",1987,
Guinea,"Agriculture, value added (% of GDP)",1987,24.6533537441
Guinea,CO2 emissions (metric tons per capita),1987,0.184883028239
Guinea,Domestic credit provided by financial sector (% of GDP),1987,
Guinea,Electric power consumption (kWh per capita),1987,
Guinea,Energy use (kg of oil equivalent per capita),1987,
Guinea,Exports of goods and services (% of GDP),1987,31.6313529842
Guinea,"Fertility rate, total (births per woman)",1987,6.6370000000000005
Guinea,GDP growth (annual %),1987,3.29993884548
Guinea,Imports of goods and services (% of GDP),1987,30.703749954299997
Guinea,"Industry, value added (% of GDP)",1987,32.3408550018
Guinea,"Inflation, GDP deflator (annual %)",1987,27.259990110100002
Guinea,"Life expectancy at birth, total (years)",1987,47.405195121999995
Guinea,Population density (people per sq. km of land area),1987,21.8747273319
Guinea,"Services, etc., value added (% of GDP)",1987,43.0057912541
Guinea-Bissau,"Agriculture, value added (% of GDP)",1987,57.5683239978
Guinea-Bissau,CO2 emissions (metric tons per capita),1987,0.196767700902
Guinea-Bissau,Domestic credit provided by financial sector (% of GDP),1987,29.811895378499997
Guinea-Bissau,Electric power consumption (kWh per capita),1987,
Guinea-Bissau,Energy use (kg of oil equivalent per capita),1987,
Guinea-Bissau,Exports of goods and services (% of GDP),1987,11.367003006700001
Guinea-Bissau,"Fertility rate, total (births per woman)",1987,6.7170000000000005
Guinea-Bissau,GDP growth (annual %),1987,2.90000000745
Guinea-Bissau,Imports of goods and services (% of GDP),1987,38.9561509416
Guinea-Bissau,"Industry, value added (% of GDP)",1987,13.226831671500001
Guinea-Bissau,"Inflation, GDP deflator (annual %)",1987,94.26345720959999
Guinea-Bissau,"Life expectancy at birth, total (years)",1987,48.0301219512
Guinea-Bissau,Population density (people per sq. km of land area),1987,35.1251066856
Guinea-Bissau,"Services, etc., value added (% of GDP)",1987,29.204844330700002
Guyana,"Agriculture, value added (% of GDP)",1987,29.9467031961
Guyana,CO2 emissions (metric tons per capita),1987,1.75685534034
Guyana,Domestic credit provided by financial sector (% of GDP),1987,251.31489924299999
Guyana,Electric power consumption (kWh per capita),1987,
Guyana,Energy use (kg of oil equivalent per capita),1987,
Guyana,Exports of goods and services (% of GDP),1987,79.5683401563
Guyana,"Fertility rate, total (births per woman)",1987,3.7960000000000003
Guyana,GDP growth (annual %),1987,0.8993965947050001
Guyana,Imports of goods and services (% of GDP),1987,90.7625844385
Guyana,"Industry, value added (% of GDP)",1987,30.1132588312
Guyana,"Inflation, GDP deflator (annual %)",1987,58.7108211153
Guyana,"Life expectancy at birth, total (years)",1987,63.2104878049
Guyana,Population density (people per sq. km of land area),1987,3.78536449073
Guyana,"Services, etc., value added (% of GDP)",1987,39.9400346416
Haiti,"Agriculture, value added (% of GDP)",1987,
Haiti,CO2 emissions (metric tons per capita),1987,0.136882387492
Haiti,Domestic credit provided by financial sector (% of GDP),1987,
Haiti,Electric power consumption (kWh per capita),1987,52.469310700200005
Haiti,Energy use (kg of oil equivalent per capita),1987,226.32697135400002
Haiti,Exports of goods and services (% of GDP),1987,
Haiti,"Fertility rate, total (births per woman)",1987,5.7989999999999995
Haiti,GDP growth (annual %),1987,
Haiti,Imports of goods and services (% of GDP),1987,
Haiti,"Industry, value added (% of GDP)",1987,
Haiti,"Inflation, GDP deflator (annual %)",1987,
Haiti,"Life expectancy at birth, total (years)",1987,53.4546341463
Haiti,Population density (people per sq. km of land area),1987,242.037953556
Haiti,"Services, etc., value added (% of GDP)",1987,
Honduras,"Agriculture, value added (% of GDP)",1987,20.907487038499998
Honduras,CO2 emissions (metric tons per capita),1987,0.483457410444
Honduras,Domestic credit provided by financial sector (% of GDP),1987,50.203492476899996
Honduras,Electric power consumption (kWh per capita),1987,329.48892532599996
Honduras,Energy use (kg of oil equivalent per capita),1987,481.319956646
Honduras,Exports of goods and services (% of GDP),1987,22.962071318000003
Honduras,"Fertility rate, total (births per woman)",1987,5.439
Honduras,GDP growth (annual %),1987,6.0313900204
Honduras,Imports of goods and services (% of GDP),1987,25.827814880500004
Honduras,"Industry, value added (% of GDP)",1987,22.9724225373
Honduras,"Inflation, GDP deflator (annual %)",1987,2.8303266604500004
Honduras,"Life expectancy at birth, total (years)",1987,65.0301463415
Honduras,Population density (people per sq. km of land area),1987,40.199079453
Honduras,"Services, etc., value added (% of GDP)",1987,56.1200917826
"Hong Kong SAR, China","Agriculture, value added (% of GDP)",1987,
"Hong Kong SAR, China",CO2 emissions (metric tons per capita),1987,5.05725248189
"Hong Kong SAR, China",Domestic credit provided by financial sector (% of GDP),1987,
"Hong Kong SAR, China",Electric power consumption (kWh per capita),1987,3838.47598605
"Hong Kong SAR, China",Energy use (kg of oil equivalent per capita),1987,1465.54583669
"Hong Kong SAR, China",Exports of goods and services (% of GDP),1987,119.777592016
"Hong Kong SAR, China","Fertility rate, total (births per woman)",1987,1.311
"Hong Kong SAR, China",GDP growth (annual %),1987,13.3985363028
"Hong Kong SAR, China",Imports of goods and services (% of GDP),1987,109.36393343
"Hong Kong SAR, China","Industry, value added (% of GDP)",1987,
"Hong Kong SAR, China","Inflation, GDP deflator (annual %)",1987,8.6112429669
"Hong Kong SAR, China","Life expectancy at birth, total (years)",1987,76.8829268293
"Hong Kong SAR, China",Population density (people per sq. km of land area),1987,5646.96969697
"Hong Kong SAR, China","Services, etc., value added (% of GDP)",1987,
Hungary,"Agriculture, value added (% of GDP)",1987,
Hungary,CO2 emissions (metric tons per capita),1987,7.95612952394
Hungary,Domestic credit provided by financial sector (% of GDP),1987,
Hungary,Electric power consumption (kWh per capita),1987,3424.65721155
Hungary,Energy use (kg of oil equivalent per capita),1987,2894.82745315
Hungary,Exports of goods and services (% of GDP),1987,
Hungary,"Fertility rate, total (births per woman)",1987,1.82
Hungary,GDP growth (annual %),1987,
Hungary,Imports of goods and services (% of GDP),1987,
Hungary,"Industry, value added (% of GDP)",1987,
Hungary,"Inflation, GDP deflator (annual %)",1987,
Hungary,"Life expectancy at birth, total (years)",1987,69.6512195122
Hungary,Population density (people per sq. km of land area),1987,118.07678015100001
Hungary,"Services, etc., value added (% of GDP)",1987,
Iceland,"Agriculture, value added (% of GDP)",1987,
Iceland,CO2 emissions (metric tons per capita),1987,7.532101733110001
Iceland,Domestic credit provided by financial sector (% of GDP),1987,39.169161589299996
Iceland,Electric power consumption (kWh per capita),1987,15268.914296399998
Iceland,Energy use (kg of oil equivalent per capita),1987,7857.45488268
Iceland,Exports of goods and services (% of GDP),1987,33.5021628058
Iceland,"Fertility rate, total (births per woman)",1987,2.06
Iceland,GDP growth (annual %),1987,8.54593975459
Iceland,Imports of goods and services (% of GDP),1987,34.5613535293
Iceland,"Industry, value added (% of GDP)",1987,
Iceland,"Inflation, GDP deflator (annual %)",1987,19.9464887992
Iceland,"Life expectancy at birth, total (years)",1987,77.33902439020001
Iceland,Population density (people per sq. km of land area),1987,2.45245885287
Iceland,"Services, etc., value added (% of GDP)",1987,
India,"Agriculture, value added (% of GDP)",1987,29.182439495100002
India,CO2 emissions (metric tons per capita),1987,0.597726136456
India,Domestic credit provided by financial sector (% of GDP),1987,50.07586927569999
India,Electric power consumption (kWh per capita),1987,220.88090868700002
India,Energy use (kg of oil equivalent per capita),1987,325.73809089400004
India,Exports of goods and services (% of GDP),1987,5.50798767009
India,"Fertility rate, total (births per woman)",1987,4.311
India,GDP growth (annual %),1987,3.9653556341500003
India,Imports of goods and services (% of GDP),1987,6.85993099742
India,"Industry, value added (% of GDP)",1987,25.923406983899998
India,"Inflation, GDP deflator (annual %)",1987,9.32789330524
India,"Life expectancy at birth, total (years)",1987,56.6184390244
India,Population density (people per sq. km of land area),1987,274.867143035
India,"Services, etc., value added (% of GDP)",1987,44.89415352100001
Indonesia,"Agriculture, value added (% of GDP)",1987,23.3301739602
Indonesia,CO2 emissions (metric tons per capita),1987,0.7184145272310001
Indonesia,Domestic credit provided by financial sector (% of GDP),1987,24.358480301900002
Indonesia,Electric power consumption (kWh per capita),1987,104.338863934
Indonesia,Energy use (kg of oil equivalent per capita),1987,436.66323497900004
Indonesia,Exports of goods and services (% of GDP),1987,23.934258458600002
Indonesia,"Fertility rate, total (births per woman)",1987,3.472
Indonesia,GDP growth (annual %),1987,5.300003140059999
Indonesia,Imports of goods and services (% of GDP),1987,22.3974473996
Indonesia,"Industry, value added (% of GDP)",1987,36.254065761599996
Indonesia,"Inflation, GDP deflator (annual %)",1987,15.591714897000001
Indonesia,"Life expectancy at birth, total (years)",1987,62.2214390244
Indonesia,Population density (people per sq. km of land area),1987,94.7956281016
Indonesia,"Services, etc., value added (% of GDP)",1987,40.4157604602
"Iran, Islamic Rep.","Agriculture, value added (% of GDP)",1987,16.8249347766
"Iran, Islamic Rep.",CO2 emissions (metric tons per capita),1987,3.11958068915
"Iran, Islamic Rep.",Domestic credit provided by financial sector (% of GDP),1987,69.0732357182
"Iran, Islamic Rep.",Electric power consumption (kWh per capita),1987,808.314462497
"Iran, Islamic Rep.",Energy use (kg of oil equivalent per capita),1987,1079.85911122
"Iran, Islamic Rep.",Exports of goods and services (% of GDP),1987,9.157403211010001
"Iran, Islamic Rep.","Fertility rate, total (births per woman)",1987,5.757999999999999
"Iran, Islamic Rep.",GDP growth (annual %),1987,-0.172107687607
"Iran, Islamic Rep.",Imports of goods and services (% of GDP),1987,8.727449926639999
"Iran, Islamic Rep.","Industry, value added (% of GDP)",1987,25.7787891707
"Iran, Islamic Rep.","Inflation, GDP deflator (annual %)",1987,21.533419014099998
"Iran, Islamic Rep.","Life expectancy at birth, total (years)",1987,59.0503170732
"Iran, Islamic Rep.",Population density (people per sq. km of land area),1987,31.405561285900003
"Iran, Islamic Rep.","Services, etc., value added (% of GDP)",1987,57.3962760526
Iraq,"Agriculture, value added (% of GDP)",1987,
Iraq,CO2 emissions (metric tons per capita),1987,3.2455332634599996
Iraq,Domestic credit provided by financial sector (% of GDP),1987,
Iraq,Electric power consumption (kWh per capita),1987,1309.21614642
Iraq,Energy use (kg of oil equivalent per capita),1987,958.1894716610001
Iraq,Exports of goods and services (% of GDP),1987,23.2221590909
Iraq,"Fertility rate, total (births per woman)",1987,6.105
Iraq,GDP growth (annual %),1987,9.30528139114
Iraq,Imports of goods and services (% of GDP),1987,26.1272727273
Iraq,"Industry, value added (% of GDP)",1987,
Iraq,"Inflation, GDP deflator (annual %)",1987,9.89415935931
Iraq,"Life expectancy at birth, total (years)",1987,63.700634146300004
Iraq,Population density (people per sq. km of land area),1987,37.2538560029
Iraq,"Services, etc., value added (% of GDP)",1987,
Ireland,"Agriculture, value added (% of GDP)",1987,
Ireland,CO2 emissions (metric tons per capita),1987,8.5302990884
Ireland,Domestic credit provided by financial sector (% of GDP),1987,53.2774620644
Ireland,Electric power consumption (kWh per capita),1987,3414.63428414
Ireland,Energy use (kg of oil equivalent per capita),1987,2608.80658136
Ireland,Exports of goods and services (% of GDP),1987,52.3879927208
Ireland,"Fertility rate, total (births per woman)",1987,2.32
Ireland,GDP growth (annual %),1987,4.6630911930900005
Ireland,Imports of goods and services (% of GDP),1987,48.2566357567
Ireland,"Industry, value added (% of GDP)",1987,
Ireland,"Inflation, GDP deflator (annual %)",1987,2.1974110938900004
Ireland,"Life expectancy at birth, total (years)",1987,74.0633170732
Ireland,Population density (people per sq. km of land area),1987,51.387095369399994
Ireland,"Services, etc., value added (% of GDP)",1987,
Isle of Man,"Agriculture, value added (% of GDP)",1987,
Isle of Man,CO2 emissions (metric tons per capita),1987,
Isle of Man,Domestic credit provided by financial sector (% of GDP),1987,
Isle of Man,Electric power consumption (kWh per capita),1987,
Isle of Man,Energy use (kg of oil equivalent per capita),1987,
Isle of Man,Exports of goods and services (% of GDP),1987,
Isle of Man,"Fertility rate, total (births per woman)",1987,
Isle of Man,GDP growth (annual %),1987,9.8963467259
Isle of Man,Imports of goods and services (% of GDP),1987,
Isle of Man,"Industry, value added (% of GDP)",1987,
Isle of Man,"Inflation, GDP deflator (annual %)",1987,5.37077592077
Isle of Man,"Life expectancy at birth, total (years)",1987,
Isle of Man,Population density (people per sq. km of land area),1987,116.57719298200001
Isle of Man,"Services, etc., value added (% of GDP)",1987,
Israel,"Agriculture, value added (% of GDP)",1987,
Israel,CO2 emissions (metric tons per capita),1987,6.268060425730001
Israel,Domestic credit provided by financial sector (% of GDP),1987,123.252374352
Israel,Electric power consumption (kWh per capita),1987,3756.46601053
Israel,Energy use (kg of oil equivalent per capita),1987,2278.47928588
Israel,Exports of goods and services (% of GDP),1987,39.2049087989
Israel,"Fertility rate, total (births per woman)",1987,3.01
Israel,GDP growth (annual %),1987,7.18768720974
Israel,Imports of goods and services (% of GDP),1987,57.0989201863
Israel,"Industry, value added (% of GDP)",1987,
Israel,"Inflation, GDP deflator (annual %)",1987,19.4325772337
Israel,"Life expectancy at birth, total (years)",1987,75.2585365854
Israel,Population density (people per sq. km of land area),1987,201.894639556
Israel,"Services, etc., value added (% of GDP)",1987,
Italy,"Agriculture, value added (% of GDP)",1987,
Italy,CO2 emissions (metric tons per capita),1987,6.77840612894
Italy,Domestic credit provided by financial sector (% of GDP),1987,82.0020481968
Italy,Electric power consumption (kWh per capita),1987,3662.66656168
Italy,Energy use (kg of oil equivalent per capita),1987,2407.25635314
Italy,Exports of goods and services (% of GDP),1987,18.0401657671
Italy,"Fertility rate, total (births per woman)",1987,1.33
Italy,GDP growth (annual %),1987,3.19196062082
Italy,Imports of goods and services (% of GDP),1987,17.6316354726
Italy,"Industry, value added (% of GDP)",1987,
Italy,"Inflation, GDP deflator (annual %)",1987,6.0092829624399995
Italy,"Life expectancy at birth, total (years)",1987,76.21951219510001
Italy,Population density (people per sq. km of land area),1987,192.451569141
Italy,"Services, etc., value added (% of GDP)",1987,
Jamaica,"Agriculture, value added (% of GDP)",1987,
Jamaica,CO2 emissions (metric tons per capita),1987,2.29011996937
Jamaica,Domestic credit provided by financial sector (% of GDP),1987,54.4340912387
Jamaica,Electric power consumption (kWh per capita),1987,649.621373266
Jamaica,Energy use (kg of oil equivalent per capita),1987,765.4628605460001
Jamaica,Exports of goods and services (% of GDP),1987,46.601790970399996
Jamaica,"Fertility rate, total (births per woman)",1987,3.142
Jamaica,GDP growth (annual %),1987,7.850354826910001
Jamaica,Imports of goods and services (% of GDP),1987,46.267436913000004
Jamaica,"Industry, value added (% of GDP)",1987,
Jamaica,"Inflation, GDP deflator (annual %)",1987,10.8225945756
Jamaica,"Life expectancy at birth, total (years)",1987,72.1153658537
Jamaica,Population density (people per sq. km of land area),1987,216.857987073
Jamaica,"Services, etc., value added (% of GDP)",1987,
Japan,"Agriculture, value added (% of GDP)",1987,2.3887949239900004
Japan,CO2 emissions (metric tons per capita),1987,7.4185184165899996
Japan,Domestic credit provided by financial sector (% of GDP),1987,240.26232771099998
Japan,Electric power consumption (kWh per capita),1987,5639.94889058
Japan,Energy use (kg of oil equivalent per capita),1987,3044.11508629
Japan,Exports of goods and services (% of GDP),1987,10.1465037367
Japan,"Fertility rate, total (births per woman)",1987,1.69
Japan,GDP growth (annual %),1987,4.1074270638
Japan,Imports of goods and services (% of GDP),1987,7.20569325521
Japan,"Industry, value added (% of GDP)",1987,37.3405537178
Japan,"Inflation, GDP deflator (annual %)",1987,-0.106483002471
Japan,"Life expectancy at birth, total (years)",1987,78.4836585366
Japan,Population density (people per sq. km of land area),1987,334.862863412
Japan,"Services, etc., value added (% of GDP)",1987,60.2706513582
Jordan,"Agriculture, value added (% of GDP)",1987,6.73533676684
Jordan,CO2 emissions (metric tons per capita),1987,3.23991088903
Jordan,Domestic credit provided by financial sector (% of GDP),1987,95.8501694177
Jordan,Electric power consumption (kWh per capita),1987,896.273373773
Jordan,Energy use (kg of oil equivalent per capita),1987,998.355658577
Jordan,Exports of goods and services (% of GDP),1987,33.0684721592
Jordan,"Fertility rate, total (births per woman)",1987,6.157
Jordan,GDP growth (annual %),1987,2.89560769671
Jordan,Imports of goods and services (% of GDP),1987,57.7102125211
Jordan,"Industry, value added (% of GDP)",1987,26.2363118156
Jordan,"Inflation, GDP deflator (annual %)",1987,-0.8063083203679999
Jordan,"Life expectancy at birth, total (years)",1987,69.0497073171
Jordan,Population density (people per sq. km of land area),1987,33.7981527652
Jordan,"Services, etc., value added (% of GDP)",1987,67.0283514176
Kazakhstan,"Agriculture, value added (% of GDP)",1987,
Kazakhstan,CO2 emissions (metric tons per capita),1987,
Kazakhstan,Domestic credit provided by financial sector (% of GDP),1987,
Kazakhstan,Electric power consumption (kWh per capita),1987,
Kazakhstan,Energy use (kg of oil equivalent per capita),1987,
Kazakhstan,Exports of goods and services (% of GDP),1987,
Kazakhstan,"Fertility rate, total (births per woman)",1987,3.19
Kazakhstan,GDP growth (annual %),1987,
Kazakhstan,Imports of goods and services (% of GDP),1987,
Kazakhstan,"Industry, value added (% of GDP)",1987,
Kazakhstan,"Inflation, GDP deflator (annual %)",1987,
Kazakhstan,"Life expectancy at birth, total (years)",1987,69.2902439024
Kazakhstan,Population density (people per sq. km of land area),1987,5.8531514612699995
Kazakhstan,"Services, etc., value added (% of GDP)",1987,
Kenya,"Agriculture, value added (% of GDP)",1987,31.547228069699997
Kenya,CO2 emissions (metric tons per capita),1987,0.244751788334
Kenya,Domestic credit provided by financial sector (% of GDP),1987,37.466239054
Kenya,Electric power consumption (kWh per capita),1987,125.11622327399999
Kenya,Energy use (kg of oil equivalent per capita),1987,464.00933684
Kenya,Exports of goods and services (% of GDP),1987,21.3052213474
Kenya,"Fertility rate, total (births per woman)",1987,6.602
Kenya,GDP growth (annual %),1987,5.93710744611
Kenya,Imports of goods and services (% of GDP),1987,26.397546658200003
Kenya,"Industry, value added (% of GDP)",1987,18.4949975479
Kenya,"Inflation, GDP deflator (annual %)",1987,5.40195208195
Kenya,"Life expectancy at birth, total (years)",1987,59.598414634099996
Kenya,Population density (people per sq. km of land area),1987,37.144365182600005
Kenya,"Services, etc., value added (% of GDP)",1987,49.9577743824
Kiribati,"Agriculture, value added (% of GDP)",1987,27.8903290823
Kiribati,CO2 emissions (metric tons per capita),1987,0.327108917368
Kiribati,Domestic credit provided by financial sector (% of GDP),1987,
Kiribati,Electric power consumption (kWh per capita),1987,
Kiribati,Energy use (kg of oil equivalent per capita),1987,
Kiribati,Exports of goods and services (% of GDP),1987,29.3266666667
Kiribati,"Fertility rate, total (births per woman)",1987,4.829
Kiribati,GDP growth (annual %),1987,-9.166666666669999
Kiribati,Imports of goods and services (% of GDP),1987,109.975
Kiribati,"Industry, value added (% of GDP)",1987,8.43034367724
Kiribati,"Inflation, GDP deflator (annual %)",1987,10.0917431193
Kiribati,"Life expectancy at birth, total (years)",1987,58.9026097561
Kiribati,Population density (people per sq. km of land area),1987,83.0395061728
Kiribati,"Services, etc., value added (% of GDP)",1987,63.6793272405
"Korea, Dem. People�s Rep.","Agriculture, value added (% of GDP)",1987,
"Korea, Dem. People�s Rep.",CO2 emissions (metric tons per capita),1987,
"Korea, Dem. People�s Rep.",Domestic credit provided by financial sector (% of GDP),1987,
"Korea, Dem. People�s Rep.",Electric power consumption (kWh per capita),1987,1215.44075244
"Korea, Dem. People�s Rep.",Energy use (kg of oil equivalent per capita),1987,1764.08289823
"Korea, Dem. People�s Rep.",Exports of goods and services (% of GDP),1987,
"Korea, Dem. People�s Rep.","Fertility rate, total (births per woman)",1987,2.438
"Korea, Dem. People�s Rep.",GDP growth (annual %),1987,
"Korea, Dem. People�s Rep.",Imports of goods and services (% of GDP),1987,
"Korea, Dem. People�s Rep.","Industry, value added (% of GDP)",1987,
"Korea, Dem. People�s Rep.","Inflation, GDP deflator (annual %)",1987,
"Korea, Dem. People�s Rep.","Life expectancy at birth, total (years)",1987,68.218804878
"Korea, Dem. People�s Rep.",Population density (people per sq. km of land area),1987,160.57262685799998
"Korea, Dem. People�s Rep.","Services, etc., value added (% of GDP)",1987,
"Korea, Rep.","Agriculture, value added (% of GDP)",1987,9.89616611997
"Korea, Rep.",CO2 emissions (metric tons per capita),1987,4.62884887663
"Korea, Rep.",Domestic credit provided by financial sector (% of GDP),1987,45.6008061367
"Korea, Rep.",Electric power consumption (kWh per capita),1987,1674.24724945
"Korea, Rep.",Energy use (kg of oil equivalent per capita),1987,1579.66574639
"Korea, Rep.",Exports of goods and services (% of GDP),1987,35.4878890282
"Korea, Rep.","Fertility rate, total (births per woman)",1987,1.53
"Korea, Rep.",GDP growth (annual %),1987,12.2660084638
"Korea, Rep.",Imports of goods and services (% of GDP),1987,28.930822167600002
"Korea, Rep.","Industry, value added (% of GDP)",1987,38.1470262112
"Korea, Rep.","Inflation, GDP deflator (annual %)",1987,4.78618199953
"Korea, Rep.","Life expectancy at birth, total (years)",1987,69.80926829270001
"Korea, Rep.",Population density (people per sq. km of land area),1987,431.491706407
"Korea, Rep.","Services, etc., value added (% of GDP)",1987,51.9568076688
Kosovo,"Agriculture, value added (% of GDP)",1987,
Kosovo,CO2 emissions (metric tons per capita),1987,
Kosovo,Domestic credit provided by financial sector (% of GDP),1987,
Kosovo,Electric power consumption (kWh per capita),1987,
Kosovo,Energy use (kg of oil equivalent per capita),1987,
Kosovo,Exports of goods and services (% of GDP),1987,
Kosovo,"Fertility rate, total (births per woman)",1987,4.43
Kosovo,GDP growth (annual %),1987,
Kosovo,Imports of goods and services (% of GDP),1987,
Kosovo,"Industry, value added (% of GDP)",1987,
Kosovo,"Inflation, GDP deflator (annual %)",1987,
Kosovo,"Life expectancy at birth, total (years)",1987,67.1975609756
Kosovo,Population density (people per sq. km of land area),1987,161.017727565
Kosovo,"Services, etc., value added (% of GDP)",1987,
Kuwait,"Agriculture, value added (% of GDP)",1987,
Kuwait,CO2 emissions (metric tons per capita),1987,16.4082452619
Kuwait,Domestic credit provided by financial sector (% of GDP),1987,75.6658134363
Kuwait,Electric power consumption (kWh per capita),1987,8730.15459214
Kuwait,Energy use (kg of oil equivalent per capita),1987,8616.57655309
Kuwait,Exports of goods and services (% of GDP),1987,52.5401349667
Kuwait,"Fertility rate, total (births per woman)",1987,3.3489999999999998
Kuwait,GDP growth (annual %),1987,8.142556263660001
Kuwait,Imports of goods and services (% of GDP),1987,37.1230117089
Kuwait,"Industry, value added (% of GDP)",1987,
Kuwait,"Inflation, GDP deflator (annual %)",1987,10.7861689253
Kuwait,"Life expectancy at birth, total (years)",1987,71.727804878
Kuwait,Population density (people per sq. km of land area),1987,107.629068462
Kuwait,"Services, etc., value added (% of GDP)",1987,
Kyrgyz Republic,"Agriculture, value added (% of GDP)",1987,
Kyrgyz Republic,CO2 emissions (metric tons per capita),1987,
Kyrgyz Republic,Domestic credit provided by financial sector (% of GDP),1987,
Kyrgyz Republic,Electric power consumption (kWh per capita),1987,
Kyrgyz Republic,Energy use (kg of oil equivalent per capita),1987,
Kyrgyz Republic,Exports of goods and services (% of GDP),1987,
Kyrgyz Republic,"Fertility rate, total (births per woman)",1987,4.039
Kyrgyz Republic,GDP growth (annual %),1987,3.29996837485
Kyrgyz Republic,Imports of goods and services (% of GDP),1987,
Kyrgyz Republic,"Industry, value added (% of GDP)",1987,
Kyrgyz Republic,"Inflation, GDP deflator (annual %)",1987,
Kyrgyz Republic,"Life expectancy at birth, total (years)",1987,65.611195122
Kyrgyz Republic,Population density (people per sq. km of land area),1987,21.608967674699997
Kyrgyz Republic,"Services, etc., value added (% of GDP)",1987,
Lao PDR,"Agriculture, value added (% of GDP)",1987,
Lao PDR,CO2 emissions (metric tons per capita),1987,0.05366250533369999
Lao PDR,Domestic credit provided by financial sector (% of GDP),1987,
Lao PDR,Electric power consumption (kWh per capita),1987,
Lao PDR,Energy use (kg of oil equivalent per capita),1987,
Lao PDR,Exports of goods and services (% of GDP),1987,6.0924368436
Lao PDR,"Fertility rate, total (births per woman)",1987,6.313
Lao PDR,GDP growth (annual %),1987,-1.42579238174
Lao PDR,Imports of goods and services (% of GDP),1987,14.023108521600001
Lao PDR,"Industry, value added (% of GDP)",1987,
Lao PDR,"Inflation, GDP deflator (annual %)",1987,14.4277167032
Lao PDR,"Life expectancy at birth, total (years)",1987,52.028439024399994
Lao PDR,Population density (people per sq. km of land area),1987,16.8763691508
Lao PDR,"Services, etc., value added (% of GDP)",1987,
Latvia,"Agriculture, value added (% of GDP)",1987,
Latvia,CO2 emissions (metric tons per capita),1987,
