City,State,Population,lat,lon,year
Evanston,Illinois,869991,42.0450722,-87.6876969,2015
Ocoee,Florida,974909,28.5691677,-81.5439619,2015
Los Angeles,California,34530,34.0522342,-118.2436849,2015
Federal Way,Washington,296949,47.3223221,-122.3126222,2015
West Jordan,Utah,870744,40.6096698,-111.9391031,2015
Yucaipa,California,244447,34.033625,-117.0430865,2015
Pittsburgh,Pennsylvania,18832,40.4406248,-79.9958864,2015
Downey,California,819915,33.9401088,-118.1331593,2015
Cicero,Illinois,567683,41.8455877,-87.7539448,2015
South Gate,California,234016,33.954737,-118.2120161,2015
Panama City,Florida,355221,30.1588129,-85.6602058,2015
Joplin,Missouri,395455,37.0842271,-94.513281,2015
League City,Texas,714790,29.5074538,-95.0949303,2015
Salt Lake City,Utah,646961,40.7607793,-111.8910474,2015
Fort Pierce,Florida,105792,27.4467056,-80.3256056,2015
Phoenix,Arizona,804341,33.4483771,-112.0740373,2015
Corvallis,Oregon,73302,44.5645659,-123.2620435,2015
Cedar Hill,Texas,35784,32.5884689,-96.9561152,2015
Chicopee,Massachusetts,537417,42.1487043,-72.6078672,2015
Ocala,Florida,344332,29.1871986,-82.1400923,2015
Roswell,Georgia,195139,34.0232431,-84.3615555,2015
Park Ridge,Illinois,682953,42.0111412,-87.8406192,2015
Concord,New Hampshire,473088,43.2081366,-71.5375718,2015
Olympia,Washington,880327,47.0378741,-122.9006951,2015
Huntington Beach,California,170851,33.660297,-117.9992265,2015
Corpus Christi,Texas,836263,27.8005828,-97.396381,2015
Haverhill,Massachusetts,164855,42.7762015,-71.0772796,2015
Hanover Park,Illinois,959679,41.9994722,-88.1450735,2015
Cambridge,Massachusetts,19397,42.3736158,-71.1097335,2015
Glendale,Arizona,816730,33.5386523,-112.1859866,2015
Stanton,California,420757,33.8025155,-117.9931165,2015
Summerville,South Carolina,19396,33.0185039,-80.1756481,2015
Davenport,Iowa,609690,41.5236437,-90.5776367,2015
Boca Raton,Florida,248689,26.3683064,-80.1289321,2015
New Britain,Connecticut,690358,41.6612104,-72.7795419,2015
Roseville,Michigan,531729,42.4972583,-82.9371409,2015
Cleveland Heights,Ohio,73923,41.5200518,-81.556235,2015
Gresham,Oregon,492736,45.5001357,-122.4302013,2015
Lauderhill,Florida,750581,26.1403635,-80.2133808,2015
Hendersonville,Tennessee,271063,36.3047735,-86.6199957,2015
Santa Clara,California,674095,37.3541079,-121.9552356,2015
Oceanside,California,312026,33.1958696,-117.3794834,2015
Lake Forest,California,86086,33.6469661,-117.689218,2015
Novi,Michigan,481010,42.48059,-83.4754913,2015
West New York,New Jersey,471465,40.7878788,-74.0143064,2015
Everett,Massachusetts,832049,42.40843,-71.0536625,2015
Linden,New Jersey,801884,40.6220478,-74.2445902,2015
Asheville,North Carolina,912547,35.5950581,-82.5514869,2015
Compton,California,971304,33.8958492,-118.2200712,2015
Marysville,Washington,561388,48.0517637,-122.17708,2016
Perris,California,350183,33.7825194,-117.22865,2016
Cleveland,Ohio,426418,41.49932,-81.694361,2016
Worcester,Massachusetts,916760,42.2625932,-71.802293,2016
Columbia,South Carolina,924660,34.0007104,-81.034814,2016
Waterbury,Connecticut,95707,41.5581525,-73.051497,2016
Eagan,Minnesota,329206,44.8041322,-93.166886,2016
Southfield,Michigan,51031,42.4733688,-83.221873,2016
Lafayette,Louisiana,802613,30.2240897,-92.019843,2016
Boise City,Idaho,855211,43.6187102,-116.21461,2016
Elkhart,Indiana,493034,41.6819935,-85.976667,2016
Buena Park,California,40196,33.8675143,-117.99812,2016
Marietta,Georgia,375390,33.952602,-84.549933,2016
Parker,Colorado,693405,39.5186002,-104.76136,2016
West Palm Beach,Florida,434550,26.7153424,-80.053375,2016
Salem,Massachusetts,77316,42.51954,-70.896716,2016
Aurora,Illinois,758356,41.7605849,-88.320072,2016
Leesburg,Virginia,392952,39.1156615,-77.563602,2016
Doral,Florida,699535,25.8195424,-80.35533,2016
Westminster,California,746536,33.7513419,-117.99399,2016
Lubbock,Texas,939401,33.5778631,-101.85517,2016
Overland Park,Kansas,813429,38.9822282,-94.670792,2016
Jackson,Mississippi,599769,32.2987573,-90.18481,2016
Gastonia,North Carolina,710283,35.262082,-81.187301,2016
Daytona Beach,Florida,891905,29.2108147,-81.022833,2016
Kansas City,Missouri,298781,39.0997265,-94.578567,2016
Rancho Palos Verdes,California,242658,33.7444613,-118.38702,2016
Burnsville,Minnesota,352288,44.7677424,-93.277723,2016
Rowlett,Texas,363871,32.9029017,-96.56388,2016
Roswell,New Mexico,812338,33.3942655,-104.52302,2016
Montgomery,Alabama,834378,32.3668052,-86.299969,2016
Logan,Utah,689141,41.7369803,-111.83384,2016
Woburn,Massachusetts,938361,42.4792618,-71.152277,2016
Allentown,Pennsylvania,520003,40.6084305,-75.490183,2016
Mount Pleasant,South Carolina,845673,32.8323225,-79.828426,2016
Columbus,Georgia,687989,32.4609764,-84.987709,2016
Buffalo,New York,797638,42.8864468,-78.878369,2016
New Berlin,Wisconsin,981371,42.9764027,-88.108422,2016
North Richland Hills,Texas,66271,32.8342952,-97.228903,2016
Lima,Ohio,750977,40.742551,-84.105226,2016
Sacramento,California,304870,38.5815719,-121.4944,2016
Fort Smith,Arkansas,457819,35.3859242,-94.398547,2016
East Providence,Rhode Island,355041,41.8137116,-71.370055,2016
Urbandale,Iowa,479333,41.6266555,-93.712166,2016
Mount Vernon,New York,31974,40.9125992,-73.837079,2016
Lakewood,Colorado,620967,39.7047095,-105.08137,2016
Henderson,Nevada,76996,36.0395247,-114.98172,2016
Covina,California,946006,34.0900091,-117.89034,2016
Stamford,Connecticut,176211,41.0534302,-73.538734,2016
Bloomington,Indiana,283610,39.165325,-86.526386,2016
Kingsport,Tennessee,779231,36.548434,-82.561819,2016
Spokane,Washington,733303,47.6587802,-117.42605,2016
Kennewick,Washington,248541,46.2112458,-119.13723,2016
Philadelphia,Pennsylvania,215571,39.9525839,-75.165222,2016
Bellingham,Washington,405981,48.74908,-122.47815,2016
Visalia,California,939144,36.3302284,-119.29206,2016
La Crosse,Wisconsin,300915,43.8013556,-91.239581,2016
Council Bluffs,Iowa,60305,41.2619444,-95.860833,2016
North Lauderdale,Florida,525676,26.217305,-80.225881,2016
Dallas,Texas,457003,32.7766642,-96.796988,2016
Antioch,California,897205,38.0049214,-121.80579,2016
Sterling Heights,Michigan,488886,42.5803122,-83.030203,2016
Deerfield Beach,Florida,589552,26.3184123,-80.099766,2016
Fishers,Indiana,865727,39.9567548,-86.01335,2016
Cheyenne,Wyoming,242296,41.1399814,-104.82025,2016
Murrieta,California,862580,33.5539143,-117.21392,2016
Lenexa,Kansas,231773,38.9536174,-94.733571,2016
Noblesville,Indiana,978848,40.0455917,-86.008596,2016
Southaven,Mississippi,654049,34.9889818,-90.012591,2016
Chino,California,226722,34.0122346,-117.68894,2016
Gaithersburg,Maryland,521863,39.1434406,-77.201371,2016
Fountain Valley,California,648628,33.7091847,-117.95367,2016
Frederick,Maryland,714892,39.4142688,-77.410541,2016
Greenville,North Carolina,221537,35.612661,-77.366354,2016
DeKalb,Illinois,742778,41.9294736,-88.750365,2016
West Allis,Wisconsin,885034,43.0166806,-88.007032,2016
Thornton,Colorado,348765,39.8680412,-104.97192,2016
West Des Moines,Iowa,167302,41.5772115,-93.711332,2016
Fall River,Massachusetts,978918,41.7014912,-71.155045,2016
Tulare,California,101384,36.2077288,-119.34734,2016
Chula Vista,California,405448,32.6400541,-117.0842,2016
Coral Springs,Florida,951276,26.271192,-80.270604,2016
Concord,North Carolina,121386,35.4087517,-80.579511,2016
Smyrna,Georgia,892317,33.8839926,-84.514376,2016
Apopka,Florida,489350,28.6934076,-81.532215,2016
Grand Forks,North Dakota,627896,47.9252568,-97.032855,2016
Lancaster,Ohio,204444,39.7136754,-82.599329,2016
Naperville,Illinois,36365,41.7508391,-88.153535,2016
Hollywood,Florida,964335,26.0112014,-80.14949,2016
Rogers,Arkansas,639551,36.3320196,-94.118537,2016
New Orleans,Louisiana,398120,29.9510658,-90.071532,2016
Lakewood,Washington,864795,47.1717649,-122.51846,2016
Oak Lawn,Illinois,75278,41.719978,-87.747953,2016
Caldwell,Idaho,222200,43.6629384,-116.68736,2016
Portland,Oregon,984121,45.5230622,-122.67648,2016
Concord,California,197602,37.9779776,-122.03107,2016
Burien,Washington,25478,47.4703767,-122.34679,2016
St. Charles,Missouri,815346,38.7881062,-90.497436,2016
Waukesha,Wisconsin,202819,43.0116784,-88.231481,2016
Flagstaff,Arizona,455221,35.1982836,-111.6513,2016
Puyallup,Washington,100632,47.1853785,-122.2929,2016
Schenectady,New York,215419,42.8142432,-73.939569,2016
Denver,Colorado,642705,39.7392358,-104.99025,2016
Springfield,Illinois,192467,39.7817213,-89.650148,2016
Campbell,California,180629,37.2871651,-121.94996,2016
Moreno Valley,California,372106,33.9424658,-117.22967,2016
Kettering,Ohio,607037,39.6895036,-84.168827,2016
Lincoln Park,Michigan,512083,42.2505943,-83.178536,2016
Lake Havasu City,Arizona,54698,34.483901,-114.32245,2016
North Little Rock,Arkansas,565427,34.769536,-92.267094,2016
Reno,Nevada,811210,39.5296329,-119.8138,2016
Littleton,Colorado,647561,39.613321,-105.01665,2016
Prescott,Arizona,594650,34.5400242,-112.4685,2016
Dublin,California,523334,37.7021521,-121.93579,2016
Texarkana,Texas,617498,33.425125,-94.047688,2016
Portland,Maine,793991,43.661471,-70.255326,2016
Brooklyn Park,Minnesota,380574,45.0941315,-93.356341,2016
West Haven,Connecticut,46331,41.2705484,-72.946971,2016
El Centro,California,346710,32.792,-115.56305,2016
The Colony,Texas,351114,33.0806083,-96.892831,2016
Flint,Michigan,725118,43.0125274,-83.687456,2016
Pittsburg,California,774611,38.0279762,-121.88468,2016
Buckeye,Arizona,441438,33.3703197,-112.58378,2016
Brea,California,318161,33.9166805,-117.90006,2016
Indio,California,515601,33.7205771,-116.21556,2016
Scottsdale,Arizona,837646,33.4941704,-111.92605,2016
Columbus,Ohio,686813,39.9611755,-82.998794,2016
Lancaster,Pennsylvania,69966,40.0378755,-76.305514,2016
Lincoln,Nebraska,29904,40.8257625,-96.685198,2016
Trenton,New Jersey,767706,40.2170534,-74.742938,2016
Boston,Massachusetts,477353,42.3600825,-71.05888,2016
Glendora,California,363615,34.1361187,-117.86534,2016
Rochester,Minnesota,469312,44.0121221,-92.480199,2016
Florissant,Missouri,93743,38.789217,-90.322614,2016
Annapolis,Maryland,395780,38.9784453,-76.492183,2016
Chapel Hill,North Carolina,430267,35.9131996,-79.055844,2016
Lawrence,Indiana,220741,39.8386516,-86.025261,2016
Calexico,California,669851,32.6789476,-115.49888,2016
Calumet City,Illinois,54255,41.6155909,-87.529487,2016
Missoula,Montana,716828,46.8787176,-113.99659,2016
Clovis,California,393885,36.8252277,-119.70292,2016
Pearland,Texas,592992,29.5635666,-95.286047,2016
Gilbert,Arizona,898166,33.3528264,-111.78903,2016
Wausau,Wisconsin,46019,44.9591352,-89.630122,2016
Raleigh,North Carolina,739672,35.7795897,-78.638179,2016
Orange,California,951689,33.7877944,-117.85311,2016
Walnut Creek,California,503715,37.9100783,-122.06518,2016
Bremerton,Washington,244940,47.5673202,-122.63294,2016
Porterville,California,97987,36.06523,-119.01677,2016
Marana,Arizona,63147,32.436381,-111.22244,2016
Tallahassee,Florida,205528,30.4382559,-84.280733,2016
Conroe,Texas,767511,30.3118769,-95.456051,2016
Blacksburg,Virginia,937056,37.2295733,-80.413939,2016
San Antonio,Texas,513665,29.4241219,-98.493628,2016
Hartford,Connecticut,874522,41.7637111,-72.685093,2016
Waterloo,Iowa,754236,42.492786,-92.342578,2016
Binghamton,New York,790799,42.0986867,-75.917974,2016
Meridian,Idaho,234680,43.6121087,-116.39151,2016
Fond du Lac,Wisconsin,965113,43.7730448,-88.447051,2016
Baytown,Texas,421411,29.7355047,-94.977427,2016
Cary,North Carolina,830266,35.79154,-78.781117,2016
Weymouth Town,Massachusetts,858474,42.2180724,-70.941036,2016
Tulsa,Oklahoma,775306,36.1539816,-95.992775,2016
Mission,Texas,403656,26.2159066,-98.325293,2016
Cuyahoga Falls,Ohio,692829,41.1339449,-81.484558,2016
Malden,Massachusetts,500074,42.4250964,-71.066163,2016
Allen,Texas,206117,33.1031744,-96.67055,2016
Tucson,Arizona,581586,32.2217429,-110.92648,2016
Franklin,Tennessee,851753,35.9250637,-86.86889,2016
Shakopee,Minnesota,615819,44.7973962,-93.527286,2016
Jacksonville,Florida,286747,30.3321838,-81.655651,2016
Atlantic City,New Jersey,54188,39.3642834,-74.422927,2016
Erie,Pennsylvania,181332,42.1292241,-80.085059,2016
Merced,California,560509,37.3021632,-120.48297,2016
Abilene,Texas,501312,32.4487364,-99.733144,2016
Yorba Linda,California,226181,33.8886259,-117.81311,2016
Greenville,South Carolina,419982,34.8526176,-82.39401,2016
Huntersville,North Carolina,83763,35.410694,-80.84285,2016
St. Clair Shores,Michigan,424130,42.4974085,-82.89636,2016
Harrisburg,Pennsylvania,997250,40.2731911,-76.886701,2016
San Buenaventura (Ventura),California,576667,34.274646,-119.22903,2016
Fremont,California,669023,37.5482697,-121.98857,2016
Pueblo,Colorado,883714,38.2544472,-104.60914,2016
Chelsea,Massachusetts,689128,42.3917638,-71.032828,2016
Belleville,Illinois,905239,38.5200504,-89.983994,2016
Minneapolis,Minnesota,607832,44.977753,-93.265011,2016
Bartlett,Tennessee,840286,35.2045328,-89.873975,2016
Wichita Falls,Texas,532237,33.9137085,-98.493387,2016
Missouri City,Texas,507321,29.6185669,-95.537722,2016
St. Louis,Missouri,327841,38.6270025,-90.199404,2016
Pharr,Texas,385398,26.1947962,-98.183622,2016
Albuquerque,New Mexico,12460,35.0853336,-106.60555,2016
Athens-Clarke County,Georgia,133774,33.9519347,-83.357567,2016
South Jordan,Utah,455130,40.5621704,-111.92966,2016
North Las Vegas,Nevada,336455,36.1988592,-115.1175,2016
Pomona,California,21797,34.055103,-117.74999,2016
Eastvale,California,882511,33.952463,-117.5848,2016
Grove City,Ohio,824549,39.8814519,-83.092964,2016
Lawrence,Kansas,17904,38.9716689,-95.23525,2016
Midland,Texas,574817,31.9973456,-102.07791,2016
Oklahoma City,Oklahoma,513886,35.4675602,-97.516428,2016
Oro Valley,Arizona,670867,32.3909071,-110.96649,2016
Mesa,Arizona,751153,33.4151843,-111.83147,2016
Norwalk,Connecticut,866184,41.117744,-73.408158,2016
Kentwood,Michigan,701171,42.8694731,-85.644749,2016
Brookfield,Wisconsin,800396,43.0605671,-88.106479,2016
Rockwall,Texas,704108,32.9312336,-96.459709,2016
Mishawaka,Indiana,865188,41.6619927,-86.158616,2016
Tustin,California,35256,33.7458511,-117.82617,2016
St. Cloud,Minnesota,516691,45.5579451,-94.16324,2016
Passaic,New Jersey,479154,40.8567662,-74.128476,2016
Escondido,California,900747,33.1192068,-117.08642,2016
San Bruno,California,540040,37.6304904,-122.41108,2016
Berkeley,California,709140,37.8715926,-122.27275,2016
San Clemente,California,175331,33.4269728,-117.61199,2016
Lawton,Oklahoma,901337,34.6035669,-98.395929,2016
Eau Claire,Wisconsin,417012,44.811349,-91.498494,2016
Maricopa,Arizona,230219,33.0581063,-112.04764,2016
DeSoto,Texas,905785,32.5896998,-96.857074,2016
Fort Wayne,Indiana,147845,41.079273,-85.139351,2016
Shoreline,Washington,981935,47.7556531,-122.34152,2016
Medford,Massachusetts,455739,42.4184296,-71.106164,2016
La Habra,California,20118,33.9319578,-117.94617,2016
Albany,New York,200991,42.6525793,-73.756232,2016
Daly City,California,984901,37.6879241,-122.47021,2016
Taylor,Michigan,442834,42.240872,-83.269651,2016
Lynchburg,Virginia,178114,37.4137536,-79.142246,2016
Bowie,Maryland,799521,39.0067768,-76.779136,2016
Danbury,Connecticut,903507,41.394817,-73.454011,2016
Charlottesville,Virginia,665518,38.0293059,-78.476678,2016
Coral Gables,Florida,980030,25.72149,-80.268384,2016
Coeur d'Alene,Idaho,316573,47.6776832,-116.78047,2016
El Monte,California,947986,34.0686206,-118.02757,2016
Crystal Lake,Illinois,700725,42.2411344,-88.316197,2016
Danville,California,839530,37.8215929,-121.99996,2016
Goodyear,Arizona,822639,33.4353394,-112.35766,2016
Paterson,New Jersey,825976,40.9167654,-74.171811,2016
Salem,Oregon,25024,44.9428975,-123.0351,2016
Kissimmee,Florida,257331,28.2919557,-81.407571,2016
Saginaw,Michigan,241283,43.4194699,-83.950807,2016
Brownsville,Texas,379602,25.9017472,-97.497484,2016
Flower Mound,Texas,659670,33.0145673,-97.096955,2016
Grapevine,Texas,855404,32.9342919,-97.078065,2016
Edina,Minnesota,927973,44.8896866,-93.349949,2016
Detroit,Michigan,80667,42.331427,-83.045754,2016
Fairfield,Ohio,702087,39.3454673,-84.560319,2016
Mansfield,Texas,368940,32.5631924,-97.141677,2016
Rochester,New York,23287,43.16103,-77.610922,2016
Birmingham,Alabama,592068,33.5206608,-86.80249,2016
Austin,Texas,328656,30.267153,-97.743061,2016
Santa Barbara,California,166058,34.4208305,-119.69819,2016
Addison,Illinois,685339,41.931696,-87.988956,2016
Rio Rancho,New Mexico,897796,35.2327544,-106.66304,2016
Normal,Illinois,637970,40.5142026,-88.990631,2016
Romeoville,Illinois,973709,41.6475306,-88.089506,2016
Coon Rapids,Minnesota,659666,45.1732394,-93.303006,2016
San Mateo,California,17177,37.5629917,-122.32553,2016
Orlando,Florida,182074,28.5383355,-81.379237,2016
Casper,Wyoming,482132,42.866632,-106.31308,2016
Bedford,Texas,670112,32.844017,-97.143067,2016
Wilmington,North Carolina,781045,34.2257255,-77.94471,2016
Pinellas Park,Florida,733040,27.8428025,-82.699544,2016
North Miami Beach,Florida,246691,25.9331488,-80.162546,2016
Kansas City,Kansas,67101,39.114053,-94.627464,2016
Fitchburg,Massachusetts,455401,42.5834228,-71.802296,2016
Wheeling,Illinois,681334,42.1391927,-87.928959,2016
Newton,Massachusetts,67756,42.3370413,-71.209221,2016
North Miami,Florida,514739,25.8900949,-80.186714,2016
Norwich,Connecticut,284678,41.5242649,-72.07591,2016
Newark,New Jersey,219862,40.735657,-74.172367,2016
Alexandria,Louisiana,23665,31.3112936,-92.445137,2016
Blaine,Minnesota,979289,45.1607987,-93.234949,2016
Harlingen,Texas,393373,26.1906306,-97.696103,2016
Lompoc,California,725279,34.6391501,-120.45794,2016
Denton,Texas,211444,33.2148412,-97.133068,2016
Galveston,Texas,749901,29.3013479,-94.797696,2016
Greenwood,Indiana,427575,39.6136578,-86.106653,2016
Salinas,California,762145,36.6777372,-121.6555,2016
Miami Gardens,Florida,410506,25.9420377,-80.245605,2016
Huntington,West Virginia,49038,38.4192496,-82.445154,2016
Laredo,Texas,358458,27.5305671,-99.480324,2016
Melbourne,Florida,602572,28.0836269,-80.608109,2016
Haltom City,Texas,286690,32.7995738,-97.269182,2016
Palm Bay,Florida,67633,28.0344621,-80.588665,2016
Wilson,North Carolina,341960,35.7212689,-77.91554,2016
Bountiful,Utah,290983,40.8893895,-111.88077,2016
Ceres,California,651349,37.5949316,-120.95771,2016
Parma,Ohio,496965,41.4047742,-81.722909,2016
Rapid City,South Dakota,938351,44.0805434,-103.23101,2016
Bell Gardens,California,35273,33.9652918,-118.15146,2016
Commerce City,Colorado,109561,39.8083196,-104.93387,2016
Springfield,Massachusetts,988211,42.1014831,-72.589811,2016
Fort Collins,Colorado,282944,40.5852602,-105.08442,2016
San Leandro,California,976743,37.7249296,-122.15608,2016
Vista,California,433977,33.2000368,-117.24254,2016
Yonkers,New York,618781,40.9312099,-73.898747,2016
Cincinnati,Ohio,86013,39.1031182,-84.51202,2016
Hagerstown,Maryland,649464,39.6417629,-77.719993,2016
Sanford,Florida,472585,28.8028612,-81.269453,2016
Union City,New Jersey,670193,40.6975898,-74.263164,2016
Toledo,Ohio,32334,41.6639383,-83.555212,2016
Sierra Vista,Arizona,806577,31.5455001,-110.27729,2016
Newport News,Virginia,133821,37.0870821,-76.473012,2016
Hammond,Indiana,693623,41.5833688,-87.500041,2016
Buffalo Grove,Illinois,241176,42.1662831,-87.963131,2016
Sugar Land,Texas,121351,29.6196787,-95.634946,2016
Huntsville,Alabama,340930,34.7303688,-86.586104,2016
Lodi,California,797677,38.1341477,-121.27222,2016
Edmonds,Washington,670998,47.8106521,-122.37736,2016
Duncanville,Texas,458914,32.6518004,-96.908337,2016
Rocky Mount,North Carolina,556511,35.9382103,-77.790534,2016
Pontiac,Michigan,842929,42.6389216,-83.291047,2016
National City,California,709957,32.6781085,-117.0992,2016
Hayward,California,829914,37.6688205,-122.0808,2016
Niagara Falls,New York,141441,43.0962143,-79.037739,2016
Sparks,Nevada,642998,39.5349112,-119.75269,2016
Hanford,California,993213,36.3274502,-119.64568,2016
Cypress,California,426463,33.8169599,-118.03729,2016
Youngstown,Ohio,490428,41.0997803,-80.649519,2016
Madison,Alabama,20434,34.6992579,-86.748332,2016
Redlands,California,214032,34.0555693,-117.18254,2016
Cape Girardeau,Missouri,368909,37.3058839,-89.518148,2016
Nampa,Idaho,320424,43.5407172,-116.56346,2016
Washington,District of Columbia,835403,38.9071923,-77.036871,2016
Wheaton,Illinois,446711,41.8661403,-88.107013,2016
Lancaster,Texas,301379,32.5920798,-96.756108,2016
Rialto,California,328718,34.1064001,-117.37032,2016
Fargo,North Dakota,559402,46.8771863,-96.789803,2016
Peoria,Illinois,228368,40.6936488,-89.588986,2016
Omaha,Nebraska,209394,41.2523634,-95.997988,2016
Rancho Santa Margarita,California,376621,33.640855,-117.6031,2016
Manhattan,Kansas,940476,39.1836082,-96.571669,2016
Palm Springs,California,643172,33.8302961,-116.54529,2016
San Diego,California,821436,32.715738,-117.16108,2016
Santa Rosa,California,358157,38.440429,-122.71405,2016
Lowell,Massachusetts,434003,42.6334247,-71.316172,2016
Broken Arrow,Oklahoma,725601,36.060949,-95.797453,2016
Kent,Washington,331808,47.3809335,-122.23484,2016
Nashville,Tennessee,216801,36.1626638,-86.781602,2016
Hackensack,New Jersey,787221,40.8859325,-74.043474,2016
Broomfield,Colorado,178975,39.9205411,-105.08665,2016
Durham,North Carolina,505962,35.9940329,-78.898619,2016
Wichita,Kansas,426332,37.688889,-97.336111,2016
Cathedral City,California,908702,33.7805388,-116.4668,2016
Lakeville,Minnesota,192566,44.6496868,-93.24272,2016
Elmhurst,Illinois,416975,41.8994744,-87.940342,2016
Weslaco,Texas,569924,26.1595194,-97.990837,2016
Greenfield,Wisconsin,340704,42.9614039,-88.012587,2016
Sunnyvale,California,176095,37.36883,-122.03635,2016
Santa Cruz,California,346351,36.9741171,-122.0308,2016
Kenosha,Wisconsin,606821,42.5847425,-87.821185,2016
State College,Pennsylvania,332155,40.7933949,-77.860001,2016
Mansfield,Ohio,728017,40.75839,-82.515447,2016
Quincy,Illinois,979497,39.9356016,-91.409873,2016
Pompano Beach,Florida,715434,26.2378597,-80.124767,2016
San Angelo,Texas,45286,31.4637723,-100.43704,2016
Bloomington,Illinois,198294,40.4842027,-88.993687,2016
Tracy,California,496261,37.7396513,-121.42522,2016
Spartanburg,South Carolina,810614,34.9495672,-81.932048,2016
Nashua,New Hampshire,637851,42.7653662,-71.467566,2016
Macon,Georgia,575172,32.8406946,-83.632402,2016
Hempstead,New York,71997,40.7062128,-73.61874,2016
Camden,New Jersey,12904,39.9259463,-75.11962,2016
Palm Desert,California,626727,33.7222445,-116.37446,2016
Streamwood,Illinois,933631,42.0255827,-88.178409,2016
Chesapeake,Virginia,53665,36.7682088,-76.287493,2016
Dublin,Ohio,213767,40.0992294,-83.114077,2016
Camarillo,California,983193,34.2163937,-119.0376,2016
Muskegon,Michigan,235814,43.2341813,-86.248392,2016
Elizabeth,New Jersey,758226,40.6639916,-74.210701,2016
Anchorage,Alaska,104392,61.2180556,-149.90028,2016
Minot,North Dakota,514148,48.2329668,-101.29229,2016
Davie,Florida,781818,26.0764783,-80.252116,2016
McAllen,Texas,517128,26.2034071,-98.230012,2016
McKinney,Texas,20532,33.1972465,-96.639782,2016
Killeen,Texas,232425,31.1171194,-97.727796,2016
Findlay,Ohio,224837,41.04422,-83.649932,2016
Oakland,California,980916,37.8043637,-122.27111,2016
Mountain View,California,382535,37.3860517,-122.08385,2016
Lake Elsinore,California,329857,33.6680772,-117.32726,2016
Amarillo,Texas,909220,35.2219971,-101.8313,2016
Provo,Utah,259421,40.2338438,-111.65853,2016
Atlanta,Georgia,349998,33.7489954,-84.387982,2016
Monterey Park,California,653905,34.0625106,-118.12285,2016
Strongsville,Ohio,211027,41.3144966,-81.83569,2016
Madera,California,526186,36.9613356,-120.06072,2016
Decatur,Illinois,628222,39.8403147,-88.9548,2016
Woonsocket,Rhode Island,90629,42.0028761,-71.514784,2016
Mobile,Alabama,398464,30.6953657,-88.039891,2016
Vallejo,California,251015,38.1040864,-122.25664,2016
Arcadia,California,403616,34.1397292,-118.03534,2016
Collierville,Tennessee,238524,35.042036,-89.664527,2016
Jefferson City,Missouri,869927,38.5767017,-92.173516,2016
Longview,Texas,890580,32.5007037,-94.740489,2016
Chandler,Arizona,459738,33.3061605,-111.84125,2016
Arvada,Colorado,217786,39.8027644,-105.08748,2016
Alhambra,California,398494,34.095287,-118.12701,2016
Kokomo,Indiana,60715,40.486427,-86.133603,2016
Oakland Park,Florida,531681,26.1723065,-80.131989,2016
Indianapolis,Indiana,143771,39.768403,-86.158068,2016
Boynton Beach,Florida,872591,26.5317866,-80.090547,2016
Apache Junction,Arizona,859376,33.4150485,-111.54958,2016
Mount Prospect,Illinois,99772,42.0664167,-87.937291,2016
Cranston,Rhode Island,347589,41.7798226,-71.43728,2016
Lafayette,Indiana,397606,40.4167022,-86.875287,2016
Olathe,Kansas,353204,38.8813958,-94.819129,2016
Johns Creek,Georgia,337566,34.0289259,-84.198579,2016
Greensboro,North Carolina,751302,36.0726354,-79.791975,2016
Kalamazoo,Michigan,158010,42.2917069,-85.587229,2016
Tigard,Oregon,763935,45.4312294,-122.77149,2016
Jacksonville,North Carolina,917960,34.7540524,-77.430241,2016
Citrus Heights,California,448228,38.7071247,-121.28106,2016
Tuscaloosa,Alabama,796578,33.2098407,-87.569174,2016
Ankeny,Iowa,974950,41.7317884,-93.600128,2016
Hawthorne,California,931399,33.9164032,-118.35257,2016
Hoover,Alabama,933596,33.4053867,-86.811378,2016
Delray Beach,Florida,529079,26.4614625,-80.07282,2016
Wellington,Florida,950983,26.6617635,-80.268357,2016
Bullhead City,Arizona,76198,35.1359386,-114.5286,2016
Weston,Florida,702110,26.1003654,-80.399775,2016
Troy,Michigan,167915,42.6064095,-83.149775,2016
New Rochelle,New York,510107,40.9114882,-73.782355,2016
Stockton,California,77098,37.9577016,-121.29078,2016
Royal Oak,Michigan,549239,42.4894801,-83.144649,2016
Titusville,Florida,50934,28.6122187,-80.807554,2016
Laguna Niguel,California,132944,33.5225261,-117.70755,2016
Spokane Valley,Washington,687038,47.6732281,-117.23937,2016
Costa Mesa,California,671289,33.6411316,-117.91867,2016
Grand Prairie,Texas,40528,32.7459645,-96.997785,2016
Portsmouth,Virginia,919317,36.8354258,-76.298274,2016
Lacey,Washington,739944,47.0342629,-122.82319,2016
Apex,North Carolina,705555,35.732652,-78.850286,2016
Sioux City,Iowa,869949,42.4999942,-96.400307,2016
Encinitas,California,939705,33.0369867,-117.29198,2016
Spanish Fork,Utah,131514,40.114955,-111.65492,2016
Huntington Park,California,950625,33.9816812,-118.22507,2016
Eden Prairie,Minnesota,154862,44.8546856,-93.470786,2016
Peoria,Arizona,784340,33.5805955,-112.23738,2016
Tempe,Arizona,308222,33.4255104,-111.94001,2016
Wilmington,Delaware,993170,39.7390721,-75.539788,2016
Taylorsville,Utah,722570,40.6677248,-111.93883,2016
Westland,Michigan,65663,42.324204,-83.400211,2016
Mesquite,Texas,378081,32.7667955,-96.599159,2016
