u,v,w,x,y,z
33.179,-23.557,0.010569,123.08,38.75,12.571
30.074,-15.846,0.022156,124.68,38.75,12.571
31.316,-1.8257,0.010569,126.29,38.75,12.571
35.975,-9.5368,0.022156,127.89,38.75,12.571
39.08,-19.351,0.010569,129.49,38.75,12.571
40.944,-23.908,0.010569,131.09,38.75,12.571
41.565,-21.805,0.010569,132.7,38.75,12.571
39.08,-10.588,-1.1481,134.3,38.75,12.571
44.05,-15.495,1.2619,70.188,38.75,13.714
39.701,-18.65,-0.001017,71.791,38.75,13.714
37.838,-19.702,-0.001017,73.393,38.75,13.714
36.285,-19.351,-0.012604,74.996,38.75,13.714
34.422,-17.949,-0.012604,76.599,38.75,13.714
32.869,-16.547,-0.012604,78.202,38.75,13.714
30.695,-13.743,-0.012604,79.805,38.75,13.714
29.763,-8.8358,-0.024191,81.407,38.75,13.714
28.21,-4.6298,-0.024191,83.01,38.75,13.714
27.899,-3.2277,-0.024191,84.613,38.75,13.714
26.036,0.62783,-0.012604,86.216,38.75,13.714
26.036,2.3804,-0.001017,87.819,38.75,13.714
27.278,7.9885,-0.001017,89.421,38.75,13.714
30.384,16.05,-0.001017,91.024,38.75,13.714
32.869,17.102,-0.012604,92.627,38.75,13.714
32.869,18.504,-0.035777,94.23,38.75,13.714
34.422,21.308,-0.035777,95.833,38.75,13.714
35.664,24.112,-0.001017,97.435,38.75,13.714
34.422,21.658,0.045329,99.038,38.75,13.714
34.111,18.153,0.033743,100.64,38.75,13.714
34.422,18.504,0.022156,102.24,38.75,13.714
34.111,17.102,-0.001017,103.85,38.75,13.714
32.869,9.741,0.010569,105.45,38.75,13.714
35.664,3.4319,0.022156,107.05,38.75,13.714
37.838,3.4319,-0.001017,108.66,38.75,13.714
38.459,-1.4752,-0.012604,110.26,38.75,13.714
39.08,-6.3823,0.010569,111.86,38.75,13.714
42.497,-6.7328,-0.001017,113.46,38.75,13.714
42.807,-5.3308,-0.012604,115.07,38.75,13.714
45.913,-6.7328,-0.024191,116.67,38.75,13.714
46.534,-10.238,-0.012604,118.27,38.75,13.714
40.633,-13.392,-0.001017,119.87,38.75,13.714
34.111,-16.196,-0.001017,121.48,38.75,13.714
26.036,-22.155,0.010569,123.08,38.75,13.714
21.067,-16.547,0.033743,124.68,38.75,13.714
24.794,-5.6813,0.022156,126.29,38.75,13.714
29.763,-7.7843,0.022156,127.89,38.75,13.714
33.179,-16.547,-0.001017,129.49,38.75,13.714
35.664,-23.207,-0.012604,131.09,38.75,13.714
32.558,-19.351,-0.001017,132.7,38.75,13.714
30.695,-10.238,-1.2871,134.3,38.75,13.714
36.596,-13.392,1.3315,70.188,38.75,14.857
32.558,-15.846,-0.012604,71.791,38.75,14.857
31.005,-16.897,-0.001017,73.393,38.75,14.857
29.763,-15.846,-0.012604,74.996,38.75,14.857
28.521,-14.093,-0.012604,76.599,38.75,14.857
26.968,-10.939,-0.012604,78.202,38.75,14.857
24.794,-7.0833,-0.012604,79.805,38.75,14.857
24.483,-1.8257,-0.024191,81.407,38.75,14.857
22.309,-0.073181,-0.024191,83.01,38.75,14.857
20.756,-1.1247,-0.024191,84.613,38.75,14.857
20.446,3.7824,0.010569,86.216,38.75,14.857
20.135,5.1844,0.010569,87.819,38.75,14.857
22.62,5.1844,-0.001017,89.421,38.75,14.857
26.968,14.999,-0.012604,91.024,38.75,14.857
29.142,19.205,-0.035777,92.627,38.75,14.857
26.347,17.452,-0.047364,94.23,38.75,14.857
25.725,19.555,-0.035777,95.833,38.75,14.857
26.036,19.555,-0.012604,97.435,38.75,14.857
26.036,16.05,0.045329,99.038,38.75,14.857
26.968,12.545,0.033743,100.64,38.75,14.857
28.831,13.597,0.010569,102.24,38.75,14.857
29.763,13.947,-0.001017,103.85,38.75,14.857
28.521,7.2874,-0.001017,105.45,38.75,14.857
30.695,1.6793,0.010569,107.05,38.75,14.857
32.248,1.6793,-0.001017,108.66,38.75,14.857
32.869,-1.8257,-0.001017,110.26,38.75,14.857
33.179,-6.0318,-0.001017,111.86,38.75,14.857
36.906,-5.3308,-0.001017,113.46,38.75,14.857
37.838,-2.8772,-0.001017,115.07,38.75,14.857
40.633,-3.9287,-0.012604,116.67,38.75,14.857
42.186,-6.7328,-0.012604,118.27,38.75,14.857
35.975,-9.8873,-0.012604,119.87,38.75,14.857
29.142,-13.743,-0.001017,121.48,38.75,14.857
21.067,-19.702,-0.001017,123.08,38.75,14.857
16.408,-15.495,0.022156,124.68,38.75,14.857
20.446,-4.9803,0.010569,126.29,38.75,14.857
25.104,-4.2793,0.010569,127.89,38.75,14.857
28.521,-14.444,-0.012604,129.49,38.75,14.857
29.763,-21.805,-0.024191,131.09,38.75,14.857
26.657,-17.949,-0.001017,132.7,38.75,14.857
25.104,-10.588,-1.3451,134.3,38.75,14.857
30.384,-10.238,1.3894,70.188,38.75,16.0
27.278,-12.691,-0.012604,71.791,38.75,16.0
25.725,-13.392,-0.001017,73.393,38.75,16.0
23.862,-12.341,-0.012604,74.996,38.75,16.0
22.62,-10.238,-0.012604,76.599,38.75,16.0
21.377,-6.3823,-0.012604,78.202,38.75,16.0
20.135,-0.42369,-0.012604,79.805,38.75,16.0
19.203,4.8339,-0.012604,81.407,38.75,16.0
15.476,4.4834,-0.024191,83.01,38.75,16.0
12.371,1.3288,-0.012604,84.613,38.75,16.0
12.992,7.9885,0.022156,86.216,38.75,16.0
12.06,10.091,0.022156,87.819,38.75,16.0
16.097,2.3804,-0.001017,89.421,38.75,16.0
22.62,13.947,-0.024191,91.024,38.75,16.0
23.862,23.06,-0.070537,92.627,38.75,16.0
18.582,18.854,-0.058951,94.23,38.75,16.0
15.476,19.555,-0.047364,95.833,38.75,16.0
14.545,16.751,-0.024191,97.435,38.75,16.0
15.166,10.091,0.033743,99.038,38.75,16.0
17.961,6.5864,0.022156,100.64,38.75,16.0
21.998,8.339,-0.001017,102.24,38.75,16.0
23.862,10.442,-0.012604,103.85,38.75,16.0
23.241,4.8339,-0.012604,105.45,38.75,16.0
24.794,0.62783,-0.001017,107.05,38.75,16.0
26.036,0.27732,0.010569,108.66,38.75,16.0
26.347,-2.5267,0.010569,110.26,38.75,16.0
26.347,-6.0318,-0.012604,111.86,38.75,16.0
30.695,-3.5782,-0.012604,113.46,38.75,16.0
32.248,-1.1247,-0.001017,115.07,38.75,16.0
35.043,-1.4752,-0.001017,116.67,38.75,16.0
36.596,-3.5782,-0.012604,118.27,38.75,16.0
31.005,-7.0833,-0.012604,119.87,38.75,16.0
24.483,-11.289,-0.001017,121.48,38.75,16.0
17.029,-17.598,-0.012604,123.08,38.75,16.0
12.681,-14.093,0.010569,124.68,38.75,16.0
16.719,-2.5267,-0.012604,126.29,38.75,16.0
21.377,0.27732,-0.001017,127.89,38.75,16.0
23.862,-12.341,-0.024191,129.49,38.75,16.0
23.241,-19.702,-0.035777,131.09,38.75,16.0
21.067,-16.897,-0.012604,132.7,38.75,16.0
20.135,-10.588,-1.3914,134.3,38.75,16.0
5.5378,-1.8257,-0.001017,70.188,40.0,-0.002
4.606,-1.4752,-0.001017,71.791,40.0,-0.002
3.6743,-0.77419,-0.001017,73.393,40.0,-0.002
3.0531,-0.42369,-0.001017,74.996,40.0,-0.002
2.1214,-0.073182,-0.001017,76.599,40.0,-0.002
0.25794,-0.42369,-0.001017,78.202,40.0,-0.002
-0.36322,0.97833,-0.001017,79.805,40.0,-0.002
2.1214,0.62783,-0.001017,81.407,40.0,-0.002
1.5003,1.6793,-0.001017,83.01,40.0,-0.002
3.6743,2.3804,-0.001017,84.613,40.0,-0.002
4.606,2.0299,-0.001017,86.216,40.0,-0.002
7.0907,0.27732,-0.001017,87.819,40.0,-0.002
7.4013,0.62783,-0.001017,89.421,40.0,-0.002
7.4013,-3.2277,-0.001017,91.024,40.0,-0.002
5.5378,-3.5782,-0.001017,92.627,40.0,-0.002
6.7801,4.4834,-0.001017,94.23,40.0,-0.002
2.7426,4.4834,-0.001017,95.833,40.0,-0.002
4.9166,9.04,-0.001017,97.435,40.0,-0.002
4.9166,11.143,-0.001017,99.038,40.0,-0.002
0.25794,7.6379,-0.001017,100.64,40.0,-0.002
0.25794,6.9369,-0.001017,102.24,40.0,-0.002
-0.36322,4.1329,-0.001017,103.85,40.0,-0.002
0.25794,4.8339,-0.001017,105.45,40.0,-0.002
1.5003,7.2874,-0.001017,107.05,40.0,-0.002
2.432,7.6379,-0.001017,108.66,40.0,-0.002
0.56851,6.9369,-0.001017,110.26,40.0,-0.002
3.0531,6.2359,-0.001017,111.86,40.0,-0.002
2.7426,3.0814,-0.001017,113.46,40.0,-0.002
3.6743,3.7824,-0.001017,115.07,40.0,-0.002
3.6743,3.4319,-0.001017,116.67,40.0,-0.002
5.2272,2.3804,-0.001017,118.27,40.0,-0.002
4.9166,1.6793,-0.001017,119.87,40.0,-0.002
4.606,0.62783,-0.001017,121.48,40.0,-0.002
6.4695,-0.77419,-0.001017,123.08,40.0,-0.002
6.7801,-0.42369,-0.001017,124.68,40.0,-0.002
9.5753,-4.2793,-0.001017,126.29,40.0,-0.002
10.818,-3.2277,-0.001017,127.89,40.0,-0.002
10.818,-4.6298,-0.001017,129.49,40.0,-0.002
9.5753,-6.0318,-0.001017,131.09,40.0,-0.002
6.1589,-2.5267,-0.001017,132.7,40.0,-0.002
1.1897,-3.2277,-0.001017,134.3,40.0,-0.002
19.824,-1.8257,-0.15164,70.188,40.0,1.141
17.029,-1.1247,0.010569,71.791,40.0,1.141
16.097,0.62783,-0.001017,73.393,40.0,1.141
12.371,0.62783,-0.001017,74.996,40.0,1.141
9.2647,0.62783,0.010569,76.599,40.0,1.141
6.4695,-0.073181,0.010569,78.202,40.0,1.141
4.2955,0.62783,-0.001017,79.805,40.0,1.141
2.432,-0.073181,-0.001017,81.407,40.0,1.141
2.1214,1.6793,-0.001017,83.01,40.0,1.141
3.6743,2.3804,-0.001017,84.613,40.0,1.141
4.606,2.0299,-0.001017,86.216,40.0,1.141
7.0907,0.27732,-0.001017,87.819,40.0,1.141
7.4013,0.62783,-0.001017,89.421,40.0,1.141
7.4013,-3.2277,-0.001017,91.024,40.0,1.141
5.5378,-3.5782,-0.001017,92.627,40.0,1.141
6.7801,4.4834,-0.001017,94.23,40.0,1.141
2.7426,4.4834,-0.001017,95.833,40.0,1.141
4.9166,9.04,-0.001017,97.435,40.0,1.141
4.9166,11.143,-0.001017,99.038,40.0,1.141
0.25794,7.6379,-0.001017,100.64,40.0,1.141
0.25794,6.9369,-0.001017,102.24,40.0,1.141
0.56851,5.1844,-0.001017,103.85,40.0,1.141
2.432,10.792,-0.001017,105.45,40.0,1.141
3.6743,7.9885,-0.012604,107.05,40.0,1.141
6.7801,14.298,-0.012604,108.66,40.0,1.141
6.4695,11.844,-0.001017,110.26,40.0,1.141
7.4013,7.9885,-0.012604,111.86,40.0,1.141
6.1589,7.9885,-0.001017,113.46,40.0,1.141
6.1589,9.3905,-0.001017,115.07,40.0,1.141
6.1589,8.6895,-0.001017,116.67,40.0,1.141
8.0224,1.3288,-0.012604,118.27,40.0,1.141
8.9541,-1.4752,-0.001017,119.87,40.0,1.141
10.818,-1.1247,-0.001017,121.48,40.0,1.141
12.681,-3.9287,0.010569,123.08,40.0,1.141
13.923,-7.0833,-0.012604,124.68,40.0,1.141
18.272,-10.939,-0.012604,126.29,40.0,1.141
22.309,-9.5368,-0.001017,127.89,40.0,1.141
22.62,-13.392,0.010569,129.49,40.0,1.141
19.824,-10.238,0.010569,131.09,40.0,1.141
17.029,-4.2793,0.022156,132.7,40.0,1.141
15.166,-3.2277,0.1612,134.3,40.0,1.141
32.869,-4.2793,-0.1864,70.188,40.0,2.284
30.074,-2.1762,0.022156,71.791,40.0,2.284
25.104,-0.42369,0.010569,73.393,40.0,2.284
20.446,2.7309,0.022156,74.996,40.0,2.284
16.097,4.8339,0.022156,76.599,40.0,2.284
11.128,4.1329,0.022156,78.202,40.0,2.284
7.4013,3.7824,0.010569,79.805,40.0,2.284
5.5378,3.0814,-0.001017,81.407,40.0,2.284
4.606,3.7824,-0.035777,83.01,40.0,2.284
5.5378,3.4319,-0.001017,84.613,40.0,2.284
5.5378,3.4319,-0.001017,86.216,40.0,2.284
8.333,2.0299,0.010569,87.819,40.0,2.284
8.9541,0.27732,-0.001017,89.421,40.0,2.284
8.9541,-1.8257,0.022156,91.024,40.0,2.284
7.4013,-0.073181,0.022156,92.627,40.0,2.284
8.6436,7.6379,-0.001017,94.23,40.0,2.284
3.0531,5.1844,-0.012604,95.833,40.0,2.284
4.9166,9.04,-0.001017,97.435,40.0,2.284
4.9166,11.143,-0.001017,99.038,40.0,2.284
5.2272,14.298,0.045329,100.64,40.0,2.284
6.7801,14.999,0.033743,102.24,40.0,2.284
6.7801,17.452,0.022156,103.85,40.0,2.284
7.4013,17.102,-0.001017,105.45,40.0,2.284
9.2647,16.401,-0.024191,107.05,40.0,2.284
11.439,16.401,-0.012604,108.66,40.0,2.284
9.5753,16.401,-0.001017,110.26,40.0,2.284
11.128,11.844,-0.024191,111.86,40.0,2.284
12.06,10.442,0.010569,113.46,40.0,2.284
9.2647,12.545,-0.001017,115.07,40.0,2.284
8.0224,9.04,0.010569,116.67,40.0,2.284
9.2647,3.4319,-0.001017,118.27,40.0,2.284
10.507,-3.2277,0.022156,119.87,40.0,2.284
13.923,-7.4338,-0.001017,121.48,40.0,2.284
16.408,-11.289,0.022156,123.08,40.0,2.284
18.893,-16.196,-0.012604,124.68,40.0,2.284
24.173,-15.846,-0.047364,126.29,40.0,2.284
28.831,-13.743,-0.001017,127.89,40.0,2.284
28.521,-19.0,0.033743,129.49,40.0,2.284
26.968,-17.598,0.022156,131.09,40.0,2.284
24.794,-11.289,0.022156,132.7,40.0,2.284
22.62,-4.6298,0.21913,134.3,40.0,2.284
40.633,-7.0833,-0.16323,70.188,40.0,3.427
38.149,-7.0833,0.033743,71.791,40.0,3.427
31.937,-5.3308,0.022156,73.393,40.0,3.427
26.036,-2.5267,0.033743,74.996,40.0,3.427
21.067,-1.1247,0.045329,76.599,40.0,3.427
14.545,3.4319,0.033743,78.202,40.0,3.427
10.196,4.8339,0.010569,79.805,40.0,3.427
6.7801,3.7824,0.010569,81.407,40.0,3.427
4.9166,4.4834,-0.035777,83.01,40.0,3.427
6.4695,4.1329,0.010569,84.613,40.0,3.427
6.7801,4.1329,0.022156,86.216,40.0,3.427
9.2647,2.3804,0.010569,87.819,40.0,3.427
10.507,1.3288,-0.001017,89.421,40.0,3.427
10.507,5.5349,0.056916,91.024,40.0,3.427
11.439,15.349,0.056916,92.627,40.0,3.427
10.818,12.545,0.045329,94.23,40.0,3.427
5.5378,11.143,-0.012604,95.833,40.0,3.427
12.992,16.05,-0.001017,97.435,40.0,3.427
13.302,16.05,0.045329,99.038,40.0,3.427
12.371,16.751,0.080089,100.64,40.0,3.427
11.128,13.597,0.033743,102.24,40.0,3.427
11.439,15.349,0.033743,103.85,40.0,3.427
11.128,13.597,-0.001017,105.45,40.0,3.427
12.06,13.597,-0.047364,107.05,40.0,3.427
13.923,13.246,-0.012604,108.66,40.0,3.427
13.923,11.143,-0.001017,110.26,40.0,3.427
14.545,9.04,-0.024191,111.86,40.0,3.427
14.855,6.2359,0.022156,113.46,40.0,3.427
16.097,4.8339,0.010569,115.07,40.0,3.427
12.992,2.0299,0.022156,116.67,40.0,3.427
12.371,-1.8257,-0.001017,118.27,40.0,3.427
12.06,-6.0318,0.022156,119.87,40.0,3.427
16.408,-10.238,0.022156,121.48,40.0,3.427
18.582,-15.145,0.045329,123.08,40.0,3.427
22.62,-18.299,-0.012604,124.68,40.0,3.427
28.521,-17.598,-0.070537,126.29,40.0,3.427
32.869,-16.196,-0.012604,127.89,40.0,3.427
31.937,-21.104,0.033743,129.49,40.0,3.427
31.937,-22.506,0.010569,131.09,40.0,3.427
30.074,-13.743,0.022156,132.7,40.0,3.427
28.21,-5.6813,0.23072,134.3,40.0,3.427
46.534,-8.1348,-0.1053,70.188,40.0,4.57
44.671,-10.588,0.033743,71.791,40.0,4.57
40.633,-14.794,0.022156,73.393,40.0,4.57
35.043,-14.794,0.033743,74.996,40.0,4.57
30.384,-13.743,0.045329,76.599,40.0,4.57
19.203,0.27732,0.033743,78.202,40.0,4.57
12.681,4.1329,0.033743,79.805,40.0,4.57
8.9541,4.8339,0.022156,81.407,40.0,4.57
7.4013,4.4834,-0.024191,83.01,40.0,4.57
8.0224,4.1329,0.010569,84.613,40.0,4.57
8.9541,2.3804,0.022156,86.216,40.0,4.57
11.128,1.6793,-0.001017,87.819,40.0,4.57
11.439,6.2359,-0.001017,89.421,40.0,4.57
12.06,17.102,0.080089,91.024,40.0,4.57
12.06,21.308,0.091676,92.627,40.0,4.57
13.302,19.555,0.091676,94.23,40.0,4.57
15.476,19.906,-0.012604,95.833,40.0,4.57
20.446,18.854,-0.047364,97.435,40.0,4.57
19.824,14.999,0.022156,99.038,40.0,4.57
17.34,14.298,0.080089,100.64,40.0,4.57
14.855,11.494,0.022156,102.24,40.0,4.57
14.855,10.793,0.022156,103.85,40.0,4.57
14.234,9.04,-0.012604,105.45,40.0,4.57
14.234,7.9885,-0.058951,107.05,40.0,4.57
14.545,8.339,-0.024191,108.66,40.0,4.57
16.408,4.8339,-0.001017,110.26,40.0,4.57
17.961,2.3804,-0.012604,111.86,40.0,4.57
18.893,-0.073181,0.022156,113.46,40.0,4.57
19.203,-2.1762,0.022156,115.07,40.0,4.57
19.824,-3.5782,0.022156,116.67,40.0,4.57
18.893,-7.0833,-0.001017,118.27,40.0,4.57
16.719,-9.8873,0.022156,119.87,40.0,4.57
20.756,-12.691,0.033743,121.48,40.0,4.57
22.62,-17.949,0.056916,123.08,40.0,4.57
28.521,-21.454,-0.024191,124.68,40.0,4.57
34.111,-19.0,-0.1053,126.29,40.0,4.57
38.459,-19.0,-0.024191,127.89,40.0,4.57
34.422,-24.609,0.033743,129.49,40.0,4.57
35.043,-26.712,0.010569,131.09,40.0,4.57
34.422,-17.949,0.022156,132.7,40.0,4.57
34.111,-8.1348,0.18437,134.3,40.0,4.57
52.125,-9.1863,-0.001017,70.188,40.0,5.713
50.882,-13.042,0.033743,71.791,40.0,5.713
47.777,-17.949,0.022156,73.393,40.0,5.713
42.186,-19.0,0.033743,74.996,40.0,5.713
37.217,-21.104,0.033743,76.599,40.0,5.713
30.074,-18.299,0.033743,78.202,40.0,5.713
22.93,-13.392,0.033743,79.805,40.0,5.713
16.719,-1.4752,0.022156,81.407,40.0,5.713
12.371,3.0814,-0.012604,83.01,40.0,5.713
11.439,4.1329,0.010569,84.613,40.0,5.713
12.371,3.0814,-0.001017,86.216,40.0,5.713
12.992,5.5349,-0.001017,87.819,40.0,5.713
12.371,15.7,-0.001017,89.421,40.0,5.713
11.128,26.215,0.045329,91.024,40.0,5.713
12.681,27.617,0.080089,92.627,40.0,5.713
18.893,26.916,0.056916,94.23,40.0,5.713
22.62,25.163,-0.012604,95.833,40.0,5.713
24.173,19.906,-0.047364,97.435,40.0,5.713
22.309,16.05,-0.001017,99.038,40.0,5.713
19.203,13.947,0.056916,100.64,40.0,5.713
16.719,11.143,0.022156,102.24,40.0,5.713
16.719,9.04,0.010569,103.85,40.0,5.713
16.408,5.5349,-0.012604,105.45,40.0,5.713
15.476,3.0814,-0.058951,107.05,40.0,5.713
15.476,3.0814,-0.035777,108.66,40.0,5.713
16.408,0.27732,-0.012604,110.26,40.0,5.713
18.272,-2.5267,-0.012604,111.86,40.0,5.713
20.756,-3.9287,0.022156,113.46,40.0,5.713
23.241,-6.3823,0.010569,115.07,40.0,5.713
24.483,-9.1863,0.010569,116.67,40.0,5.713
23.241,-13.042,-0.001017,118.27,40.0,5.713
22.309,-15.145,0.022156,119.87,40.0,5.713
24.794,-16.897,0.033743,121.48,40.0,5.713
28.521,-22.155,0.045329,123.08,40.0,5.713
32.248,-24.959,-0.024191,124.68,40.0,5.713
36.285,-16.196,-0.093711,126.29,40.0,5.713
39.08,-16.897,-0.001017,127.89,40.0,5.713
36.906,-23.207,0.045329,129.49,40.0,5.713
37.838,-27.763,-0.001017,131.09,40.0,5.713
38.149,-21.805,0.010569,132.7,40.0,5.713
38.77,-11.289,0.080089,134.3,40.0,5.713
56.783,-10.238,0.13802,70.188,40.0,6.856
56.162,-14.794,0.022156,71.791,40.0,6.856
52.746,-21.104,0.022156,73.393,40.0,6.856
48.087,-22.506,0.022156,74.996,40.0,6.856
43.118,-26.361,0.033743,76.599,40.0,6.856
37.838,-28.815,0.022156,78.202,40.0,6.856
31.316,-25.66,0.022156,79.805,40.0,6.856
24.483,-15.495,0.010569,81.407,40.0,6.856
18.272,-6.7328,-0.012604,83.01,40.0,6.856
16.097,1.3288,-0.001017,84.613,40.0,6.856
15.166,6.2359,-0.012604,86.216,40.0,6.856
13.302,13.246,-0.001017,87.819,40.0,6.856
11.439,25.163,0.010569,89.421,40.0,6.856
12.681,33.926,0.045329,91.024,40.0,6.856
16.408,34.276,0.080089,92.627,40.0,6.856
22.62,31.472,0.033743,94.23,40.0,6.856
25.725,28.668,-0.012604,95.833,40.0,6.856
25.725,23.411,-0.035777,97.435,40.0,6.856
23.241,19.555,0.010569,99.038,40.0,6.856
20.446,15.7,0.080089,100.64,40.0,6.856
18.893,11.844,0.022156,102.24,40.0,6.856
18.893,9.3905,0.010569,103.85,40.0,6.856
18.893,5.1844,-0.001017,105.45,40.0,6.856
17.961,2.3804,-0.047364,107.05,40.0,6.856
17.029,1.6793,-0.047364,108.66,40.0,6.856
17.34,-0.77419,-0.024191,110.26,40.0,6.856
18.893,-4.6298,-0.024191,111.86,40.0,6.856
21.377,-5.6813,0.022156,113.46,40.0,6.856
26.036,-8.4853,0.010569,115.07,40.0,6.856
27.899,-13.392,-0.001017,116.67,40.0,6.856
27.899,-15.846,-0.012604,118.27,40.0,6.856
27.278,-17.598,0.022156,119.87,40.0,6.856
30.384,-17.598,0.022156,121.48,40.0,6.856
34.111,-23.207,0.033743,123.08,40.0,6.856
36.906,-26.361,-0.024191,124.68,40.0,6.856
40.323,-15.495,-0.082124,126.29,40.0,6.856
42.807,-16.897,0.010569,127.89,40.0,6.856
40.633,-23.908,0.045329,129.49,40.0,6.856
40.944,-30.217,-0.001017,131.09,40.0,6.856
42.186,-24.258,0.022156,132.7,40.0,6.856
43.118,-12.691,-0.070537,134.3,40.0,6.856
60.821,-10.939,0.32341,70.188,40.0,7.999
59.889,-16.547,0.022156,71.791,40.0,7.999
56.783,-23.207,0.010569,73.393,40.0,7.999
52.435,-25.31,0.022156,74.996,40.0,7.999
48.087,-30.217,0.022156,76.599,40.0,7.999
43.118,-34.773,0.022156,78.202,40.0,7.999
37.838,-33.722,0.010569,79.805,40.0,7.999
31.316,-27.763,-0.001017,81.407,40.0,7.999
24.794,-18.65,-0.024191,83.01,40.0,7.999
21.067,-5.6813,-0.012604,84.613,40.0,7.999
17.34,4.8339,-0.012604,86.216,40.0,7.999
14.234,17.803,-0.001017,87.819,40.0,7.999
12.371,30.421,0.010569,89.421,40.0,7.999
14.855,38.132,0.045329,91.024,40.0,7.999
20.446,38.833,0.056916,92.627,40.0,7.999
24.794,36.029,0.022156,94.23,40.0,7.999
26.657,33.225,-0.001017,95.833,40.0,7.999
26.347,28.668,-0.024191,97.435,40.0,7.999
23.862,23.411,0.022156,99.038,40.0,7.999
21.998,17.803,0.080089,100.64,40.0,7.999
21.998,12.896,0.022156,102.24,40.0,7.999
21.377,9.741,0.010569,103.85,40.0,7.999
21.998,5.1844,-0.001017,105.45,40.0,7.999
20.756,2.7309,-0.035777,107.05,40.0,7.999
19.824,1.3288,-0.035777,108.66,40.0,7.999
19.824,-1.1247,-0.024191,110.26,40.0,7.999
20.756,-4.6298,-0.024191,111.86,40.0,7.999
23.241,-6.0318,0.022156,113.46,40.0,7.999
28.521,-9.1863,-0.001017,115.07,40.0,7.999
31.005,-14.794,-0.001017,116.67,40.0,7.999
32.248,-16.897,-0.012604,118.27,40.0,7.999
32.248,-19.0,0.010569,119.87,40.0,7.999
35.043,-17.949,0.010569,121.48,40.0,7.999
39.701,-23.908,0.022156,123.08,40.0,7.999
40.944,-28.464,-0.001017,124.68,40.0,7.999
44.671,-16.897,-0.047364,126.29,40.0,7.999
47.777,-18.299,0.022156,127.89,40.0,7.999
44.981,-24.258,0.056916,129.49,40.0,7.999
45.602,-31.619,-0.012604,131.09,40.0,7.999
46.534,-26.361,0.022156,132.7,40.0,7.999
46.534,-11.64,-0.25592,134.3,40.0,7.999
63.616,-11.64,0.53197,70.188,40.0,9.142
62.374,-17.598,0.010569,71.791,40.0,9.142
59.889,-24.609,0.010569,73.393,40.0,9.142
55.852,-26.712,0.010569,74.996,40.0,9.142
51.503,-31.969,0.022156,76.599,40.0,9.142
46.845,-37.577,0.010569,78.202,40.0,9.142
42.186,-37.227,-0.001017,79.805,40.0,9.142
36.285,-32.67,-0.012604,81.407,40.0,9.142
31.316,-27.062,-0.035777,83.01,40.0,9.142
26.968,-14.794,-0.024191,84.613,40.0,9.142
20.446,-1.4752,-0.012604,86.216,40.0,9.142
16.097,16.05,-0.001017,87.819,40.0,9.142
14.855,29.369,-0.001017,89.421,40.0,9.142
17.34,37.431,0.033743,91.024,40.0,9.142
22.93,41.637,0.045329,92.627,40.0,9.142
26.036,40.235,0.022156,94.23,40.0,9.142
26.657,38.482,0.010569,95.833,40.0,9.142
26.968,34.627,-0.001017,97.435,40.0,9.142
24.483,26.916,0.033743,99.038,40.0,9.142
23.862,19.555,0.080089,100.64,40.0,9.142
24.794,14.298,0.022156,102.24,40.0,9.142
24.483,10.091,0.010569,103.85,40.0,9.142
26.036,5.1844,-0.001017,105.45,40.0,9.142
24.794,2.3804,-0.024191,107.05,40.0,9.142
24.173,0.62783,-0.035777,108.66,40.0,9.142
23.862,-1.4752,-0.024191,110.26,40.0,9.142
24.794,-4.9803,-0.012604,111.86,40.0,9.142
27.278,-5.6813,0.022156,113.46,40.0,9.142
32.558,-8.8358,-0.001017,115.07,40.0,9.142
35.043,-14.794,-0.012604,116.67,40.0,9.142
36.285,-16.897,-0.024191,118.27,40.0,9.142
36.285,-20.403,0.010569,119.87,40.0,9.142
39.701,-19.351,0.010569,121.48,40.0,9.142
43.118,-25.66,0.010569,123.08,40.0,9.142
43.739,-31.969,0.010569,124.68,40.0,9.142
48.087,-18.65,-0.024191,126.29,40.0,9.142
52.125,-19.702,0.033743,127.89,40.0,9.142
49.64,-23.207,0.056916,129.49,40.0,9.142
49.951,-31.268,-0.012604,131.09,40.0,9.142
49.019,-27.763,0.022156,132.7,40.0,9.142
47.777,-9.1863,-0.47607,134.3,40.0,9.142
63.927,-12.341,0.77529,70.188,40.0,10.285
63.305,-17.598,0.010569,71.791,40.0,10.285
60.821,-23.908,-0.001017,73.393,40.0,10.285
56.783,-25.66,0.010569,74.996,40.0,10.285
52.435,-29.516,0.010569,76.599,40.0,10.285
48.087,-34.072,-0.001017,78.202,40.0,10.285
42.807,-31.969,-0.012604,79.805,40.0,10.285
36.285,-26.361,-0.024191,81.407,40.0,10.285
32.248,-21.104,-0.047364,83.01,40.0,10.285
29.142,-9.5368,-0.024191,84.613,40.0,10.285
25.104,-0.42369,-0.012604,86.216,40.0,10.285
21.067,9.741,-0.012604,87.819,40.0,10.285
19.824,19.205,-0.012604,89.421,40.0,10.285
22.309,28.668,0.010569,91.024,40.0,10.285
27.278,39.884,0.033743,92.627,40.0,10.285
27.899,43.74,0.022156,94.23,40.0,10.285
27.278,41.637,0.010569,95.833,40.0,10.285
28.521,36.73,-0.001017,97.435,40.0,10.285
26.657,29.369,0.033743,99.038,40.0,10.285
26.968,22.009,0.056916,100.64,40.0,10.285
29.142,17.803,0.010569,102.24,40.0,10.285
